report_date,region,stores,feature_rate,activity_index,last_week_feature,last_year_feature,last_week_activity,last_year_activity
2010-01-08,Midwest,3200,91.7,8660.0,94.2,87.2,8170.0,9210.0
2010-01-08,National,19200,96.3,87600.0,86.7,89.5,75820.0,61130.0
2010-01-08,Northeast,4000,98.5,18410.0,81.8,95.3,14830.0,17000.0
2010-01-08,Northwest,1000,99.3,4160.0,99.3,65.2,5060.0,2040.0
2010-01-08,Southcentral,3500,97.0,10200.0,93.7,89.1,7400.0,9410.0
2010-01-08,Southeast,5100,97.7,17100.0,74.6,96.6,7370.0,18710.0
2010-01-08,Southwest,2400,93.5,9450.0,94.6,77.0,12690.0,5480.0
2010-01-15,Midwest,3200,89.2,8730.0,91.7,90.6,8660.0,7500.0
2010-01-15,National,19200,94.6,81650.0,96.3,94.3,87600.0,62480.0
2010-01-15,Northeast,4000,98.7,18320.0,98.5,95.9,18410.0,17500.0
2010-01-15,Northwest,1000,95.5,3340.0,99.3,97.5,4160.0,3500.0
2010-01-15,Southcentral,3500,92.4,9360.0,97.0,91.3,10200.0,10970.0
2010-01-15,Southeast,5100,96.3,15540.0,97.7,96.1,17100.0,13760.0
2010-01-15,Southwest,2400,94.5,9170.0,93.5,95.9,9450.0,10060.0
2010-01-22,Midwest,3200,95.5,9070.0,89.2,91.1,8730.0,9090.0
2010-01-22,National,19200,97.3,91130.0,94.6,94.1,81650.0,58900.0
2010-01-22,Northeast,4000,99.3,22490.0,98.7,97.8,18320.0,16640.0
2010-01-22,Northwest,1000,99.6,4050.0,95.5,97.5,3340.0,3950.0
2010-01-22,Southcentral,3500,96.8,9300.0,92.4,92.3,9360.0,9490.0
2010-01-22,Southeast,5100,97.8,14670.0,96.3,96.2,15540.0,14130.0
2010-01-22,Southwest,2400,95.2,9650.0,94.5,88.5,9170.0,8450.0
2010-01-29,Midwest,3200,96.1,7920.0,95.5,94.7,9070.0,8570.0
2010-01-29,National,19200,95.9,80100.0,97.3,95.9,91130.0,60840.0
2010-01-29,Northeast,4000,99.5,17770.0,99.3,96.1,22490.0,19130.0
2010-01-29,Northwest,1000,80.8,3280.0,99.6,96.9,4050.0,3470.0
2010-01-29,Southcentral,3500,95.8,7810.0,96.8,94.3,9300.0,11230.0
2010-01-29,Southeast,5100,97.2,13720.0,97.8,97.1,14670.0,11780.0
2010-01-29,Southwest,2400,93.9,9050.0,95.2,96.2,9650.0,7530.0
2010-02-05,Midwest,3200,95.7,6750.0,96.1,97.8,7920.0,9110.0
2010-02-05,National,19200,95.5,88820.0,95.9,97.9,80100.0,68750.0
2010-02-05,Northeast,4000,97.6,18140.0,99.5,100.0,17770.0,17070.0
2010-02-05,Northwest,1000,99.6,3620.0,80.8,93.8,3280.0,3870.0
2010-02-05,Southcentral,3500,93.6,9780.0,95.8,95.4,7810.0,10840.0
2010-02-05,Southeast,5100,95.3,13230.0,97.2,99.5,13720.0,18760.0
2010-02-05,Southwest,2400,93.3,7710.0,93.9,96.2,9050.0,9740.0
2010-02-12,Midwest,3200,91.2,7330.0,95.7,88.6,6750.0,9420.0
2010-02-12,National,19200,93.1,77020.0,95.5,93.4,88820.0,67560.0
2010-02-12,Northeast,4000,98.9,18710.0,97.6,97.3,18140.0,18310.0
2010-02-12,Northwest,1000,92.6,3000.0,99.6,93.6,3620.0,4590.0
2010-02-12,Southcentral,3500,91.7,6380.0,93.6,92.0,9780.0,12170.0
2010-02-12,Southeast,5100,96.0,12420.0,95.3,95.7,13230.0,14470.0
2010-02-12,Southwest,2400,81.8,7400.0,93.3,89.7,7710.0,9630.0
2010-02-19,Midwest,3200,90.3,7230.0,91.2,92.4,7330.0,6110.0
2010-02-19,National,19200,95.0,79240.0,93.1,95.4,77020.0,63660.0
2010-02-19,Northeast,4000,99.1,17560.0,98.9,94.6,18710.0,16840.0
2010-02-19,Northwest,1000,94.3,3750.0,92.6,96.9,3000.0,3340.0
2010-02-19,Southcentral,3500,93.3,7590.0,91.7,91.7,6380.0,13100.0
2010-02-19,Southeast,5100,95.9,12960.0,96.0,98.4,12420.0,15770.0
2010-02-19,Southwest,2400,95.1,8590.0,81.8,98.6,7400.0,9500.0
2010-02-26,Midwest,3200,91.3,6880.0,90.3,89.4,7230.0,10760.0
2010-02-26,National,19200,95.5,75450.0,95.0,93.7,79240.0,70420.0
2010-02-26,Northeast,4000,97.8,15830.0,99.1,96.1,17560.0,19520.0
2010-02-26,Northwest,1000,96.3,3500.0,94.3,98.8,3750.0,4110.0
2010-02-26,Southcentral,3500,94.3,9200.0,93.3,92.3,7590.0,11590.0
2010-02-26,Southeast,5100,96.4,11690.0,95.9,96.2,12960.0,16910.0
2010-02-26,Southwest,2400,96.5,9520.0,95.1,89.5,8590.0,8090.0
2010-03-05,Midwest,3200,91.1,6590.0,91.3,92.1,6880.0,9360.0
2010-03-05,National,19200,92.6,74600.0,95.5,95.2,75450.0,64330.0
2010-03-05,Northeast,4000,91.7,19250.0,97.8,97.5,15830.0,17320.0
2010-03-05,Northwest,1000,94.9,3090.0,96.3,98.8,3500.0,2590.0
2010-03-05,Southcentral,3500,92.7,6970.0,94.3,93.9,9200.0,11000.0
2010-03-05,Southeast,5100,95.8,13130.0,96.4,95.5,11690.0,15200.0
2010-03-05,Southwest,2400,88.3,8050.0,96.5,95.4,9520.0,10110.0
2010-03-12,Midwest,3200,88.5,4600.0,91.1,91.5,6590.0,7630.0
2010-03-12,National,19200,93.5,73520.0,92.6,94.4,74600.0,58200.0
2010-03-12,Northeast,4000,98.3,13130.0,91.7,96.9,19250.0,14940.0
2010-03-12,Northwest,1000,96.3,3900.0,94.9,90.8,3090.0,4060.0
2010-03-12,Southcentral,3500,92.7,9060.0,92.7,92.5,6970.0,12640.0
2010-03-12,Southeast,5100,94.5,17600.0,95.8,98.7,13130.0,10490.0
2010-03-12,Southwest,2400,89.5,6700.0,88.3,88.6,8050.0,9130.0
2010-03-19,Midwest,3200,90.5,6750.0,88.5,91.6,4600.0,7530.0
2010-03-19,National,19200,94.0,68350.0,93.5,95.0,73520.0,70580.0
2010-03-19,Northeast,4000,99.7,14030.0,98.3,96.5,13130.0,19700.0
2010-03-19,Northwest,1000,96.3,3870.0,96.3,94.3,3900.0,4020.0
2010-03-19,Southcentral,3500,86.4,8500.0,92.7,94.4,9060.0,9640.0
2010-03-19,Southeast,5100,96.4,9440.0,94.5,95.9,17600.0,22400.0
2010-03-19,Southwest,2400,94.4,7420.0,89.5,96.1,6700.0,8620.0
2010-03-26,Midwest,3200,85.4,6820.0,90.5,90.6,6750.0,7620.0
2010-03-26,National,19200,93.5,75460.0,94.0,94.5,68350.0,53560.0
2010-03-26,Northeast,4000,98.0,12710.0,99.7,97.4,14030.0,16110.0
2010-03-26,Northwest,1000,92.5,4720.0,96.3,98.8,3870.0,2800.0
2010-03-26,Southcentral,3500,91.7,7880.0,86.4,90.5,8500.0,9310.0
2010-03-26,Southeast,5100,96.3,14030.0,96.4,95.6,9440.0,14380.0
2010-03-26,Southwest,2400,94.2,8820.0,94.4,96.3,7420.0,5020.0
2010-04-02,Midwest,3200,85.3,5480.0,85.4,90.2,6820.0,7120.0
2010-04-02,National,19200,90.9,63800.0,93.5,88.3,75460.0,54630.0
2010-04-02,Northeast,4000,96.7,17050.0,98.0,97.1,12710.0,15460.0
2010-04-02,Northwest,1000,86.2,1980.0,92.5,94.0,4720.0,2880.0
2010-04-02,Southcentral,3500,83.4,5280.0,91.7,89.1,7880.0,9340.0
2010-04-02,Southeast,5100,95.9,9300.0,96.3,77.6,14030.0,14270.0
2010-04-02,Southwest,2400,91.4,5220.0,94.2,90.0,8820.0,6230.0
2010-04-09,Midwest,3200,94.7,8670.0,85.3,78.2,5480.0,5330.0
2010-04-09,National,19200,96.5,84560.0,90.9,89.5,63800.0,53110.0
2010-04-09,Northeast,4000,98.3,15930.0,96.7,94.8,17050.0,15650.0
2010-04-09,Northwest,1000,96.3,5070.0,86.2,90.4,1980.0,1880.0
2010-04-09,Southcentral,3500,95.8,9630.0,83.4,88.9,5280.0,10500.0
2010-04-09,Southeast,5100,98.6,12890.0,95.9,96.6,9300.0,13260.0
2010-04-09,Southwest,2400,92.5,7520.0,91.4,80.2,5220.0,6790.0
2010-04-16,Midwest,3200,82.8,6940.0,94.7,92.1,8670.0,9100.0
2010-04-16,National,19200,92.6,81100.0,96.5,93.7,84560.0,63570.0
2010-04-16,Northeast,4000,97.6,16340.0,98.3,96.8,15930.0,16210.0
2010-04-16,Northwest,1000,96.3,4740.0,96.3,94.6,5070.0,4610.0
2010-04-16,Southcentral,3500,91.9,8930.0,95.8,93.1,9630.0,12520.0
2010-04-16,Southeast,5100,93.7,9750.0,98.6,95.6,12890.0,14120.0
2010-04-16,Southwest,2400,94.7,10000.0,92.5,86.8,7520.0,7840.0
2010-04-23,Midwest,3200,94.6,9320.0,82.8,90.5,6940.0,10660.0
2010-04-23,National,19200,94.6,84100.0,92.6,94.8,81100.0,71160.0
2010-04-23,Northeast,4000,97.3,18220.0,97.6,95.6,16340.0,18420.0
2010-04-23,Northwest,1000,92.1,4330.0,96.3,96.9,4740.0,2970.0
2010-04-23,Southcentral,3500,91.7,8570.0,91.9,92.1,8930.0,14980.0
2010-04-23,Southeast,5100,94.4,15200.0,93.7,98.1,9750.0,16640.0
2010-04-23,Southwest,2400,95.4,7910.0,94.7,95.4,10000.0,8620.0
2010-04-30,Midwest,3200,93.0,7190.0,94.6,92.5,9320.0,9480.0
2010-04-30,National,19200,94.8,86170.0,94.6,94.6,84100.0,68350.0
2010-04-30,Northeast,4000,98.0,18390.0,97.3,95.2,18220.0,19250.0
2010-04-30,Northwest,1000,94.9,4600.0,92.1,87.4,4330.0,2800.0
2010-04-30,Southcentral,3500,92.4,7710.0,91.7,90.7,8570.0,12050.0
2010-04-30,Southeast,5100,96.3,14540.0,94.4,98.5,15200.0,17610.0
2010-04-30,Southwest,2400,92.3,7240.0,95.4,96.5,7910.0,8160.0
2010-05-07,Midwest,3200,91.4,7670.0,93.0,93.2,7190.0,9660.0
2010-05-07,National,19200,93.9,82640.0,94.8,93.9,86170.0,64950.0
2010-05-07,Northeast,4000,97.3,21370.0,98.0,95.1,18390.0,18650.0
2010-05-07,Northwest,1000,94.5,3970.0,94.9,97.8,4600.0,4600.0
2010-05-07,Southcentral,3500,90.3,7160.0,92.4,92.4,7710.0,9900.0
2010-05-07,Southeast,5100,95.7,11670.0,96.3,96.3,14540.0,11770.0
2010-05-07,Southwest,2400,92.3,9870.0,92.3,88.4,7240.0,10820.0
2010-05-14,Midwest,3200,93.4,8640.0,91.4,90.6,7670.0,10710.0
2010-05-14,National,19200,93.4,82190.0,93.9,91.8,82640.0,67920.0
2010-05-14,Northeast,4000,98.2,15380.0,97.3,93.0,21370.0,15330.0
2010-05-14,Northwest,1000,93.0,4300.0,94.5,93.9,3970.0,2510.0
2010-05-14,Southcentral,3500,86.9,8750.0,90.3,87.7,7160.0,10500.0
2010-05-14,Southeast,5100,97.2,15460.0,95.7,96.3,11670.0,19540.0
2010-05-14,Southwest,2400,87.3,9050.0,92.3,86.7,9870.0,10130.0
2010-05-21,Midwest,3200,93.0,7550.0,93.4,90.9,8640.0,10220.0
2010-05-21,National,19200,93.8,76110.0,93.4,95.3,82190.0,70500.0
2010-05-21,Northeast,4000,99.3,19240.0,98.2,96.5,15380.0,20580.0
2010-05-21,Northwest,1000,91.6,3680.0,93.0,94.2,4300.0,4130.0
2010-05-21,Southcentral,3500,87.0,8800.0,86.9,93.3,8750.0,10790.0
2010-05-21,Southeast,5100,95.6,10730.0,97.2,97.6,15460.0,15380.0
2010-05-21,Southwest,2400,92.8,8390.0,87.3,97.4,9050.0,11760.0
2010-05-28,Midwest,3200,92.7,9350.0,93.0,89.8,7550.0,7370.0
2010-05-28,National,19200,95.0,91640.0,93.8,93.8,76110.0,67170.0
2010-05-28,Northeast,4000,98.4,19890.0,99.3,96.2,19240.0,15850.0
2010-05-28,Northwest,1000,96.3,4950.0,91.6,94.8,3680.0,4210.0
2010-05-28,Southcentral,3500,91.2,9240.0,87.0,91.0,8800.0,12610.0
2010-05-28,Southeast,5100,97.1,13520.0,95.6,94.9,10730.0,18180.0
2010-05-28,Southwest,2400,92.8,8800.0,92.8,96.0,8390.0,9670.0
2010-06-04,Midwest,3200,90.6,8030.0,92.7,92.2,9350.0,10720.0
2010-06-04,National,19200,94.0,83420.0,95.0,94.0,91640.0,70800.0
2010-06-04,Northeast,4000,98.0,19910.0,98.4,95.5,19890.0,19360.0
2010-06-04,Northwest,1000,96.3,4650.0,96.3,95.8,4950.0,4070.0
2010-06-04,Southcentral,3500,91.7,9690.0,91.2,92.1,9240.0,14120.0
2010-06-04,Southeast,5100,94.7,10690.0,97.1,97.2,13520.0,12430.0
2010-06-04,Southwest,2400,93.2,7780.0,92.8,88.7,8800.0,11080.0
2010-06-11,Midwest,3200,92.2,5830.0,90.6,87.7,8030.0,7580.0
2010-06-11,National,19200,93.9,78110.0,94.0,94.0,83420.0,66170.0
2010-06-11,Northeast,4000,96.5,18530.0,98.0,97.2,19910.0,16410.0
2010-06-11,Northwest,1000,96.3,4420.0,96.3,97.8,4650.0,3660.0
2010-06-11,Southcentral,3500,88.1,7450.0,91.7,93.9,9690.0,11350.0
2010-06-11,Southeast,5100,97.4,14340.0,94.7,97.2,10690.0,16950.0
2010-06-11,Southwest,2400,92.4,9780.0,93.2,88.7,7780.0,10730.0
2010-06-18,Midwest,3200,92.3,7140.0,92.2,90.4,5830.0,10010.0
2010-06-18,National,19200,94.1,81340.0,93.9,94.3,78110.0,69590.0
2010-06-18,Northeast,4000,98.5,14620.0,96.5,97.5,18530.0,19020.0
2010-06-18,Northwest,1000,92.1,3460.0,96.3,97.8,4420.0,3700.0
2010-06-18,Southcentral,3500,91.3,9630.0,88.1,87.8,7450.0,12320.0
2010-06-18,Southeast,5100,95.0,17200.0,97.4,95.4,14340.0,14380.0
2010-06-18,Southwest,2400,92.2,8920.0,92.4,99.0,9780.0,10190.0
2010-06-25,Midwest,3200,94.6,9030.0,92.3,90.5,7140.0,10230.0
2010-06-25,National,19200,96.3,87050.0,94.1,95.2,81340.0,61490.0
2010-06-25,Northeast,4000,99.8,18900.0,98.5,97.2,14620.0,16760.0
2010-06-25,Northwest,1000,100.0,5600.0,92.1,98.8,3460.0,3180.0
2010-06-25,Southcentral,3500,94.3,9070.0,91.3,96.1,9630.0,9760.0
2010-06-25,Southeast,5100,95.9,15710.0,95.0,97.8,17200.0,14460.0
2010-06-25,Southwest,2400,94.8,9930.0,92.2,89.9,8920.0,8290.0
2010-07-02,Midwest,3200,97.2,10470.0,94.6,85.4,9030.0,9430.0
2010-07-02,National,19200,94.2,93870.0,96.3,90.9,87050.0,68700.0
2010-07-02,Northeast,4000,97.4,20400.0,99.8,81.8,18900.0,20530.0
2010-07-02,Northwest,1000,96.7,4410.0,100.0,94.9,5600.0,4710.0
2010-07-02,Southcentral,3500,88.0,8910.0,94.3,93.7,9070.0,11590.0
2010-07-02,Southeast,5100,95.0,16320.0,95.9,95.7,15710.0,12750.0
2010-07-02,Southwest,2400,91.2,10470.0,94.8,98.4,9930.0,10910.0
2010-07-09,Midwest,3200,86.3,6800.0,97.2,93.6,10470.0,10160.0
2010-07-09,National,19200,92.7,80710.0,94.2,95.8,93870.0,72380.0
2010-07-09,Northeast,4000,95.6,15750.0,97.4,96.9,20400.0,22060.0
2010-07-09,Northwest,1000,98.9,4810.0,96.7,98.8,4410.0,4010.0
2010-07-09,Southcentral,3500,90.2,7860.0,88.0,95.2,8910.0,10190.0
2010-07-09,Southeast,5100,95.3,13490.0,95.0,95.5,16320.0,15210.0
2010-07-09,Southwest,2400,92.0,9030.0,91.2,97.5,10470.0,11370.0
2010-07-16,Midwest,3200,92.8,9240.0,86.3,90.0,6800.0,9170.0
2010-07-16,National,19200,93.2,87710.0,92.7,93.1,80710.0,70000.0
2010-07-16,Northeast,4000,94.7,15820.0,95.6,95.7,15750.0,23870.0
2010-07-16,Northwest,1000,98.8,4830.0,98.9,97.8,4810.0,4310.0
2010-07-16,Southcentral,3500,88.2,8340.0,90.2,90.6,7860.0,10250.0
2010-07-16,Southeast,5100,94.5,14920.0,95.3,93.0,13490.0,15440.0
2010-07-16,Southwest,2400,93.0,10900.0,92.0,94.9,9030.0,7870.0
2010-07-23,Midwest,3200,91.4,6780.0,92.8,93.0,9240.0,10000.0
2010-07-23,National,19200,91.9,78820.0,93.2,94.7,87710.0,74740.0
2010-07-23,Northeast,4000,96.9,17600.0,94.7,97.5,15820.0,21370.0
2010-07-23,Northwest,1000,97.9,4840.0,98.8,96.1,4830.0,3980.0
2010-07-23,Southcentral,3500,79.7,7020.0,88.2,91.9,8340.0,10360.0
2010-07-23,Southeast,5100,94.2,10910.0,94.5,96.4,14920.0,18460.0
2010-07-23,Southwest,2400,94.6,9810.0,93.0,91.3,10900.0,11190.0
2010-07-30,Midwest,3200,92.9,7320.0,91.4,92.7,6780.0,10400.0
2010-07-30,National,19200,95.7,87090.0,91.9,95.9,78820.0,76900.0
2010-07-30,Northeast,4000,99.8,23430.0,96.9,98.0,17600.0,24650.0
2010-07-30,Northwest,1000,97.9,4450.0,97.9,96.2,4840.0,4580.0
2010-07-30,Southcentral,3500,94.7,8390.0,79.7,94.7,7020.0,11620.0
2010-07-30,Southeast,5100,96.0,12350.0,94.2,96.3,10910.0,14430.0
2010-07-30,Southwest,2400,92.5,9730.0,94.6,97.0,9810.0,12060.0
2010-08-06,Midwest,3200,89.7,7200.0,92.9,89.4,7320.0,8850.0
2010-08-06,National,19200,94.5,82420.0,95.7,91.8,87090.0,65660.0
2010-08-06,Northeast,4000,98.9,17240.0,99.8,92.8,23430.0,17190.0
2010-08-06,Northwest,1000,98.0,4360.0,97.9,97.0,4450.0,2340.0
2010-08-06,Southcentral,3500,92.6,8550.0,94.7,81.3,8390.0,11140.0
2010-08-06,Southeast,5100,94.7,15850.0,96.0,96.0,12350.0,16660.0
2010-08-06,Southwest,2400,94.1,7560.0,92.5,96.8,9730.0,10530.0
2010-08-13,Midwest,3200,88.7,7300.0,89.7,93.4,7200.0,11430.0
2010-08-13,National,19200,94.1,80260.0,94.5,94.8,82420.0,81180.0
2010-08-13,Northeast,4000,98.8,18440.0,98.9,97.5,17240.0,24680.0
2010-08-13,Northwest,1000,98.8,4310.0,98.0,96.1,4360.0,4620.0
2010-08-13,Southcentral,3500,87.1,8750.0,92.6,91.3,8550.0,10930.0
2010-08-13,Southeast,5100,96.3,12770.0,94.7,95.4,15850.0,17580.0
2010-08-13,Southwest,2400,96.5,6940.0,94.1,95.0,7560.0,12750.0
2010-08-20,Midwest,3200,90.9,6850.0,88.7,92.9,7300.0,9730.0
2010-08-20,National,19200,95.8,78870.0,94.1,96.1,80260.0,70890.0
2010-08-20,Northeast,4000,95.8,17270.0,98.8,96.7,18440.0,19100.0
2010-08-20,Northwest,1000,98.8,4900.0,98.8,97.8,4310.0,4290.0
2010-08-20,Southcentral,3500,98.0,7680.0,87.1,97.4,8750.0,11300.0
2010-08-20,Southeast,5100,97.6,11530.0,96.3,99.5,12770.0,17790.0
2010-08-20,Southwest,2400,94.3,7330.0,96.5,89.7,6940.0,9100.0
2010-08-27,Midwest,3200,88.4,7040.0,90.9,93.3,6850.0,11760.0
2010-08-27,National,19200,92.9,75580.0,95.8,94.3,78870.0,75900.0
2010-08-27,Northeast,4000,97.8,15870.0,95.8,95.6,17270.0,24280.0
2010-08-27,Northwest,1000,92.7,3930.0,98.8,98.8,4900.0,4220.0
2010-08-27,Southcentral,3500,88.0,8600.0,98.0,92.4,7680.0,10620.0
2010-08-27,Southeast,5100,94.9,10930.0,97.6,96.3,11530.0,17120.0
2010-08-27,Southwest,2400,93.6,8270.0,94.3,89.7,7330.0,8960.0
2010-09-03,Midwest,3200,91.2,8610.0,88.4,90.9,7040.0,11340.0
2010-09-03,National,19200,92.7,78060.0,92.9,93.4,75580.0,67510.0
2010-09-03,Northeast,4000,94.8,12880.0,97.8,95.3,15870.0,19780.0
2010-09-03,Northwest,1000,99.6,4560.0,92.7,99.0,3930.0,4680.0
2010-09-03,Southcentral,3500,88.8,6750.0,88.0,92.8,8600.0,10110.0
2010-09-03,Southeast,5100,94.4,10290.0,94.9,96.4,10930.0,15300.0
2010-09-03,Southwest,2400,89.9,9110.0,93.6,86.0,8270.0,8210.0
2010-09-10,Midwest,3200,93.6,9060.0,91.2,89.2,8610.0,10210.0
2010-09-10,National,19200,95.2,81780.0,92.7,93.5,78060.0,74570.0
2010-09-10,Northeast,4000,98.7,14490.0,94.8,97.2,12880.0,23310.0
2010-09-10,Northwest,1000,99.6,5280.0,99.6,98.1,4560.0,3740.0
2010-09-10,Southcentral,3500,90.6,9000.0,88.8,90.8,6750.0,13350.0
2010-09-10,Southeast,5100,97.1,12540.0,94.4,96.2,10290.0,16300.0
2010-09-10,Southwest,2400,92.4,9730.0,89.9,89.2,9110.0,7920.0
2010-09-17,Midwest,3200,94.9,7840.0,93.6,90.6,9060.0,10180.0
2010-09-17,National,19200,93.1,74360.0,95.2,94.9,81780.0,68720.0
2010-09-17,Northeast,4000,96.4,14810.0,98.7,96.0,14490.0,20770.0
2010-09-17,Northwest,1000,96.7,3550.0,99.6,100.0,5280.0,4090.0
2010-09-17,Southcentral,3500,82.0,7730.0,90.6,93.0,9000.0,11790.0
2010-09-17,Southeast,5100,95.6,11500.0,97.1,96.7,12540.0,13470.0
2010-09-17,Southwest,2400,94.1,8250.0,92.4,95.3,9730.0,9280.0
2010-09-24,Midwest,3200,89.0,7910.0,94.9,92.1,7840.0,10560.0
2010-09-24,National,19200,94.4,84430.0,93.1,95.6,74360.0,68700.0
2010-09-24,Northeast,4000,97.1,18820.0,96.4,97.7,14810.0,22240.0
2010-09-24,Northwest,1000,97.0,2320.0,96.7,100.0,3550.0,4080.0
2010-09-24,Southcentral,3500,91.1,9800.0,82.0,93.6,7730.0,9900.0
2010-09-24,Southeast,5100,96.9,16440.0,95.6,96.0,11500.0,14080.0
2010-09-24,Southwest,2400,95.1,7270.0,94.1,96.6,8250.0,9570.0
2010-10-01,Midwest,3200,93.1,7950.0,89.0,94.9,7910.0,8640.0
2010-10-01,National,19200,94.6,78240.0,94.4,94.6,84430.0,73100.0
2010-10-01,Northeast,4000,96.3,14370.0,97.1,96.3,18820.0,20260.0
2010-10-01,Northwest,1000,98.6,3340.0,97.0,96.8,2320.0,4600.0
2010-10-01,Southcentral,3500,90.1,9080.0,91.1,86.8,9800.0,9550.0
2010-10-01,Southeast,5100,97.5,13850.0,96.9,97.5,16440.0,21350.0
2010-10-01,Southwest,2400,92.6,9550.0,95.1,94.7,7270.0,10410.0
2010-10-08,Midwest,3200,96.2,8970.0,93.1,95.3,7950.0,10830.0
2010-10-08,National,19200,95.6,82920.0,94.6,93.3,78240.0,64540.0
2010-10-08,Northeast,4000,97.0,15400.0,96.3,91.7,14370.0,20200.0
2010-10-08,Northwest,1000,95.7,4800.0,98.6,96.1,3340.0,3880.0
2010-10-08,Southcentral,3500,92.5,7930.0,90.1,90.7,9080.0,9740.0
2010-10-08,Southeast,5100,96.0,14590.0,97.5,97.3,13850.0,12920.0
2010-10-08,Southwest,2400,96.3,9230.0,92.6,87.5,9550.0,8110.0
2010-10-15,Midwest,3200,92.8,7930.0,96.2,91.9,8970.0,10970.0
2010-10-15,National,19200,94.7,67890.0,95.6,92.9,82920.0,66850.0
2010-10-15,Northeast,4000,99.3,13500.0,97.0,97.5,15400.0,19490.0
2010-10-15,Northwest,1000,97.9,2170.0,95.7,98.8,4800.0,4470.0
2010-10-15,Southcentral,3500,89.7,7940.0,92.5,86.4,7930.0,9110.0
2010-10-15,Southeast,5100,94.7,9850.0,96.0,94.7,14590.0,15640.0
2010-10-15,Southwest,2400,95.5,8480.0,96.3,89.1,9230.0,7990.0
2010-10-22,Midwest,3200,94.7,7450.0,92.8,89.8,7930.0,9320.0
2010-10-22,National,19200,93.8,76070.0,94.7,94.2,67890.0,65350.0
2010-10-22,Northeast,4000,99.3,15100.0,99.3,94.3,13500.0,20790.0
2010-10-22,Northwest,1000,99.6,3660.0,97.9,98.8,2170.0,3520.0
2010-10-22,Southcentral,3500,79.3,6630.0,89.7,90.7,7940.0,8270.0
2010-10-22,Southeast,5100,97.7,13390.0,94.7,97.5,9850.0,15970.0
2010-10-22,Southwest,2400,94.2,9290.0,95.5,96.1,8480.0,8760.0
2010-10-29,Midwest,3200,94.2,8960.0,94.7,93.8,7450.0,9790.0
2010-10-29,National,19200,96.0,92450.0,93.8,94.8,76070.0,77630.0
2010-10-29,Northeast,4000,99.0,18030.0,99.3,95.9,15100.0,23680.0
2010-10-29,Northwest,1000,99.6,4300.0,99.6,93.3,3660.0,3680.0
2010-10-29,Southcentral,3500,91.8,9610.0,79.3,90.6,6630.0,11180.0
2010-10-29,Southeast,5100,96.6,11880.0,97.7,97.0,13390.0,22720.0
2010-10-29,Southwest,2400,96.6,11080.0,94.2,95.8,9290.0,7700.0
2010-11-05,Midwest,3200,95.5,8910.0,94.2,93.1,8960.0,10280.0
2010-11-05,National,19200,95.7,86630.0,96.0,95.3,92450.0,71790.0
2010-11-05,Northeast,4000,99.2,18600.0,99.0,97.2,18030.0,20870.0
2010-11-05,Northwest,1000,97.6,5190.0,99.6,98.8,4300.0,3570.0
2010-11-05,Southcentral,3500,92.4,8670.0,91.8,92.2,9610.0,10780.0
2010-11-05,Southeast,5100,95.7,15510.0,96.6,96.3,11880.0,17330.0
2010-11-05,Southwest,2400,94.1,9490.0,96.6,95.6,11080.0,9780.0
2010-11-12,Midwest,3200,95.3,6710.0,95.5,91.3,8910.0,8270.0
2010-11-12,National,19200,97.1,71520.0,95.7,94.3,86630.0,57830.0
2010-11-12,Northeast,4000,97.6,13480.0,99.2,96.0,18600.0,18740.0
2010-11-12,Northwest,1000,97.6,3390.0,97.6,97.8,5190.0,4480.0
2010-11-12,Southcentral,3500,96.9,7410.0,92.4,90.7,8670.0,8430.0
2010-11-12,Southeast,5100,98.8,14160.0,95.7,95.7,15510.0,10260.0
2010-11-12,Southwest,2400,95.2,8250.0,94.1,96.4,9490.0,8510.0
2010-11-19,Midwest,3200,86.7,5440.0,95.3,82.4,6710.0,6600.0
2010-11-19,National,19200,86.4,53720.0,97.1,84.7,71520.0,44180.0
2010-11-19,Northeast,4000,96.1,12270.0,97.6,86.7,13480.0,16080.0
2010-11-19,Northwest,1000,93.8,2280.0,97.6,80.1,3390.0,1780.0
2010-11-19,Southcentral,3500,76.1,5100.0,96.9,85.5,7410.0,7180.0
2010-11-19,Southeast,5100,90.1,10430.0,98.8,91.8,14160.0,9140.0
2010-11-19,Southwest,2400,73.3,3870.0,95.2,69.7,8250.0,3870.0
2010-11-26,Midwest,3200,47.7,2930.0,86.7,43.4,5440.0,2040.0
2010-11-26,National,19200,48.6,31690.0,86.4,40.8,53720.0,22200.0
2010-11-26,Northeast,4000,85.9,10300.0,96.1,80.9,12270.0,14080.0
2010-11-26,Northwest,1000,48.2,470.0,93.8,13.9,2280.0,210.0
2010-11-26,Southcentral,3500,27.5,1020.0,76.1,11.2,5100.0,2140.0
2010-11-26,Southeast,5100,41.4,6040.0,90.1,48.1,10430.0,3780.0
2010-11-26,Southwest,2400,34.2,520.0,73.3,4.1,3870.0,510.0
2010-12-03,Midwest,3200,94.1,13390.0,47.7,95.6,2930.0,11610.0
2010-12-03,National,19200,95.3,84620.0,48.6,96.0,31690.0,80350.0
2010-12-03,Northeast,4000,99.2,15070.0,85.9,97.9,10300.0,19610.0
2010-12-03,Northwest,1000,91.1,4130.0,48.2,93.7,470.0,5440.0
2010-12-03,Southcentral,3500,94.4,8350.0,27.5,93.7,1020.0,12400.0
