report_date,region,class,price_low,price_high,avg_price,avg_price_prev,price_unit
2025-10-13,South Central,Large,153.5,162.0,157.75,157.75,Cents Per Dozen
2025-10-13,South Central,Medium,145.5,154.0,149.75,149.75,Cents Per Dozen
2025-10-13,Southeast,Extra Large,157.5,165.0,161.25,161.25,Cents Per Dozen
2025-10-13,Southeast,Large,150.0,157.0,153.5,153.5,Cents Per Dozen
2025-10-13,Southeast,Medium,143.5,151.0,147.25,147.25,Cents Per Dozen
2025-10-20,Midwest,Extra Large,156.0,164.0,160.0,153.0,Cents Per Dozen
2025-10-20,Midwest,Extra Large,149.0,158.0,153.5,146.5,Cents Per Dozen
2025-10-20,Midwest,Large,154.0,162.0,158.0,151.0,Cents Per Dozen
2025-10-20,Midwest,Large,130.0,140.0,135.0,128.0,Cents Per Dozen
2025-10-20,Midwest,Large,148.0,157.0,152.5,145.5,Cents Per Dozen
2025-10-20,Midwest,Medium,144.0,152.0,148.0,143.0,Cents Per Dozen
2025-10-20,Midwest,Medium,120.0,124.0,122.0,117.0,Cents Per Dozen
2025-10-20,Midwest,Medium,138.0,147.0,142.5,137.5,Cents Per Dozen
2025-10-20,Midwest,Small,56.0,62.0,59.0,55.0,Cents Per Dozen
2025-10-20,National,Extra Large,149.0,184.0,169.0,157.88,Cents Per Dozen
2025-10-20,National,Large,148.0,171.0,159.69,151.69,Cents Per Dozen
2025-10-20,National,Medium,138.0,159.0,149.0,144.0,Cents Per Dozen
2025-10-20,Northeast,Extra Large,156.0,179.0,167.5,158.0,Cents Per Dozen
2025-10-20,Northeast,Large,150.0,164.0,157.0,150.0,Cents Per Dozen
2025-10-20,Northeast,Medium,140.0,153.0,146.5,141.5,Cents Per Dozen
2025-10-20,South Central,Extra Large,175.5,184.0,179.75,165.75,Cents Per Dozen
2025-10-20,South Central,Large,162.5,171.0,166.75,157.75,Cents Per Dozen
2025-10-20,South Central,Medium,150.5,159.0,154.75,149.75,Cents Per Dozen
2025-10-20,Southeast,Extra Large,171.5,179.0,175.25,161.25,Cents Per Dozen
2025-10-20,Southeast,Large,159.0,166.0,162.5,153.5,Cents Per Dozen
2025-10-20,Southeast,Medium,148.5,156.0,152.25,147.25,Cents Per Dozen
2025-10-27,Midwest,Extra Large,178.0,186.0,182.0,160.0,Cents Per Dozen
2025-10-27,Midwest,Extra Large,171.0,180.0,175.5,153.5,Cents Per Dozen
2025-10-27,Midwest,Large,176.0,184.0,180.0,158.0,Cents Per Dozen
2025-10-27,Midwest,Large,152.0,162.0,157.0,135.0,Cents Per Dozen
2025-10-27,Midwest,Large,170.0,179.0,174.5,152.5,Cents Per Dozen
2025-10-27,Midwest,Medium,159.0,167.0,163.0,148.0,Cents Per Dozen
2025-10-27,Midwest,Medium,135.0,139.0,137.0,122.0,Cents Per Dozen
2025-10-27,Midwest,Medium,153.0,162.0,157.5,142.5,Cents Per Dozen
2025-10-27,Midwest,Small,64.0,70.0,67.0,59.0,Cents Per Dozen
2025-10-27,National,Extra Large,171.0,211.0,194.0,169.0,Cents Per Dozen
2025-10-27,National,Large,170.0,194.0,182.19,159.69,Cents Per Dozen
2025-10-27,National,Medium,153.0,174.0,164.0,149.0,Cents Per Dozen
2025-10-27,Northeast,Extra Large,178.0,205.0,191.5,167.5,Cents Per Dozen
2025-10-27,Northeast,Large,172.0,186.0,179.0,157.0,Cents Per Dozen
2025-10-27,Northeast,Medium,155.0,168.0,161.5,146.5,Cents Per Dozen
2025-10-27,South Central,Extra Large,202.5,211.0,206.75,179.75,Cents Per Dozen
2025-10-27,South Central,Large,185.5,194.0,189.75,166.75,Cents Per Dozen
2025-10-27,South Central,Medium,165.5,174.0,169.75,154.75,Cents Per Dozen
2025-10-27,Southeast,Extra Large,198.5,206.0,202.25,175.25,Cents Per Dozen
2025-10-27,Southeast,Large,182.0,189.0,185.5,162.5,Cents Per Dozen
2025-10-27,Southeast,Medium,163.5,171.0,167.25,152.25,Cents Per Dozen
2025-11-03,Midwest,Extra Large,204.0,212.0,208.0,182.0,Cents Per Dozen
2025-11-03,Midwest,Extra Large,197.0,206.0,201.5,175.5,Cents Per Dozen
2025-11-03,Midwest,Large,202.0,210.0,206.0,180.0,Cents Per Dozen
2025-11-03,Midwest,Large,178.0,188.0,183.0,157.0,Cents Per Dozen
2025-11-03,Midwest,Large,196.0,205.0,200.5,174.5,Cents Per Dozen
2025-11-03,Midwest,Medium,176.0,184.0,180.0,163.0,Cents Per Dozen
2025-11-03,Midwest,Medium,152.0,156.0,154.0,137.0,Cents Per Dozen
2025-11-03,Midwest,Medium,170.0,179.0,174.5,157.5,Cents Per Dozen
2025-11-03,Midwest,Small,77.0,83.0,80.0,67.0,Cents Per Dozen
2025-11-03,National,Extra Large,197.0,230.0,215.63,194.0,Cents Per Dozen
2025-11-03,National,Large,196.0,220.0,208.19,182.19,Cents Per Dozen
2025-11-03,National,Medium,170.0,191.0,181.0,164.0,Cents Per Dozen
2025-11-03,Northeast,Extra Large,204.0,224.0,214.0,191.5,Cents Per Dozen
2025-11-03,Northeast,Large,198.0,212.0,205.0,179.0,Cents Per Dozen
2025-11-03,Northeast,Medium,172.0,185.0,178.5,161.5,Cents Per Dozen
2025-11-03,South Central,Extra Large,221.5,230.0,225.75,206.75,Cents Per Dozen
2025-11-03,South Central,Large,211.5,220.0,215.75,189.75,Cents Per Dozen
2025-11-03,South Central,Medium,182.5,191.0,186.75,169.75,Cents Per Dozen
2025-11-03,Southeast,Extra Large,217.5,225.0,221.25,202.25,Cents Per Dozen
2025-11-03,Southeast,Large,208.0,215.0,211.5,185.5,Cents Per Dozen
2025-11-03,Southeast,Medium,180.5,188.0,184.25,167.25,Cents Per Dozen
2025-11-10,Midwest,Extra Large,228.0,236.0,232.0,208.0,Cents Per Dozen
2025-11-10,Midwest,Extra Large,221.0,230.0,225.5,201.5,Cents Per Dozen
2025-11-10,Midwest,Large,226.0,234.0,230.0,206.0,Cents Per Dozen
2025-11-10,Midwest,Large,202.0,212.0,207.0,183.0,Cents Per Dozen
2025-11-10,Midwest,Large,220.0,229.0,224.5,200.5,Cents Per Dozen
2025-11-10,Midwest,Medium,189.0,197.0,193.0,180.0,Cents Per Dozen
2025-11-10,Midwest,Medium,165.0,169.0,167.0,154.0,Cents Per Dozen
2025-11-10,Midwest,Medium,183.0,192.0,187.5,174.5,Cents Per Dozen
2025-11-10,Midwest,Small,80.0,86.0,83.0,80.0,Cents Per Dozen
2025-11-10,National,Extra Large,221.0,252.0,238.38,215.63,Cents Per Dozen
2025-11-10,National,Large,220.0,244.0,232.19,208.19,Cents Per Dozen
2025-11-10,National,Medium,183.0,204.0,194.0,181.0,Cents Per Dozen
2025-11-10,Northeast,Extra Large,228.0,246.0,237.0,214.0,Cents Per Dozen
2025-11-10,Northeast,Large,222.0,236.0,229.0,205.0,Cents Per Dozen
2025-11-10,Northeast,Medium,185.0,198.0,191.5,178.5,Cents Per Dozen
2025-11-10,South Central,Extra Large,243.5,252.0,247.75,225.75,Cents Per Dozen
2025-11-10,South Central,Large,235.5,244.0,239.75,215.75,Cents Per Dozen
2025-11-10,South Central,Medium,195.5,204.0,199.75,186.75,Cents Per Dozen
2025-11-10,Southeast,Extra Large,239.5,247.0,243.25,221.25,Cents Per Dozen
2025-11-10,Southeast,Large,232.0,239.0,235.5,211.5,Cents Per Dozen
2025-11-10,Southeast,Medium,193.5,201.0,197.25,184.25,Cents Per Dozen
2025-11-17,Midwest,Extra Large,247.0,255.0,251.0,232.0,Cents Per Dozen
2025-11-17,Midwest,Extra Large,240.0,249.0,244.5,225.5,Cents Per Dozen
2025-11-17,Midwest,Large,245.0,253.0,249.0,230.0,Cents Per Dozen
2025-11-17,Midwest,Large,221.0,231.0,226.0,207.0,Cents Per Dozen
2025-11-17,Midwest,Large,239.0,248.0,243.5,224.5,Cents Per Dozen
2025-11-17,Midwest,Medium,192.0,200.0,196.0,193.0,Cents Per Dozen
2025-11-17,Midwest,Medium,168.0,172.0,170.0,167.0,Cents Per Dozen
2025-11-17,Midwest,Medium,186.0,195.0,190.5,187.5,Cents Per Dozen
2025-11-17,Midwest,Small,80.0,86.0,83.0,83.0,Cents Per Dozen
2025-11-17,National,Extra Large,240.0,265.0,253.88,238.38,Cents Per Dozen
2025-11-17,National,Large,239.0,263.0,251.19,232.19,Cents Per Dozen
2025-11-17,National,Medium,186.0,207.0,197.0,194.0,Cents Per Dozen
2025-11-17,Northeast,Extra Large,245.0,259.0,252.0,237.0,Cents Per Dozen
2025-11-17,Northeast,Large,241.0,255.0,248.0,229.0,Cents Per Dozen
2025-11-17,Northeast,Medium,188.0,201.0,194.5,191.5,Cents Per Dozen
2025-11-17,South Central,Extra Large,256.5,265.0,260.75,247.75,Cents Per Dozen
2025-11-17,South Central,Large,254.5,263.0,258.75,239.75,Cents Per Dozen
2025-11-17,South Central,Medium,198.5,207.0,202.75,199.75,Cents Per Dozen
2025-11-17,Southeast,Extra Large,254.5,262.0,258.25,243.25,Cents Per Dozen
2025-11-17,Southeast,Large,251.0,258.0,254.5,235.5,Cents Per Dozen
2025-11-17,Southeast,Medium,196.5,204.0,200.25,197.25,Cents Per Dozen
2025-11-24,Midwest,Extra Large,248.0,256.0,252.0,251.0,Cents Per Dozen
2025-11-24,Midwest,Extra Large,241.0,250.0,245.5,244.5,Cents Per Dozen
2025-11-24,Midwest,Large,246.0,254.0,250.0,249.0,Cents Per Dozen
2025-11-24,Midwest,Large,222.0,232.0,227.0,226.0,Cents Per Dozen
2025-11-24,Midwest,Large,240.0,249.0,244.5,243.5,Cents Per Dozen
2025-11-24,Midwest,Medium,184.0,192.0,188.0,196.0,Cents Per Dozen
2025-11-24,Midwest,Medium,160.0,164.0,162.0,170.0,Cents Per Dozen
2025-11-24,Midwest,Medium,178.0,187.0,182.5,190.5,Cents Per Dozen
2025-11-24,Midwest,Small,80.0,86.0,83.0,83.0,Cents Per Dozen
2025-11-24,National,Extra Large,241.0,265.0,254.13,253.88,Cents Per Dozen
2025-11-24,National,Large,240.0,264.0,252.19,251.19,Cents Per Dozen
2025-11-24,National,Medium,178.0,199.0,189.0,197.0,Cents Per Dozen
2025-11-24,Northeast,Extra Large,245.0,259.0,252.0,252.0,Cents Per Dozen
2025-11-24,Northeast,Large,242.0,256.0,249.0,248.0,Cents Per Dozen
2025-11-24,Northeast,Medium,180.0,193.0,186.5,194.5,Cents Per Dozen
2025-11-24,South Central,Extra Large,256.5,265.0,260.75,260.75,Cents Per Dozen
2025-11-24,South Central,Large,255.5,264.0,259.75,258.75,Cents Per Dozen
2025-11-24,South Central,Medium,190.5,199.0,194.75,202.75,Cents Per Dozen
2025-11-24,Southeast,Extra Large,254.5,262.0,258.25,258.25,Cents Per Dozen
2025-11-24,Southeast,Large,252.0,259.0,255.5,254.5,Cents Per Dozen
2025-11-24,Southeast,Medium,188.5,196.0,192.25,200.25,Cents Per Dozen
2025-12-01,Midwest,Extra Large,235.0,243.0,239.0,252.0,Cents Per Dozen
2025-12-01,Midwest,Extra Large,228.0,237.0,232.5,245.5,Cents Per Dozen
2025-12-01,Midwest,Large,233.0,241.0,237.0,250.0,Cents Per Dozen
2025-12-01,Midwest,Large,209.0,219.0,214.0,227.0,Cents Per Dozen
2025-12-01,Midwest,Large,227.0,236.0,231.5,244.5,Cents Per Dozen
2025-12-01,Midwest,Medium,164.0,172.0,168.0,188.0,Cents Per Dozen
2025-12-01,Midwest,Medium,140.0,144.0,142.0,162.0,Cents Per Dozen
2025-12-01,Midwest,Medium,158.0,167.0,162.5,182.5,Cents Per Dozen
2025-12-01,Midwest,Small,80.0,86.0,83.0,83.0,Cents Per Dozen
2025-12-01,National,Extra Large,228.0,252.0,241.13,254.13,Cents Per Dozen
2025-12-01,National,Large,227.0,251.0,239.19,252.19,Cents Per Dozen
2025-12-01,National,Medium,158.0,179.0,169.0,189.0,Cents Per Dozen
2025-12-01,Northeast,Extra Large,232.0,246.0,239.0,252.0,Cents Per Dozen
2025-12-01,Northeast,Large,229.0,243.0,236.0,249.0,Cents Per Dozen
2025-12-01,Northeast,Medium,160.0,173.0,166.5,186.5,Cents Per Dozen
2025-12-01,South Central,Extra Large,243.5,252.0,247.75,260.75,Cents Per Dozen
2025-12-01,South Central,Large,242.5,251.0,246.75,259.75,Cents Per Dozen
2025-12-01,South Central,Medium,170.5,179.0,174.75,194.75,Cents Per Dozen
2025-12-01,Southeast,Extra Large,241.5,249.0,245.25,258.25,Cents Per Dozen
2025-12-01,Southeast,Large,239.0,246.0,242.5,255.5,Cents Per Dozen
2025-12-01,Southeast,Medium,168.5,176.0,172.25,192.25,Cents Per Dozen
2025-12-08,Midwest,Extra Large,192.0,200.0,196.0,239.0,Cents Per Dozen
2025-12-08,Midwest,Extra Large,185.0,194.0,189.5,232.5,Cents Per Dozen
2025-12-08,Midwest,Large,190.0,198.0,194.0,237.0,Cents Per Dozen
2025-12-08,Midwest,Large,166.0,176.0,171.0,214.0,Cents Per Dozen
2025-12-08,Midwest,Large,184.0,193.0,188.5,231.5,Cents Per Dozen
2025-12-08,Midwest,Medium,138.0,146.0,142.0,168.0,Cents Per Dozen
2025-12-08,Midwest,Medium,114.0,118.0,116.0,142.0,Cents Per Dozen
2025-12-08,Midwest,Medium,132.0,141.0,136.5,162.5,Cents Per Dozen
2025-12-08,Midwest,Small,70.0,76.0,73.0,83.0,Cents Per Dozen
2025-12-08,National,Extra Large,185.0,209.0,198.13,241.13,Cents Per Dozen
2025-12-08,National,Large,184.0,208.0,196.19,239.19,Cents Per Dozen
2025-12-08,National,Medium,132.0,153.0,143.0,169.0,Cents Per Dozen
2025-12-08,Northeast,Extra Large,189.0,203.0,196.0,239.0,Cents Per Dozen
2025-12-08,Northeast,Large,186.0,200.0,193.0,236.0,Cents Per Dozen
2025-12-08,Northeast,Medium,134.0,147.0,140.5,166.5,Cents Per Dozen
2025-12-08,South Central,Extra Large,200.5,209.0,204.75,247.75,Cents Per Dozen
2025-12-08,South Central,Large,199.5,208.0,203.75,246.75,Cents Per Dozen
2025-12-08,South Central,Medium,144.5,153.0,148.75,174.75,Cents Per Dozen
2025-12-08,Southeast,Extra Large,198.5,206.0,202.25,245.25,Cents Per Dozen
2025-12-08,Southeast,Large,196.0,203.0,199.5,242.5,Cents Per Dozen
2025-12-08,Southeast,Medium,142.5,150.0,146.25,172.25,Cents Per Dozen
2025-12-15,Midwest,Extra Large,136.0,144.0,140.0,196.0,Cents Per Dozen
2025-12-15,Midwest,Extra Large,129.0,138.0,133.5,189.5,Cents Per Dozen
2025-12-15,Midwest,Large,134.0,142.0,138.0,194.0,Cents Per Dozen
2025-12-15,Midwest,Large,110.0,120.0,115.0,171.0,Cents Per Dozen
2025-12-15,Midwest,Large,128.0,137.0,132.5,188.5,Cents Per Dozen
2025-12-15,Midwest,Medium,99.0,107.0,103.0,142.0,Cents Per Dozen
2025-12-15,Midwest,Medium,75.0,79.0,77.0,116.0,Cents Per Dozen
2025-12-15,Midwest,Medium,93.0,102.0,97.5,136.5,Cents Per Dozen
2025-12-15,Midwest,Small,32.0,38.0,35.0,73.0,Cents Per Dozen
2025-12-15,National,Extra Large,129.0,159.0,146.25,198.13,Cents Per Dozen
2025-12-15,National,Large,128.0,152.0,140.19,196.19,Cents Per Dozen
2025-12-15,National,Medium,93.0,114.0,104.0,143.0,Cents Per Dozen
2025-12-15,Northeast,Extra Large,136.0,153.0,144.5,196.0,Cents Per Dozen
2025-12-15,Northeast,Large,130.0,144.0,137.0,193.0,Cents Per Dozen
2025-12-15,Northeast,Medium,95.0,108.0,101.5,140.5,Cents Per Dozen
2025-12-15,South Central,Extra Large,150.5,159.0,154.75,204.75,Cents Per Dozen
2025-12-15,South Central,Large,143.5,152.0,147.75,203.75,Cents Per Dozen
2025-12-15,South Central,Medium,105.5,114.0,109.75,148.75,Cents Per Dozen
2025-12-15,Southeast,Extra Large,148.5,156.0,152.25,202.25,Cents Per Dozen
2025-12-15,Southeast,Large,140.0,147.0,143.5,199.5,Cents Per Dozen
2025-12-15,Southeast,Medium,103.5,111.0,107.25,146.25,Cents Per Dozen
2025-12-22,Midwest,Extra Large,114.0,122.0,118.0,140.0,Cents Per Dozen
2025-12-22,Midwest,Extra Large,107.0,116.0,111.5,133.5,Cents Per Dozen
2025-12-22,Midwest,Large,112.0,120.0,116.0,138.0,Cents Per Dozen
2025-12-22,Midwest,Large,88.0,98.0,93.0,115.0,Cents Per Dozen
2025-12-22,Midwest,Large,106.0,115.0,110.5,132.5,Cents Per Dozen
2025-12-22,Midwest,Medium,76.0,84.0,80.0,103.0,Cents Per Dozen
2025-12-22,Midwest,Medium,52.0,56.0,54.0,77.0,Cents Per Dozen
2025-12-22,Midwest,Medium,70.0,79.0,74.5,97.5,Cents Per Dozen
2025-12-22,Midwest,Small,30.0,36.0,33.0,35.0,Cents Per Dozen
2025-12-22,National,Extra Large,107.0,137.0,124.25,146.25,Cents Per Dozen
2025-12-22,National,Large,106.0,130.0,118.19,140.19,Cents Per Dozen
2025-12-22,National,Medium,70.0,91.0,81.0,104.0,Cents Per Dozen
2025-12-22,Northeast,Extra Large,114.0,131.0,122.5,144.5,Cents Per Dozen
2025-12-22,Northeast,Large,108.0,122.0,115.0,137.0,Cents Per Dozen
2025-12-22,Northeast,Medium,72.0,85.0,78.5,101.5,Cents Per Dozen
2025-12-22,South Central,Extra Large,128.5,137.0,132.75,154.75,Cents Per Dozen
2025-12-22,South Central,Large,121.5,130.0,125.75,147.75,Cents Per Dozen
2025-12-22,South Central,Medium,82.5,91.0,86.75,109.75,Cents Per Dozen
2025-12-22,Southeast,Extra Large,126.5,134.0,130.25,152.25,Cents Per Dozen
2025-12-22,Southeast,Large,118.0,125.0,121.5,143.5,Cents Per Dozen
2025-12-22,Southeast,Medium,80.5,88.0,84.25,107.25,Cents Per Dozen
2025-12-29,Midwest,Extra Large,96.0,104.0,100.0,118.0,Cents Per Dozen
2025-12-29,Midwest,Extra Large,89.0,98.0,93.5,111.5,Cents Per Dozen
2025-12-29,Midwest,Large,94.0,102.0,98.0,116.0,Cents Per Dozen
2025-12-29,Midwest,Large,70.0,80.0,75.0,93.0,Cents Per Dozen
2025-12-29,Midwest,Large,88.0,97.0,92.5,110.5,Cents Per Dozen
2025-12-29,Midwest,Medium,53.0,61.0,57.0,80.0,Cents Per Dozen
2025-12-29,Midwest,Medium,29.0,33.0,31.0,54.0,Cents Per Dozen
2025-12-29,Midwest,Medium,47.0,56.0,51.5,74.5,Cents Per Dozen
2025-12-29,Midwest,Small,26.0,32.0,29.0,33.0,Cents Per Dozen
2025-12-29,National,Extra Large,89.0,119.0,106.25,124.25,Cents Per Dozen
2025-12-29,National,Large,88.0,112.0,100.19,118.19,Cents Per Dozen
2025-12-29,National,Medium,47.0,68.0,58.0,81.0,Cents Per Dozen
2025-12-29,Northeast,Extra Large,96.0,113.0,104.5,122.5,Cents Per Dozen
2025-12-29,Northeast,Large,90.0,104.0,97.0,115.0,Cents Per Dozen
2025-12-29,Northeast,Medium,49.0,62.0,55.5,78.5,Cents Per Dozen
2025-12-29,South Central,Extra Large,110.5,119.0,114.75,132.75,Cents Per Dozen
2025-12-29,South Central,Large,103.5,112.0,107.75,125.75,Cents Per Dozen
2025-12-29,South Central,Medium,59.5,68.0,63.75,86.75,Cents Per Dozen
2025-12-29,Southeast,Extra Large,108.5,116.0,112.25,130.25,Cents Per Dozen
2025-12-29,Southeast,Large,100.0,107.0,103.5,121.5,Cents Per Dozen
2025-12-29,Southeast,Medium,57.5,65.0,61.25,84.25,Cents Per Dozen
2026-01-05,Midwest,Extra Large,71.0,79.0,75.0,100.0,Cents Per Dozen
2026-01-05,Midwest,Extra Large,64.0,73.0,68.5,93.5,Cents Per Dozen
2026-01-05,Midwest,Large,69.0,77.0,73.0,98.0,Cents Per Dozen
2026-01-05,Midwest,Large,45.0,55.0,50.0,75.0,Cents Per Dozen
2026-01-05,Midwest,Large,63.0,72.0,67.5,92.5,Cents Per Dozen
2026-01-05,Midwest,Medium,41.0,49.0,45.0,57.0,Cents Per Dozen
2026-01-05,Midwest,Medium,17.0,21.0,19.0,31.0,Cents Per Dozen
2026-01-05,Midwest,Medium,35.0,44.0,39.5,51.5,Cents Per Dozen
2026-01-05,Midwest,Small,13.0,19.0,16.0,29.0,Cents Per Dozen
2026-01-05,National,Extra Large,64.0,95.0,82.0,106.25,Cents Per Dozen
2026-01-05,National,Large,63.0,88.0,75.94,100.19,Cents Per Dozen
2026-01-05,National,Medium,35.0,56.0,46.0,58.0,Cents Per Dozen
2026-01-05,Northeast,Extra Large,72.0,89.0,80.5,104.5,Cents Per Dozen
2026-01-05,Northeast,Large,66.0,80.0,73.0,97.0,Cents Per Dozen
2026-01-05,Northeast,Medium,37.0,50.0,43.5,55.5,Cents Per Dozen
2026-01-05,South Central,Extra Large,86.5,95.0,90.75,114.75,Cents Per Dozen
2026-01-05,South Central,Large,79.5,88.0,83.75,107.75,Cents Per Dozen
2026-01-05,South Central,Medium,47.5,56.0,51.75,63.75,Cents Per Dozen
2026-01-05,Southeast,Extra Large,84.5,92.0,88.25,112.25,Cents Per Dozen
2026-01-05,Southeast,Large,76.0,83.0,79.5,103.5,Cents Per Dozen
2026-01-05,Southeast,Medium,45.5,53.0,49.25,61.25,Cents Per Dozen
2026-01-12,Midwest,Extra Large,63.0,71.0,67.0,75.0,Cents Per Dozen
2026-01-12,Midwest,Extra Large,56.0,65.0,60.5,68.5,Cents Per Dozen
2026-01-12,Midwest,Large,61.0,69.0,65.0,73.0,Cents Per Dozen
2026-01-12,Midwest,Large,37.0,47.0,42.0,50.0,Cents Per Dozen
2026-01-12,Midwest,Large,55.0,64.0,59.5,67.5,Cents Per Dozen
2026-01-12,Midwest,Medium,41.0,49.0,45.0,45.0,Cents Per Dozen
2026-01-12,Midwest,Medium,17.0,21.0,19.0,19.0,Cents Per Dozen
2026-01-12,Midwest,Medium,35.0,44.0,39.5,39.5,Cents Per Dozen
2026-01-12,Midwest,Small,13.0,19.0,16.0,16.0,Cents Per Dozen
2026-01-12,National,Extra Large,56.0,93.0,77.75,82.0,Cents Per Dozen
2026-01-12,National,Large,55.0,80.0,67.94,75.94,Cents Per Dozen
2026-01-12,National,Medium,35.0,56.0,46.0,46.0,Cents Per Dozen
2026-01-12,Northeast,Extra Large,64.0,87.0,75.5,80.5,Cents Per Dozen
2026-01-12,Northeast,Large,58.0,72.0,65.0,73.0,Cents Per Dozen
2026-01-12,Northeast,Medium,37.0,50.0,43.5,43.5,Cents Per Dozen
2026-01-12,South Central,Extra Large,84.5,93.0,88.75,90.75,Cents Per Dozen
2026-01-12,South Central,Large,71.5,80.0,75.75,83.75,Cents Per Dozen
2026-01-12,South Central,Medium,47.5,56.0,51.75,51.75,Cents Per Dozen
2026-01-12,Southeast,Extra Large,82.5,90.0,86.25,88.25,Cents Per Dozen
2026-01-12,Southeast,Large,68.0,75.0,71.5,79.5,Cents Per Dozen
2026-01-12,Southeast,Medium,45.5,53.0,49.25,49.25,Cents Per Dozen
2026-01-19,Midwest,Extra Large,90.0,98.0,94.0,67.0,Cents Per Dozen
2026-01-19,Midwest,Extra Large,83.0,92.0,87.5,60.5,Cents Per Dozen
2026-01-19,Midwest,Large,88.0,96.0,92.0,65.0,Cents Per Dozen
2026-01-19,Midwest,Large,64.0,74.0,69.0,42.0,Cents Per Dozen
2026-01-19,Midwest,Large,82.0,91.0,86.5,59.5,Cents Per Dozen
2026-01-19,Midwest,Medium,67.0,75.0,71.0,45.0,Cents Per Dozen
2026-01-19,Midwest,Medium,43.0,47.0,45.0,19.0,Cents Per Dozen
2026-01-19,Midwest,Medium,61.0,70.0,65.5,39.5,Cents Per Dozen
2026-01-19,Midwest,Small,18.0,24.0,21.0,16.0,Cents Per Dozen
2026-01-19,National,Extra Large,83.0,124.0,107.25,77.75,Cents Per Dozen
2026-01-19,National,Large,82.0,107.0,94.94,67.94,Cents Per Dozen
2026-01-19,National,Medium,61.0,82.0,72.0,46.0,Cents Per Dozen
2026-01-19,Northeast,Extra Large,91.0,118.0,104.5,75.5,Cents Per Dozen
2026-01-19,Northeast,Large,85.0,99.0,92.0,65.0,Cents Per Dozen
2026-01-19,Northeast,Medium,63.0,76.0,69.5,43.5,Cents Per Dozen
2026-01-19,South Central,Extra Large,115.5,124.0,119.75,88.75,Cents Per Dozen
2026-01-19,South Central,Large,98.5,107.0,102.75,75.75,Cents Per Dozen
2026-01-19,South Central,Medium,73.5,82.0,77.75,51.75,Cents Per Dozen
2026-01-19,Southeast,Extra Large,113.5,121.0,117.25,86.25,Cents Per Dozen
2026-01-19,Southeast,Large,95.0,102.0,98.5,71.5,Cents Per Dozen
2026-01-19,Southeast,Medium,71.5,79.0,75.25,49.25,Cents Per Dozen
2026-01-26,Midwest,Extra Large,133.0,141.0,137.0,94.0,Cents Per Dozen
2026-01-26,Midwest,Extra Large,126.0,135.0,130.5,87.5,Cents Per Dozen
2026-01-26,Midwest,Large,131.0,139.0,135.0,92.0,Cents Per Dozen
2026-01-26,Midwest,Large,107.0,117.0,112.0,69.0,Cents Per Dozen
2026-01-26,Midwest,Large,125.0,134.0,129.5,86.5,Cents Per Dozen
2026-01-26,Midwest,Medium,102.0,110.0,106.0,71.0,Cents Per Dozen
2026-01-26,Midwest,Medium,78.0,82.0,80.0,45.0,Cents Per Dozen
2026-01-26,Midwest,Medium,96.0,105.0,100.5,65.5,Cents Per Dozen
2026-01-26,Midwest,Small,27.0,33.0,30.0,21.0,Cents Per Dozen
2026-01-26,National,Extra Large,126.0,167.0,150.75,107.25,Cents Per Dozen
2026-01-26,National,Large,125.0,150.0,138.44,94.94,Cents Per Dozen
2026-01-26,National,Medium,96.0,117.0,107.5,72.0,Cents Per Dozen
2026-01-26,Northeast,Extra Large,136.0,163.0,149.5,104.5,Cents Per Dozen
2026-01-26,Northeast,Large,130.0,144.0,137.0,92.0,Cents Per Dozen
2026-01-26,Northeast,Medium,100.0,113.0,106.5,69.5,Cents Per Dozen
2026-01-26,South Central,Extra Large,158.5,167.0,162.75,119.75,Cents Per Dozen
2026-01-26,South Central,Large,141.5,150.0,145.75,102.75,Cents Per Dozen
2026-01-26,South Central,Medium,108.5,117.0,112.75,77.75,Cents Per Dozen
2026-01-26,Southeast,Extra Large,156.5,164.0,160.25,117.25,Cents Per Dozen
2026-01-26,Southeast,Large,138.0,145.0,141.5,98.5,Cents Per Dozen
2026-01-26,Southeast,Medium,106.5,114.0,110.25,75.25,Cents Per Dozen
2026-02-02,Midwest,Extra Large,147.0,155.0,151.0,137.0,Cents Per Dozen
2026-02-02,Midwest,Extra Large,140.0,149.0,144.5,130.5,Cents Per Dozen
2026-02-02,Midwest,Large,145.0,153.0,149.0,135.0,Cents Per Dozen
2026-02-02,Midwest,Large,121.0,131.0,126.0,112.0,Cents Per Dozen
2026-02-02,Midwest,Large,139.0,148.0,143.5,129.5,Cents Per Dozen
2026-02-02,Midwest,Medium,108.0,116.0,112.0,106.0,Cents Per Dozen
2026-02-02,Midwest,Medium,84.0,88.0,86.0,80.0,Cents Per Dozen
2026-02-02,Midwest,Medium,102.0,111.0,106.5,100.5,Cents Per Dozen
2026-02-02,Midwest,Small,27.0,33.0,30.0,30.0,Cents Per Dozen
2026-02-02,National,Extra Large,140.0,181.0,164.38,150.75,Cents Per Dozen
2026-02-02,National,Large,139.0,165.0,152.69,138.44,Cents Per Dozen
2026-02-02,National,Medium,102.0,124.0,113.75,107.5,Cents Per Dozen
2026-02-02,Northeast,Extra Large,150.0,176.0,163.0,149.5,Cents Per Dozen
2026-02-02,Northeast,Large,144.0,158.0,151.0,137.0,Cents Per Dozen
2026-02-02,Northeast,Medium,106.0,119.0,112.5,106.5,Cents Per Dozen
