report_date,item,low_price,high_price,wtd_avg_price,volume,wtd_avg_price_prev,volume_prev,price_change,price_unit,volume_unit
2023-01-02,ALL Items,80.0,160.0,123.01,9936,121.72,9906,1.29,Cents Per Lb,Pounds
2023-01-02,All Items,96.0,158.0,127.25,2670,126.43,2720,0.82,Cents Per Lb,Pounds
2023-01-02,Backs and Necks Stripped,7.0,14.0,12.46,1039,12.32,1264,0.14,Cents Per Lb,Pounds
2023-01-02,Breast - B/S,67.0,265.0,97.99,2213,98.62,2070,-0.63,Cents Per Lb,Pounds
2023-01-02,Breast - Line Run,100.0,112.0,104.77,187,105.36,196,-0.59,Cents Per Lb,Pounds
2023-01-02,Breast With Ribs,101.0,140.0,116.62,191,113.32,167,3.3,Cents Per Lb,Pounds
2023-01-02,Drumsticks,30.0,57.0,41.57,1386,41.19,691,0.38,Cents Per Lb,Pounds
2023-01-02,Frames,3.0,6.0,4.35,1480,4.42,1240,-0.07,Cents Per Lb,Pounds
2023-01-02,Gizzards and Hearts,45.0,74.0,66.9,111,63.44,134,3.46,Cents Per Lb,Pounds
2023-01-02,Leg quarters - Bulk,28.0,42.0,33.7,1106,35.66,1740,-1.96,Cents Per Lb,Pounds
2023-01-02,Legs - Bone-in,31.0,41.0,33.76,428,35.55,260,-1.79,Cents Per Lb,Pounds
2023-01-02,Livers,59.0,64.0,60.28,175,61.33,147,-1.05,Cents Per Lb,Pounds
2023-01-02,Mechanically Separated,28.0,37.0,33.5,648,37.55,594,-4.05,Cents Per Lb,Pounds
2023-01-02,RTC Broiler/Fryer,94.0,160.0,128.13,3060,128.09,2874,0.04,Cents Per Lb,Pounds
2023-01-02,Tenderloins,92.0,150.0,105.62,947,104.36,914,1.26,Cents Per Lb,Pounds
2023-01-02,Thighs - B/S,66.0,96.0,77.76,703,74.53,863,3.23,Cents Per Lb,Pounds
2023-01-02,Thighs - Bone-in,40.0,57.0,47.33,129,46.17,119,1.16,Cents Per Lb,Pounds
2023-01-02,WOG,96.0,157.0,126.32,2555,125.7,2570,0.62,Cents Per Lb,Pounds
2023-01-02,Wings - Cut,77.0,98.0,84.75,144,87.67,210,-2.92,Cents Per Lb,Pounds
2023-01-02,Wings - Whole,76.0,108.0,88.57,683,88.21,731,0.36,Cents Per Lb,Pounds
2023-01-09,ALL Items,82.0,160.0,122.06,10538,123.01,9936,-0.95,Cents Per Lb,Pounds
2023-01-09,All Items,98.0,158.0,126.4,2775,127.25,2670,-0.85,Cents Per Lb,Pounds
2023-01-09,Backs and Necks Stripped,7.0,13.0,11.8,1508,12.46,1039,-0.66,Cents Per Lb,Pounds
2023-01-09,Breast - B/S,67.0,265.0,97.12,2770,97.99,2213,-0.87,Cents Per Lb,Pounds
2023-01-09,Breast - Line Run,97.0,112.0,105.27,207,104.77,187,0.5,Cents Per Lb,Pounds
2023-01-09,Breast With Ribs,101.0,142.0,118.08,229,116.62,191,1.46,Cents Per Lb,Pounds
2023-01-09,Drumsticks,29.0,55.0,38.34,1070,41.57,1386,-3.23,Cents Per Lb,Pounds
2023-01-09,Frames,4.0,7.0,5.37,1520,4.35,1480,1.02,Cents Per Lb,Pounds
2023-01-09,Gizzards and Hearts,45.0,74.0,64.92,106,66.9,111,-1.98,Cents Per Lb,Pounds
2023-01-09,Leg Quarters - 4/10,29.0,35.0,31.99,116,,,,Cents Per Lb,Pounds
2023-01-09,Leg quarters - Bulk,28.0,47.0,34.99,1462,33.7,1106,1.29,Cents Per Lb,Pounds
2023-01-09,Legs - Bone-in,31.0,40.0,33.54,501,33.76,428,-0.22,Cents Per Lb,Pounds
2023-01-09,Livers,60.0,62.0,60.87,58,60.28,175,0.59,Cents Per Lb,Pounds
2023-01-09,Mechanically Separated,28.0,36.0,32.3,540,33.5,648,-1.2,Cents Per Lb,Pounds
2023-01-09,RTC Broiler/Fryer,88.0,160.0,127.31,3079,128.13,3060,-0.82,Cents Per Lb,Pounds
2023-01-09,Tenderloins,88.0,152.0,103.23,1178,105.62,947,-2.39,Cents Per Lb,Pounds
2023-01-09,Thighs - B/S,65.0,96.0,76.97,886,77.76,703,-0.79,Cents Per Lb,Pounds
2023-01-09,Thighs - Bone-in,40.0,56.0,48.0,108,47.33,129,0.67,Cents Per Lb,Pounds
2023-01-09,WOG,98.0,157.0,125.88,2640,126.32,2555,-0.44,Cents Per Lb,Pounds
2023-01-09,Wings - Cut,77.0,95.0,82.57,231,84.75,144,-2.18,Cents Per Lb,Pounds
2023-01-09,Wings - Whole,76.0,109.0,89.12,849,88.57,683,0.55,Cents Per Lb,Pounds
2023-01-16,ALL Items,122.0,122.0,122.0,15,122.06,10538,-0.06,Cents Per Lb,Pounds
2023-01-16,All Items,100.0,158.0,125.59,2630,126.4,2775,-0.81,Cents Per Lb,Pounds
2023-01-16,Backs and Necks Stripped,9.0,14.0,12.04,1482,11.8,1508,0.24,Cents Per Lb,Pounds
2023-01-16,Breast - B/S,67.0,265.0,100.77,2641,97.12,2770,3.65,Cents Per Lb,Pounds
2023-01-16,Breast - Line Run,100.0,112.0,105.68,198,105.27,207,0.41,Cents Per Lb,Pounds
2023-01-16,Breast With Ribs,101.0,146.0,121.52,133,118.08,229,3.44,Cents Per Lb,Pounds
2023-01-16,Drumsticks,28.0,57.0,39.58,1231,38.34,1070,1.24,Cents Per Lb,Pounds
2023-01-16,Frames,3.0,7.0,4.9,1920,5.37,1520,-0.47,Cents Per Lb,Pounds
2023-01-16,Gizzards and Hearts,48.0,75.0,64.99,122,64.92,106,0.07,Cents Per Lb,Pounds
2023-01-16,Leg quarters - Bulk,24.0,33.0,27.16,308,,,,Cents Per Lb,Pounds
2023-01-16,Legs - Bone-in,31.0,45.0,33.68,441,33.54,501,0.14,Cents Per Lb,Pounds
2023-01-16,Livers,60.0,62.0,61.03,82,60.87,58,0.16,Cents Per Lb,Pounds
2023-01-16,Mechanically Separated,28.0,36.0,33.38,432,32.3,540,1.08,Cents Per Lb,Pounds
2023-01-16,RTC Broiler/Fryer,122.0,122.0,122.0,15,127.31,3079,-5.31,Cents Per Lb,Pounds
2023-01-16,Tenderloins,88.0,150.0,105.27,1108,103.23,1178,2.04,Cents Per Lb,Pounds
2023-01-16,Thighs - B/S,69.0,97.0,77.59,761,76.97,886,0.62,Cents Per Lb,Pounds
2023-01-16,Thighs - Bone-in,41.0,56.0,48.23,112,48.0,108,0.23,Cents Per Lb,Pounds
2023-01-16,WOG,100.0,157.0,125.05,2500,125.88,2640,-0.83,Cents Per Lb,Pounds
2023-01-16,Wings - Cut,77.0,100.0,85.64,147,82.57,231,3.07,Cents Per Lb,Pounds
2023-01-16,Wings - Whole,76.0,104.0,91.33,885,89.12,849,2.21,Cents Per Lb,Pounds
2023-01-23,ALL Items,80.0,159.0,121.05,9571,121.2,9510,-0.15,Cents Per Lb,Pounds
2023-01-23,All Items,100.0,159.0,126.09,2705,125.59,2630,0.5,Cents Per Lb,Pounds
2023-01-23,Backs and Necks Stripped,9.0,14.0,11.89,1543,12.04,1482,-0.15,Cents Per Lb,Pounds
2023-01-23,Breast - B/S,80.0,265.0,106.61,2627,100.77,2641,5.84,Cents Per Lb,Pounds
2023-01-23,Breast - Line Run,103.0,115.0,108.68,158,105.68,198,3.0,Cents Per Lb,Pounds
2023-01-23,Breast With Ribs,101.0,147.0,126.17,143,121.52,133,4.65,Cents Per Lb,Pounds
2023-01-23,Drumsticks,28.0,59.0,41.11,1456,39.58,1231,1.53,Cents Per Lb,Pounds
2023-01-23,Frames,5.0,8.0,6.43,1400,4.9,1920,1.53,Cents Per Lb,Pounds
2023-01-23,Gizzards and Hearts,50.0,74.0,63.13,171,64.99,122,-1.86,Cents Per Lb,Pounds
2023-01-23,Leg quarters - Bulk,28.0,47.0,36.01,1956,33.29,1176,2.72,Cents Per Lb,Pounds
2023-01-23,Legs - Bone-in,32.0,50.0,37.77,573,33.68,441,4.09,Cents Per Lb,Pounds
2023-01-23,Livers,60.0,62.0,61.27,84,61.03,82,0.24,Cents Per Lb,Pounds
2023-01-23,Mechanically Separated,28.0,35.0,32.27,594,33.38,432,-1.11,Cents Per Lb,Pounds
2023-01-23,RTC Broiler/Fryer,80.0,159.0,126.11,3068,125.23,3101,0.88,Cents Per Lb,Pounds
2023-01-23,Tenderloins,92.0,154.0,110.53,964,105.27,1108,5.26,Cents Per Lb,Pounds
2023-01-23,Thighs - B/S,62.0,97.0,80.75,908,77.59,761,3.16,Cents Per Lb,Pounds
2023-01-23,Thighs - Bone-in,41.0,56.0,48.35,88,48.23,112,0.12,Cents Per Lb,Pounds
2023-01-23,WOG,100.0,157.0,125.19,2525,125.05,2500,0.14,Cents Per Lb,Pounds
2023-01-23,Wings - Cut,77.0,105.0,86.75,140,85.64,147,1.11,Cents Per Lb,Pounds
2023-01-23,Wings - Whole,82.0,111.0,95.95,838,91.33,885,4.62,Cents Per Lb,Pounds
2023-01-30,ALL Items,80.0,158.0,121.19,10309,121.05,9571,0.14,Cents Per Lb,Pounds
2023-01-30,All Items,95.0,158.0,126.17,3055,126.09,2705,0.08,Cents Per Lb,Pounds
2023-01-30,Backs and Necks Stripped,9.0,14.0,11.88,1512,11.89,1543,-0.01,Cents Per Lb,Pounds
2023-01-30,Breast - B/S,85.0,265.0,114.03,2788,106.61,2627,7.42,Cents Per Lb,Pounds
2023-01-30,Breast - Line Run,106.0,118.0,111.74,207,108.68,158,3.06,Cents Per Lb,Pounds
2023-01-30,Breast With Ribs,111.0,148.0,131.82,98,126.17,143,5.65,Cents Per Lb,Pounds
2023-01-30,Drumsticks,28.0,57.0,39.88,1903,41.11,1456,-1.23,Cents Per Lb,Pounds
2023-01-30,Frames,2.0,6.0,3.84,1840,6.43,1400,-2.59,Cents Per Lb,Pounds
2023-01-30,Gizzards and Hearts,54.0,74.0,65.31,133,63.13,171,2.18,Cents Per Lb,Pounds
2023-01-30,Leg quarters - Bulk,28.0,42.0,34.68,4123,,,,Cents Per Lb,Pounds
2023-01-30,Legs - Bone-in,38.0,65.0,53.57,1354,,,,Cents Per Lb,Pounds
2023-01-30,Livers,60.0,63.0,61.26,92,61.27,84,-0.01,Cents Per Lb,Pounds
2023-01-30,Mechanically Separated,32.0,35.0,34.0,486,32.27,594,1.73,Cents Per Lb,Pounds
2023-01-30,RTC Broiler/Fryer,80.0,158.0,126.23,3303,126.11,3068,0.12,Cents Per Lb,Pounds
2023-01-30,Tenderloins,95.0,157.0,114.45,1015,110.53,964,3.92,Cents Per Lb,Pounds
2023-01-30,Thighs - B/S,58.0,100.0,82.53,899,80.75,908,1.78,Cents Per Lb,Pounds
2023-01-30,Thighs - Bone-in,41.0,59.0,50.17,106,48.35,88,1.82,Cents Per Lb,Pounds
2023-01-30,WOG,98.0,157.0,125.45,2805,125.19,2525,0.26,Cents Per Lb,Pounds
2023-01-30,Wings - Cut,77.0,111.0,87.8,165,86.75,140,1.05,Cents Per Lb,Pounds
2023-01-30,Wings - Whole,82.0,129.0,102.16,858,95.95,838,6.21,Cents Per Lb,Pounds
2023-02-06,ALL Items,80.0,158.0,121.5,10216,121.19,10309,0.31,Cents Per Lb,Pounds
2023-02-06,All Items,95.0,158.0,126.57,2963,126.17,3055,0.4,Cents Per Lb,Pounds
2023-02-06,Backs and Necks Stripped,9.0,13.0,11.79,1571,11.88,1512,-0.09,Cents Per Lb,Pounds
2023-02-06,Breast - B/S,95.0,265.0,121.14,2583,114.03,2788,7.11,Cents Per Lb,Pounds
2023-02-06,Breast - Line Run,109.0,123.0,115.05,158,111.74,207,3.31,Cents Per Lb,Pounds
2023-02-06,Breast With Ribs,112.0,155.0,135.41,121,131.82,98,3.59,Cents Per Lb,Pounds
2023-02-06,Drumsticks,29.0,55.0,38.12,1014,39.88,1903,-1.76,Cents Per Lb,Pounds
2023-02-06,Frames,3.0,6.0,4.38,1560,3.84,1840,0.54,Cents Per Lb,Pounds
2023-02-06,Gizzards and Hearts,53.0,73.0,65.51,148,65.31,133,0.2,Cents Per Lb,Pounds
2023-02-06,Leg quarters - Bulk,29.0,45.0,37.18,2280,34.68,4123,2.5,Cents Per Lb,Pounds
2023-02-06,Legs - Bone-in,36.0,46.0,41.77,395,38.67,286,3.1,Cents Per Lb,Pounds
2023-02-06,Livers,60.0,63.0,61.5,83,61.26,92,0.24,Cents Per Lb,Pounds
2023-02-06,Mechanically Separated,30.0,36.0,33.05,513,34.0,486,-0.95,Cents Per Lb,Pounds
2023-02-06,RTC Broiler/Fryer,80.0,158.0,127.03,3148,126.23,3303,0.8,Cents Per Lb,Pounds
2023-02-06,Tenderloins,97.0,159.0,117.01,964,114.45,1015,2.56,Cents Per Lb,Pounds
2023-02-06,Thighs - B/S,57.0,106.0,85.84,904,82.53,899,3.31,Cents Per Lb,Pounds
2023-02-06,Thighs - Bone-in,41.0,64.0,51.6,93,50.17,106,1.43,Cents Per Lb,Pounds
2023-02-06,WOG,98.0,157.0,125.93,2750,125.45,2805,0.48,Cents Per Lb,Pounds
2023-02-06,Wings - Cut,77.0,115.0,88.66,167,87.8,165,0.86,Cents Per Lb,Pounds
2023-02-06,Wings - Whole,88.0,128.0,108.14,835,102.16,858,5.98,Cents Per Lb,Pounds
2023-02-13,ALL Items,82.0,158.0,121.93,9955,121.5,10216,0.43,Cents Per Lb,Pounds
2023-02-13,All Items,95.0,158.0,126.83,2775,126.57,2963,0.26,Cents Per Lb,Pounds
2023-02-13,Backs and Necks Stripped,9.0,13.0,11.76,1431,11.79,1571,-0.03,Cents Per Lb,Pounds
2023-02-13,Breast - B/S,112.0,265.0,126.7,2541,121.14,2583,5.56,Cents Per Lb,Pounds
2023-02-13,Breast - Line Run,110.0,123.0,115.32,158,115.05,158,0.27,Cents Per Lb,Pounds
2023-02-13,Breast With Ribs,112.0,153.0,136.62,120,135.41,121,1.21,Cents Per Lb,Pounds
2023-02-13,Drumsticks,31.0,55.0,40.86,2731,38.12,1014,2.74,Cents Per Lb,Pounds
2023-02-13,Frames,3.0,6.0,4.45,1680,4.38,1560,0.07,Cents Per Lb,Pounds
2023-02-13,Gizzards and Hearts,55.0,74.0,66.88,131,65.51,148,1.37,Cents Per Lb,Pounds
2023-02-13,Leg quarters - Bulk,32.0,43.0,35.63,3420,37.18,2280,-1.55,Cents Per Lb,Pounds
2023-02-13,Legs - Bone-in,40.0,52.0,48.47,442,41.77,395,6.7,Cents Per Lb,Pounds
2023-02-13,Livers,60.0,62.0,61.19,88,61.5,83,-0.31,Cents Per Lb,Pounds
2023-02-13,Mechanically Separated,30.0,36.0,33.13,432,33.05,513,0.08,Cents Per Lb,Pounds
2023-02-13,RTC Broiler/Fryer,82.0,158.0,125.6,3005,127.03,3148,-1.43,Cents Per Lb,Pounds
2023-02-13,Tenderloins,90.0,161.0,116.6,1098,117.01,964,-0.41,Cents Per Lb,Pounds
2023-02-13,Thighs - B/S,60.0,111.0,93.05,857,85.84,904,7.21,Cents Per Lb,Pounds
2023-02-13,Thighs - Bone-in,43.0,67.0,56.13,79,51.6,93,4.53,Cents Per Lb,Pounds
2023-02-13,WOG,98.0,158.0,126.4,2570,125.93,2750,0.47,Cents Per Lb,Pounds
2023-02-13,Wings - Cut,79.0,120.0,93.95,205,88.66,167,5.29,Cents Per Lb,Pounds
2023-02-13,Wings - Whole,94.0,129.0,114.13,854,108.14,835,5.99,Cents Per Lb,Pounds
2023-02-20,ALL Items,92.0,160.0,122.12,10210,121.93,9955,0.19,Cents Per Lb,Pounds
2023-02-20,All Items,99.0,160.0,127.53,2900,126.83,2775,0.7,Cents Per Lb,Pounds
2023-02-20,Backs and Necks Stripped,9.0,14.0,11.87,1578,11.76,1431,0.11,Cents Per Lb,Pounds
2023-02-20,Breast - B/S,104.0,267.0,130.01,2623,126.7,2541,3.31,Cents Per Lb,Pounds
2023-02-20,Breast - Line Run,112.0,123.0,116.16,174,115.32,158,0.84,Cents Per Lb,Pounds
2023-02-20,Breast With Ribs,112.0,152.0,132.83,92,136.62,120,-3.79,Cents Per Lb,Pounds
2023-02-20,Drumsticks,26.0,57.0,40.64,2169,40.86,2731,-0.22,Cents Per Lb,Pounds
2023-02-20,Frames,3.0,6.0,4.47,1520,4.45,1680,0.02,Cents Per Lb,Pounds
2023-02-20,Gizzards and Hearts,52.0,73.0,67.92,87,66.88,131,1.04,Cents Per Lb,Pounds
2023-02-20,Leg quarters - Bulk,28.0,51.0,39.86,2106,38.54,2121,1.32,Cents Per Lb,Pounds
2023-02-20,Legs - Bone-in,45.0,60.0,52.97,441,48.47,442,4.5,Cents Per Lb,Pounds
2023-02-20,Livers,60.0,63.0,61.68,96,61.19,88,0.49,Cents Per Lb,Pounds
2023-02-20,Mechanically Separated,31.0,36.0,33.2,540,33.13,432,0.07,Cents Per Lb,Pounds
2023-02-20,RTC Broiler/Fryer,95.0,158.0,125.07,3295,125.6,3005,-0.53,Cents Per Lb,Pounds
2023-02-20,Tenderloins,99.0,161.0,117.93,985,116.6,1098,1.33,Cents Per Lb,Pounds
2023-02-20,Thighs - B/S,65.0,116.0,99.5,912,93.05,857,6.45,Cents Per Lb,Pounds
2023-02-20,Thighs - Bone-in,43.0,69.0,57.94,79,56.13,79,1.81,Cents Per Lb,Pounds
2023-02-20,WOG,100.0,160.0,127.13,2665,126.4,2570,0.73,Cents Per Lb,Pounds
2023-02-20,Wings - Cut,79.0,120.0,98.04,140,93.95,205,4.09,Cents Per Lb,Pounds
2023-02-20,Wings - Whole,101.0,141.0,116.73,873,114.13,854,2.6,Cents Per Lb,Pounds
2023-02-27,ALL Items,92.0,160.0,124.85,10261,122.12,10210,2.73,Cents Per Lb,Pounds
2023-02-27,All Items,99.0,160.0,130.51,2855,127.53,2900,2.98,Cents Per Lb,Pounds
2023-02-27,Backs and Necks Stripped,9.0,13.0,11.33,1393,11.87,1578,-0.54,Cents Per Lb,Pounds
2023-02-27,Breast - B/S,120.0,267.0,132.15,2383,130.01,2623,2.14,Cents Per Lb,Pounds
2023-02-27,Breast - Line Run,112.0,123.0,115.86,158,116.16,174,-0.3,Cents Per Lb,Pounds
2023-02-27,Breast With Ribs,112.0,150.0,134.04,113,132.83,92,1.21,Cents Per Lb,Pounds
2023-02-27,Drumsticks,30.0,57.0,41.84,1409,40.64,2169,1.2,Cents Per Lb,Pounds
2023-02-27,Frames,4.0,7.0,5.67,1200,4.47,1520,1.2,Cents Per Lb,Pounds
2023-02-27,Gizzards and Hearts,55.0,76.0,67.68,111,67.92,87,-0.24,Cents Per Lb,Pounds
2023-02-27,Leg quarters - Bulk,40.0,44.0,41.09,2970,,,,Cents Per Lb,Pounds
2023-02-27,Legs - Bone-in,50.0,64.0,59.1,423,52.97,441,6.13,Cents Per Lb,Pounds
2023-02-27,Livers,60.0,68.0,62.57,92,61.68,96,0.89,Cents Per Lb,Pounds
2023-02-27,Mechanically Separated,31.0,36.0,33.38,648,33.2,540,0.18,Cents Per Lb,Pounds
2023-02-27,RTC Broiler/Fryer,95.0,159.0,126.05,3282,125.07,3295,0.98,Cents Per Lb,Pounds
2023-02-27,Tenderloins,107.0,161.0,118.64,969,117.93,985,0.71,Cents Per Lb,Pounds
2023-02-27,Thighs - B/S,60.0,120.0,105.16,892,99.5,912,5.66,Cents Per Lb,Pounds
2023-02-27,Thighs - Bone-in,52.0,72.0,59.42,116,57.94,79,1.48,Cents Per Lb,Pounds
2023-02-27,WOG,102.0,160.0,130.59,2670,127.13,2665,3.46,Cents Per Lb,Pounds
2023-02-27,Wings - Cut,84.0,120.0,100.8,150,98.04,140,2.76,Cents Per Lb,Pounds
2023-02-27,Wings - Whole,106.0,135.0,117.88,747,116.73,873,1.15,Cents Per Lb,Pounds
2023-03-06,ALL Items,93.0,160.0,127.6,10255,124.85,10261,2.75,Cents Per Lb,Pounds
2023-03-06,All Items,102.0,160.0,132.83,2955,130.51,2855,2.32,Cents Per Lb,Pounds
2023-03-06,Backs and Necks Stripped,9.0,14.0,11.75,1547,11.33,1393,0.42,Cents Per Lb,Pounds
2023-03-06,Breast - B/S,122.0,267.0,135.99,2308,132.15,2383,3.84,Cents Per Lb,Pounds
2023-03-06,Breast - Line Run,112.0,123.0,115.87,167,115.86,158,0.01,Cents Per Lb,Pounds
2023-03-06,Breast With Ribs,112.0,152.0,132.9,111,134.04,113,-1.14,Cents Per Lb,Pounds
2023-03-06,Drumsticks,26.0,58.0,40.18,1302,41.84,1409,-1.66,Cents Per Lb,Pounds
2023-03-06,Frames,4.0,7.0,5.45,1680,5.67,1200,-0.22,Cents Per Lb,Pounds
2023-03-06,Gizzards and Hearts,52.0,75.0,70.14,107,67.68,111,2.46,Cents Per Lb,Pounds
2023-03-06,Leg quarters - Bulk,38.0,48.0,43.86,2236,41.09,2970,2.77,Cents Per Lb,Pounds
2023-03-06,Legs - Bone-in,52.0,69.0,62.09,502,59.1,423,2.99,Cents Per Lb,Pounds
2023-03-06,Livers,61.0,65.0,63.25,85,62.57,92,0.68,Cents Per Lb,Pounds
2023-03-06,Mechanically Separated,28.0,36.0,32.0,594,33.38,648,-1.38,Cents Per Lb,Pounds
2023-03-06,RTC Broiler/Fryer,93.0,159.0,129.99,3261,126.05,3282,3.94,Cents Per Lb,Pounds
2023-03-06,Tenderloins,106.0,162.0,121.38,1069,118.64,969,2.74,Cents Per Lb,Pounds
2023-03-06,Thighs - B/S,65.0,125.0,107.8,795,105.16,892,2.64,Cents Per Lb,Pounds
2023-03-06,Thighs - Bone-in,52.0,69.0,61.18,86,59.42,116,1.76,Cents Per Lb,Pounds
2023-03-06,WOG,102.0,160.0,132.56,2745,130.59,2670,1.97,Cents Per Lb,Pounds
2023-03-06,Wings - Cut,86.0,122.0,99.78,96,100.8,150,-1.02,Cents Per Lb,Pounds
2023-03-06,Wings - Whole,103.0,131.0,112.39,694,117.88,747,-5.49,Cents Per Lb,Pounds
2023-03-13,ALL Items,87.0,163.0,130.14,9489,127.6,10255,2.54,Cents Per Lb,Pounds
2023-03-13,All Items,105.0,163.0,134.84,2795,132.83,2955,2.01,Cents Per Lb,Pounds
2023-03-13,Backs and Necks Stripped,8.0,13.0,11.58,1398,11.75,1547,-0.17,Cents Per Lb,Pounds
2023-03-13,Breast - B/S,124.0,267.0,139.88,2766,135.99,2308,3.89,Cents Per Lb,Pounds
2023-03-13,Breast - Line Run,112.0,123.0,116.25,213,115.87,167,0.38,Cents Per Lb,Pounds
2023-03-13,Breast With Ribs,112.0,159.0,137.88,116,132.9,111,4.98,Cents Per Lb,Pounds
2023-03-13,Drumsticks,28.0,44.0,42.48,1700,,,,Cents Per Lb,Pounds
2023-03-13,Frames,4.0,11.0,5.84,908,5.45,1680,0.39,Cents Per Lb,Pounds
2023-03-13,Gizzards and Hearts,52.0,77.0,72.78,111,70.14,107,2.64,Cents Per Lb,Pounds
2023-03-13,Leg Quarters - 4/10,42.0,44.0,43.5,160,,,,Cents Per Lb,Pounds
2023-03-13,Leg quarters - Bulk,37.0,52.0,42.67,1567,40.8,1522,1.87,Cents Per Lb,Pounds
2023-03-13,Legs - Bone-in,52.0,72.0,65.69,439,62.09,502,3.6,Cents Per Lb,Pounds
2023-03-13,Livers,62.0,65.0,62.93,97,63.25,85,-0.32,Cents Per Lb,Pounds
2023-03-13,Mechanically Separated,31.0,35.0,32.67,810,32.0,594,0.67,Cents Per Lb,Pounds
2023-03-13,RTC Broiler/Fryer,109.0,159.0,130.12,3407,129.99,3261,0.13,Cents Per Lb,Pounds
2023-03-13,Tenderloins,108.0,170.0,130.28,1120,121.38,1069,8.9,Cents Per Lb,Pounds
2023-03-13,Thighs - B/S,72.0,133.0,110.59,716,107.8,795,2.79,Cents Per Lb,Pounds
2023-03-13,Thighs - Bone-in,52.0,67.0,61.43,73,61.18,86,0.25,Cents Per Lb,Pounds
2023-03-13,WOG,105.0,163.0,134.23,2625,132.56,2745,1.67,Cents Per Lb,Pounds
2023-03-13,Wings - Cut,88.0,122.0,103.86,129,99.78,96,4.08,Cents Per Lb,Pounds
2023-03-13,Wings - Whole,95.0,122.0,107.28,666,112.39,694,-5.11,Cents Per Lb,Pounds
2023-03-20,ALL Items,93.0,163.0,131.91,10687,130.14,9489,1.77,Cents Per Lb,Pounds
2023-03-20,All Items,110.0,163.0,137.16,3145,134.84,2795,2.32,Cents Per Lb,Pounds
2023-03-20,Backs and Necks Stripped,8.0,13.0,11.55,1464,11.58,1398,-0.03,Cents Per Lb,Pounds
2023-03-20,Breast - B/S,128.0,267.0,139.75,2552,139.88,2766,-0.13,Cents Per Lb,Pounds
2023-03-20,Breast - Line Run,115.0,123.0,117.98,162,116.25,213,1.73,Cents Per Lb,Pounds
2023-03-20,Breast With Ribs,115.0,154.0,137.77,126,137.88,116,-0.11,Cents Per Lb,Pounds
2023-03-20,Drumsticks,26.0,60.0,40.99,2325,40.9,1893,0.09,Cents Per Lb,Pounds
2023-03-20,Frames,5.0,11.0,7.32,1640,5.84,908,1.48,Cents Per Lb,Pounds
2023-03-20,Gizzards and Hearts,55.0,76.0,73.34,105,72.78,111,0.56,Cents Per Lb,Pounds
2023-03-20,Leg quarters - Bulk,39.0,55.0,43.89,1502,42.67,1567,1.22,Cents Per Lb,Pounds
2023-03-20,Legs - Bone-in,54.0,73.0,65.69,543,65.69,439,0.0,Cents Per Lb,Pounds
2023-03-20,Livers,61.0,64.0,62.8,89,62.93,97,-0.13,Cents Per Lb,Pounds
2023-03-20,Mechanically Separated,30.0,36.5,33.03,999,32.67,810,0.36,Cents Per Lb,Pounds
2023-03-20,RTC Broiler/Fryer,115.0,159.0,133.92,3052,130.12,3407,3.8,Cents Per Lb,Pounds
2023-03-20,Tenderloins,116.0,178.0,136.79,1055,130.28,1120,6.51,Cents Per Lb,Pounds
2023-03-20,Thighs - B/S,71.0,134.0,112.52,807,110.59,716,1.93,Cents Per Lb,Pounds
2023-03-20,Thighs - Bone-in,59.0,67.0,66.77,29,61.43,73,5.34,Cents Per Lb,Pounds
2023-03-20,WOG,110.0,163.0,136.05,2930,134.23,2625,1.82,Cents Per Lb,Pounds
2023-03-20,Wings - Cut,88.0,123.0,102.57,149,103.86,129,-1.29,Cents Per Lb,Pounds
2023-03-20,Wings - Whole,88.0,119.0,104.62,679,107.28,666,-2.66,Cents Per Lb,Pounds
2023-03-27,ALL Items,116.0,163.0,135.4,10847,131.91,10687,3.49,Cents Per Lb,Pounds
2023-03-27,All Items,116.0,163.0,140.42,3050,137.16,3145,3.26,Cents Per Lb,Pounds
2023-03-27,Backs and Necks Stripped,8.0,13.0,10.92,1477,11.55,1464,-0.63,Cents Per Lb,Pounds
2023-03-27,Breast - B/S,118.0,267.0,134.55,2653,139.75,2552,-5.2,Cents Per Lb,Pounds
2023-03-27,Breast - Line Run,115.0,123.0,117.84,172,117.98,162,-0.14,Cents Per Lb,Pounds
2023-03-27,Breast With Ribs,115.0,156.0,140.19,157,137.77,126,2.42,Cents Per Lb,Pounds
2023-03-27,Drumsticks,40.0,43.0,41.11,1458,,,,Cents Per Lb,Pounds
2023-03-27,Frames,7.0,11.0,8.7,1320,7.32,1640,1.38,Cents Per Lb,Pounds
2023-03-27,Gizzards and Hearts,59.0,77.0,70.96,107,73.34,105,-2.38,Cents Per Lb,Pounds
2023-03-27,Leg quarters - Bulk,38.0,44.0,40.87,1470,,,,Cents Per Lb,Pounds
2023-03-27,Legs - Bone-in,55.0,59.0,56.54,702,,,,Cents Per Lb,Pounds
2023-03-27,Livers,62.0,63.0,62.61,97,62.8,89,-0.19,Cents Per Lb,Pounds
2023-03-27,Mechanically Separated,31.0,35.0,32.8,540,33.03,999,-0.23,Cents Per Lb,Pounds
2023-03-27,RTC Broiler/Fryer,118.0,158.0,134.92,3086,133.92,3052,1.0,Cents Per Lb,Pounds
2023-03-27,Tenderloins,123.0,185.0,144.4,1073,136.79,1055,7.61,Cents Per Lb,Pounds
