report_date,region,class,type,volume,pct_chg
2024-08-19,South Central (SC),,Cage-Free,23.5,-15.3%
2024-08-19,South Central (SC),,Organic,8.6,4.7%
2024-08-19,South Central (SC),,Specialty,3.5,-13.1%
2024-08-19,South Central (SC),Extra Large,,20.4,1.7%
2024-08-19,South Central (SC),Jumbo,,10.1,10.1%
2024-08-19,South Central (SC),Large,,102.8,3.6%
2024-08-19,South Central (SC),Medium,,24.7,-7.7%
2024-08-19,South Central (SC),Misc,,14.7,-13.0%
2024-08-19,South Central (SC),Small,,1.1,31.3%
2024-08-19,South Central (SC),Total,,188.5,-0.7%
2024-08-19,South Central (SC),Ungraded,,14.8,-12.5%
2024-08-19,Southeast (SE),,Cage-Free,16.2,-7.2%
2024-08-19,Southeast (SE),,Organic,13.1,39.5%
2024-08-19,Southeast (SE),,Specialty,12.7,-6.0%
2024-08-19,Southeast (SE),Extra Large,,25.4,9.9%
2024-08-19,Southeast (SE),Jumbo,,6.3,-1.8%
2024-08-19,Southeast (SE),Large,,146.9,-1.0%
2024-08-19,Southeast (SE),Medium,,15.7,16.0%
2024-08-19,Southeast (SE),Misc,,11.0,6.9%
2024-08-19,Southeast (SE),Small,,0.2,15.5%
2024-08-19,Southeast (SE),Total,,246.4,-0.7%
2024-08-19,Southeast (SE),Ungraded,,41.0,-11.4%
2024-08-19,Southwest (SW),,Cage-Free,94.9,-2.9%
2024-08-19,Southwest (SW),,Organic,5.2,13.6%
2024-08-19,Southwest (SW),,Specialty,2.0,-22.0%
2024-08-19,Southwest (SW),Extra Large,,14.0,-13.5%
2024-08-19,Southwest (SW),Jumbo,,4.9,1.8%
2024-08-19,Southwest (SW),Large,,51.7,-1.3%
2024-08-19,Southwest (SW),Medium,,19.4,1.2%
2024-08-19,Southwest (SW),Misc,,3.6,0.6%
2024-08-19,Southwest (SW),Small,,2.6,-24.3%
2024-08-19,Southwest (SW),Total,,105.8,-1.6%
2024-08-19,Southwest (SW),Ungraded,,9.5,18.8%
2024-08-26,,Breaking Stock,,276.1,-3.9%
2024-08-26,6-Area,,Cage-Free,290.3,12.3%
2024-08-26,6-Area,,Organic,66.1,-9.5%
2024-08-26,6-Area,,Specialty,29.7,9.4%
2024-08-26,6-Area,Extra Large,,110.5,-2.8%
2024-08-26,6-Area,Jumbo,,54.7,5.5%
2024-08-26,6-Area,Large,,620.2,13.5%
2024-08-26,6-Area,Medium,,120.4,-7.7%
2024-08-26,6-Area,Misc,,70.3,5.9%
2024-08-26,6-Area,Small,,15.5,-5.8%
2024-08-26,6-Area,Total,,1208.2,9.0%
2024-08-26,6-Area,Ungraded,,216.5,18.3%
2024-08-26,Midwest (MW),,Cage-Free,92.1,17.6%
2024-08-26,Midwest (MW),,Organic,23.0,-4.8%
2024-08-26,Midwest (MW),,Specialty,0.0,
2024-08-26,Midwest (MW),Extra Large,,26.2,-3.8%
2024-08-26,Midwest (MW),Jumbo,,17.4,11.6%
2024-08-26,Midwest (MW),Large,,183.5,60.1%
2024-08-26,Midwest (MW),Medium,,32.6,-12.7%
2024-08-26,Midwest (MW),Misc,,29.4,9.5%
2024-08-26,Midwest (MW),Small,,2.8,-21.2%
2024-08-26,Midwest (MW),Total,,421.4,25.2%
2024-08-26,Midwest (MW),Ungraded,,129.6,16.2%
2024-08-26,Northeast (NE),,Cage-Free,5.2,48.8%
2024-08-26,Northeast (NE),,Organic,16.9,-13.0%
2024-08-26,Northeast (NE),,Specialty,10.9,36.2%
2024-08-26,Northeast (NE),Extra Large,,22.7,-3.3%
2024-08-26,Northeast (NE),Jumbo,,16.4,18.7%
2024-08-26,Northeast (NE),Large,,85.7,-6.0%
2024-08-26,Northeast (NE),Medium,,18.1,-17.2%
2024-08-26,Northeast (NE),Misc,,10.5,3.0%
2024-08-26,Northeast (NE),Small,,7.8,-14.0%
2024-08-26,Northeast (NE),Total,,168.7,-3.6%
2024-08-26,Northeast (NE),Ungraded,,7.4,43.0%
2024-08-26,Northwest (NW),,Cage-Free,43.5,3.2%
2024-08-26,Northwest (NW),,Organic,2.5,0.2%
2024-08-26,Northwest (NW),,Specialty,1.1,5.7%
2024-08-26,Northwest (NW),Extra Large,,4.0,27.5%
2024-08-26,Northwest (NW),Jumbo,,1.1,-12.2%
2024-08-26,Northwest (NW),Large,,39.9,1.5%
2024-08-26,Northwest (NW),Medium,,9.8,-15.0%
2024-08-26,Northwest (NW),Misc,,0.0,
2024-08-26,Northwest (NW),Small,,0.1,
2024-08-26,Northwest (NW),Total,,56.3,0.2%
2024-08-26,Northwest (NW),Ungraded,,1.5,45.5%
2024-08-26,South Central (SC),,Cage-Free,21.5,-8.7%
2024-08-26,South Central (SC),,Organic,8.3,-3.2%
2024-08-26,South Central (SC),,Specialty,4.0,13.6%
2024-08-26,South Central (SC),Extra Large,,17.9,-12.1%
2024-08-26,South Central (SC),Jumbo,,8.8,-12.6%
2024-08-26,South Central (SC),Large,,104.5,1.6%
2024-08-26,South Central (SC),Medium,,24.6,-0.5%
2024-08-26,South Central (SC),Misc,,18.2,23.6%
2024-08-26,South Central (SC),Small,,0.1,-93.9%
2024-08-26,South Central (SC),Total,,192.4,2.1%
2024-08-26,South Central (SC),Ungraded,,18.4,24.3%
2024-08-26,Southeast (SE),,Cage-Free,11.7,-28.1%
2024-08-26,Southeast (SE),,Organic,9.1,-30.7%
2024-08-26,Southeast (SE),,Specialty,12.5,-1.9%
2024-08-26,Southeast (SE),Extra Large,,24.1,-5.1%
2024-08-26,Southeast (SE),Jumbo,,6.0,-5.1%
2024-08-26,Southeast (SE),Large,,139.2,-5.3%
2024-08-26,Southeast (SE),Medium,,15.2,-3.4%
2024-08-26,Southeast (SE),Misc,,8.6,-22.1%
2024-08-26,Southeast (SE),Small,,0.0,-98.0%
2024-08-26,Southeast (SE),Total,,241.3,-2.1%
2024-08-26,Southeast (SE),Ungraded,,48.3,17.7%
2024-08-26,Southwest (SW),,Cage-Free,116.5,22.7%
2024-08-26,Southwest (SW),,Organic,6.3,21.4%
2024-08-26,Southwest (SW),,Specialty,1.3,-36.4%
2024-08-26,Southwest (SW),Extra Large,,15.6,11.4%
2024-08-26,Southwest (SW),Jumbo,,5.0,2.2%
2024-08-26,Southwest (SW),Large,,67.5,30.6%
2024-08-26,Southwest (SW),Medium,,20.2,4.0%
2024-08-26,Southwest (SW),Misc,,3.7,2.5%
2024-08-26,Southwest (SW),Small,,4.8,84.5%
2024-08-26,Southwest (SW),Total,,128.1,21.1%
2024-08-26,Southwest (SW),Ungraded,,11.4,19.6%
2024-09-02,,Breaking Stock,,308.5,11.8%
2024-09-02,6-Area,,Cage-Free,291.5,0.4%
2024-09-02,6-Area,,Organic,69.5,5.2%
2024-09-02,6-Area,,Specialty,26.6,-10.4%
2024-09-02,6-Area,Extra Large,,116.0,5.0%
2024-09-02,6-Area,Jumbo,,56.7,3.6%
2024-09-02,6-Area,Large,,659.5,6.3%
2024-09-02,6-Area,Medium,,123.4,2.5%
2024-09-02,6-Area,Misc,,71.3,1.5%
2024-09-02,6-Area,Small,,14.5,-6.2%
2024-09-02,6-Area,Total,,1260.5,4.3%
2024-09-02,6-Area,Ungraded,,219.0,1.2%
2024-09-02,Midwest (MW),,Cage-Free,96.6,4.9%
2024-09-02,Midwest (MW),,Organic,27.8,21.0%
2024-09-02,Midwest (MW),,Specialty,0.0,
2024-09-02,Midwest (MW),Extra Large,,28.1,7.3%
2024-09-02,Midwest (MW),Jumbo,,17.3,-0.8%
2024-09-02,Midwest (MW),Large,,194.2,5.8%
2024-09-02,Midwest (MW),Medium,,37.2,14.0%
2024-09-02,Midwest (MW),Misc,,30.0,1.9%
2024-09-02,Midwest (MW),Small,,2.8,-0.7%
2024-09-02,Midwest (MW),Total,,443.7,5.3%
2024-09-02,Midwest (MW),Ungraded,,134.2,3.6%
2024-09-02,Northeast (NE),,Cage-Free,3.6,-30.3%
2024-09-02,Northeast (NE),,Organic,16.8,-0.6%
2024-09-02,Northeast (NE),,Specialty,9.1,-16.4%
2024-09-02,Northeast (NE),Extra Large,,22.8,0.3%
2024-09-02,Northeast (NE),Jumbo,,16.8,2.3%
2024-09-02,Northeast (NE),Large,,85.2,-0.6%
2024-09-02,Northeast (NE),Medium,,17.5,-3.4%
2024-09-02,Northeast (NE),Misc,,9.2,-12.5%
2024-09-02,Northeast (NE),Small,,7.4,-5.6%
2024-09-02,Northeast (NE),Total,,168.3,-0.2%
2024-09-02,Northeast (NE),Ungraded,,9.5,28.5%
2024-09-02,Northwest (NW),,Cage-Free,38.1,-12.5%
2024-09-02,Northwest (NW),,Organic,2.5,0.8%
2024-09-02,Northwest (NW),,Specialty,1.2,12.4%
2024-09-02,Northwest (NW),Extra Large,,4.6,13.9%
2024-09-02,Northwest (NW),Jumbo,,2.1,90.6%
2024-09-02,Northwest (NW),Large,,37.9,-5.1%
2024-09-02,Northwest (NW),Medium,,8.1,-17.2%
2024-09-02,Northwest (NW),Misc,,0.0,
2024-09-02,Northwest (NW),Small,,0.1,-10.0%
2024-09-02,Northwest (NW),Total,,54.0,-4.1%
2024-09-02,Northwest (NW),Ungraded,,1.3,-14.4%
2024-09-02,South Central (SC),,Cage-Free,30.3,40.8%
2024-09-02,South Central (SC),,Organic,9.0,7.9%
2024-09-02,South Central (SC),,Specialty,5.6,39.4%
2024-09-02,South Central (SC),Extra Large,,20.7,15.8%
2024-09-02,South Central (SC),Jumbo,,9.7,10.6%
2024-09-02,South Central (SC),Large,,138.8,32.9%
2024-09-02,South Central (SC),Medium,,24.3,-1.2%
2024-09-02,South Central (SC),Misc,,19.3,6.1%
2024-09-02,South Central (SC),Small,,0.6,463.0%
2024-09-02,South Central (SC),Total,,228.5,18.7%
2024-09-02,South Central (SC),Ungraded,,15.0,-18.7%
2024-09-02,Southeast (SE),,Cage-Free,13.0,11.3%
2024-09-02,Southeast (SE),,Organic,7.9,-13.5%
2024-09-02,Southeast (SE),,Specialty,7.6,-38.8%
2024-09-02,Southeast (SE),Extra Large,,24.4,1.3%
2024-09-02,Southeast (SE),Jumbo,,5.7,-5.7%
2024-09-02,Southeast (SE),Large,,143.8,3.3%
2024-09-02,Southeast (SE),Medium,,14.3,-6.2%
2024-09-02,Southeast (SE),Misc,,8.6,-0.3%
2024-09-02,Southeast (SE),Small,,0.0,
2024-09-02,Southeast (SE),Total,,242.6,0.5%
2024-09-02,Southeast (SE),Ungraded,,45.9,-5.0%
2024-09-02,Southwest (SW),,Cage-Free,110.0,-5.6%
2024-09-02,Southwest (SW),,Organic,5.5,-12.2%
2024-09-02,Southwest (SW),,Specialty,3.0,134.5%
2024-09-02,Southwest (SW),Extra Large,,15.4,-1.4%
2024-09-02,Southwest (SW),Jumbo,,5.1,3.0%
2024-09-02,Southwest (SW),Large,,59.6,-11.7%
2024-09-02,Southwest (SW),Medium,,22.1,9.5%
2024-09-02,Southwest (SW),Misc,,4.3,15.5%
2024-09-02,Southwest (SW),Small,,3.7,-22.3%
2024-09-02,Southwest (SW),Total,,123.5,-3.6%
2024-09-02,Southwest (SW),Ungraded,,13.2,15.7%
2024-09-09,,Breaking Stock,,327.5,6.2%
2024-09-09,6-Area,,Cage-Free,292.7,0.4%
2024-09-09,6-Area,,Organic,64.5,-7.2%
2024-09-09,6-Area,,Specialty,28.5,7.3%
2024-09-09,6-Area,Extra Large,,132.0,13.8%
2024-09-09,6-Area,Jumbo,,56.3,-0.7%
2024-09-09,6-Area,Large,,686.5,4.1%
2024-09-09,6-Area,Medium,,119.9,-2.9%
2024-09-09,6-Area,Misc,,85.0,19.3%
2024-09-09,6-Area,Small,,13.4,-7.7%
2024-09-09,6-Area,Total,,1319.0,4.6%
2024-09-09,6-Area,Ungraded,,225.9,3.2%
2024-09-09,Midwest (MW),,Cage-Free,87.3,-9.7%
2024-09-09,Midwest (MW),,Organic,25.2,-9.5%
2024-09-09,Midwest (MW),,Specialty,0.0,
2024-09-09,Midwest (MW),Extra Large,,32.3,15.1%
2024-09-09,Midwest (MW),Jumbo,,19.5,12.6%
2024-09-09,Midwest (MW),Large,,183.7,-5.4%
2024-09-09,Midwest (MW),Medium,,33.8,-9.1%
2024-09-09,Midwest (MW),Misc,,38.1,26.9%
2024-09-09,Midwest (MW),Small,,3.3,17.4%
2024-09-09,Midwest (MW),Total,,442.1,-0.4%
2024-09-09,Midwest (MW),Ungraded,,131.4,-2.1%
2024-09-09,Northeast (NE),,Cage-Free,3.2,-11.1%
2024-09-09,Northeast (NE),,Organic,15.2,-9.7%
2024-09-09,Northeast (NE),,Specialty,8.5,-7.0%
2024-09-09,Northeast (NE),Extra Large,,27.9,22.6%
2024-09-09,Northeast (NE),Jumbo,,13.9,-17.4%
2024-09-09,Northeast (NE),Large,,84.8,-0.4%
2024-09-09,Northeast (NE),Medium,,15.7,-10.2%
2024-09-09,Northeast (NE),Misc,,9.0,-2.1%
2024-09-09,Northeast (NE),Small,,6.7,-9.5%
2024-09-09,Northeast (NE),Total,,172.7,2.6%
2024-09-09,Northeast (NE),Ungraded,,14.6,53.9%
2024-09-09,Northwest (NW),,Cage-Free,37.5,-1.7%
2024-09-09,Northwest (NW),,Organic,2.4,-5.5%
2024-09-09,Northwest (NW),,Specialty,0.9,-26.3%
2024-09-09,Northwest (NW),Extra Large,,4.6,-0.2%
2024-09-09,Northwest (NW),Jumbo,,1.8,-15.1%
2024-09-09,Northwest (NW),Large,,36.4,-4.0%
2024-09-09,Northwest (NW),Medium,,7.7,-4.6%
2024-09-09,Northwest (NW),Misc,,0.0,
2024-09-09,Northwest (NW),Small,,0.1,-10.0%
2024-09-09,Northwest (NW),Total,,52.2,-3.3%
2024-09-09,Northwest (NW),Ungraded,,1.7,28.8%
2024-09-09,South Central (SC),,Cage-Free,35.7,18.0%
2024-09-09,South Central (SC),,Organic,7.2,-19.6%
2024-09-09,South Central (SC),,Specialty,4.2,-24.3%
2024-09-09,South Central (SC),Extra Large,,22.1,6.6%
2024-09-09,South Central (SC),Jumbo,,9.6,-0.9%
2024-09-09,South Central (SC),Large,,150.3,8.3%
2024-09-09,South Central (SC),Medium,,26.3,8.0%
2024-09-09,South Central (SC),Misc,,22.5,16.8%
2024-09-09,South Central (SC),Small,,0.5,-22.7%
2024-09-09,South Central (SC),Total,,245.6,7.5%
2024-09-09,South Central (SC),Ungraded,,14.4,-4.1%
2024-09-09,Southeast (SE),,Cage-Free,12.8,-1.8%
2024-09-09,Southeast (SE),,Organic,9.7,22.6%
2024-09-09,Southeast (SE),,Specialty,13.1,72.8%
2024-09-09,Southeast (SE),Extra Large,,29.0,18.8%
2024-09-09,Southeast (SE),Jumbo,,7.1,24.0%
2024-09-09,Southeast (SE),Large,,169.6,17.9%
2024-09-09,Southeast (SE),Medium,,13.9,-2.6%
2024-09-09,Southeast (SE),Misc,,10.3,20.1%
2024-09-09,Southeast (SE),Small,,0.0,
2024-09-09,Southeast (SE),Total,,279.5,15.2%
2024-09-09,Southeast (SE),Ungraded,,49.6,8.0%
2024-09-09,Southwest (SW),,Cage-Free,116.3,5.7%
2024-09-09,Southwest (SW),,Organic,4.9,-10.4%
2024-09-09,Southwest (SW),,Specialty,1.8,-39.6%
2024-09-09,Southwest (SW),Extra Large,,16.1,4.3%
2024-09-09,Southwest (SW),Jumbo,,4.5,-12.3%
2024-09-09,Southwest (SW),Large,,61.8,3.6%
2024-09-09,Southwest (SW),Medium,,22.4,1.4%
2024-09-09,Southwest (SW),Misc,,5.1,18.1%
2024-09-09,Southwest (SW),Small,,2.8,-24.0%
2024-09-09,Southwest (SW),Total,,126.9,2.7%
2024-09-09,Southwest (SW),Ungraded,,14.3,8.3%
2024-09-16,,Breaking Stock,,366.1,11.8%
2024-09-16,6-Area,,Cage-Free,307.8,5.2%
2024-09-16,6-Area,,Organic,64.7,0.3%
2024-09-16,6-Area,,Specialty,31.1,9.2%
2024-09-16,6-Area,Extra Large,,147.5,11.8%
2024-09-16,6-Area,Jumbo,,55.7,-1.1%
2024-09-16,6-Area,Large,,694.5,1.2%
2024-09-16,6-Area,Medium,,120.1,0.2%
2024-09-16,6-Area,Misc,,86.6,1.9%
2024-09-16,6-Area,Small,,14.4,7.8%
2024-09-16,6-Area,Total,,1331.6,1.0%
2024-09-16,6-Area,Ungraded,,212.6,-5.9%
2024-09-16,Midwest (MW),,Cage-Free,92.3,5.8%
2024-09-16,Midwest (MW),,Organic,25.9,2.9%
2024-09-16,Midwest (MW),,Specialty,0.0,
2024-09-16,Midwest (MW),Extra Large,,36.4,12.6%
2024-09-16,Midwest (MW),Jumbo,,17.3,-11.2%
2024-09-16,Midwest (MW),Large,,180.0,-2.0%
2024-09-16,Midwest (MW),Medium,,30.4,-10.2%
2024-09-16,Midwest (MW),Misc,,39.7,4.3%
2024-09-16,Midwest (MW),Small,,3.8,16.1%
2024-09-16,Midwest (MW),Total,,434.5,-1.7%
2024-09-16,Midwest (MW),Ungraded,,126.9,-3.4%
2024-09-16,Northeast (NE),,Cage-Free,3.6,13.2%
2024-09-16,Northeast (NE),,Organic,15.2,-0.1%
2024-09-16,Northeast (NE),,Specialty,8.6,1.0%
2024-09-16,Northeast (NE),Extra Large,,32.6,16.9%
2024-09-16,Northeast (NE),Jumbo,,13.0,-6.3%
2024-09-16,Northeast (NE),Large,,77.8,-8.2%
2024-09-16,Northeast (NE),Medium,,16.4,4.5%
2024-09-16,Northeast (NE),Misc,,11.8,31.1%
2024-09-16,Northeast (NE),Small,,7.5,12.6%
2024-09-16,Northeast (NE),Total,,174.8,1.2%
2024-09-16,Northeast (NE),Ungraded,,15.6,6.6%
2024-09-16,Northwest (NW),,Cage-Free,35.8,-4.5%
2024-09-16,Northwest (NW),,Organic,2.4,-0.8%
2024-09-16,Northwest (NW),,Specialty,0.5,-42.3%
2024-09-16,Northwest (NW),Extra Large,,4.2,-9.6%
2024-09-16,Northwest (NW),Jumbo,,1.6,-11.4%
2024-09-16,Northwest (NW),Large,,32.1,-11.7%
2024-09-16,Northwest (NW),Medium,,5.5,-28.3%
2024-09-16,Northwest (NW),Misc,,0.0,
2024-09-16,Northwest (NW),Small,,0.1,-10.0%
2024-09-16,Northwest (NW),Total,,45.7,-12.5%
2024-09-16,Northwest (NW),Ungraded,,2.2,28.1%
2024-09-16,South Central (SC),,Cage-Free,35.5,-0.5%
2024-09-16,South Central (SC),,Organic,7.7,6.7%
2024-09-16,South Central (SC),,Specialty,4.6,8.7%
2024-09-16,South Central (SC),Extra Large,,25.8,16.5%
2024-09-16,South Central (SC),Jumbo,,11.7,21.6%
2024-09-16,South Central (SC),Large,,148.8,-1.0%
2024-09-16,South Central (SC),Medium,,24.1,-8.2%
2024-09-16,South Central (SC),Misc,,22.7,1.0%
2024-09-16,South Central (SC),Small,,0.4,-24.6%
2024-09-16,South Central (SC),Total,,243.7,-0.8%
2024-09-16,South Central (SC),Ungraded,,10.3,-28.7%
2024-09-16,Southeast (SE),,Cage-Free,14.8,16.0%
2024-09-16,Southeast (SE),,Organic,8.4,-13.7%
2024-09-16,Southeast (SE),,Specialty,14.9,13.5%
2024-09-16,Southeast (SE),Extra Large,,32.9,13.6%
2024-09-16,Southeast (SE),Jumbo,,7.9,11.0%
2024-09-16,Southeast (SE),Large,,187.5,10.6%
2024-09-16,Southeast (SE),Medium,,15.3,10.2%
2024-09-16,Southeast (SE),Misc,,7.8,-24.3%
2024-09-16,Southeast (SE),Small,,0.1,
2024-09-16,Southeast (SE),Total,,294.7,5.4%
2024-09-16,Southeast (SE),Ungraded,,43.1,-13.0%
2024-09-16,Southwest (SW),,Cage-Free,125.7,8.1%
2024-09-16,Southwest (SW),,Organic,5.1,4.8%
2024-09-16,Southwest (SW),,Specialty,2.6,43.7%
2024-09-16,Southwest (SW),Extra Large,,15.7,-2.5%
2024-09-16,Southwest (SW),Jumbo,,4.2,-6.5%
2024-09-16,Southwest (SW),Large,,68.2,10.4%
2024-09-16,Southwest (SW),Medium,,28.3,26.5%
2024-09-16,Southwest (SW),Misc,,4.6,-9.9%
2024-09-16,Southwest (SW),Small,,2.5,-10.6%
2024-09-16,Southwest (SW),Total,,138.1,8.8%
2024-09-16,Southwest (SW),Ungraded,,14.5,1.7%
2024-09-23,,Breaking Stock,,336.4,-8.1%
2024-09-23,6-Area,,Cage-Free,283.0,-8.0%
2024-09-23,6-Area,,Organic,66.4,2.6%
2024-09-23,6-Area,,Specialty,33.4,7.3%
2024-09-23,6-Area,Extra Large,,137.3,-6.9%
2024-09-23,6-Area,Jumbo,,60.8,9.1%
2024-09-23,6-Area,Large,,656.1,-5.5%
2024-09-23,6-Area,Medium,,129.0,7.4%
2024-09-23,6-Area,Misc,,70.7,-18.4%
2024-09-23,6-Area,Small,,12.0,-16.6%
2024-09-23,6-Area,Total,,1282.6,-3.7%
2024-09-23,6-Area,Ungraded,,216.7,1.9%
2024-09-23,Midwest (MW),,Cage-Free,94.0,1.8%
2024-09-23,Midwest (MW),,Organic,25.9,0.1%
2024-09-23,Midwest (MW),,Specialty,0.0,
2024-09-23,Midwest (MW),Extra Large,,26.9,-26.0%
2024-09-23,Midwest (MW),Jumbo,,16.7,-3.5%
2024-09-23,Midwest (MW),Large,,159.7,-11.3%
2024-09-23,Midwest (MW),Medium,,39.2,29.1%
2024-09-23,Midwest (MW),Misc,,25.2,-36.5%
2024-09-23,Midwest (MW),Small,,1.8,-52.9%
2024-09-23,Midwest (MW),Total,,404.0,-7.0%
2024-09-23,Midwest (MW),Ungraded,,134.5,6.0%
2024-09-23,Northeast (NE),,Cage-Free,4.7,31.5%
2024-09-23,Northeast (NE),,Organic,15.4,1.4%
2024-09-23,Northeast (NE),,Specialty,8.9,3.7%
2024-09-23,Northeast (NE),Extra Large,,42.3,29.7%
2024-09-23,Northeast (NE),Jumbo,,16.2,24.6%
2024-09-23,Northeast (NE),Large,,98.7,26.9%
2024-09-23,Northeast (NE),Medium,,17.9,9.3%
2024-09-23,Northeast (NE),Misc,,16.9,43.0%
2024-09-23,Northeast (NE),Small,,7.4,-1.5%
2024-09-23,Northeast (NE),Total,,216.4,23.8%
2024-09-23,Northeast (NE),Ungraded,,17.0,8.9%
2024-09-23,Northwest (NW),,Cage-Free,28.3,-21.1%
2024-09-23,Northwest (NW),,Organic,2.4,-0.8%
2024-09-23,Northwest (NW),,Specialty,0.5,3.8%
2024-09-23,Northwest (NW),Extra Large,,3.0,-29.2%
2024-09-23,Northwest (NW),Jumbo,,1.2,-22.4%
2024-09-23,Northwest (NW),Large,,30.5,-4.9%
2024-09-23,Northwest (NW),Medium,,2.7,-50.0%
2024-09-23,Northwest (NW),Misc,,0.0,
2024-09-23,Northwest (NW),Small,,0.0,-100.0%
2024-09-23,Northwest (NW),Total,,39.7,-13.2%
2024-09-23,Northwest (NW),Ungraded,,2.2,-1.0%
2024-09-23,South Central (SC),,Cage-Free,33.1,-6.6%
2024-09-23,South Central (SC),,Organic,7.4,-3.3%
2024-09-23,South Central (SC),,Specialty,6.0,29.4%
2024-09-23,South Central (SC),Extra Large,,21.8,-15.6%
2024-09-23,South Central (SC),Jumbo,,14.3,22.2%
2024-09-23,South Central (SC),Large,,140.3,-5.7%
2024-09-23,South Central (SC),Medium,,25.5,5.7%
2024-09-23,South Central (SC),Misc,,16.8,-26.1%
2024-09-23,South Central (SC),Small,,0.8,98.5%
2024-09-23,South Central (SC),Total,,230.6,-5.4%
2024-09-23,South Central (SC),Ungraded,,11.2,8.5%
2024-09-23,Southeast (SE),,Cage-Free,14.9,0.4%
2024-09-23,Southeast (SE),,Organic,10.3,22.8%
2024-09-23,Southeast (SE),,Specialty,12.9,-13.3%
2024-09-23,Southeast (SE),Extra Large,,30.2,-8.2%
2024-09-23,Southeast (SE),Jumbo,,8.3,5.4%
2024-09-23,Southeast (SE),Large,,167.9,-10.4%
2024-09-23,Southeast (SE),Medium,,15.0,-2.0%
2024-09-23,Southeast (SE),Misc,,7.2,-7.5%
2024-09-23,Southeast (SE),Small,,0.1,-24.0%
2024-09-23,Southeast (SE),Total,,270.0,-8.4%
2024-09-23,Southeast (SE),Ungraded,,41.3,-4.3%
2024-09-23,Southwest (SW),,Cage-Free,108.1,-14.0%
2024-09-23,Southwest (SW),,Organic,4.9,-3.1%
2024-09-23,Southwest (SW),,Specialty,5.1,94.4%
2024-09-23,Southwest (SW),Extra Large,,13.1,-16.5%
2024-09-23,Southwest (SW),Jumbo,,4.0,-4.0%
2024-09-23,Southwest (SW),Large,,58.9,-13.6%
2024-09-23,Southwest (SW),Medium,,28.7,1.3%
2024-09-23,Southwest (SW),Misc,,4.6,0.4%
2024-09-23,Southwest (SW),Small,,2.0,-21.6%
2024-09-23,Southwest (SW),Total,,121.9,-11.7%
2024-09-23,Southwest (SW),Ungraded,,10.6,-26.7%
2024-09-30,,Breaking Stock,,300.8,-10.6%
2024-09-30,6-Area,,Cage-Free,290.8,2.8%
2024-09-30,6-Area,,Organic,61.4,-7.6%
2024-09-30,6-Area,,Specialty,35.2,5.4%
2024-09-30,6-Area,Extra Large,,143.6,4.6%
2024-09-30,6-Area,Jumbo,,60.8,0.0%
2024-09-30,6-Area,Large,,627.8,-4.3%
2024-09-30,6-Area,Medium,,133.9,3.8%
2024-09-30,6-Area,Misc,,70.8,0.2%
2024-09-30,6-Area,Small,,13.5,12.6%
2024-09-30,6-Area,Total,,1270.6,-0.9%
2024-09-30,6-Area,Ungraded,,220.0,1.5%
2024-09-30,Midwest (MW),,Cage-Free,90.1,-4.1%
2024-09-30,Midwest (MW),,Organic,25.1,-3.0%
2024-09-30,Midwest (MW),,Specialty,0.0,
2024-09-30,Midwest (MW),Extra Large,,31.3,16.5%
2024-09-30,Midwest (MW),Jumbo,,16.3,-2.3%
2024-09-30,Midwest (MW),Large,,150.6,-5.7%
2024-09-30,Midwest (MW),Medium,,33.2,-15.2%
2024-09-30,Midwest (MW),Misc,,21.0,-16.8%
2024-09-30,Midwest (MW),Small,,1.8,2.7%
2024-09-30,Midwest (MW),Total,,392.0,-3.0%
2024-09-30,Midwest (MW),Ungraded,,137.8,2.4%
2024-09-30,Northeast (NE),,Cage-Free,5.0,6.6%
2024-09-30,Northeast (NE),,Organic,14.1,-8.3%
2024-09-30,Northeast (NE),,Specialty,10.8,20.8%
2024-09-30,Northeast (NE),Extra Large,,40.5,-4.1%
2024-09-30,Northeast (NE),Jumbo,,13.7,-15.3%
2024-09-30,Northeast (NE),Large,,91.4,-7.4%
2024-09-30,Northeast (NE),Medium,,20.3,13.4%
2024-09-30,Northeast (NE),Misc,,17.1,1.1%
2024-09-30,Northeast (NE),Small,,8.2,10.7%
2024-09-30,Northeast (NE),Total,,207.0,-4.3%
2024-09-30,Northeast (NE),Ungraded,,15.8,-7.1%
2024-09-30,Northwest (NW),,Cage-Free,34.1,20.6%
2024-09-30,Northwest (NW),,Organic,2.6,6.9%
2024-09-30,Northwest (NW),,Specialty,1.1,125.8%
2024-09-30,Northwest (NW),Extra Large,,4.3,42.3%
2024-09-30,Northwest (NW),Jumbo,,1.4,17.8%
2024-09-30,Northwest (NW),Large,,36.5,19.7%
2024-09-30,Northwest (NW),Medium,,4.4,61.7%
2024-09-30,Northwest (NW),Misc,,0.0,
2024-09-30,Northwest (NW),Small,,0.0,
2024-09-30,Northwest (NW),Total,,48.2,21.3%
2024-09-30,Northwest (NW),Ungraded,,1.6,-27.4%
2024-09-30,South Central (SC),,Cage-Free,36.1,9.0%
2024-09-30,South Central (SC),,Organic,7.2,-3.4%
2024-09-30,South Central (SC),,Specialty,3.9,-35.0%
2024-09-30,South Central (SC),Extra Large,,25.2,15.7%
2024-09-30,South Central (SC),Jumbo,,14.5,1.6%
2024-09-30,South Central (SC),Large,,131.0,-6.6%
2024-09-30,South Central (SC),Medium,,31.3,22.8%
2024-09-30,South Central (SC),Misc,,18.5,10.1%
