report_date,region,type,environment,package_size,quality_grade,price_avg,price_min,price_max,store_count,price_unit
2010-02-05,NorthEast,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.5,2.49,2.5,290,Per Carton
2010-02-05,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,5.99,5.99,5.99,30,Per Carton
2010-02-05,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.5,1.99,2.99,950,Per Carton
2010-02-05,NorthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.46,2.0,2.5,130,Per Carton
2010-02-05,NorthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,30,Per Carton
2010-02-05,NorthEast,WHITE LARGE,Conventional,,A,1.49,1.29,1.5,470,Per Carton
2010-02-05,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.48,1.99,3.0,890,Per Carton
2010-02-05,NorthEast,WHITE MEDIUM,Conventional,,A,0.99,0.99,0.99,10,Per Carton
2010-02-05,NorthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.57,2.99,3.79,50,Per Carton
2010-02-05,NorthWest,BROWN LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,230,Per Carton
2010-02-05,NorthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,20,Per Carton
2010-02-05,NorthWest,WHITE LARGE,Conventional,,AA,1.58,1.25,1.66,220,Per Carton
2010-02-05,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,80,Per Carton
2010-02-05,SouthCentral,BROWN LARGE,USDA Organic,,No Grade,3.64,3.49,3.99,50,Per Carton
2010-02-05,SouthCentral,"LIQUID EGG, LARGE CARTON",Conventional,,,2.38,1.69,2.99,210,Per Carton
2010-02-05,SouthCentral,"LIQUID EGG, SMALL CARTON",Conventional,,,2.65,2.5,2.89,60,Per Carton
2010-02-05,SouthCentral,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,80,Per Carton
2010-02-05,SouthCentral,WHITE LARGE,Conventional,,AA,1.33,1.25,1.5,120,Per Carton
2010-02-05,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.93,1.93,1.93,40,Per Carton
2010-02-05,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,10,Per Carton
2010-02-05,SouthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,1.99,1.99,2.0,50,Per Carton
2010-02-05,SouthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,3.99,3.99,3.99,120,Per Carton
2010-02-05,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.5,2.5,2.5,70,Per Carton
2010-02-05,SouthEast,WHITE LARGE,Conventional,,A,0.99,0.99,0.99,30,Per Carton
2010-02-05,SouthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.1,1.99,2.49,210,Per Carton
2010-02-05,SouthEast,WHITE MEDIUM,Conventional,,A,2.99,2.99,2.99,20,Per Carton
2010-02-05,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.85,2.99,3.99,320,Per Carton
2010-02-05,SouthWest,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,130,Per Carton
2010-02-05,SouthWest,BROWN LARGE,USDA Organic,,No Grade,3.96,3.49,3.99,290,Per Carton
2010-02-05,SouthWest,WHITE EXTRA LARGE,Conventional,,AA,1.5,1.5,1.5,10,Per Carton
2010-02-05,SouthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,40,Per Carton
2010-02-05,SouthWest,WHITE LARGE,Conventional,,AA,1.25,1.25,1.25,40,Per Carton
2010-02-12,MidWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.67,2.19,2.99,320,Per Carton
2010-02-12,MidWest,BROWN LARGE,Vegatarian-Fed,,No Grade,2.5,2.5,2.5,190,Per Carton
2010-02-12,MidWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.01,1.69,2.5,250,Per Carton
2010-02-12,MidWest,WHITE LARGE,Conventional,,A,1.28,0.88,1.59,180,Per Carton
2010-02-12,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.62,2.19,2.79,400,Per Carton
2010-02-12,MidWest,WHITE LARGE,Vegatarian-Fed,,No Grade,2.44,2.19,2.99,20,Per Carton
2010-02-12,MidWest,WHITE MEDIUM,Conventional,,A,1.0,1.0,1.0,30,Per Carton
2010-02-12,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.91,,,1670,Per Carton
2010-02-12,National,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.88,,,170,Per Carton
2010-02-12,National,BROWN LARGE,USDA Organic,,No Grade,3.8,,,80,Per Carton
2010-02-12,National,BROWN LARGE,Vegatarian-Fed,,No Grade,2.46,,,230,Per Carton
2010-02-12,National,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.54,,,140,Per Carton
2010-02-12,National,"LIQUID EGG, LARGE CARTON",Conventional,,,3.42,,,490,Per Carton
2010-02-12,National,"LIQUID EGG, SMALL CARTON",Conventional,,,2.43,,,1330,Per Carton
2010-02-12,National,WHITE EXTRA LARGE,Conventional,,AA,1.48,,,190,Per Carton
2010-02-12,National,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.6,,,50,Per Carton
2010-02-12,National,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.72,,,680,Per Carton
2010-02-12,National,WHITE LARGE,Conventional,,AA,1.16,,,230,Per Carton
2010-02-12,National,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.13,,,1670,Per Carton
2010-02-12,National,WHITE LARGE,Vegatarian-Fed,,No Grade,2.13,,,210,Per Carton
2010-02-12,NorthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.55,1.99,3.79,220,Per Carton
2010-02-12,NorthEast,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,30,Per Carton
2010-02-12,NorthEast,BROWN LARGE,USDA Organic,,No Grade,4.42,3.98,4.58,40,Per Carton
2010-02-12,NorthEast,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.54,1.99,2.99,140,Per Carton
2010-02-12,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.29,3.99,4.99,140,Per Carton
2010-02-12,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.65,1.99,2.99,560,Per Carton
2010-02-12,NorthEast,WHITE EXTRA LARGE,Conventional,,A,1.49,1.49,1.49,10,Per Carton
2010-02-12,NorthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,10,Per Carton
2010-02-12,NorthEast,WHITE LARGE,Conventional,,A,1.69,1.5,2.29,60,Per Carton
2010-02-12,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.85,1.49,2.5,890,Per Carton
2010-02-12,NorthEast,WHITE LARGE,Vegatarian-Fed,,No Grade,1.99,1.99,1.99,150,Per Carton
2010-02-12,NorthEast,WHITE MEDIUM,Conventional,,A,1.0,1.0,1.0,20,Per Carton
2010-02-12,NorthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.55,2.49,2.99,80,Per Carton
2010-02-12,NorthWest,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.19,2.19,2.19,10,Per Carton
2010-02-12,NorthWest,BROWN LARGE,USDA Organic,,No Grade,3.79,3.79,3.79,10,Per Carton
2010-02-12,NorthWest,WHITE EXTRA LARGE,Conventional,,AA,1.5,1.5,1.5,120,Per Carton
2010-02-12,NorthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.68,2.49,2.99,120,Per Carton
2010-02-12,NorthWest,WHITE LARGE,Conventional,,AA,1.07,1.0,1.25,50,Per Carton
2010-02-12,NorthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.85,2.19,2.99,40,Per Carton
2010-02-12,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.57,2.5,2.89,340,Per Carton
2010-02-12,SouthCentral,"LIQUID EGG, LARGE CARTON",Conventional,,,1.69,1.69,1.69,100,Per Carton
2010-02-12,SouthCentral,"LIQUID EGG, SMALL CARTON",Conventional,,,2.45,2.19,2.89,240,Per Carton
2010-02-12,SouthCentral,WHITE EXTRA LARGE,Conventional,,AA,1.5,1.5,1.5,40,Per Carton
2010-02-12,SouthCentral,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.56,2.5,2.59,330,Per Carton
2010-02-12,SouthCentral,WHITE LARGE,Conventional,,AA,1.25,1.25,1.25,80,Per Carton
2010-02-12,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.33,1.66,2.5,190,Per Carton
2010-02-12,SouthCentral,WHITE MEDIUM,Conventional,,AA,1.0,1.0,1.0,60,Per Carton
2010-02-12,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.93,2.5,2.99,320,Per Carton
2010-02-12,SouthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.29,2.29,2.29,40,Per Carton
2010-02-12,SouthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,3.57,3.48,4.49,220,Per Carton
2010-02-12,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.32,2.29,2.5,260,Per Carton
2010-02-12,SouthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,30,Per Carton
2010-02-12,SouthEast,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,220,Per Carton
2010-02-12,SouthEast,WHITE LARGE,Conventional,,AA,0.99,0.99,0.99,30,Per Carton
2010-02-12,SouthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.07,2.0,2.29,150,Per Carton
2010-02-12,SouthEast,WHITE LARGE,Vegatarian-Fed,,No Grade,2.5,2.5,2.5,40,Per Carton
2010-02-12,SouthEast,WHITE MEDIUM,Conventional,,A,1.02,0.98,1.19,60,Per Carton
2010-02-12,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.65,2.99,3.99,390,Per Carton
2010-02-12,SouthWest,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,130,Per Carton
2010-02-12,SouthWest,BROWN LARGE,USDA Organic,,No Grade,2.99,2.99,2.99,30,Per Carton
2010-02-12,SouthWest,"LIQUID EGG, LARGE CARTON",Conventional,,,3.99,3.99,3.99,30,Per Carton
2010-02-12,SouthWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.87,2.79,2.99,20,Per Carton
2010-02-12,SouthWest,WHITE EXTRA LARGE,Conventional,,AA,1.35,1.19,1.5,30,Per Carton
2010-02-12,SouthWest,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.0,3.0,3.0,10,Per Carton
2010-02-12,SouthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,10,Per Carton
2010-02-12,SouthWest,WHITE LARGE,Conventional,,AA,1.2,1.0,1.5,70,Per Carton
2010-02-12,SouthWest,WHITE MEDIUM,Conventional,,AA,0.99,0.99,0.99,10,Per Carton
2010-02-19,MidWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.83,2.49,3.39,390,Per Carton
2010-02-19,MidWest,BROWN LARGE,USDA Organic,,No Grade,4.92,2.99,4.99,200,Per Carton
2010-02-19,MidWest,"LIQUID EGG, LARGE CARTON",Conventional,,,4.38,3.99,4.99,30,Per Carton
2010-02-19,MidWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.26,2.0,2.59,390,Per Carton
2010-02-19,MidWest,WHITE EXTRA LARGE,Conventional,,A,1.29,1.29,1.29,10,Per Carton
2010-02-19,MidWest,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.0,1.99,2.0,180,Per Carton
2010-02-19,MidWest,WHITE LARGE,Conventional,,A,1.99,1.99,1.99,190,Per Carton
2010-02-19,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.35,2.29,2.5,50,Per Carton
2010-02-19,MidWest,WHITE LARGE,Vegatarian-Fed,,No Grade,2.35,2.29,2.5,50,Per Carton
2010-02-19,MidWest,WHITE MEDIUM,Conventional,,A,0.97,0.88,0.99,30,Per Carton
2010-02-19,National,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.49,,,150,Per Carton
2010-02-19,National,BROWN EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,,,120,Per Carton
2010-02-19,National,BROWN EXTRA LARGE,USDA Organic,,No Grade,4.19,,,100,Per Carton
2010-02-19,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.15,,,1440,Per Carton
2010-02-19,National,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.09,,,330,Per Carton
2010-02-19,National,BROWN LARGE,USDA Organic,,No Grade,4.25,,,700,Per Carton
2010-02-19,National,BROWN LARGE,Vegatarian-Fed,,No Grade,2.27,,,140,Per Carton
2010-02-19,National,"LIQUID EGG, 3 CUP PACK",Conventional,,,1.99,,,30,Per Carton
2010-02-19,National,"LIQUID EGG, LARGE CARTON",Conventional,,,4.86,,,330,Per Carton
2010-02-19,National,"LIQUID EGG, SMALL CARTON",Conventional,,,2.42,,,2370,Per Carton
2010-02-19,National,WHITE EXTRA LARGE,Conventional,,AA,1.57,,,50,Per Carton
2010-02-19,National,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.05,,,270,Per Carton
2010-02-19,National,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,1.99,,,10,Per Carton
2010-02-19,National,WHITE LARGE,Conventional,,AA,1.26,,,430,Per Carton
2010-02-19,National,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.35,,,820,Per Carton
2010-02-19,National,WHITE LARGE,Vegatarian-Fed,,No Grade,2.35,,,50,Per Carton
2010-02-19,NorthEast,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.49,2.49,2.49,150,Per Carton
2010-02-19,NorthEast,BROWN EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,120,Per Carton
2010-02-19,NorthEast,BROWN EXTRA LARGE,USDA Organic,,No Grade,4.19,4.19,4.19,100,Per Carton
2010-02-19,NorthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.33,2.99,3.59,140,Per Carton
2010-02-19,NorthEast,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,120,Per Carton
2010-02-19,NorthEast,BROWN LARGE,USDA Organic,,No Grade,3.99,3.89,3.99,500,Per Carton
2010-02-19,NorthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.0,2.0,2.0,10,Per Carton
2010-02-19,NorthEast,"LIQUID EGG, 3 CUP PACK",Conventional,,,1.99,1.99,1.99,30,Per Carton
2010-02-19,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.92,3.99,4.99,260,Per Carton
2010-02-19,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.48,1.99,2.99,960,Per Carton
2010-02-19,NorthEast,WHITE EXTRA LARGE,Conventional,,A,1.97,1.25,2.19,170,Per Carton
2010-02-19,NorthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.0,2.0,2.0,60,Per Carton
2010-02-19,NorthEast,WHITE LARGE,Conventional,,A,1.38,0.99,1.49,190,Per Carton
2010-02-19,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.4,1.99,3.49,540,Per Carton
2010-02-19,NorthEast,WHITE MEDIUM,Conventional,,A,0.9,0.69,1.48,110,Per Carton
2010-02-19,NorthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,1.88,2.99,30,Per Carton
2010-02-19,NorthWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.79,2.79,2.79,150,Per Carton
2010-02-19,NorthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,1.99,1.99,1.99,10,Per Carton
2010-02-19,NorthWest,WHITE LARGE,Conventional,,AA,0.99,0.99,0.99,10,Per Carton
2010-02-19,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.9,2.9,2.9,80,Per Carton
2010-02-19,SouthCentral,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,40,Per Carton
2010-02-19,SouthCentral,"LIQUID EGG, SMALL CARTON",Conventional,,,1.96,1.49,1.99,240,Per Carton
2010-02-19,SouthCentral,WHITE EXTRA LARGE,Conventional,,A,1.5,1.5,1.5,10,Per Carton
2010-02-19,SouthCentral,WHITE LARGE,Conventional,,A,1.98,1.88,2.29,90,Per Carton
2010-02-19,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.99,1.99,1.99,50,Per Carton
2010-02-19,SouthCentral,WHITE MEDIUM,Conventional,,AA,0.99,0.99,0.99,10,Per Carton
2010-02-19,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.01,2.49,3.39,490,Per Carton
2010-02-19,SouthEast,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,40,Per Carton
2010-02-19,SouthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.29,2.29,2.29,130,Per Carton
2010-02-19,SouthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.99,4.99,4.99,30,Per Carton
2010-02-19,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.82,2.5,2.99,220,Per Carton
2010-02-19,SouthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,30,Per Carton
2010-02-19,SouthEast,WHITE LARGE,Conventional,,AA,0.99,0.99,0.99,30,Per Carton
2010-02-19,SouthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.22,1.99,2.29,170,Per Carton
2010-02-19,SouthEast,WHITE MEDIUM,Conventional,,A,0.91,0.88,1.28,170,Per Carton
2010-02-19,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.83,2.99,3.99,310,Per Carton
2010-02-19,SouthWest,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.99,3.99,3.99,130,Per Carton
2010-02-19,SouthWest,"LIQUID EGG, LARGE CARTON",Conventional,,,4.19,4.19,4.19,10,Per Carton
2010-02-19,SouthWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.33,1.99,2.49,410,Per Carton
2010-02-19,SouthWest,WHITE EXTRA LARGE,Conventional,,AA,1.57,1.48,1.99,50,Per Carton
2010-02-19,SouthWest,WHITE LARGE,Conventional,,AA,2.4,1.89,2.5,240,Per Carton
2010-02-19,SouthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.5,3.5,3.5,10,Per Carton
2010-02-26,MidWest,BROWN LARGE,Vegatarian-Fed,,No Grade,2.5,2.5,2.5,190,Per Carton
2010-02-26,MidWest,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.19,2.19,2.19,20,Per Carton
2010-02-26,MidWest,"LIQUID EGG, SMALL CARTON",Conventional,,,1.77,1.5,2.28,230,Per Carton
2010-02-26,MidWest,WHITE LARGE,Conventional,,AA,1.64,1.39,1.77,20,Per Carton
2010-02-26,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.44,1.5,2.5,200,Per Carton
2010-02-26,National,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.49,,,40,Per Carton
2010-02-26,National,BROWN EXTRA LARGE,Vegatarian-Fed,,No Grade,2.5,,,30,Per Carton
2010-02-26,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.15,,,1190,Per Carton
2010-02-26,National,BROWN LARGE,Conventional,,AA,2.5,,,10,Per Carton
2010-02-26,National,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.57,,,80,Per Carton
2010-02-26,National,BROWN LARGE,USDA Organic,,No Grade,4.27,,,160,Per Carton
2010-02-26,National,BROWN LARGE,Vegatarian-Fed,,No Grade,2.58,,,580,Per Carton
2010-02-26,National,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.35,,,40,Per Carton
2010-02-26,National,"LIQUID EGG, LARGE CARTON",Conventional,,,4.37,,,870,Per Carton
2010-02-26,National,"LIQUID EGG, SMALL CARTON",Conventional,,,1.8,,,1860,Per Carton
2010-02-26,National,WHITE EXTRA LARGE,Conventional,,AA,1.5,,,10,Per Carton
2010-02-26,National,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.42,,,500,Per Carton
2010-02-26,National,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,1.78,,,20,Per Carton
2010-02-26,National,WHITE LARGE,Conventional,,AA,1.29,,,550,Per Carton
2010-02-26,National,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.47,,,1530,Per Carton
2010-02-26,National,WHITE LARGE,Vegatarian-Fed,,No Grade,2.0,,,30,Per Carton
2010-02-26,NorthEast,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.49,2.49,2.49,40,Per Carton
2010-02-26,NorthEast,BROWN EXTRA LARGE,Vegatarian-Fed,,No Grade,2.5,2.5,2.5,30,Per Carton
2010-02-26,NorthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.98,2.79,2.99,260,Per Carton
2010-02-26,NorthEast,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.57,2.39,3.69,80,Per Carton
2010-02-26,NorthEast,BROWN LARGE,USDA Organic,,No Grade,4.62,3.79,5.0,80,Per Carton
2010-02-26,NorthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.78,2.69,2.99,170,Per Carton
2010-02-26,NorthEast,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.5,2.5,2.5,20,Per Carton
2010-02-26,NorthEast,"LIQUID EGG, LARGE CARTON",Conventional,,,4.53,3.5,5.99,740,Per Carton
2010-02-26,NorthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,2.22,1.99,2.5,270,Per Carton
2010-02-26,NorthEast,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.08,1.99,2.79,160,Per Carton
2010-02-26,NorthEast,WHITE LARGE,Conventional,,AA,1.39,1.39,1.39,10,Per Carton
2010-02-26,NorthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.46,1.99,2.99,770,Per Carton
2010-02-26,NorthEast,WHITE MEDIUM,Conventional,,A,1.19,1.19,1.19,50,Per Carton
2010-02-26,NorthWest,BROWN LARGE,USDA Organic,,No Grade,3.99,3.99,3.99,70,Per Carton
2010-02-26,NorthWest,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.99,2.99,2.99,40,Per Carton
2010-02-26,NorthWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,1.78,1.5,1.99,20,Per Carton
2010-02-26,NorthWest,WHITE LARGE,Conventional,,AA,1.28,0.69,1.5,90,Per Carton
2010-02-26,SouthCentral,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.63,2.5,2.99,190,Per Carton
2010-02-26,SouthCentral,"LIQUID EGG, SMALL CARTON",Conventional,,,1.99,1.99,1.99,100,Per Carton
2010-02-26,SouthCentral,WHITE LARGE,Conventional,,AA,1.14,1.0,1.5,160,Per Carton
2010-02-26,SouthCentral,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.5,2.5,2.5,40,Per Carton
2010-02-26,SouthCentral,WHITE MEDIUM,Conventional,,A,1.05,0.99,1.11,30,Per Carton
2010-02-26,SouthEast,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.99,2.99,2.99,470,Per Carton
2010-02-26,SouthEast,BROWN LARGE,Vegatarian-Fed,,No Grade,2.49,2.49,2.49,220,Per Carton
2010-02-26,SouthEast,"LIQUID EGG, SMALL CARTON",Conventional,,,1.7,1.66,2.5,1260,Per Carton
2010-02-26,SouthEast,WHITE LARGE,Conventional,,AA,0.99,0.99,0.99,30,Per Carton
2010-02-26,SouthEast,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.53,2.49,3.69,230,Per Carton
2010-02-26,SouthEast,WHITE LARGE,Vegatarian-Fed,,No Grade,2.0,2.0,2.0,30,Per Carton
2010-02-26,SouthEast,WHITE MEDIUM,Conventional,,A,2.99,2.99,2.99,20,Per Carton
2010-02-26,SouthWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.98,3.5,3.99,270,Per Carton
2010-02-26,SouthWest,BROWN LARGE,Conventional,,AA,2.5,2.5,2.5,10,Per Carton
2010-02-26,SouthWest,BROWN LARGE,USDA Organic,,No Grade,3.49,3.49,3.49,10,Per Carton
2010-02-26,SouthWest,"LIQUID EGG, LARGE CARTON",Conventional,,,3.49,3.49,3.49,130,Per Carton
2010-02-26,SouthWest,WHITE EXTRA LARGE,Conventional,,AA,1.5,1.5,1.5,10,Per Carton
2010-02-26,SouthWest,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.53,2.49,2.99,300,Per Carton
2010-02-26,SouthWest,WHITE LARGE,Conventional,,AA,1.43,0.99,1.5,250,Per Carton
2010-02-26,SouthWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.49,2.49,2.5,290,Per Carton
2010-03-05,MidWest,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,3.0,2.99,3.39,520,Per Carton
2010-03-05,MidWest,BROWN LARGE,Vegatarian-Fed,,No Grade,1.97,1.5,2.0,130,Per Carton
2010-03-05,MidWest,"LIQUID EGG, LARGE CARTON",Conventional,,,4.4,4.0,4.99,260,Per Carton
2010-03-05,MidWest,"LIQUID EGG, SMALL CARTON",Conventional,,,2.46,1.99,2.69,460,Per Carton
2010-03-05,MidWest,WHITE EXTRA LARGE,Conventional,,A,0.99,0.99,0.99,10,Per Carton
2010-03-05,MidWest,WHITE EXTRA LARGE,Nutritionally Enhanced (Omega-3),,No Grade,2.78,2.0,2.89,220,Per Carton
2010-03-05,MidWest,WHITE LARGE,"Cage-Free, USDA Organic",,No Grade,2.5,2.5,2.5,190,Per Carton
2010-03-05,MidWest,WHITE LARGE,Conventional,,A,1.17,0.79,1.5,230,Per Carton
2010-03-05,MidWest,WHITE LARGE,Nutritionally Enhanced (Omega-3),,No Grade,1.97,1.5,2.0,110,Per Carton
2010-03-05,National,BROWN EXTRA LARGE,"Cage-Free, USDA Organic",,No Grade,2.49,,,30,Per Carton
2010-03-05,National,BROWN LARGE,"Cage-Free, USDA Organic",,No Grade,2.86,,,1470,Per Carton
2010-03-05,National,BROWN LARGE,Nutritionally Enhanced (Omega-3),,No Grade,3.07,,,260,Per Carton
2010-03-05,National,BROWN LARGE,USDA Organic,,No Grade,3.34,,,160,Per Carton
2010-03-05,National,BROWN LARGE,Vegatarian-Fed,,No Grade,2.46,,,640,Per Carton
2010-03-05,National,"LIQUID EGG, 3 CUP PACK",Conventional,,,2.52,,,280,Per Carton
2010-03-05,National,"LIQUID EGG, LARGE CARTON",Conventional,,,4.25,,,930,Per Carton
