release_date,week_ending_date,hatchability_pct,source,txt_url,pdf_url
2023-06-21,,79.5,seed,,
2023-06-28,,79.6,seed,,
2023-07-06,,79.5,seed,,
2023-07-12,,79.4,seed,,
2023-07-19,,79.2,seed,,
2023-07-26,,79.4,seed,,
2023-08-02,,79.4,seed,,
2023-08-09,,79.4,seed,,
2023-08-16,,79.5,seed,,
2023-08-23,,79.5,seed,,
2023-08-30,,79.7,seed,,
2023-09-06,,80.2,seed,,
2023-09-13,,80.3,seed,,
2023-09-20,,80.3,seed,,
2023-09-27,,80.3,seed,,
2023-10-04,,80.6,seed,,
2023-10-11,,80.6,seed,,
2023-10-18,,80.7,seed,,
2023-10-26,,80.4,seed,,
2023-11-01,,80.3,seed,,
2023-11-08,,80.1,seed,,
2023-11-15,,80.5,seed,,
2023-11-22,,80.5,seed,,
2023-11-29,,80.5,seed,,
2023-12-06,,79.9,seed,,
2023-12-13,,80.4,seed,,
2023-12-20,,80.4,seed,,
2023-12-27,,80.4,seed,,
2024-01-03,,79.2,seed,,
2024-01-10,,79.8,seed,,
2024-01-17,,79.8,seed,,
2024-01-24,,79.9,seed,,
2024-01-31,,79.6,seed,,
2024-02-07,,79.5,seed,,
2024-02-14,,79.3,seed,,
2024-02-21,,79.0,seed,,
2024-02-28,,79.0,seed,,
2024-03-06,,79.1,seed,,
2024-03-13,,79.3,seed,,
2024-03-20,,79.0,seed,,
2024-03-27,,78.9,seed,,
2024-04-03,,78.8,seed,,
2024-04-10,,79.0,seed,,
2024-04-17,,78.9,seed,,
2024-04-24,,79.1,seed,,
2024-05-01,,79.1,seed,,
2024-05-08,,79.0,seed,,
2024-05-15,,79.0,seed,,
2024-05-22,,79.1,seed,,
2024-05-29,,79.2,seed,,
2024-06-05,,79.1,seed,,
2024-06-12,2024-06-08,79.1,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/5138m615m/1g05h322x/brls2424.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/5138m615m/wh248f53s/brls2424.pdf
2024-06-20,2024-06-15,79.1,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/hh63vh59p/jh345h51w/brls2524.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/hh63vh59p/n296zp45v/brls2524.pdf
2024-06-26,2024-06-22,79.2,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/pc28c7623/r781z6521/brls2624.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/pc28c7623/8910mj09w/brls2624.pdf
2024-07-03,2024-06-29,79.2,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/z890tk02n/vd66xq23f/brls2724.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/z890tk02n/8s45s1667/brls2724.pdf
2024-07-10,2024-07-06,78.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/z890tk15q/3j334t04p/brls2824.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/z890tk15q/vx023531j/brls2824.pdf
2024-07-17,2024-07-13,78.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/1z40nh48x/pc28c813c/brls2924.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/1z40nh48x/jq087878v/brls2924.pdf
2024-07-24,2024-07-20,79.2,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/f1883b42j/3b593176m/brls3024.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/f1883b42j/c247gj093/brls3024.pdf
2024-07-31,2024-07-27,79.3,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/c821jb68r/cn69nt69q/brls3124.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/c821jb68r/tb09kx85k/brls3124.pdf
2024-08-07,2024-08-03,79.5,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/cc08k654q/6d571q59q/brls3224.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/cc08k654q/dn39zr92c/brls3224.pdf
2024-08-14,2024-08-10,79.5,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/9p292268j/0k2273420/brls3324.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/9p292268j/5138m7359/brls3324.pdf
2024-08-21,2024-08-17,79.5,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/0k227353h/7d27bj86v/brls3424.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/0k227353h/j9603s89g/brls3424.pdf
2024-08-28,2024-08-24,79.5,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/rf561017b/sn00cq591/brls3524.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/rf561017b/6d571r15v/brls3524.pdf
2024-09-04,2024-08-31,79.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/5m60sh92t/kw52m270c/brls3624.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/5m60sh92t/zs260218f/brls3624.pdf
2024-09-11,2024-09-07,79.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/pg15d626w/q237kj98r/brls3724.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/pg15d626w/td96mv07m/brls3724.pdf
2024-09-18,2024-09-14,79.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/w9506t20h/xk81mb24t/brls3824.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/w9506t20h/sx61gd034/brls3824.pdf
2024-09-25,2024-09-21,79.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/r494xc85r/6d571r830/brls3924.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/r494xc85r/jq087b42w/brls3924.pdf
2024-10-02,2024-09-28,79.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/1544dg123/j9603t806/brls4024.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/1544dg123/jw8295575/brls4024.pdf
2024-10-09,2024-10-05,79.4,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/xk81mb741/j9603v039/brls4124.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/xk81mb741/6m313g14n/brls4124.pdf
2024-10-16,2024-10-12,79.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/j9603v26m/k356bz158/brls4224.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/j9603v26m/4x51kc59j/brls4224.pdf
2024-10-23,2024-10-19,79.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/dz012h28m/nv936v547/brls4324.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/dz012h28m/gh93jt181/brls4324.pdf
2024-10-30,2024-10-26,79.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/qb98p804n/b5646k479/brls4424.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/qb98p804n/2z10zj24t/brls4424.pdf
2024-11-06,2024-11-02,79.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/2227ph71w/xs55p676r/brls4524.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/2227ph71w/5d86qs45c/brls4524.pdf
2024-11-13,2024-11-09,79.3,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/zw131060w/x346fz126/brls4624.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/zw131060w/r494xd999/brls4624.pdf
2024-11-20,2024-11-16,79.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/ft84bh36p/8w32t026x/brls4724.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/ft84bh36p/7w62h423n/brls4724.pdf
2024-11-27,2024-11-23,79.6,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/gt54nh377/bg259786s/brls4824.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/gt54nh377/f1883f26s/brls4824.pdf
2024-12-04,2024-11-30,79.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/79409s54w/pn89g103h/brls4924.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/79409s54w/fx71cf827/brls4924.pdf
2024-12-11,2024-12-07,79.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/6d571t450/4f16dx424/brls5024.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/6d571t450/zp38z767d/brls5024.pdf
2024-12-18,2024-12-14,79.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/5999pz740/gf06hw048/brls5124.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/5999pz740/vd66xt55b/brls5124.pdf
2024-12-26,2024-12-21,79.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/t435j710j/9306vs60v/brls5224.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/t435j710j/1544dh62h/brls5224.pdf
2025-01-02,2024-12-28,79.5,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/4b29d2852/d791vb078/brls0125.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/4b29d2852/8336jw37d/brls0125.pdf
2025-01-08,2025-01-04,79.3,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/9880xk367/s1786h501/brls0225.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/9880xk367/1831ff31z/brls0225.pdf
2025-01-15,2025-01-11,79.3,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/9p292562h/g445f8916/brls0325.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/9p292562h/n8711m484/brls0325.pdf
2025-01-22,2025-01-18,78.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/c534hh229/h989sz33h/brls0425.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/c534hh229/707973290/brls0425.pdf
2025-01-29,2025-01-25,79.0,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/1g05h765j/x346g065m/brls0525.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/1g05h765j/vh53zr45j/brls0525.pdf
2025-02-05,2025-02-01,78.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/np1955717/66830071t/brls0625.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/np1955717/mg74sh572/brls0625.pdf
2025-02-12,2025-02-08,79.0,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/69700w27b/jw829798t/brls0725.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/69700w27b/3t947k31z/brls0725.pdf
2025-02-19,2025-02-15,78.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/cn69nz513/4f16dz544/brls0825.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/cn69nz513/gt54nj92h/brls0825.pdf
2025-02-26,2025-02-22,78.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/31980g55p/4m90gs05v/brls0925.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/31980g55p/c821jh179/brls0925.pdf
2025-03-05,2025-03-01,78.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/sb3996056/zg64wh25j/brls1025.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/sb3996056/5x21w9249/brls1025.pdf
2025-03-12,2025-03-08,78.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/cn69nz84n/2r36wv72m/brls1125.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/cn69nz84n/2j62v169h/brls1125.pdf
2025-03-19,2025-03-15,78.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/pg15d9809/0c485f22v/brls1225.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/pg15d9809/gm80ks449/brls1225.pdf
2025-03-26,2025-03-22,78.5,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/9s1632763/t722k612r/brls1325.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/9s1632763/3r076s00c/brls1325.pdf
2025-04-02,2025-03-29,78.4,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/f7625875d/37722875n/brls1425.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/f7625875d/3j335013v/brls1425.pdf
2025-04-09,2025-04-05,78.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/x920hw142/6d571w03w/brls1525.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/x920hw142/6w926779v/brls1525.pdf
2025-04-16,2025-04-12,78.6,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/c821jj23n/bg2599866/brls1625.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/c821jj23n/wm119m272/brls1625.pdf
2025-04-23,2025-04-19,78.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/8336jz28v/qb98pb87t/brls1725.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/8336jz28v/nz807w417/brls1725.pdf
2025-04-30,2025-04-26,78.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/pv63hx75p/5t34vg59k/brls1825.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/pv63hx75p/6t055d350/brls1825.pdf
2025-05-07,2025-05-03,79.0,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/xs55pb32h/gb19h3826/brls1925.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/xs55pb32h/m900qq98k/brls1925.pdf
2025-05-14,2025-05-10,79.0,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/x346g2295/m326nz82d/brls2025.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/x346g2295/05743p91q/brls2025.pdf
2025-05-21,2025-05-17,79.2,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/8623kw734/8c97nk894/brls2125.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/8623kw734/0r969232h/brls2125.pdf
2025-05-28,2025-05-24,79.1,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/xk81mg83t/1j92j649s/brls2225.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/xk81mg83t/p5549r30x/brls2225.pdf
2025-06-04,2025-05-31,79.1,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/jm216n712/0k2278617/brls2325.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/jm216n712/m900qr436/brls2325.pdf
2025-06-11,2025-06-07,79.2,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/jd474t63p/pg15dc187/brls2425.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/jd474t63p/mw22x514x/brls2425.pdf
2025-06-18,2025-06-14,79.1,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/x059f685g/fq979s64n/brls2525.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/x059f685g/mp48vc32c/brls2525.pdf
2025-06-25,2025-06-21,79.3,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/m900qr79k/b5646q24t/brls2625.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/m900qr79k/cr56px95t/brls2625.pdf
2025-07-02,2025-06-28,79.2,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/zc77vq43v/8910ms35z/brls2725.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/zc77vq43v/ng453g63d/brls2725.pdf
2025-07-09,2025-07-05,79.2,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/1z40nr10f/ng453g74x/brls2825.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/1z40nr10f/9s1634625/brls2825.pdf
2025-07-16,2025-07-12,79.4,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/bg259c45c/sx61gk63m/brls2925.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/bg259c45c/5425n909z/brls2925.pdf
2025-07-23,2025-07-19,79.3,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/cz30rs24r/37722b55k/brls3025.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/cz30rs24r/w9507018p/brls3025.pdf
2025-07-30,2025-07-26,79.6,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/xp68nh04h/8k71qg811/brls3125.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/xp68nh04h/td96n152n/brls3125.pdf
2025-08-06,2025-08-02,79.4,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/pv63j0430/v118td852/brls3225.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/pv63j0430/w6636283j/brls3225.pdf
2025-08-13,2025-08-09,79.4,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/1n79k374n/qn59s375f/brls3325.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/1n79k374n/ht24zh66z/brls3325.pdf
2025-08-20,2025-08-16,79.4,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/9306vx64s/ms35w904n/brls3425.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/9306vx64s/9p2929477/brls3425.pdf
2025-08-27,2025-08-23,79.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/0p098718w/bn99c618d/brls3525.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/0p098718w/sq87ds901/brls3525.pdf
2025-09-03,2025-08-30,79.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/79409z31m/p5549s85q/brls3625.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/79409z31m/kd17ft736/brls3625.pdf
2025-09-10,2025-09-06,79.6,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/sn00cz21j/hx120f704/brls3725.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/sn00cz21j/tq57qr34r/brls3725.pdf
2025-09-17,2025-09-13,79.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/nz807z67s/fb4968349/brls3825.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/nz807z67s/0g356f893/brls3825.pdf
2025-09-24,2025-09-20,79.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/v405vb384/tb09m620k/brls3925.txt,https://esmis.nal.usda.gov/sites/default/release-files/gm80hv35d/v405vb384/xs55pd48t/brls3925.pdf
2025-11-19,2025-11-15,79.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795653/brls4725.txt,https://esmis.nal.usda.gov/sites/default/release-files/795653/brls4725.pdf
2025-11-26,2025-11-22,79.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795665/brls4825.txt,https://esmis.nal.usda.gov/sites/default/release-files/795665/brls4825.pdf
2025-12-03,2025-11-29,79.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795671/brls4925.txt,https://esmis.nal.usda.gov/sites/default/release-files/795671/brls4925.pdf
2025-12-10,2025-12-06,79.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795679/brls5025.txt,https://esmis.nal.usda.gov/sites/default/release-files/795679/brls5025.pdf
2025-12-17,2025-12-13,79.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795689/brls5125.txt,https://esmis.nal.usda.gov/sites/default/release-files/795689/brls5125.pdf
2025-12-31,2025-12-27,79.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795711/brls5325.txt,https://esmis.nal.usda.gov/sites/default/release-files/795711/brls5325.pdf
2026-01-07,2026-01-03,79.6,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795720/brls0126.txt,https://esmis.nal.usda.gov/sites/default/release-files/795720/brls0126.pdf
2026-01-14,2026-01-10,79.4,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795732/brls0226.txt,https://esmis.nal.usda.gov/sites/default/release-files/795732/brls0226.pdf
2026-01-21,2026-01-17,79.6,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795735/brls0326.txt,https://esmis.nal.usda.gov/sites/default/release-files/795735/brls0326.pdf
2026-01-28,2026-01-24,79.4,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795746/brls0426.txt,https://esmis.nal.usda.gov/sites/default/release-files/795746/brls0426.pdf
2026-02-04,2026-01-31,79.1,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795759/brls0526.txt,https://esmis.nal.usda.gov/sites/default/release-files/795759/brls0526.pdf
2026-02-11,2026-02-07,79.0,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795770/brls0626.txt,https://esmis.nal.usda.gov/sites/default/release-files/795770/brls0626.pdf
2026-02-18,2026-02-14,79.1,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795780/brls0726.txt,https://esmis.nal.usda.gov/sites/default/release-files/795780/brls0726.pdf
2026-02-25,2026-02-21,78.8,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795790/brls0826.txt,https://esmis.nal.usda.gov/sites/default/release-files/795790/brls0826.pdf
2026-03-04,2026-02-28,78.5,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795806/brls0926.txt,https://esmis.nal.usda.gov/sites/default/release-files/795806/brls0926.pdf
2026-03-11,2026-03-07,78.5,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795815/brls1026.txt,https://esmis.nal.usda.gov/sites/default/release-files/795815/brls1026.pdf
2026-03-18,2026-03-14,78.7,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795824/brls1126.txt,https://esmis.nal.usda.gov/sites/default/release-files/795824/brls1126.pdf
2026-03-25,2026-03-21,78.9,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795832/brls1226.txt,https://esmis.nal.usda.gov/sites/default/release-files/795832/brls1226.pdf
2026-04-01,2026-03-28,79.1,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795847/brls1326.txt,https://esmis.nal.usda.gov/sites/default/release-files/795847/brls1326.pdf
2026-04-08,2026-04-04,79.3,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795854/brls1426.txt,https://esmis.nal.usda.gov/sites/default/release-files/795854/brls1426.pdf
2026-04-15,2026-04-11,79.4,esmis,https://esmis.nal.usda.gov/sites/default/release-files/795860/brls1526.txt,https://esmis.nal.usda.gov/sites/default/release-files/795860/brls1526.pdf
