year,reference_period,class,value,agg_level
2010,APR,LAYERS,2220.0,NATIONAL
2010,APR,LAYERS,1847.0,STATE
2010,APR,LAYERS,1973.0,STATE
2010,APR,LAYERS,2254.0,STATE
2010,APR,LAYERS,2363.0,STATE
2010,APR,LAYERS,2301.0,STATE
2010,APR,LAYERS,2238.0,STATE
2010,APR,LAYERS,2113.0,STATE
2010,APR,LAYERS,1796.0,STATE
2010,APR,LAYERS,2263.0,STATE
2010,APR,LAYERS,2272.0,STATE
2010,APR,LAYERS,2292.0,STATE
2010,APR,LAYERS,2219.0,STATE
2010,APR,LAYERS,2397.0,STATE
2010,APR,LAYERS,2417.0,STATE
2010,APR,LAYERS,2231.0,STATE
2010,APR,LAYERS,2263.0,STATE
2010,APR,LAYERS,1969.0,STATE
2010,APR,LAYERS,1987.0,STATE
2010,APR,LAYERS,2389.0,STATE
2010,APR,LAYERS,2403.0,STATE
2010,APR,LAYERS,2217.0,STATE
2010,APR,LAYERS,2419.0,STATE
2010,APR,LAYERS,2120.0,STATE
2010,APR,LAYERS,2426.0,STATE
2010,APR,LAYERS,2089.0,STATE
2010,APR,LAYERS,2273.0,STATE
2010,APR,LAYERS,2184.0,STATE
2010,APR,LAYERS,2195.0,STATE
2010,APR,LAYERS,1990.0,STATE
2010,APR,LAYERS,2317.0,STATE
2010,APR,LAYERS,2280.0,STATE
2010,APR,"LAYERS, TABLE",2302.0,NATIONAL
2010,AUG,LAYERS,2283.0,NATIONAL
2010,AUG,LAYERS,1953.0,STATE
2010,AUG,LAYERS,2033.0,STATE
2010,AUG,LAYERS,2355.0,STATE
2010,AUG,LAYERS,2524.0,STATE
2010,AUG,LAYERS,2464.0,STATE
2010,AUG,LAYERS,2283.0,STATE
2010,AUG,LAYERS,2146.0,STATE
2010,AUG,LAYERS,1795.0,STATE
2010,AUG,LAYERS,2269.0,STATE
2010,AUG,LAYERS,2385.0,STATE
2010,AUG,LAYERS,2330.0,STATE
2010,AUG,LAYERS,2381.0,STATE
2010,AUG,LAYERS,2492.0,STATE
2010,AUG,LAYERS,2484.0,STATE
2010,AUG,LAYERS,2338.0,STATE
2010,AUG,LAYERS,2329.0,STATE
2010,AUG,LAYERS,2020.0,STATE
2010,AUG,LAYERS,2110.0,STATE
2010,AUG,LAYERS,2506.0,STATE
2010,AUG,LAYERS,2480.0,STATE
2010,AUG,LAYERS,2303.0,STATE
2010,AUG,LAYERS,2488.0,STATE
2010,AUG,LAYERS,2185.0,STATE
2010,AUG,LAYERS,2445.0,STATE
2010,AUG,LAYERS,2096.0,STATE
2010,AUG,LAYERS,2365.0,STATE
2010,AUG,LAYERS,2246.0,STATE
2010,AUG,LAYERS,2269.0,STATE
2010,AUG,LAYERS,2073.0,STATE
2010,AUG,LAYERS,2420.0,STATE
2010,AUG,LAYERS,2346.0,STATE
2010,AUG,"LAYERS, TABLE",2357.0,NATIONAL
2010,DEC,LAYERS,2310.0,NATIONAL
2010,DEC,LAYERS,1953.0,STATE
2010,DEC,LAYERS,2022.0,STATE
2010,DEC,LAYERS,2316.0,STATE
2010,DEC,LAYERS,2453.0,STATE
2010,DEC,LAYERS,2328.0,STATE
2010,DEC,LAYERS,2430.0,STATE
2010,DEC,LAYERS,2240.0,STATE
2010,DEC,LAYERS,2299.0,STATE
2010,DEC,LAYERS,2391.0,STATE
2010,DEC,LAYERS,2348.0,STATE
2010,DEC,LAYERS,2351.0,STATE
2010,DEC,LAYERS,2407.0,STATE
2010,DEC,LAYERS,2451.0,STATE
2010,DEC,LAYERS,2412.0,STATE
2010,DEC,LAYERS,2270.0,STATE
2010,DEC,LAYERS,2033.0,STATE
2010,DEC,LAYERS,2077.0,STATE
2010,DEC,LAYERS,2476.0,STATE
2010,DEC,LAYERS,2514.0,STATE
2010,DEC,LAYERS,2378.0,STATE
2010,DEC,LAYERS,2468.0,STATE
2010,DEC,LAYERS,2185.0,STATE
2010,DEC,LAYERS,2488.0,STATE
2010,DEC,LAYERS,2272.0,STATE
2010,DEC,LAYERS,2473.0,STATE
2010,DEC,LAYERS,2331.0,STATE
2010,DEC,LAYERS,2356.0,STATE
2010,DEC,LAYERS,2101.0,STATE
2010,DEC,LAYERS,2418.0,STATE
2010,DEC,LAYERS,2394.0,STATE
2010,DEC,"LAYERS, TABLE",2398.0,NATIONAL
2010,FEB,LAYERS,2037.0,NATIONAL
2010,FEB,LAYERS,1653.0,STATE
2010,FEB,LAYERS,1788.0,STATE
2010,FEB,LAYERS,2104.0,STATE
2010,FEB,LAYERS,2240.0,STATE
2010,FEB,LAYERS,2083.0,STATE
2010,FEB,LAYERS,2080.0,STATE
2010,FEB,LAYERS,1979.0,STATE
2010,FEB,LAYERS,1694.0,STATE
2010,FEB,LAYERS,2026.0,STATE
2010,FEB,LAYERS,2171.0,STATE
2010,FEB,LAYERS,2091.0,STATE
2010,FEB,LAYERS,2123.0,STATE
2010,FEB,LAYERS,2194.0,STATE
2010,FEB,LAYERS,2152.0,STATE
2010,FEB,LAYERS,2119.0,STATE
2010,FEB,LAYERS,2085.0,STATE
2010,FEB,LAYERS,1819.0,STATE
2010,FEB,LAYERS,1871.0,STATE
2010,FEB,LAYERS,2186.0,STATE
2010,FEB,LAYERS,2208.0,STATE
2010,FEB,LAYERS,2041.0,STATE
2010,FEB,LAYERS,2167.0,STATE
2010,FEB,LAYERS,1953.0,STATE
2010,FEB,LAYERS,2230.0,STATE
2010,FEB,LAYERS,1912.0,STATE
2010,FEB,LAYERS,2178.0,STATE
2010,FEB,LAYERS,2041.0,STATE
2010,FEB,LAYERS,1958.0,STATE
2010,FEB,LAYERS,1818.0,STATE
2010,FEB,LAYERS,2031.0,STATE
2010,FEB,LAYERS,2069.0,STATE
2010,FEB,"LAYERS, TABLE",2107.0,NATIONAL
2010,FIRST OF APR,LAYERS,74.7,NATIONAL
2010,FIRST OF APR,"LAYERS, TABLE",77.6,NATIONAL
2010,FIRST OF AUG,LAYERS,73.3,NATIONAL
2010,FIRST OF AUG,"LAYERS, TABLE",75.7,NATIONAL
2010,FIRST OF DEC,LAYERS,74.9,NATIONAL
2010,FIRST OF DEC,"LAYERS, TABLE",77.8,NATIONAL
2010,FIRST OF FEB,LAYERS,72.5,NATIONAL
2010,FIRST OF FEB,"LAYERS, TABLE",74.8,NATIONAL
2010,FIRST OF JAN,LAYERS,73.8,NATIONAL
2010,FIRST OF JAN,"LAYERS, TABLE",76.3,NATIONAL
2010,FIRST OF JUL,LAYERS,73.3,NATIONAL
2010,FIRST OF JUL,"LAYERS, TABLE",75.8,NATIONAL
2010,FIRST OF JUN,LAYERS,73.4,NATIONAL
2010,FIRST OF JUN,"LAYERS, TABLE",76.0,NATIONAL
2010,FIRST OF MAR,LAYERS,73.0,NATIONAL
2010,FIRST OF MAR,"LAYERS, TABLE",75.7,NATIONAL
2010,FIRST OF MAY,LAYERS,73.2,NATIONAL
2010,FIRST OF MAY,"LAYERS, TABLE",75.8,NATIONAL
2010,FIRST OF NOV,LAYERS,73.8,NATIONAL
2010,FIRST OF NOV,"LAYERS, TABLE",76.5,NATIONAL
2010,FIRST OF OCT,LAYERS,73.7,NATIONAL
2010,FIRST OF OCT,"LAYERS, TABLE",76.2,NATIONAL
2010,FIRST OF SEP,LAYERS,74.1,NATIONAL
2010,FIRST OF SEP,"LAYERS, TABLE",76.5,NATIONAL
2010,JAN,LAYERS,2268.0,NATIONAL
2010,JAN,LAYERS,1908.0,STATE
2010,JAN,LAYERS,1979.0,STATE
2010,JAN,LAYERS,2318.0,STATE
2010,JAN,LAYERS,2508.0,STATE
2010,JAN,LAYERS,2321.0,STATE
2010,JAN,LAYERS,2292.0,STATE
2010,JAN,LAYERS,2174.0,STATE
2010,JAN,LAYERS,1827.0,STATE
2010,JAN,LAYERS,2256.0,STATE
2010,JAN,LAYERS,2387.0,STATE
2010,JAN,LAYERS,2324.0,STATE
2010,JAN,LAYERS,2282.0,STATE
2010,JAN,LAYERS,2388.0,STATE
2010,JAN,LAYERS,2368.0,STATE
2010,JAN,LAYERS,2351.0,STATE
2010,JAN,LAYERS,2309.0,STATE
2010,JAN,LAYERS,1980.0,STATE
2010,JAN,LAYERS,2101.0,STATE
2010,JAN,LAYERS,2426.0,STATE
2010,JAN,LAYERS,2487.0,STATE
2010,JAN,LAYERS,2294.0,STATE
2010,JAN,LAYERS,2555.0,STATE
2010,JAN,LAYERS,2183.0,STATE
2010,JAN,LAYERS,2471.0,STATE
2010,JAN,LAYERS,2100.0,STATE
2010,JAN,LAYERS,2473.0,STATE
2010,JAN,LAYERS,2263.0,STATE
2010,JAN,LAYERS,2273.0,STATE
2010,JAN,LAYERS,2024.0,STATE
2010,JAN,LAYERS,2306.0,STATE
2010,JAN,LAYERS,2394.0,STATE
2010,JAN,"LAYERS, TABLE",2344.0,NATIONAL
2010,JUL,LAYERS,2271.0,NATIONAL
2010,JUL,LAYERS,1932.0,STATE
2010,JUL,LAYERS,2022.0,STATE
2010,JUL,LAYERS,2333.0,STATE
2010,JUL,LAYERS,2508.0,STATE
2010,JUL,LAYERS,2412.0,STATE
2010,JUL,LAYERS,2263.0,STATE
2010,JUL,LAYERS,2149.0,STATE
2010,JUL,LAYERS,1777.0,STATE
2010,JUL,LAYERS,2262.0,STATE
2010,JUL,LAYERS,2308.0,STATE
2010,JUL,LAYERS,2334.0,STATE
2010,JUL,LAYERS,2334.0,STATE
2010,JUL,LAYERS,2489.0,STATE
2010,JUL,LAYERS,2425.0,STATE
2010,JUL,LAYERS,2346.0,STATE
2010,JUL,LAYERS,2339.0,STATE
2010,JUL,LAYERS,2015.0,STATE
2010,JUL,LAYERS,2081.0,STATE
2010,JUL,LAYERS,2526.0,STATE
2010,JUL,LAYERS,2489.0,STATE
2010,JUL,LAYERS,2263.0,STATE
2010,JUL,LAYERS,2415.0,STATE
2010,JUL,LAYERS,2189.0,STATE
2010,JUL,LAYERS,2485.0,STATE
2010,JUL,LAYERS,2105.0,STATE
2010,JUL,LAYERS,2410.0,STATE
2010,JUL,LAYERS,2185.0,STATE
2010,JUL,LAYERS,2365.0,STATE
2010,JUL,LAYERS,1928.0,STATE
2010,JUL,LAYERS,2366.0,STATE
2010,JUL,LAYERS,2402.0,STATE
2010,JUL,"LAYERS, TABLE",2346.0,NATIONAL
2010,JUN,LAYERS,2203.0,NATIONAL
2010,JUN,LAYERS,1859.0,STATE
2010,JUN,LAYERS,1944.0,STATE
2010,JUN,LAYERS,2267.0,STATE
2010,JUN,LAYERS,2378.0,STATE
2010,JUN,LAYERS,2333.0,STATE
2010,JUN,LAYERS,2174.0,STATE
2010,JUN,LAYERS,2093.0,STATE
2010,JUN,LAYERS,1767.0,STATE
2010,JUN,LAYERS,2232.0,STATE
2010,JUN,LAYERS,2181.0,STATE
2010,JUN,LAYERS,2295.0,STATE
2010,JUN,LAYERS,2358.0,STATE
2010,JUN,LAYERS,2382.0,STATE
2010,JUN,LAYERS,2213.0,STATE
2010,JUN,LAYERS,2277.0,STATE
2010,JUN,LAYERS,2244.0,STATE
2010,JUN,LAYERS,1962.0,STATE
2010,JUN,LAYERS,1962.0,STATE
2010,JUN,LAYERS,2431.0,STATE
2010,JUN,LAYERS,2385.0,STATE
2010,JUN,LAYERS,2166.0,STATE
2010,JUN,LAYERS,2290.0,STATE
2010,JUN,LAYERS,2119.0,STATE
2010,JUN,LAYERS,2432.0,STATE
2010,JUN,LAYERS,2080.0,STATE
2010,JUN,LAYERS,2321.0,STATE
2010,JUN,LAYERS,2144.0,STATE
2010,JUN,LAYERS,2387.0,STATE
2010,JUN,LAYERS,1965.0,STATE
2010,JUN,LAYERS,2258.0,STATE
2010,JUN,LAYERS,2373.0,STATE
2010,JUN,"LAYERS, TABLE",2279.0,NATIONAL
2010,MAR,LAYERS,2291.0,NATIONAL
2010,MAR,LAYERS,1848.0,STATE
2010,MAR,LAYERS,2026.0,STATE
2010,MAR,LAYERS,2376.0,STATE
2010,MAR,LAYERS,2485.0,STATE
2010,MAR,LAYERS,2329.0,STATE
2010,MAR,LAYERS,2385.0,STATE
2010,MAR,LAYERS,2218.0,STATE
2010,MAR,LAYERS,1861.0,STATE
2010,MAR,LAYERS,2308.0,STATE
2010,MAR,LAYERS,2375.0,STATE
2010,MAR,LAYERS,2353.0,STATE
2010,MAR,LAYERS,2350.0,STATE
2010,MAR,LAYERS,2455.0,STATE
2010,MAR,LAYERS,2451.0,STATE
2010,MAR,LAYERS,2325.0,STATE
2010,MAR,LAYERS,2308.0,STATE
2010,MAR,LAYERS,2083.0,STATE
2010,MAR,LAYERS,2089.0,STATE
2010,MAR,LAYERS,2439.0,STATE
2010,MAR,LAYERS,2485.0,STATE
2010,MAR,LAYERS,2272.0,STATE
2010,MAR,LAYERS,2441.0,STATE
2010,MAR,LAYERS,2173.0,STATE
2010,MAR,LAYERS,2489.0,STATE
2010,MAR,LAYERS,2196.0,STATE
2010,MAR,LAYERS,2387.0,STATE
2010,MAR,LAYERS,2300.0,STATE
2010,MAR,LAYERS,2243.0,STATE
2010,MAR,LAYERS,2079.0,STATE
2010,MAR,LAYERS,2384.0,STATE
2010,MAR,LAYERS,2300.0,STATE
2010,MAR,"LAYERS, TABLE",2376.0,NATIONAL
2010,MAY,LAYERS,2274.0,NATIONAL
2010,MAY,LAYERS,1900.0,STATE
2010,MAY,LAYERS,2025.0,STATE
2010,MAY,LAYERS,2313.0,STATE
2010,MAY,LAYERS,2448.0,STATE
2010,MAY,LAYERS,2427.0,STATE
2010,MAY,LAYERS,2223.0,STATE
2010,MAY,LAYERS,2137.0,STATE
2010,MAY,LAYERS,1871.0,STATE
2010,MAY,LAYERS,2325.0,STATE
2010,MAY,LAYERS,2279.0,STATE
2010,MAY,LAYERS,2358.0,STATE
2010,MAY,LAYERS,2321.0,STATE
2010,MAY,LAYERS,2470.0,STATE
2010,MAY,LAYERS,2398.0,STATE
2010,MAY,LAYERS,2326.0,STATE
2010,MAY,LAYERS,2326.0,STATE
2010,MAY,LAYERS,2017.0,STATE
2010,MAY,LAYERS,2010.0,STATE
2010,MAY,LAYERS,2498.0,STATE
2010,MAY,LAYERS,2467.0,STATE
2010,MAY,LAYERS,2264.0,STATE
2010,MAY,LAYERS,2427.0,STATE
2010,MAY,LAYERS,2181.0,STATE
2010,MAY,LAYERS,2494.0,STATE
2010,MAY,LAYERS,2139.0,STATE
2010,MAY,LAYERS,2276.0,STATE
2010,MAY,LAYERS,2248.0,STATE
2010,MAY,LAYERS,2283.0,STATE
2010,MAY,LAYERS,2021.0,STATE
2010,MAY,LAYERS,2299.0,STATE
2010,MAY,LAYERS,2421.0,STATE
2010,MAY,"LAYERS, TABLE",2354.0,NATIONAL
2010,NOV,LAYERS,2231.0,NATIONAL
2010,NOV,LAYERS,1901.0,STATE
2010,NOV,LAYERS,1955.0,STATE
2010,NOV,LAYERS,2292.0,STATE
2010,NOV,LAYERS,2350.0,STATE
2010,NOV,LAYERS,2289.0,STATE
2010,NOV,LAYERS,2300.0,STATE
2010,NOV,LAYERS,2183.0,STATE
2010,NOV,LAYERS,1695.0,STATE
2010,NOV,LAYERS,2211.0,STATE
2010,NOV,LAYERS,2260.0,STATE
2010,NOV,LAYERS,2277.0,STATE
2010,NOV,LAYERS,2167.0,STATE
2010,NOV,LAYERS,2347.0,STATE
2010,NOV,LAYERS,2423.0,STATE
2010,NOV,LAYERS,2311.0,STATE
2010,NOV,LAYERS,2218.0,STATE
2010,NOV,LAYERS,1994.0,STATE
2010,NOV,LAYERS,2029.0,STATE
2010,NOV,LAYERS,2421.0,STATE
2010,NOV,LAYERS,2437.0,STATE
2010,NOV,LAYERS,2270.0,STATE
2010,NOV,LAYERS,2376.0,STATE
2010,NOV,LAYERS,2105.0,STATE
2010,NOV,LAYERS,2406.0,STATE
2010,NOV,LAYERS,2203.0,STATE
2010,NOV,LAYERS,2344.0,STATE
2010,NOV,LAYERS,2277.0,STATE
2010,NOV,LAYERS,2354.0,STATE
2010,NOV,LAYERS,1997.0,STATE
2010,NOV,LAYERS,2114.0,STATE
2010,NOV,LAYERS,2309.0,STATE
2010,NOV,"LAYERS, TABLE",2314.0,NATIONAL
2010,OCT,LAYERS,2285.0,NATIONAL
2010,OCT,LAYERS,1948.0,STATE
2010,OCT,LAYERS,2018.0,STATE
2010,OCT,LAYERS,2366.0,STATE
2010,OCT,LAYERS,2538.0,STATE
2010,OCT,LAYERS,2405.0,STATE
2010,OCT,LAYERS,2320.0,STATE
2010,OCT,LAYERS,2212.0,STATE
2010,OCT,LAYERS,1662.0,STATE
2010,OCT,LAYERS,2276.0,STATE
2010,OCT,LAYERS,2309.0,STATE
2010,OCT,LAYERS,2322.0,STATE
2010,OCT,LAYERS,2145.0,STATE
2010,OCT,LAYERS,2417.0,STATE
2010,OCT,LAYERS,2527.0,STATE
2010,OCT,LAYERS,2379.0,STATE
2010,OCT,LAYERS,2295.0,STATE
2010,OCT,LAYERS,2027.0,STATE
2010,OCT,LAYERS,2060.0,STATE
2010,OCT,LAYERS,2506.0,STATE
2010,OCT,LAYERS,2511.0,STATE
2010,OCT,LAYERS,2300.0,STATE
2010,OCT,LAYERS,2488.0,STATE
2010,OCT,LAYERS,2168.0,STATE
2010,OCT,LAYERS,2471.0,STATE
2010,OCT,LAYERS,2229.0,STATE
2010,OCT,LAYERS,2295.0,STATE
2010,OCT,LAYERS,2314.0,STATE
2010,OCT,LAYERS,2353.0,STATE
2010,OCT,LAYERS,2121.0,STATE
2010,OCT,LAYERS,2153.0,STATE
2010,OCT,LAYERS,2272.0,STATE
2010,OCT,"LAYERS, TABLE",2364.0,NATIONAL
2010,SEP,LAYERS,2218.0,NATIONAL
2010,SEP,LAYERS,1895.0,STATE
2010,SEP,LAYERS,1976.0,STATE
2010,SEP,LAYERS,2275.0,STATE
2010,SEP,LAYERS,2528.0,STATE
2010,SEP,LAYERS,2415.0,STATE
2010,SEP,LAYERS,2247.0,STATE
2010,SEP,LAYERS,2122.0,STATE
2010,SEP,LAYERS,1686.0,STATE
2010,SEP,LAYERS,2215.0,STATE
2010,SEP,LAYERS,2315.0,STATE
2010,SEP,LAYERS,2267.0,STATE
2010,SEP,LAYERS,2215.0,STATE
2010,SEP,LAYERS,2402.0,STATE
2010,SEP,LAYERS,2412.0,STATE
2010,SEP,LAYERS,2279.0,STATE
2010,SEP,LAYERS,2227.0,STATE
2010,SEP,LAYERS,1963.0,STATE
2010,SEP,LAYERS,2002.0,STATE
2010,SEP,LAYERS,2440.0,STATE
2010,SEP,LAYERS,2380.0,STATE
2010,SEP,LAYERS,2225.0,STATE
2010,SEP,LAYERS,2452.0,STATE
2010,SEP,LAYERS,2118.0,STATE
2010,SEP,LAYERS,2372.0,STATE
2010,SEP,LAYERS,2112.0,STATE
2010,SEP,LAYERS,2245.0,STATE
2010,SEP,LAYERS,2202.0,STATE
2010,SEP,LAYERS,2254.0,STATE
2010,SEP,LAYERS,2128.0,STATE
2010,SEP,LAYERS,2274.0,STATE
2010,SEP,LAYERS,2194.0,STATE
2010,SEP,"LAYERS, TABLE",2291.0,NATIONAL
2011,APR,LAYERS,2235.0,NATIONAL
2011,APR,LAYERS,1841.0,STATE
2011,APR,LAYERS,1948.0,STATE
2011,APR,LAYERS,2315.0,STATE
2011,APR,LAYERS,2282.0,STATE
2011,APR,LAYERS,2315.0,STATE
2011,APR,LAYERS,2236.0,STATE
2011,APR,LAYERS,2104.0,STATE
2011,APR,LAYERS,2241.0,STATE
2011,APR,LAYERS,2148.0,STATE
2011,APR,LAYERS,2338.0,STATE
2011,APR,LAYERS,2377.0,STATE
2011,APR,LAYERS,2339.0,STATE
2011,APR,LAYERS,2455.0,STATE
2011,APR,LAYERS,2280.0,STATE
2011,APR,LAYERS,2297.0,STATE
2011,APR,LAYERS,2021.0,STATE
2011,APR,LAYERS,1975.0,STATE
2011,APR,LAYERS,2425.0,STATE
2011,APR,LAYERS,2411.0,STATE
2011,APR,LAYERS,2266.0,STATE
2011,APR,LAYERS,2486.0,STATE
2011,APR,LAYERS,2119.0,STATE
2011,APR,LAYERS,2401.0,STATE
2011,APR,LAYERS,2177.0,STATE
2011,APR,LAYERS,2320.0,STATE
2011,APR,LAYERS,2210.0,STATE
2011,APR,LAYERS,2365.0,STATE
2011,APR,LAYERS,1946.0,STATE
2011,APR,LAYERS,2435.0,STATE
2011,APR,LAYERS,2199.0,STATE
2011,APR,"LAYERS, TABLE",2317.0,NATIONAL
2011,AUG,LAYERS,2302.0,NATIONAL
2011,AUG,LAYERS,1955.0,STATE
2011,AUG,LAYERS,2084.0,STATE
2011,AUG,LAYERS,2377.0,STATE
2011,AUG,LAYERS,2283.0,STATE
2011,AUG,LAYERS,2475.0,STATE
2011,AUG,LAYERS,2354.0,STATE
2011,AUG,LAYERS,2150.0,STATE
2011,AUG,LAYERS,2328.0,STATE
2011,AUG,LAYERS,2385.0,STATE
2011,AUG,LAYERS,2353.0,STATE
2011,AUG,LAYERS,2175.0,STATE
2011,AUG,LAYERS,2303.0,STATE
2011,AUG,LAYERS,2450.0,STATE
2011,AUG,LAYERS,2331.0,STATE
2011,AUG,LAYERS,2357.0,STATE
2011,AUG,LAYERS,2092.0,STATE
2011,AUG,LAYERS,2090.0,STATE
2011,AUG,LAYERS,2530.0,STATE
2011,AUG,LAYERS,2474.0,STATE
2011,AUG,LAYERS,2292.0,STATE
2011,AUG,LAYERS,2437.0,STATE
2011,AUG,LAYERS,2181.0,STATE
2011,AUG,LAYERS,2436.0,STATE
2011,AUG,LAYERS,2308.0,STATE
2011,AUG,LAYERS,2604.0,STATE
2011,AUG,LAYERS,2282.0,STATE
2011,AUG,LAYERS,2390.0,STATE
2011,AUG,LAYERS,2106.0,STATE
2011,AUG,LAYERS,2396.0,STATE
2011,AUG,LAYERS,2369.0,STATE
2011,AUG,"LAYERS, TABLE",2375.0,NATIONAL
2011,DEC,LAYERS,2351.0,NATIONAL
2011,DEC,LAYERS,1995.0,STATE
2011,DEC,LAYERS,2115.0,STATE
2011,DEC,LAYERS,2348.0,STATE
2011,DEC,LAYERS,2491.0,STATE
2011,DEC,LAYERS,2348.0,STATE
2011,DEC,LAYERS,2469.0,STATE
2011,DEC,LAYERS,2262.0,STATE
2011,DEC,LAYERS,2355.0,STATE
2011,DEC,LAYERS,2451.0,STATE
2011,DEC,LAYERS,2344.0,STATE
2011,DEC,LAYERS,2512.0,STATE
2011,DEC,LAYERS,2356.0,STATE
2011,DEC,LAYERS,2540.0,STATE
2011,DEC,LAYERS,2418.0,STATE
2011,DEC,LAYERS,2390.0,STATE
2011,DEC,LAYERS,2143.0,STATE
2011,DEC,LAYERS,2101.0,STATE
2011,DEC,LAYERS,2593.0,STATE
2011,DEC,LAYERS,2495.0,STATE
2011,DEC,LAYERS,2373.0,STATE
2011,DEC,LAYERS,2614.0,STATE
2011,DEC,LAYERS,2225.0,STATE
2011,DEC,LAYERS,2457.0,STATE
2011,DEC,LAYERS,2277.0,STATE
2011,DEC,LAYERS,2375.0,STATE
2011,DEC,LAYERS,2444.0,STATE
2011,DEC,LAYERS,2371.0,STATE
2011,DEC,LAYERS,2118.0,STATE
2011,DEC,LAYERS,2431.0,STATE
2011,DEC,LAYERS,2460.0,STATE
2011,DEC,"LAYERS, TABLE",2424.0,NATIONAL
2011,FEB,LAYERS,2065.0,NATIONAL
2011,FEB,LAYERS,1682.0,STATE
2011,FEB,LAYERS,1841.0,STATE
2011,FEB,LAYERS,2059.0,STATE
2011,FEB,LAYERS,2105.0,STATE
2011,FEB,LAYERS,2099.0,STATE
2011,FEB,LAYERS,2166.0,STATE
2011,FEB,LAYERS,1970.0,STATE
2011,FEB,LAYERS,2088.0,STATE
2011,FEB,LAYERS,2216.0,STATE
2011,FEB,LAYERS,2135.0,STATE
2011,FEB,LAYERS,2129.0,STATE
2011,FEB,LAYERS,2211.0,STATE
2011,FEB,LAYERS,2223.0,STATE
2011,FEB,LAYERS,2011.0,STATE
2011,FEB,LAYERS,2095.0,STATE
2011,FEB,LAYERS,1803.0,STATE
2011,FEB,LAYERS,1863.0,STATE
2011,FEB,LAYERS,2244.0,STATE
2011,FEB,LAYERS,2275.0,STATE
2011,FEB,LAYERS,2089.0,STATE
2011,FEB,LAYERS,2207.0,STATE
2011,FEB,LAYERS,1983.0,STATE
2011,FEB,LAYERS,2224.0,STATE
2011,FEB,LAYERS,1990.0,STATE
2011,FEB,LAYERS,2129.0,STATE
2011,FEB,LAYERS,2033.0,STATE
2011,FEB,LAYERS,2086.0,STATE
2011,FEB,LAYERS,1762.0,STATE
2011,FEB,LAYERS,2214.0,STATE
2011,FEB,LAYERS,2175.0,STATE
2011,FEB,"LAYERS, TABLE",2139.0,NATIONAL
2011,FIRST OF APR,LAYERS,74.6,NATIONAL
2011,FIRST OF APR,"LAYERS, TABLE",77.4,NATIONAL
2011,FIRST OF AUG,LAYERS,74.2,NATIONAL
2011,FIRST OF AUG,"LAYERS, TABLE",76.6,NATIONAL
2011,FIRST OF DEC,LAYERS,75.4,NATIONAL
2011,FIRST OF DEC,"LAYERS, TABLE",77.7,NATIONAL
2011,FIRST OF FEB,LAYERS,73.5,NATIONAL
2011,FIRST OF FEB,"LAYERS, TABLE",76.1,NATIONAL
2011,FIRST OF JAN,LAYERS,74.2,NATIONAL
2011,FIRST OF JAN,"LAYERS, TABLE",77.0,NATIONAL
2011,FIRST OF JUL,LAYERS,74.5,NATIONAL
2011,FIRST OF JUL,"LAYERS, TABLE",77.1,NATIONAL
2011,FIRST OF JUN,LAYERS,74.1,NATIONAL
2011,FIRST OF JUN,"LAYERS, TABLE",76.7,NATIONAL
2011,FIRST OF MAR,LAYERS,73.9,NATIONAL
2011,FIRST OF MAR,"LAYERS, TABLE",76.6,NATIONAL
2011,FIRST OF MAY,LAYERS,74.3,NATIONAL
2011,FIRST OF MAY,"LAYERS, TABLE",77.1,NATIONAL
2011,FIRST OF NOV,LAYERS,74.8,NATIONAL
2011,FIRST OF NOV,"LAYERS, TABLE",77.1,NATIONAL
2011,FIRST OF OCT,LAYERS,74.7,NATIONAL
2011,FIRST OF OCT,"LAYERS, TABLE",77.0,NATIONAL
2011,FIRST OF SEP,LAYERS,74.4,NATIONAL
2011,FIRST OF SEP,"LAYERS, TABLE",76.7,NATIONAL
2011,JAN,LAYERS,2288.0,NATIONAL
2011,JAN,LAYERS,1901.0,STATE
2011,JAN,LAYERS,2014.0,STATE
2011,JAN,LAYERS,2271.0,STATE
2011,JAN,LAYERS,2436.0,STATE
2011,JAN,LAYERS,2330.0,STATE
2011,JAN,LAYERS,2444.0,STATE
2011,JAN,LAYERS,2183.0,STATE
2011,JAN,LAYERS,2314.0,STATE
2011,JAN,LAYERS,2473.0,STATE
2011,JAN,LAYERS,2333.0,STATE
2011,JAN,LAYERS,2364.0,STATE
2011,JAN,LAYERS,2381.0,STATE
2011,JAN,LAYERS,2410.0,STATE
2011,JAN,LAYERS,2318.0,STATE
2011,JAN,LAYERS,2279.0,STATE
2011,JAN,LAYERS,1994.0,STATE
2011,JAN,LAYERS,2044.0,STATE
2011,JAN,LAYERS,2480.0,STATE
2011,JAN,LAYERS,2471.0,STATE
2011,JAN,LAYERS,2316.0,STATE
2011,JAN,LAYERS,2504.0,STATE
2011,JAN,LAYERS,2188.0,STATE
2011,JAN,LAYERS,2464.0,STATE
2011,JAN,LAYERS,2226.0,STATE
2011,JAN,LAYERS,2384.0,STATE
2011,JAN,LAYERS,2278.0,STATE
2011,JAN,LAYERS,2198.0,STATE
2011,JAN,LAYERS,2129.0,STATE
2011,JAN,LAYERS,2457.0,STATE
2011,JAN,LAYERS,2407.0,STATE
2011,JAN,"LAYERS, TABLE",2370.0,NATIONAL
2011,JUL,LAYERS,2303.0,NATIONAL
2011,JUL,LAYERS,1949.0,STATE
