report_date,class,period,volume
2020-04-06,Liquid Whole,LY % Change,0.0
2020-04-06,Liquid Whole,Last Year,35004.0
2020-04-06,Liquid Whole,PW % Change,0.0
2020-04-06,Liquid Whole,Previous Month Total,137038.0
2020-04-06,Liquid Whole,Prior Week,24864.0
2020-04-06,Liquid Whole,YTD % Change,0.0
2020-04-06,Liquid Yolk,2019 Year to date,117731.0
2020-04-06,Liquid Yolk,2020 Year to date,117581.0
2020-04-06,Liquid Yolk,Current Week,6949.0
2020-04-06,Liquid Yolk,LY % Change,0.0
2020-04-06,Liquid Yolk,Last Year,8675.0
2020-04-06,Liquid Yolk,PW % Change,0.0
2020-04-06,Liquid Yolk,Previous Month Total,29850.0
2020-04-06,Liquid Yolk,Prior Week,7964.0
2020-04-06,Liquid Yolk,YTD % Change,0.0
2020-04-06,Yield W/O Inedible,2019 Year to date,0.0
2020-04-06,Yield W/O Inedible,2020 Year to date,0.0
2020-04-06,Yield W/O Inedible,Current Week,0.0
2020-04-06,Yield W/O Inedible,Last Year,0.0
2020-04-06,Yield W/O Inedible,Previous Month Total,0.0
2020-04-06,Yield W/O Inedible,Prior Week,0.0
2020-04-06,Yield With Inedible,Previous Month Total,0.0
2020-04-06,Yield with Inedible,2019 Year to date,0.0
2020-04-06,Yield with Inedible,2020 Year to date,0.0
2020-04-06,Yield with Inedible,Current Week,0.0
2020-04-06,Yield with Inedible,Last Year,0.0
2020-04-06,Yield with Inedible,Prior Week,0.0
2020-04-13,Cases Broken,2019 Year to date,24798506.0
2020-04-13,Cases Broken,2020 Year to date,24153323.0
2020-04-13,Cases Broken,Current Week,1159539.0
2020-04-13,Cases Broken,LY % Change,0.0
2020-04-13,Cases Broken,Last Year,1547238.0
2020-04-13,Cases Broken,PW % Change,0.0
2020-04-13,Cases Broken,Previous Month Total,5850734.0
2020-04-13,Cases Broken,Prior Week,1257608.0
2020-04-13,Cases Broken,YTD % Change,0.0
2020-04-13,Dried,2019 Year to date,44352.0
2020-04-13,Dried,2020 Year to date,48140.0
2020-04-13,Dried,Current Week,3612.0
2020-04-13,Dried,LY % Change,0.0
2020-04-13,Dried,Last Year,3005.0
2020-04-13,Dried,PW % Change,0.0
2020-04-13,Dried,Previous Month Total,8943.0
2020-04-13,Dried,Prior Week,3805.0
2020-04-13,Dried,YTD % Change,0.0
2020-04-13,Inedible,2019 Year to date,78955.0
2020-04-13,Inedible,2020 Year to date,76224.0
2020-04-13,Inedible,Current Week,3682.0
2020-04-13,Inedible,LY % Change,0.0
2020-04-13,Inedible,Last Year,4863.0
2020-04-13,Inedible,PW % Change,0.0
2020-04-13,Inedible,Previous Month Total,18541.0
2020-04-13,Inedible,Prior Week,3874.0
2020-04-13,Inedible,YTD % Change,0.0
2020-04-13,Inline % of Total Cases Broken,2019 Year to date,0.0
2020-04-13,Inline % of Total Cases Broken,2020 Year to date,0.0
2020-04-13,Inline % of Total Cases Broken,Current Week,0.0
2020-04-13,Inline % of Total Cases Broken,Last Year,0.0
2020-04-13,Inline % of Total Cases Broken,Prior Week,0.0
2020-04-13,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2020-04-13,Inline % of Total Liquid Whole Egg,2020 Year to date,0.0
2020-04-13,Inline % of Total Liquid Whole Egg,Current Week,0.0
2020-04-13,Inline % of Total Liquid Whole Egg,Last Year,0.0
2020-04-13,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2020-04-13,Inline Cases Broken,% Change,0.0
2020-04-13,Inline Cases Broken,2019 Year to date,13539200.0
2020-04-13,Inline Cases Broken,2020 Year to date,13654763.0
2020-04-13,Inline Cases Broken,Current Week,608674.0
2020-04-13,Inline Cases Broken,Last Year,850982.0
2020-04-13,Inline Cases Broken,Prior Week,722388.0
2020-04-13,Inline Liquid Whole Egg,% Change,0.0
2020-04-13,Inline Liquid Whole Egg,2019 Year to date,306620.0
2020-04-13,Inline Liquid Whole Egg,2020 Year to date,308870.0
2020-04-13,Inline Liquid Whole Egg,Current Week,10700.0
2020-04-13,Inline Liquid Whole Egg,Last Year,19687.0
2020-04-13,Inline Liquid Whole Egg,Prior Week,16060.0
2020-04-13,Liquid White,2019 Year to date,250422.0
2020-04-13,Liquid White,2020 Year to date,249373.0
2020-04-13,Liquid White,Current Week,14348.0
2020-04-13,Liquid White,LY % Change,0.0
2020-04-13,Liquid White,Last Year,15891.0
2020-04-13,Liquid White,PW % Change,0.0
2020-04-13,Liquid White,Previous Month Total,58149.0
2020-04-13,Liquid White,Prior Week,13723.0
2020-04-13,Liquid White,YTD % Change,0.0
2020-04-13,Liquid Whole,2019 Year to date,583907.0
2020-04-13,Liquid Whole,2020 Year to date,548670.0
2020-04-13,Liquid Whole,Current Week,21610.0
2020-04-13,Liquid Whole,LY % Change,0.0
2020-04-13,Liquid Whole,Last Year,36469.0
2020-04-13,Liquid Whole,PW % Change,0.0
2020-04-13,Liquid Whole,Previous Month Total,137038.0
2020-04-13,Liquid Whole,Prior Week,27470.0
2020-04-13,Liquid Whole,YTD % Change,0.0
2020-04-13,Liquid Yolk,2019 Year to date,125910.0
2020-04-13,Liquid Yolk,2020 Year to date,124976.0
2020-04-13,Liquid Yolk,Current Week,7395.0
2020-04-13,Liquid Yolk,LY % Change,0.0
2020-04-13,Liquid Yolk,Last Year,8179.0
2020-04-13,Liquid Yolk,PW % Change,0.0
2020-04-13,Liquid Yolk,Previous Month Total,29850.0
2020-04-13,Liquid Yolk,Prior Week,6949.0
2020-04-13,Liquid Yolk,YTD % Change,0.0
2020-04-13,Yield W/O Inedible,2019 Year to date,0.0
2020-04-13,Yield W/O Inedible,2020 Year to date,0.0
2020-04-13,Yield W/O Inedible,Current Week,0.0
2020-04-13,Yield W/O Inedible,Last Year,0.0
2020-04-13,Yield W/O Inedible,Previous Month Total,0.0
2020-04-13,Yield W/O Inedible,Prior Week,0.0
2020-04-13,Yield With Inedible,Previous Month Total,0.0
2020-04-13,Yield with Inedible,2019 Year to date,0.0
2020-04-13,Yield with Inedible,2020 Year to date,0.0
2020-04-13,Yield with Inedible,Current Week,0.0
2020-04-13,Yield with Inedible,Last Year,0.0
2020-04-13,Yield with Inedible,Prior Week,0.0
2020-04-20,Cases Broken,2019 Year to date,26355369.0
2020-04-20,Cases Broken,2020 Year to date,25389129.0
2020-04-20,Cases Broken,Current Week,1235806.0
2020-04-20,Cases Broken,LY % Change,0.0
2020-04-20,Cases Broken,Last Year,1556863.0
2020-04-20,Cases Broken,PW % Change,0.0
2020-04-20,Cases Broken,Previous Month Total,5850734.0
2020-04-20,Cases Broken,Prior Week,1159539.0
2020-04-20,Cases Broken,YTD % Change,0.0
2020-04-20,Dried,2019 Year to date,47330.0
2020-04-20,Dried,2020 Year to date,52193.0
2020-04-20,Dried,Current Week,4053.0
2020-04-20,Dried,LY % Change,0.0
2020-04-20,Dried,Last Year,2978.0
2020-04-20,Dried,PW % Change,0.0
2020-04-20,Dried,Previous Month Total,8943.0
2020-04-20,Dried,Prior Week,3612.0
2020-04-20,Dried,YTD % Change,0.0
2020-04-20,Inedible,2019 Year to date,84070.0
2020-04-20,Inedible,2020 Year to date,80344.0
2020-04-20,Inedible,Current Week,4120.0
2020-04-20,Inedible,LY % Change,0.0
2020-04-20,Inedible,Last Year,5114.0
2020-04-20,Inedible,PW % Change,0.0
2020-04-20,Inedible,Previous Month Total,18541.0
2020-04-20,Inedible,Prior Week,3682.0
2020-04-20,Inedible,YTD % Change,0.0
2020-04-20,Inline % of Total Cases Broken,2019 Year to date,0.0
2020-04-20,Inline % of Total Cases Broken,2020 Year to date,0.0
2020-04-20,Inline % of Total Cases Broken,Current Week,0.0
2020-04-20,Inline % of Total Cases Broken,Last Year,0.0
2020-04-20,Inline % of Total Cases Broken,Prior Week,0.0
2020-04-20,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2020-04-20,Inline % of Total Liquid Whole Egg,2020 Year to date,0.0
2020-04-20,Inline % of Total Liquid Whole Egg,Current Week,0.0
2020-04-20,Inline % of Total Liquid Whole Egg,Last Year,0.0
2020-04-20,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2020-04-20,Inline Cases Broken,% Change,0.0
2020-04-20,Inline Cases Broken,2019 Year to date,14423825.0
2020-04-20,Inline Cases Broken,2020 Year to date,14285429.0
2020-04-20,Inline Cases Broken,Current Week,630666.0
2020-04-20,Inline Cases Broken,Last Year,884625.0
2020-04-20,Inline Cases Broken,Prior Week,608674.0
2020-04-20,Inline Liquid Whole Egg,% Change,0.0
2020-04-20,Inline Liquid Whole Egg,2019 Year to date,325758.0
2020-04-20,Inline Liquid Whole Egg,2020 Year to date,319196.0
2020-04-20,Inline Liquid Whole Egg,Current Week,10327.0
2020-04-20,Inline Liquid Whole Egg,Last Year,19138.0
2020-04-20,Inline Liquid Whole Egg,Prior Week,10700.0
2020-04-20,Liquid White,2019 Year to date,267568.0
2020-04-20,Liquid White,2020 Year to date,264940.0
2020-04-20,Liquid White,Current Week,15567.0
2020-04-20,Liquid White,LY % Change,0.0
2020-04-20,Liquid White,Last Year,17146.0
2020-04-20,Liquid White,PW % Change,0.0
2020-04-20,Liquid White,Previous Month Total,58149.0
2020-04-20,Liquid White,Prior Week,14348.0
2020-04-20,Liquid White,YTD % Change,0.0
2020-04-20,Liquid Whole,2019 Year to date,618886.0
2020-04-20,Liquid Whole,2020 Year to date,572013.0
2020-04-20,Liquid Whole,Current Week,23343.0
2020-04-20,Liquid Whole,LY % Change,0.0
2020-04-20,Liquid Whole,Last Year,34979.0
2020-04-20,Liquid Whole,PW % Change,0.0
2020-04-20,Liquid Whole,Previous Month Total,137038.0
2020-04-20,Liquid Whole,Prior Week,21610.0
2020-04-20,Liquid Whole,YTD % Change,0.0
2020-04-20,Liquid Yolk,2019 Year to date,134533.0
2020-04-20,Liquid Yolk,2020 Year to date,132884.0
2020-04-20,Liquid Yolk,Current Week,7908.0
2020-04-20,Liquid Yolk,LY % Change,0.0
2020-04-20,Liquid Yolk,Last Year,8623.0
2020-04-20,Liquid Yolk,PW % Change,0.0
2020-04-20,Liquid Yolk,Previous Month Total,29850.0
2020-04-20,Liquid Yolk,Prior Week,7395.0
2020-04-20,Liquid Yolk,YTD % Change,0.0
2020-04-20,Yield W/O Inedible,2019 Year to date,0.0
2020-04-20,Yield W/O Inedible,2020 Year to date,0.0
2020-04-20,Yield W/O Inedible,Current Week,0.0
2020-04-20,Yield W/O Inedible,Last Year,0.0
2020-04-20,Yield W/O Inedible,Previous Month Total,0.0
2020-04-20,Yield W/O Inedible,Prior Week,0.0
2020-04-20,Yield With Inedible,Previous Month Total,0.0
2020-04-20,Yield with Inedible,2019 Year to date,0.0
2020-04-20,Yield with Inedible,2020 Year to date,0.0
2020-04-20,Yield with Inedible,Current Week,0.0
2020-04-20,Yield with Inedible,Last Year,0.0
2020-04-20,Yield with Inedible,Prior Week,0.0
2020-04-27,Cases Broken,2019 Year to date,28002468.0
2020-04-27,Cases Broken,2020 Year to date,26548835.0
2020-04-27,Cases Broken,Current Week,1159706.0
2020-04-27,Cases Broken,LY % Change,0.0
2020-04-27,Cases Broken,Last Year,1647099.0
2020-04-27,Cases Broken,PW % Change,0.0
2020-04-27,Cases Broken,Previous Month Total,5850734.0
2020-04-27,Cases Broken,Prior Week,1235806.0
2020-04-27,Cases Broken,YTD % Change,0.0
2020-04-27,Dried,2019 Year to date,50191.0
2020-04-27,Dried,2020 Year to date,55929.0
2020-04-27,Dried,Current Week,3736.0
2020-04-27,Dried,LY % Change,0.0
2020-04-27,Dried,Last Year,2861.0
2020-04-27,Dried,PW % Change,0.0
2020-04-27,Dried,Previous Month Total,8943.0
2020-04-27,Dried,Prior Week,4053.0
2020-04-27,Dried,YTD % Change,0.0
2020-04-27,Inedible,2019 Year to date,89531.0
2020-04-27,Inedible,2020 Year to date,84047.0
2020-04-27,Inedible,Current Week,3703.0
2020-04-27,Inedible,LY % Change,0.0
2020-04-27,Inedible,Last Year,5461.0
2020-04-27,Inedible,PW % Change,0.0
2020-04-27,Inedible,Previous Month Total,18541.0
2020-04-27,Inedible,Prior Week,4120.0
2020-04-27,Inedible,YTD % Change,0.0
2020-04-27,Inline % of Total Cases Broken,2019 Year to date,0.0
2020-04-27,Inline % of Total Cases Broken,2020 Year to date,0.0
2020-04-27,Inline % of Total Cases Broken,Current Week,0.0
2020-04-27,Inline % of Total Cases Broken,Last Year,0.0
2020-04-27,Inline % of Total Cases Broken,Prior Week,0.0
2020-04-27,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2020-04-27,Inline % of Total Liquid Whole Egg,2020 Year to date,0.0
2020-04-27,Inline % of Total Liquid Whole Egg,Current Week,0.0
2020-04-27,Inline % of Total Liquid Whole Egg,Last Year,0.0
2020-04-27,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2020-04-27,Inline Cases Broken,% Change,0.0
2020-04-27,Inline Cases Broken,2019 Year to date,15304310.0
2020-04-27,Inline Cases Broken,2020 Year to date,14883494.0
2020-04-27,Inline Cases Broken,Current Week,598065.0
2020-04-27,Inline Cases Broken,Last Year,880485.0
2020-04-27,Inline Cases Broken,Prior Week,630666.0
2020-04-27,Inline Liquid Whole Egg,% Change,0.0
2020-04-27,Inline Liquid Whole Egg,2019 Year to date,345875.0
2020-04-27,Inline Liquid Whole Egg,2020 Year to date,331495.0
2020-04-27,Inline Liquid Whole Egg,Current Week,12298.0
2020-04-27,Inline Liquid Whole Egg,Last Year,20117.0
2020-04-27,Inline Liquid Whole Egg,Prior Week,10327.0
2020-04-27,Liquid White,2019 Year to date,285307.0
2020-04-27,Liquid White,2020 Year to date,276884.0
2020-04-27,Liquid White,Current Week,11945.0
2020-04-27,Liquid White,LY % Change,0.0
2020-04-27,Liquid White,Last Year,17739.0
2020-04-27,Liquid White,PW % Change,0.0
2020-04-27,Liquid White,Previous Month Total,58149.0
2020-04-27,Liquid White,Prior Week,15567.0
2020-04-27,Liquid White,YTD % Change,0.0
2020-04-27,Liquid Whole,2019 Year to date,656585.0
2020-04-27,Liquid Whole,2020 Year to date,597292.0
2020-04-27,Liquid Whole,Current Week,25279.0
2020-04-27,Liquid Whole,LY % Change,0.0
2020-04-27,Liquid Whole,Last Year,37699.0
2020-04-27,Liquid Whole,PW % Change,0.0
2020-04-27,Liquid Whole,Previous Month Total,137038.0
2020-04-27,Liquid Whole,Prior Week,23343.0
2020-04-27,Liquid Whole,YTD % Change,0.0
2020-04-27,Liquid Yolk,2019 Year to date,142958.0
2020-04-27,Liquid Yolk,2020 Year to date,139077.0
2020-04-27,Liquid Yolk,Current Week,6193.0
2020-04-27,Liquid Yolk,LY % Change,0.0
2020-04-27,Liquid Yolk,Last Year,8425.0
2020-04-27,Liquid Yolk,PW % Change,0.0
2020-04-27,Liquid Yolk,Previous Month Total,29850.0
2020-04-27,Liquid Yolk,Prior Week,7908.0
2020-04-27,Liquid Yolk,YTD % Change,0.0
2020-04-27,Yield W/O Inedible,2019 Year to date,0.0
2020-04-27,Yield W/O Inedible,2020 Year to date,0.0
2020-04-27,Yield W/O Inedible,Current Week,0.0
2020-04-27,Yield W/O Inedible,Last Year,0.0
2020-04-27,Yield W/O Inedible,Previous Month Total,0.0
2020-04-27,Yield W/O Inedible,Prior Week,0.0
2020-04-27,Yield With Inedible,Previous Month Total,0.0
2020-04-27,Yield with Inedible,2019 Year to date,0.0
2020-04-27,Yield with Inedible,2020 Year to date,0.0
2020-04-27,Yield with Inedible,Current Week,0.0
2020-04-27,Yield with Inedible,Last Year,0.0
2020-04-27,Yield with Inedible,Prior Week,0.0
2020-05-04,Cases Broken,2019 Year to date,29618059.0
2020-05-04,Cases Broken,2020 Year to date,27705475.0
2020-05-04,Cases Broken,Current Week,1156640.0
2020-05-04,Cases Broken,LY % Change,0.0
2020-05-04,Cases Broken,Last Year,1615591.0
2020-05-04,Cases Broken,PW % Change,0.0
2020-05-04,Cases Broken,Previous Month Total,6104482.0
2020-05-04,Cases Broken,Prior Week,1159706.0
2020-05-04,Cases Broken,YTD % Change,0.0
2020-05-04,Dried,2019 Year to date,53360.0
2020-05-04,Dried,2020 Year to date,59120.0
2020-05-04,Dried,Current Week,3191.0
2020-05-04,Dried,LY % Change,0.0
2020-05-04,Dried,Last Year,3169.0
2020-05-04,Dried,PW % Change,0.0
2020-05-04,Dried,Previous Month Total,18352.0
2020-05-04,Dried,Prior Week,3736.0
2020-05-04,Dried,YTD % Change,0.0
2020-05-04,Inedible,2019 Year to date,94793.0
2020-05-04,Inedible,2020 Year to date,87876.0
2020-05-04,Inedible,Current Week,3829.0
2020-05-04,Inedible,LY % Change,0.0
2020-05-04,Inedible,Last Year,5262.0
2020-05-04,Inedible,PW % Change,0.0
2020-05-04,Inedible,Previous Month Total,19217.0
2020-05-04,Inedible,Prior Week,3703.0
2020-05-04,Inedible,YTD % Change,0.0
2020-05-04,Inline % of Total Cases Broken,2019 Year to date,0.0
2020-05-04,Inline % of Total Cases Broken,2020 Year to date,0.0
2020-05-04,Inline % of Total Cases Broken,Current Week,0.0
2020-05-04,Inline % of Total Cases Broken,Last Year,0.0
2020-05-04,Inline % of Total Cases Broken,Prior Week,0.0
2020-05-04,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2020-05-04,Inline % of Total Liquid Whole Egg,2020 Year to date,0.0
2020-05-04,Inline % of Total Liquid Whole Egg,Current Week,0.0
2020-05-04,Inline % of Total Liquid Whole Egg,Last Year,0.0
2020-05-04,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2020-05-04,Inline Cases Broken,% Change,0.0
2020-05-04,Inline Cases Broken,2019 Year to date,16180503.0
2020-05-04,Inline Cases Broken,2020 Year to date,15480101.0
2020-05-04,Inline Cases Broken,Current Week,596607.0
2020-05-04,Inline Cases Broken,Last Year,876193.0
2020-05-04,Inline Cases Broken,Prior Week,598065.0
2020-05-04,Inline Liquid Whole Egg,% Change,0.0
2020-05-04,Inline Liquid Whole Egg,2019 Year to date,364979.0
2020-05-04,Inline Liquid Whole Egg,2020 Year to date,342466.0
2020-05-04,Inline Liquid Whole Egg,Current Week,10972.0
2020-05-04,Inline Liquid Whole Egg,Last Year,19104.0
2020-05-04,Inline Liquid Whole Egg,Prior Week,12298.0
2020-05-04,Liquid White,2019 Year to date,302061.0
2020-05-04,Liquid White,2020 Year to date,289545.0
2020-05-04,Liquid White,Current Week,12660.0
2020-05-04,Liquid White,LY % Change,0.0
2020-05-04,Liquid White,Last Year,16753.0
2020-05-04,Liquid White,PW % Change,0.0
2020-05-04,Liquid White,Previous Month Total,70780.0
2020-05-04,Liquid White,Prior Week,11945.0
2020-05-04,Liquid White,YTD % Change,0.0
2020-05-04,Liquid Whole,2019 Year to date,693714.0
2020-05-04,Liquid Whole,2020 Year to date,621743.0
2020-05-04,Liquid Whole,Current Week,24451.0
2020-05-04,Liquid Whole,LY % Change,0.0
2020-05-04,Liquid Whole,Last Year,37129.0
2020-05-04,Liquid Whole,PW % Change,0.0
2020-05-04,Liquid Whole,Previous Month Total,122564.0
2020-05-04,Liquid Whole,Prior Week,25279.0
2020-05-04,Liquid Whole,YTD % Change,0.0
2020-05-04,Liquid Yolk,2019 Year to date,151294.0
2020-05-04,Liquid Yolk,2020 Year to date,145848.0
2020-05-04,Liquid Yolk,Current Week,6771.0
2020-05-04,Liquid Yolk,LY % Change,0.0
2020-05-04,Liquid Yolk,Last Year,8337.0
2020-05-04,Liquid Yolk,PW % Change,0.0
2020-05-04,Liquid Yolk,Previous Month Total,36409.0
2020-05-04,Liquid Yolk,Prior Week,6193.0
2020-05-04,Liquid Yolk,YTD % Change,0.0
2020-05-04,Yield W/O Inedible,2019 Year to date,0.0
2020-05-04,Yield W/O Inedible,2020 Year to date,0.0
2020-05-04,Yield W/O Inedible,Current Week,0.0
2020-05-04,Yield W/O Inedible,Last Year,0.0
2020-05-04,Yield W/O Inedible,Previous Month Total,0.0
2020-05-04,Yield W/O Inedible,Prior Week,0.0
2020-05-04,Yield With Inedible,Previous Month Total,0.0
2020-05-04,Yield with Inedible,2019 Year to date,0.0
2020-05-04,Yield with Inedible,2020 Year to date,0.0
2020-05-04,Yield with Inedible,Current Week,0.0
2020-05-04,Yield with Inedible,Last Year,0.0
2020-05-04,Yield with Inedible,Prior Week,0.0
2020-05-11,Cases Broken,2019 Year to date,31233252.0
2020-05-11,Cases Broken,2020 Year to date,28854326.0
2020-05-11,Cases Broken,Current Week,1148851.0
2020-05-11,Cases Broken,LY % Change,0.0
2020-05-11,Cases Broken,Last Year,1615193.0
2020-05-11,Cases Broken,PW % Change,0.0
2020-05-11,Cases Broken,Previous Month Total,6104482.0
2020-05-11,Cases Broken,Prior Week,1156640.0
2020-05-11,Cases Broken,YTD % Change,0.0
2020-05-11,Dried,2019 Year to date,56534.0
2020-05-11,Dried,2020 Year to date,61806.0
2020-05-11,Dried,Current Week,2686.0
2020-05-11,Dried,LY % Change,0.0
2020-05-11,Dried,Last Year,3174.0
2020-05-11,Dried,PW % Change,0.0
2020-05-11,Dried,Previous Month Total,18352.0
2020-05-11,Dried,Prior Week,3191.0
2020-05-11,Dried,YTD % Change,0.0
2020-05-11,Inedible,2019 Year to date,100112.0
2020-05-11,Inedible,2020 Year to date,91639.0
2020-05-11,Inedible,Current Week,3762.0
2020-05-11,Inedible,LY % Change,0.0
2020-05-11,Inedible,Last Year,5320.0
2020-05-11,Inedible,PW % Change,0.0
2020-05-11,Inedible,Previous Month Total,19217.0
2020-05-11,Inedible,Prior Week,3829.0
2020-05-11,Inedible,YTD % Change,0.0
2020-05-11,Inline % of Total Cases Broken,2019 Year to date,0.0
2020-05-11,Inline % of Total Cases Broken,2020 Year to date,0.0
2020-05-11,Inline % of Total Cases Broken,Current Week,0.0
2020-05-11,Inline % of Total Cases Broken,Last Year,0.0
2020-05-11,Inline % of Total Cases Broken,Prior Week,0.0
2020-05-11,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2020-05-11,Inline % of Total Liquid Whole Egg,2020 Year to date,0.0
2020-05-11,Inline % of Total Liquid Whole Egg,Current Week,0.0
2020-05-11,Inline % of Total Liquid Whole Egg,Last Year,0.0
2020-05-11,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2020-05-11,Inline Cases Broken,% Change,0.0
2020-05-11,Inline Cases Broken,2019 Year to date,17041741.0
2020-05-11,Inline Cases Broken,2020 Year to date,16101779.0
2020-05-11,Inline Cases Broken,Current Week,621678.0
2020-05-11,Inline Cases Broken,Last Year,861238.0
2020-05-11,Inline Cases Broken,Prior Week,596607.0
2020-05-11,Inline Liquid Whole Egg,% Change,0.0
2020-05-11,Inline Liquid Whole Egg,2019 Year to date,384053.0
2020-05-11,Inline Liquid Whole Egg,2020 Year to date,355348.0
2020-05-11,Inline Liquid Whole Egg,Current Week,12882.0
2020-05-11,Inline Liquid Whole Egg,Last Year,19074.0
2020-05-11,Inline Liquid Whole Egg,Prior Week,10972.0
2020-05-11,Liquid White,2019 Year to date,319321.0
2020-05-11,Liquid White,2020 Year to date,301528.0
2020-05-11,Liquid White,Current Week,11983.0
2020-05-11,Liquid White,LY % Change,0.0
2020-05-11,Liquid White,Last Year,17261.0
2020-05-11,Liquid White,PW % Change,0.0
2020-05-11,Liquid White,Previous Month Total,70780.0
2020-05-11,Liquid White,Prior Week,12660.0
2020-05-11,Liquid White,YTD % Change,0.0
2020-05-11,Liquid Whole,2019 Year to date,730600.0
2020-05-11,Liquid Whole,2020 Year to date,646866.0
2020-05-11,Liquid Whole,Current Week,25124.0
2020-05-11,Liquid Whole,LY % Change,0.0
2020-05-11,Liquid Whole,Last Year,36886.0
2020-05-11,Liquid Whole,PW % Change,0.0
2020-05-11,Liquid Whole,Previous Month Total,122564.0
2020-05-11,Liquid Whole,Prior Week,24451.0
2020-05-11,Liquid Whole,YTD % Change,0.0
2020-05-11,Liquid Yolk,2019 Year to date,160056.0
2020-05-11,Liquid Yolk,2020 Year to date,152015.0
2020-05-11,Liquid Yolk,Current Week,6167.0
2020-05-11,Liquid Yolk,LY % Change,0.0
2020-05-11,Liquid Yolk,Last Year,8761.0
2020-05-11,Liquid Yolk,PW % Change,0.0
2020-05-11,Liquid Yolk,Previous Month Total,36409.0
2020-05-11,Liquid Yolk,Prior Week,6771.0
2020-05-11,Liquid Yolk,YTD % Change,0.0
2020-05-11,Yield W/O Inedible,2019 Year to date,0.0
2020-05-11,Yield W/O Inedible,2020 Year to date,0.0
2020-05-11,Yield W/O Inedible,Current Week,0.0
2020-05-11,Yield W/O Inedible,Last Year,0.0
2020-05-11,Yield W/O Inedible,Previous Month Total,0.0
2020-05-11,Yield W/O Inedible,Prior Week,0.0
2020-05-11,Yield With Inedible,Previous Month Total,0.0
2020-05-11,Yield with Inedible,2019 Year to date,0.0
2020-05-11,Yield with Inedible,2020 Year to date,0.0
2020-05-11,Yield with Inedible,Current Week,0.0
2020-05-11,Yield with Inedible,Last Year,0.0
2020-05-11,Yield with Inedible,Prior Week,0.0
2020-05-18,Cases Broken,2019 Year to date,32848275.0
2020-05-18,Cases Broken,2020 Year to date,30047143.0
2020-05-18,Cases Broken,Current Week,1192817.0
2020-05-18,Cases Broken,LY % Change,0.0
2020-05-18,Cases Broken,Last Year,1615023.0
2020-05-18,Cases Broken,PW % Change,0.0
2020-05-18,Cases Broken,Previous Month Total,6104482.0
2020-05-18,Cases Broken,Prior Week,1148851.0
2020-05-18,Cases Broken,YTD % Change,0.0
2020-05-18,Dried,2019 Year to date,59972.0
2020-05-18,Dried,2020 Year to date,63742.0
2020-05-18,Dried,Current Week,1936.0
2020-05-18,Dried,LY % Change,0.0
2020-05-18,Dried,Last Year,3438.0
2020-05-18,Dried,PW % Change,0.0
2020-05-18,Dried,Previous Month Total,18352.0
2020-05-18,Dried,Prior Week,2686.0
2020-05-18,Dried,YTD % Change,0.0
2020-05-18,Inedible,2019 Year to date,105509.0
2020-05-18,Inedible,2020 Year to date,95493.0
2020-05-18,Inedible,Current Week,3854.0
2020-05-18,Inedible,LY % Change,0.0
2020-05-18,Inedible,Last Year,5396.0
2020-05-18,Inedible,PW % Change,0.0
2020-05-18,Inedible,Previous Month Total,19217.0
2020-05-18,Inedible,Prior Week,3762.0
2020-05-18,Inedible,YTD % Change,0.0
2020-05-18,Inline % of Total Cases Broken,2019 Year to date,0.0
2020-05-18,Inline % of Total Cases Broken,2020 Year to date,0.0
2020-05-18,Inline % of Total Cases Broken,Current Week,0.0
2020-05-18,Inline % of Total Cases Broken,Last Year,0.0
2020-05-18,Inline % of Total Cases Broken,Prior Week,0.0
2020-05-18,Inline % of Total Liquid Whole Egg,2019 Year to date,0.0
2020-05-18,Inline % of Total Liquid Whole Egg,2020 Year to date,0.0
2020-05-18,Inline % of Total Liquid Whole Egg,Current Week,0.0
2020-05-18,Inline % of Total Liquid Whole Egg,Last Year,0.0
2020-05-18,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2020-05-18,Inline Cases Broken,% Change,0.0
2020-05-18,Inline Cases Broken,2019 Year to date,17909907.0
2020-05-18,Inline Cases Broken,2020 Year to date,16753615.0
2020-05-18,Inline Cases Broken,Current Week,651836.0
2020-05-18,Inline Cases Broken,Last Year,868166.0
2020-05-18,Inline Cases Broken,Prior Week,621678.0
2020-05-18,Inline Liquid Whole Egg,% Change,0.0
2020-05-18,Inline Liquid Whole Egg,2019 Year to date,402390.0
2020-05-18,Inline Liquid Whole Egg,2020 Year to date,369075.0
2020-05-18,Inline Liquid Whole Egg,Current Week,13727.0
2020-05-18,Inline Liquid Whole Egg,Last Year,18337.0
2020-05-18,Inline Liquid Whole Egg,Prior Week,12882.0
2020-05-18,Liquid White,2019 Year to date,337069.0
2020-05-18,Liquid White,2020 Year to date,314054.0
2020-05-18,Liquid White,Current Week,12526.0
