report_date,class,period,volume
2024-11-25,Liquid Whole,Last Year,38234.0
2024-11-25,Liquid Whole,PW % Change,0.0
2024-11-25,Liquid Whole,Previous Month Total,177968.0
2024-11-25,Liquid Whole,Prior Week,36373.0
2024-11-25,Liquid Whole,YTD % Change,0.0
2024-11-25,Liquid Yolk,2023 Year to date,335091.0
2024-11-25,Liquid Yolk,2024 Year to date,337132.0
2024-11-25,Liquid Yolk,Current Week,6866.0
2024-11-25,Liquid Yolk,LY % Change,0.0
2024-11-25,Liquid Yolk,Last Year,6808.0
2024-11-25,Liquid Yolk,PW % Change,0.0
2024-11-25,Liquid Yolk,Previous Month Total,36177.0
2024-11-25,Liquid Yolk,Prior Week,7215.0
2024-11-25,Liquid Yolk,YTD % Change,0.0
2024-11-25,Yield W/O Inedible,2023 Year to date,0.0
2024-11-25,Yield W/O Inedible,2024 Year to date,0.0
2024-11-25,Yield W/O Inedible,Current Week,0.0
2024-11-25,Yield W/O Inedible,Last Year,0.0
2024-11-25,Yield W/O Inedible,Previous Month Total,0.0
2024-11-25,Yield W/O Inedible,Prior Week,0.0
2024-11-25,Yield With Inedible,Previous Month Total,0.0
2024-11-25,Yield with Inedible,2023 Year to date,0.0
2024-11-25,Yield with Inedible,2024 Year to date,0.0
2024-11-25,Yield with Inedible,Current Week,0.0
2024-11-25,Yield with Inedible,Last Year,0.0
2024-11-25,Yield with Inedible,Prior Week,0.0
2024-12-02,Cases Broken,2023 Year to date,73607202.0
2024-12-02,Cases Broken,2024 Year to date,70125764.0
2024-12-02,Cases Broken,Current Week,1464705.0
2024-12-02,Cases Broken,LY % Change,0.0
2024-12-02,Cases Broken,Last Year,1462725.0
2024-12-02,Cases Broken,PW % Change,0.0
2024-12-02,Cases Broken,Previous Month Total,5766144.0
2024-12-02,Cases Broken,Prior Week,1355803.0
2024-12-02,Cases Broken,YTD % Change,0.0
2024-12-02,Dried,2023 Year to date,99862.0
2024-12-02,Dried,2024 Year to date,85699.0
2024-12-02,Dried,Current Week,2029.0
2024-12-02,Dried,LY % Change,0.0
2024-12-02,Dried,Last Year,2039.0
2024-12-02,Dried,PW % Change,0.0
2024-12-02,Dried,Previous Month Total,7639.0
2024-12-02,Dried,Prior Week,2225.0
2024-12-02,Dried,YTD % Change,0.0
2024-12-02,Inedible,2023 Year to date,214360.0
2024-12-02,Inedible,2024 Year to date,211520.0
2024-12-02,Inedible,Current Week,4202.0
2024-12-02,Inedible,LY % Change,0.0
2024-12-02,Inedible,Last Year,4646.0
2024-12-02,Inedible,PW % Change,0.0
2024-12-02,Inedible,Previous Month Total,17490.0
2024-12-02,Inedible,Prior Week,3829.0
2024-12-02,Inedible,YTD % Change,0.0
2024-12-02,Inline % of Total Cases Broken,2023 Year to date,0.0
2024-12-02,Inline % of Total Cases Broken,2024 Year to date,0.0
2024-12-02,Inline % of Total Cases Broken,Current Week,0.0
2024-12-02,Inline % of Total Cases Broken,Last Year,0.0
2024-12-02,Inline % of Total Cases Broken,Prior Week,0.0
2024-12-02,Inline % of Total Liquid Whole Egg,2023 Year to date,0.0
2024-12-02,Inline % of Total Liquid Whole Egg,2024 Year to date,0.0
2024-12-02,Inline % of Total Liquid Whole Egg,Current Week,0.0
2024-12-02,Inline % of Total Liquid Whole Egg,Last Year,0.0
2024-12-02,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2024-12-02,Inline Cases Broken,% Change,0.0
2024-12-02,Inline Cases Broken,2023 Year to date,38479098.0
2024-12-02,Inline Cases Broken,2024 Year to date,36660415.0
2024-12-02,Inline Cases Broken,Current Week,769249.0
2024-12-02,Inline Cases Broken,Last Year,748077.0
2024-12-02,Inline Cases Broken,Prior Week,761237.0
2024-12-02,Inline Liquid Whole Egg,% Change,0.0
2024-12-02,Inline Liquid Whole Egg,2023 Year to date,1007868.0
2024-12-02,Inline Liquid Whole Egg,2024 Year to date,945702.0
2024-12-02,Inline Liquid Whole Egg,Current Week,20998.0
2024-12-02,Inline Liquid Whole Egg,Last Year,20134.0
2024-12-02,Inline Liquid Whole Egg,Prior Week,18295.0
2024-12-02,Liquid White,2023 Year to date,680846.0
2024-12-02,Liquid White,2024 Year to date,670997.0
2024-12-02,Liquid White,Current Week,14383.0
2024-12-02,Liquid White,LY % Change,0.0
2024-12-02,Liquid White,Last Year,12750.0
2024-12-02,Liquid White,PW % Change,0.0
2024-12-02,Liquid White,Previous Month Total,54705.0
2024-12-02,Liquid White,Prior Week,13558.0
2024-12-02,Liquid White,YTD % Change,0.0
2024-12-02,Liquid Whole,2023 Year to date,1813738.0
2024-12-02,Liquid Whole,2024 Year to date,1709277.0
2024-12-02,Liquid Whole,Current Week,37399.0
2024-12-02,Liquid Whole,LY % Change,0.0
2024-12-02,Liquid Whole,Last Year,37028.0
2024-12-02,Liquid Whole,PW % Change,0.0
2024-12-02,Liquid Whole,Previous Month Total,142743.0
2024-12-02,Liquid Whole,Prior Week,32193.0
2024-12-02,Liquid Whole,YTD % Change,0.0
2024-12-02,Liquid Yolk,2023 Year to date,341681.0
2024-12-02,Liquid Yolk,2024 Year to date,344188.0
2024-12-02,Liquid Yolk,Current Week,7055.0
2024-12-02,Liquid Yolk,LY % Change,0.0
2024-12-02,Liquid Yolk,Last Year,6590.0
2024-12-02,Liquid Yolk,PW % Change,0.0
2024-12-02,Liquid Yolk,Previous Month Total,27976.0
2024-12-02,Liquid Yolk,Prior Week,6866.0
2024-12-02,Liquid Yolk,YTD % Change,0.0
2024-12-02,Yield W/O Inedible,2023 Year to date,0.0
2024-12-02,Yield W/O Inedible,2024 Year to date,0.0
2024-12-02,Yield W/O Inedible,Current Week,0.0
2024-12-02,Yield W/O Inedible,Last Year,0.0
2024-12-02,Yield W/O Inedible,Previous Month Total,0.0
2024-12-02,Yield W/O Inedible,Prior Week,0.0
2024-12-02,Yield With Inedible,Previous Month Total,0.0
2024-12-02,Yield with Inedible,2023 Year to date,0.0
2024-12-02,Yield with Inedible,2024 Year to date,0.0
2024-12-02,Yield with Inedible,Current Week,0.0
2024-12-02,Yield with Inedible,Last Year,0.0
2024-12-02,Yield with Inedible,Prior Week,0.0
2024-12-09,Cases Broken,2023 Year to date,75074774.0
2024-12-09,Cases Broken,2024 Year to date,71492580.0
2024-12-09,Cases Broken,Current Week,1366816.0
2024-12-09,Cases Broken,LY % Change,0.0
2024-12-09,Cases Broken,Last Year,1467572.0
2024-12-09,Cases Broken,PW % Change,0.0
2024-12-09,Cases Broken,Previous Month Total,5766144.0
2024-12-09,Cases Broken,Prior Week,1464705.0
2024-12-09,Cases Broken,YTD % Change,0.0
2024-12-09,Dried,2023 Year to date,102148.0
2024-12-09,Dried,2024 Year to date,87141.0
2024-12-09,Dried,Current Week,1442.0
2024-12-09,Dried,LY % Change,0.0
2024-12-09,Dried,Last Year,2286.0
2024-12-09,Dried,PW % Change,0.0
2024-12-09,Dried,Previous Month Total,7639.0
2024-12-09,Dried,Prior Week,2029.0
2024-12-09,Dried,YTD % Change,0.0
2024-12-09,Inedible,2023 Year to date,219086.0
2024-12-09,Inedible,2024 Year to date,215807.0
2024-12-09,Inedible,Current Week,4287.0
2024-12-09,Inedible,LY % Change,0.0
2024-12-09,Inedible,Last Year,4726.0
2024-12-09,Inedible,PW % Change,0.0
2024-12-09,Inedible,Previous Month Total,17490.0
2024-12-09,Inedible,Prior Week,4202.0
2024-12-09,Inedible,YTD % Change,0.0
2024-12-09,Inline % of Total Cases Broken,2023 Year to date,0.0
2024-12-09,Inline % of Total Cases Broken,2024 Year to date,0.0
2024-12-09,Inline % of Total Cases Broken,Current Week,0.0
2024-12-09,Inline % of Total Cases Broken,Last Year,0.0
2024-12-09,Inline % of Total Cases Broken,Prior Week,0.0
2024-12-09,Inline % of Total Liquid Whole Egg,2023 Year to date,0.0
2024-12-09,Inline % of Total Liquid Whole Egg,2024 Year to date,0.0
2024-12-09,Inline % of Total Liquid Whole Egg,Current Week,0.0
2024-12-09,Inline % of Total Liquid Whole Egg,Last Year,0.0
2024-12-09,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2024-12-09,Inline Cases Broken,% Change,0.0
2024-12-09,Inline Cases Broken,2023 Year to date,39211825.0
2024-12-09,Inline Cases Broken,2024 Year to date,37334656.0
2024-12-09,Inline Cases Broken,Current Week,674241.0
2024-12-09,Inline Cases Broken,Last Year,732727.0
2024-12-09,Inline Cases Broken,Prior Week,769249.0
2024-12-09,Inline Liquid Whole Egg,% Change,0.0
2024-12-09,Inline Liquid Whole Egg,2023 Year to date,1026356.0
2024-12-09,Inline Liquid Whole Egg,2024 Year to date,964341.0
2024-12-09,Inline Liquid Whole Egg,Current Week,18639.0
2024-12-09,Inline Liquid Whole Egg,Last Year,18488.0
2024-12-09,Inline Liquid Whole Egg,Prior Week,20998.0
2024-12-09,Liquid White,2023 Year to date,693921.0
2024-12-09,Liquid White,2024 Year to date,683439.0
2024-12-09,Liquid White,Current Week,12442.0
2024-12-09,Liquid White,LY % Change,0.0
2024-12-09,Liquid White,Last Year,13075.0
2024-12-09,Liquid White,PW % Change,0.0
2024-12-09,Liquid White,Previous Month Total,54705.0
2024-12-09,Liquid White,Prior Week,14383.0
2024-12-09,Liquid White,YTD % Change,0.0
2024-12-09,Liquid Whole,2023 Year to date,1850131.0
2024-12-09,Liquid Whole,2024 Year to date,1744687.0
2024-12-09,Liquid Whole,Current Week,35410.0
2024-12-09,Liquid Whole,LY % Change,0.0
2024-12-09,Liquid Whole,Last Year,36392.0
2024-12-09,Liquid Whole,PW % Change,0.0
2024-12-09,Liquid Whole,Previous Month Total,142743.0
2024-12-09,Liquid Whole,Prior Week,37399.0
2024-12-09,Liquid Whole,YTD % Change,0.0
2024-12-09,Liquid Yolk,2023 Year to date,348539.0
2024-12-09,Liquid Yolk,2024 Year to date,350662.0
2024-12-09,Liquid Yolk,Current Week,6474.0
2024-12-09,Liquid Yolk,LY % Change,0.0
2024-12-09,Liquid Yolk,Last Year,6857.0
2024-12-09,Liquid Yolk,PW % Change,0.0
2024-12-09,Liquid Yolk,Previous Month Total,27976.0
2024-12-09,Liquid Yolk,Prior Week,7055.0
2024-12-09,Liquid Yolk,YTD % Change,0.0
2024-12-09,Yield W/O Inedible,2023 Year to date,0.0
2024-12-09,Yield W/O Inedible,2024 Year to date,0.0
2024-12-09,Yield W/O Inedible,Current Week,0.0
2024-12-09,Yield W/O Inedible,Last Year,0.0
2024-12-09,Yield W/O Inedible,Previous Month Total,0.0
2024-12-09,Yield W/O Inedible,Prior Week,0.0
2024-12-09,Yield With Inedible,Previous Month Total,0.0
2024-12-09,Yield with Inedible,2023 Year to date,0.0
2024-12-09,Yield with Inedible,2024 Year to date,0.0
2024-12-09,Yield with Inedible,Current Week,0.0
2024-12-09,Yield with Inedible,Last Year,0.0
2024-12-09,Yield with Inedible,Prior Week,0.0
2024-12-16,Cases Broken,2023 Year to date,76501344.0
2024-12-16,Cases Broken,2024 Year to date,72882663.0
2024-12-16,Cases Broken,Current Week,1390083.0
2024-12-16,Cases Broken,LY % Change,0.0
2024-12-16,Cases Broken,Last Year,1426570.0
2024-12-16,Cases Broken,PW % Change,0.0
2024-12-16,Cases Broken,Previous Month Total,5766144.0
2024-12-16,Cases Broken,Prior Week,1366816.0
2024-12-16,Cases Broken,YTD % Change,0.0
2024-12-16,Dried,2023 Year to date,104552.0
2024-12-16,Dried,2024 Year to date,89277.0
2024-12-16,Dried,Current Week,2136.0
2024-12-16,Dried,LY % Change,0.0
2024-12-16,Dried,Last Year,2404.0
2024-12-16,Dried,PW % Change,0.0
2024-12-16,Dried,Previous Month Total,7639.0
2024-12-16,Dried,Prior Week,1442.0
2024-12-16,Dried,YTD % Change,0.0
2024-12-16,Inedible,2023 Year to date,223126.0
2024-12-16,Inedible,2024 Year to date,219947.0
2024-12-16,Inedible,Current Week,4140.0
2024-12-16,Inedible,LY % Change,0.0
2024-12-16,Inedible,Last Year,4040.0
2024-12-16,Inedible,PW % Change,0.0
2024-12-16,Inedible,Previous Month Total,17490.0
2024-12-16,Inedible,Prior Week,4287.0
2024-12-16,Inedible,YTD % Change,0.0
2024-12-16,Inline % of Total Cases Broken,2023 Year to date,0.0
2024-12-16,Inline % of Total Cases Broken,2024 Year to date,0.0
2024-12-16,Inline % of Total Cases Broken,Current Week,0.0
2024-12-16,Inline % of Total Cases Broken,Last Year,0.0
2024-12-16,Inline % of Total Cases Broken,Prior Week,0.0
2024-12-16,Inline % of Total Liquid Whole Egg,2023 Year to date,0.0
2024-12-16,Inline % of Total Liquid Whole Egg,2024 Year to date,0.0
2024-12-16,Inline % of Total Liquid Whole Egg,Current Week,0.0
2024-12-16,Inline % of Total Liquid Whole Egg,Last Year,0.0
2024-12-16,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2024-12-16,Inline Cases Broken,% Change,0.0
2024-12-16,Inline Cases Broken,2023 Year to date,39931514.0
2024-12-16,Inline Cases Broken,2024 Year to date,38012202.0
2024-12-16,Inline Cases Broken,Current Week,677546.0
2024-12-16,Inline Cases Broken,Last Year,719689.0
2024-12-16,Inline Cases Broken,Prior Week,674241.0
2024-12-16,Inline Liquid Whole Egg,% Change,0.0
2024-12-16,Inline Liquid Whole Egg,2023 Year to date,1046437.0
2024-12-16,Inline Liquid Whole Egg,2024 Year to date,983501.0
2024-12-16,Inline Liquid Whole Egg,Current Week,19161.0
2024-12-16,Inline Liquid Whole Egg,Last Year,20081.0
2024-12-16,Inline Liquid Whole Egg,Prior Week,18639.0
2024-12-16,Liquid White,2023 Year to date,706103.0
2024-12-16,Liquid White,2024 Year to date,695369.0
2024-12-16,Liquid White,Current Week,11930.0
2024-12-16,Liquid White,LY % Change,0.0
2024-12-16,Liquid White,Last Year,12182.0
2024-12-16,Liquid White,PW % Change,0.0
2024-12-16,Liquid White,Previous Month Total,54705.0
2024-12-16,Liquid White,Prior Week,12442.0
2024-12-16,Liquid White,YTD % Change,0.0
2024-12-16,Liquid Whole,2023 Year to date,1886136.0
2024-12-16,Liquid Whole,2024 Year to date,1781500.0
2024-12-16,Liquid Whole,Current Week,36813.0
2024-12-16,Liquid Whole,LY % Change,0.0
2024-12-16,Liquid Whole,Last Year,36005.0
2024-12-16,Liquid Whole,PW % Change,0.0
2024-12-16,Liquid Whole,Previous Month Total,142743.0
2024-12-16,Liquid Whole,Prior Week,35410.0
2024-12-16,Liquid Whole,YTD % Change,0.0
2024-12-16,Liquid Yolk,2023 Year to date,355192.0
2024-12-16,Liquid Yolk,2024 Year to date,356812.0
2024-12-16,Liquid Yolk,Current Week,6150.0
2024-12-16,Liquid Yolk,LY % Change,0.0
2024-12-16,Liquid Yolk,Last Year,6653.0
2024-12-16,Liquid Yolk,PW % Change,0.0
2024-12-16,Liquid Yolk,Previous Month Total,27976.0
2024-12-16,Liquid Yolk,Prior Week,6474.0
2024-12-16,Liquid Yolk,YTD % Change,0.0
2024-12-16,Yield W/O Inedible,2023 Year to date,0.0
2024-12-16,Yield W/O Inedible,2024 Year to date,0.0
2024-12-16,Yield W/O Inedible,Current Week,0.0
2024-12-16,Yield W/O Inedible,Last Year,0.0
2024-12-16,Yield W/O Inedible,Previous Month Total,0.0
2024-12-16,Yield W/O Inedible,Prior Week,0.0
2024-12-16,Yield With Inedible,Previous Month Total,0.0
2024-12-16,Yield with Inedible,2023 Year to date,0.0
2024-12-16,Yield with Inedible,2024 Year to date,0.0
2024-12-16,Yield with Inedible,Current Week,0.0
2024-12-16,Yield with Inedible,Last Year,0.0
2024-12-16,Yield with Inedible,Prior Week,0.0
2024-12-23,Cases Broken,2023 Year to date,77842100.0
2024-12-23,Cases Broken,2024 Year to date,74047773.0
2024-12-23,Cases Broken,Current Week,1165110.0
2024-12-23,Cases Broken,LY % Change,0.0
2024-12-23,Cases Broken,Last Year,1340756.0
2024-12-23,Cases Broken,PW % Change,0.0
2024-12-23,Cases Broken,Previous Month Total,5766144.0
2024-12-23,Cases Broken,Prior Week,1390083.0
2024-12-23,Cases Broken,YTD % Change,0.0
2024-12-23,Dried,2023 Year to date,106836.0
2024-12-23,Dried,2024 Year to date,91192.0
2024-12-23,Dried,Current Week,1914.0
2024-12-23,Dried,LY % Change,0.0
2024-12-23,Dried,Last Year,2283.0
2024-12-23,Dried,PW % Change,0.0
2024-12-23,Dried,Previous Month Total,7639.0
2024-12-23,Dried,Prior Week,2136.0
2024-12-23,Dried,YTD % Change,0.0
2024-12-23,Inedible,2023 Year to date,226855.0
2024-12-23,Inedible,2024 Year to date,223507.0
2024-12-23,Inedible,Current Week,3560.0
2024-12-23,Inedible,LY % Change,0.0
2024-12-23,Inedible,Last Year,3729.0
2024-12-23,Inedible,PW % Change,0.0
2024-12-23,Inedible,Previous Month Total,17490.0
2024-12-23,Inedible,Prior Week,4140.0
2024-12-23,Inedible,YTD % Change,0.0
2024-12-23,Inline % of Total Cases Broken,2023 Year to date,0.0
2024-12-23,Inline % of Total Cases Broken,2024 Year to date,0.0
2024-12-23,Inline % of Total Cases Broken,Current Week,0.0
2024-12-23,Inline % of Total Cases Broken,Last Year,0.0
2024-12-23,Inline % of Total Cases Broken,Prior Week,0.0
2024-12-23,Inline % of Total Liquid Whole Egg,2023 Year to date,0.0
2024-12-23,Inline % of Total Liquid Whole Egg,2024 Year to date,0.0
2024-12-23,Inline % of Total Liquid Whole Egg,Current Week,0.0
2024-12-23,Inline % of Total Liquid Whole Egg,Last Year,0.0
2024-12-23,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2024-12-23,Inline Cases Broken,% Change,0.0
2024-12-23,Inline Cases Broken,2023 Year to date,40654931.0
2024-12-23,Inline Cases Broken,2024 Year to date,38683675.0
2024-12-23,Inline Cases Broken,Current Week,671473.0
2024-12-23,Inline Cases Broken,Last Year,723417.0
2024-12-23,Inline Cases Broken,Prior Week,677546.0
2024-12-23,Inline Liquid Whole Egg,% Change,0.0
2024-12-23,Inline Liquid Whole Egg,2023 Year to date,1064370.0
2024-12-23,Inline Liquid Whole Egg,2024 Year to date,1001503.0
2024-12-23,Inline Liquid Whole Egg,Current Week,18001.0
2024-12-23,Inline Liquid Whole Egg,Last Year,17933.0
2024-12-23,Inline Liquid Whole Egg,Prior Week,19161.0
2024-12-23,Liquid White,2023 Year to date,719056.0
2024-12-23,Liquid White,2024 Year to date,705436.0
2024-12-23,Liquid White,Current Week,10066.0
2024-12-23,Liquid White,LY % Change,0.0
2024-12-23,Liquid White,Last Year,12952.0
2024-12-23,Liquid White,PW % Change,0.0
2024-12-23,Liquid White,Previous Month Total,54705.0
2024-12-23,Liquid White,Prior Week,11930.0
2024-12-23,Liquid White,YTD % Change,0.0
2024-12-23,Liquid Whole,2023 Year to date,1917805.0
2024-12-23,Liquid Whole,2024 Year to date,1811426.0
2024-12-23,Liquid Whole,Current Week,29926.0
2024-12-23,Liquid Whole,LY % Change,0.0
2024-12-23,Liquid Whole,Last Year,31669.0
2024-12-23,Liquid Whole,PW % Change,0.0
2024-12-23,Liquid Whole,Previous Month Total,142743.0
2024-12-23,Liquid Whole,Prior Week,36813.0
2024-12-23,Liquid Whole,YTD % Change,0.0
2024-12-23,Liquid Yolk,2023 Year to date,362451.0
2024-12-23,Liquid Yolk,2024 Year to date,362030.0
2024-12-23,Liquid Yolk,Current Week,5218.0
2024-12-23,Liquid Yolk,LY % Change,0.0
2024-12-23,Liquid Yolk,Last Year,7259.0
2024-12-23,Liquid Yolk,PW % Change,0.0
2024-12-23,Liquid Yolk,Previous Month Total,27976.0
2024-12-23,Liquid Yolk,Prior Week,6150.0
2024-12-23,Liquid Yolk,YTD % Change,0.0
2024-12-23,Yield W/O Inedible,2023 Year to date,0.0
2024-12-23,Yield W/O Inedible,2024 Year to date,0.0
2024-12-23,Yield W/O Inedible,Current Week,0.0
2024-12-23,Yield W/O Inedible,Last Year,0.0
2024-12-23,Yield W/O Inedible,Previous Month Total,0.0
2024-12-23,Yield W/O Inedible,Prior Week,0.0
2024-12-23,Yield With Inedible,Previous Month Total,0.0
2024-12-23,Yield with Inedible,2023 Year to date,0.0
2024-12-23,Yield with Inedible,2024 Year to date,0.0
2024-12-23,Yield with Inedible,Current Week,0.0
2024-12-23,Yield with Inedible,Last Year,0.0
2024-12-23,Yield with Inedible,Prior Week,0.0
2024-12-30,Cases Broken,2024 Year to date,1389839.0
2024-12-30,Cases Broken,2025 Year to date,1238815.0
2024-12-30,Cases Broken,Current Week,1238815.0
2024-12-30,Cases Broken,LY % Change,0.0
2024-12-30,Cases Broken,Last Year,1389839.0
2024-12-30,Cases Broken,PW % Change,0.0
2024-12-30,Cases Broken,Previous Month Total,5386714.0
2024-12-30,Cases Broken,Prior Week,1165110.0
2024-12-30,Cases Broken,YTD % Change,0.0
2024-12-30,Dried,2024 Year to date,1861.0
2024-12-30,Dried,2025 Year to date,1820.0
2024-12-30,Dried,Current Week,1820.0
2024-12-30,Dried,LY % Change,0.0
2024-12-30,Dried,Last Year,1861.0
2024-12-30,Dried,PW % Change,0.0
2024-12-30,Dried,Previous Month Total,7521.0
2024-12-30,Dried,Prior Week,1914.0
2024-12-30,Dried,YTD % Change,0.0
2024-12-30,Inedible,2024 Year to date,4103.0
2024-12-30,Inedible,2025 Year to date,4138.0
2024-12-30,Inedible,Current Week,4138.0
2024-12-30,Inedible,LY % Change,0.0
2024-12-30,Inedible,Last Year,4103.0
2024-12-30,Inedible,PW % Change,0.0
2024-12-30,Inedible,Previous Month Total,16189.0
2024-12-30,Inedible,Prior Week,3560.0
2024-12-30,Inedible,YTD % Change,0.0
2024-12-30,Inline % of Total Cases Broken,2024 Year to date,0.0
2024-12-30,Inline % of Total Cases Broken,2025 Year to date,0.0
2024-12-30,Inline % of Total Cases Broken,Current Week,0.0
2024-12-30,Inline % of Total Cases Broken,Last Year,0.0
2024-12-30,Inline % of Total Cases Broken,Prior Week,0.0
2024-12-30,Inline % of Total Liquid Whole Egg,2024 Year to date,0.0
2024-12-30,Inline % of Total Liquid Whole Egg,2025 Year to date,0.0
2024-12-30,Inline % of Total Liquid Whole Egg,Current Week,0.0
2024-12-30,Inline % of Total Liquid Whole Egg,Last Year,0.0
2024-12-30,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2024-12-30,Inline Cases Broken,% Change,0.0
2024-12-30,Inline Cases Broken,2024 Year to date,745146.0
2024-12-30,Inline Cases Broken,2025 Year to date,674921.0
2024-12-30,Inline Cases Broken,Current Week,674921.0
2024-12-30,Inline Cases Broken,Last Year,745146.0
2024-12-30,Inline Cases Broken,Prior Week,671473.0
2024-12-30,Inline Liquid Whole Egg,% Change,0.0
2024-12-30,Inline Liquid Whole Egg,2024 Year to date,20004.0
2024-12-30,Inline Liquid Whole Egg,2025 Year to date,18180.0
2024-12-30,Inline Liquid Whole Egg,Current Week,18180.0
2024-12-30,Inline Liquid Whole Egg,Last Year,20004.0
2024-12-30,Inline Liquid Whole Egg,Prior Week,18001.0
2024-12-30,Liquid White,2024 Year to date,12200.0
2024-12-30,Liquid White,2025 Year to date,11398.0
2024-12-30,Liquid White,Current Week,11398.0
2024-12-30,Liquid White,LY % Change,0.0
2024-12-30,Liquid White,Last Year,12200.0
2024-12-30,Liquid White,PW % Change,0.0
2024-12-30,Liquid White,Previous Month Total,48822.0
2024-12-30,Liquid White,Prior Week,10066.0
2024-12-30,Liquid White,YTD % Change,0.0
2024-12-30,Liquid Whole,2024 Year to date,34664.0
2024-12-30,Liquid Whole,2025 Year to date,31095.0
2024-12-30,Liquid Whole,Current Week,31095.0
2024-12-30,Liquid Whole,LY % Change,0.0
2024-12-30,Liquid Whole,Last Year,34664.0
2024-12-30,Liquid Whole,PW % Change,0.0
2024-12-30,Liquid Whole,Previous Month Total,139547.0
2024-12-30,Liquid Whole,Prior Week,29926.0
2024-12-30,Liquid Whole,YTD % Change,0.0
2024-12-30,Liquid Yolk,2024 Year to date,6290.0
2024-12-30,Liquid Yolk,2025 Year to date,5929.0
2024-12-30,Liquid Yolk,Current Week,5929.0
2024-12-30,Liquid Yolk,LY % Change,0.0
2024-12-30,Liquid Yolk,Last Year,6290.0
2024-12-30,Liquid Yolk,PW % Change,0.0
2024-12-30,Liquid Yolk,Previous Month Total,24897.0
2024-12-30,Liquid Yolk,Prior Week,5218.0
2024-12-30,Liquid Yolk,YTD % Change,0.0
2024-12-30,Yield W/O Inedible,2024 Year to date,0.0
2024-12-30,Yield W/O Inedible,2025 Year to date,0.0
2024-12-30,Yield W/O Inedible,Current Week,0.0
2024-12-30,Yield W/O Inedible,Last Year,0.0
2024-12-30,Yield W/O Inedible,Previous Month Total,0.0
2024-12-30,Yield W/O Inedible,Prior Week,0.0
2024-12-30,Yield With Inedible,Previous Month Total,0.0
2024-12-30,Yield with Inedible,2024 Year to date,0.0
2024-12-30,Yield with Inedible,2025 Year to date,0.0
2024-12-30,Yield with Inedible,Current Week,0.0
2024-12-30,Yield with Inedible,Last Year,0.0
2024-12-30,Yield with Inedible,Prior Week,0.0
2025-01-06,Cases Broken,2024 Year to date,2819579.0
2025-01-06,Cases Broken,2025 Year to date,2566587.0
2025-01-06,Cases Broken,Current Week,1327772.0
2025-01-06,Cases Broken,LY % Change,0.0
2025-01-06,Cases Broken,Last Year,1429740.0
2025-01-06,Cases Broken,PW % Change,0.0
2025-01-06,Cases Broken,Previous Month Total,5386714.0
2025-01-06,Cases Broken,Prior Week,1238815.0
2025-01-06,Cases Broken,YTD % Change,0.0
2025-01-06,Dried,2024 Year to date,3566.0
2025-01-06,Dried,2025 Year to date,3514.0
2025-01-06,Dried,Current Week,1694.0
2025-01-06,Dried,LY % Change,0.0
2025-01-06,Dried,Last Year,1705.0
2025-01-06,Dried,PW % Change,0.0
2025-01-06,Dried,Previous Month Total,7521.0
2025-01-06,Dried,Prior Week,1820.0
2025-01-06,Dried,YTD % Change,0.0
2025-01-06,Inedible,2024 Year to date,8297.0
2025-01-06,Inedible,2025 Year to date,8594.0
2025-01-06,Inedible,Current Week,4457.0
2025-01-06,Inedible,LY % Change,0.0
2025-01-06,Inedible,Last Year,4194.0
2025-01-06,Inedible,PW % Change,0.0
2025-01-06,Inedible,Previous Month Total,16189.0
2025-01-06,Inedible,Prior Week,4138.0
2025-01-06,Inedible,YTD % Change,0.0
2025-01-06,Inline % of Total Cases Broken,2024 Year to date,0.0
2025-01-06,Inline % of Total Cases Broken,2025 Year to date,0.0
2025-01-06,Inline % of Total Cases Broken,Current Week,0.0
2025-01-06,Inline % of Total Cases Broken,Last Year,0.0
2025-01-06,Inline % of Total Cases Broken,Prior Week,0.0
2025-01-06,Inline % of Total Liquid Whole Egg,2024 Year to date,0.0
2025-01-06,Inline % of Total Liquid Whole Egg,2025 Year to date,0.0
2025-01-06,Inline % of Total Liquid Whole Egg,Current Week,0.0
2025-01-06,Inline % of Total Liquid Whole Egg,Last Year,0.0
2025-01-06,Inline % of Total Liquid Whole Egg,Prior Week,0.0
2025-01-06,Inline Cases Broken,% Change,0.0
2025-01-06,Inline Cases Broken,2024 Year to date,1483990.0
2025-01-06,Inline Cases Broken,2025 Year to date,1383240.0
2025-01-06,Inline Cases Broken,Current Week,708319.0
2025-01-06,Inline Cases Broken,Last Year,738844.0
2025-01-06,Inline Cases Broken,Prior Week,674921.0
2025-01-06,Inline Liquid Whole Egg,% Change,0.0
2025-01-06,Inline Liquid Whole Egg,2024 Year to date,38930.0
2025-01-06,Inline Liquid Whole Egg,2025 Year to date,37974.0
2025-01-06,Inline Liquid Whole Egg,Current Week,19794.0
2025-01-06,Inline Liquid Whole Egg,Last Year,18926.0
2025-01-06,Inline Liquid Whole Egg,Prior Week,18180.0
2025-01-06,Liquid White,2024 Year to date,25799.0
2025-01-06,Liquid White,2025 Year to date,23098.0
2025-01-06,Liquid White,Current Week,11699.0
2025-01-06,Liquid White,LY % Change,0.0
