year,reference_period,class,value,unit,agg_level,state_alpha
2013,JUN,ALL CLASSES,174700000.0,EGGS,STATE,FL
2013,JUN,TABLE,170000000.0,EGGS,STATE,FL
2013,JUN,ALL CLASSES,373600000.0,EGGS,STATE,GA
2013,JUN,TABLE,201500000.0,EGGS,STATE,GA
2013,JUN,ALL CLASSES,1321500000.0,EGGS,STATE,IA
2013,JUN,TABLE,1306200000.0,EGGS,STATE,IA
2013,JUN,ALL CLASSES,91100000.0,EGGS,STATE,IL
2013,JUN,TABLE,86500000.0,EGGS,STATE,IL
2013,JUN,ALL CLASSES,608900000.0,EGGS,STATE,IN
2013,JUN,TABLE,589600000.0,EGGS,STATE,IN
2013,JUN,ALL CLASSES,52600000.0,EGGS,STATE,MD
2013,JUN,TABLE,51200000.0,EGGS,STATE,MD
2013,JUN,ALL CLASSES,81000000.0,EGGS,STATE,ME
2013,JUN,TABLE,,EGGS,STATE,ME
2013,JUN,ALL CLASSES,305600000.0,EGGS,STATE,MI
2013,JUN,TABLE,,EGGS,STATE,MI
2013,JUN,ALL CLASSES,237600000.0,EGGS,STATE,MN
2013,JUN,TABLE,230600000.0,EGGS,STATE,MN
2013,JUN,ALL CLASSES,207900000.0,EGGS,STATE,MO
2013,JUN,TABLE,,EGGS,STATE,MO
2013,JUN,ALL CLASSES,114900000.0,EGGS,STATE,MS
2013,JUN,TABLE,36600000.0,EGGS,STATE,MS
2013,JUN,ALL CLASSES,264900000.0,EGGS,STATE,NC
2013,JUN,TABLE,132400000.0,EGGS,STATE,NC
2013,JUN,ALL CLASSES,226400000.0,EGGS,STATE,NE
2013,JUN,TABLE,226400000.0,EGGS,STATE,NE
2013,JUN,ALL CLASSES,110900000.0,EGGS,STATE,NY
2013,JUN,TABLE,,EGGS,STATE,NY
2013,JUN,ALL CLASSES,715600000.0,EGGS,STATE,OH
2013,JUN,TABLE,,EGGS,STATE,OH
2013,JUN,ALL CLASSES,60200000.0,EGGS,STATE,OR
2013,JUN,TABLE,59400000.0,EGGS,STATE,OR
2013,JUN,ALL CLASSES,599100000.0,EGGS,STATE,OT
2013,JUN,TABLE,473100000.0,EGGS,STATE,OT
2013,JUN,ALL CLASSES,606800000.0,EGGS,STATE,PA
2013,JUN,TABLE,582600000.0,EGGS,STATE,PA
2013,JUN,ALL CLASSES,95200000.0,EGGS,STATE,SC
2013,JUN,TABLE,72800000.0,EGGS,STATE,SC
2013,JUN,ALL CLASSES,71400000.0,EGGS,STATE,SD
2013,JUN,TABLE,71400000.0,EGGS,STATE,SD
2013,JUN,ALL CLASSES,415800000.0,EGGS,STATE,TX
2013,JUN,TABLE,,EGGS,STATE,TX
2013,JUN,ALL CLASSES,94500000.0,EGGS,STATE,UT
2013,JUN,TABLE,94500000.0,EGGS,STATE,UT
2013,JUN,ALL CLASSES,57400000.0,EGGS,STATE,VA
2013,JUN,TABLE,25700000.0,EGGS,STATE,VA
2013,JUN,ALL CLASSES,156200000.0,EGGS,STATE,WA
2013,JUN,TABLE,,EGGS,STATE,WA
2013,JUN,ALL CLASSES,120500000.0,EGGS,STATE,WI
2013,JUN,TABLE,,EGGS,STATE,WI
2013,MAR,ALL CLASSES,8340500000.0,EGGS,NATIONAL,
2013,MAR,TABLE,7250600000.0,EGGS,NATIONAL,
2013,MAR,"HATCHING, BROILER TYPE",1002200000.0,EGGS,NATIONAL,
2013,MAR,EDIBLE PRODUCT,226140000.0,LB,NATIONAL,
2013,MAR,"EDIBLE PRODUCT, WHOLE",140935000.0,LB,NATIONAL,
2013,MAR,"EDIBLE PRODUCT, WHITE",56287000.0,LB,NATIONAL,
2013,MAR,"EDIBLE PRODUCT, YOLK",28918000.0,LB,NATIONAL,
2013,MAR,ALL CLASSES,196300000.0,EGGS,STATE,AL
2013,MAR,TABLE,40000000.0,EGGS,STATE,AL
2013,MAR,ALL CLASSES,254200000.0,EGGS,STATE,AR
2013,MAR,TABLE,94900000.0,EGGS,STATE,AR
2013,MAR,ALL CLASSES,438000000.0,EGGS,STATE,CA
2013,MAR,TABLE,,EGGS,STATE,CA
2013,MAR,ALL CLASSES,100100000.0,EGGS,STATE,CO
2013,MAR,TABLE,,EGGS,STATE,CO
2013,MAR,ALL CLASSES,56000000.0,EGGS,STATE,CT
2013,MAR,TABLE,,EGGS,STATE,CT
2013,MAR,ALL CLASSES,189400000.0,EGGS,STATE,FL
2013,MAR,TABLE,184600000.0,EGGS,STATE,FL
2013,MAR,ALL CLASSES,388900000.0,EGGS,STATE,GA
2013,MAR,TABLE,216700000.0,EGGS,STATE,GA
2013,MAR,ALL CLASSES,1385300000.0,EGGS,STATE,IA
2013,MAR,TABLE,1367300000.0,EGGS,STATE,IA
2013,MAR,ALL CLASSES,100300000.0,EGGS,STATE,IL
2013,MAR,TABLE,95700000.0,EGGS,STATE,IL
2013,MAR,ALL CLASSES,619900000.0,EGGS,STATE,IN
2013,MAR,TABLE,603300000.0,EGGS,STATE,IN
2013,MAR,ALL CLASSES,56100000.0,EGGS,STATE,MD
2013,MAR,TABLE,54900000.0,EGGS,STATE,MD
2013,MAR,ALL CLASSES,87000000.0,EGGS,STATE,ME
2013,MAR,TABLE,,EGGS,STATE,ME
2013,MAR,ALL CLASSES,333000000.0,EGGS,STATE,MI
2013,MAR,TABLE,,EGGS,STATE,MI
2013,MAR,ALL CLASSES,242700000.0,EGGS,STATE,MN
2013,MAR,TABLE,235500000.0,EGGS,STATE,MN
2013,MAR,ALL CLASSES,215500000.0,EGGS,STATE,MO
2013,MAR,TABLE,,EGGS,STATE,MO
2013,MAR,ALL CLASSES,117600000.0,EGGS,STATE,MS
2013,MAR,TABLE,37800000.0,EGGS,STATE,MS
2013,MAR,ALL CLASSES,262800000.0,EGGS,STATE,NC
2013,MAR,TABLE,129300000.0,EGGS,STATE,NC
2013,MAR,ALL CLASSES,237300000.0,EGGS,STATE,NE
2013,MAR,TABLE,237300000.0,EGGS,STATE,NE
2013,MAR,ALL CLASSES,126500000.0,EGGS,STATE,NY
2013,MAR,TABLE,,EGGS,STATE,NY
2013,MAR,ALL CLASSES,712000000.0,EGGS,STATE,OH
2013,MAR,TABLE,,EGGS,STATE,OH
2013,MAR,ALL CLASSES,57000000.0,EGGS,STATE,OR
2013,MAR,TABLE,55300000.0,EGGS,STATE,OR
2013,MAR,ALL CLASSES,621500000.0,EGGS,STATE,OT
2013,MAR,TABLE,492000000.0,EGGS,STATE,OT
2013,MAR,ALL CLASSES,645000000.0,EGGS,STATE,PA
2013,MAR,TABLE,617900000.0,EGGS,STATE,PA
2013,MAR,ALL CLASSES,95800000.0,EGGS,STATE,SC
2013,MAR,TABLE,73500000.0,EGGS,STATE,SC
2013,MAR,ALL CLASSES,67800000.0,EGGS,STATE,SD
2013,MAR,TABLE,67800000.0,EGGS,STATE,SD
2013,MAR,ALL CLASSES,427000000.0,EGGS,STATE,TX
2013,MAR,TABLE,,EGGS,STATE,TX
2013,MAR,ALL CLASSES,87400000.0,EGGS,STATE,UT
2013,MAR,TABLE,87400000.0,EGGS,STATE,UT
2013,MAR,ALL CLASSES,58500000.0,EGGS,STATE,VA
2013,MAR,TABLE,27400000.0,EGGS,STATE,VA
2013,MAR,ALL CLASSES,174300000.0,EGGS,STATE,WA
2013,MAR,TABLE,,EGGS,STATE,WA
2013,MAR,ALL CLASSES,130300000.0,EGGS,STATE,WI
2013,MAR,TABLE,,EGGS,STATE,WI
2013,MARKETING YEAR,ALL CLASSES,98481200000.0,EGGS,NATIONAL,
2013,MARKETING YEAR,TABLE,85701500000.0,EGGS,NATIONAL,
2013,MARKETING YEAR,ALL CLASSES,2205900000.0,EGGS,STATE,AL
2013,MARKETING YEAR,TABLE,423200000.0,EGGS,STATE,AL
2013,MARKETING YEAR,ALL CLASSES,2999500000.0,EGGS,STATE,AR
2013,MARKETING YEAR,TABLE,1100700000.0,EGGS,STATE,AR
2013,MARKETING YEAR,ALL CLASSES,5047800000.0,EGGS,STATE,CA
2013,MARKETING YEAR,TABLE,,EGGS,STATE,CA
2013,MARKETING YEAR,ALL CLASSES,1288900000.0,EGGS,STATE,CO
2013,MARKETING YEAR,TABLE,,EGGS,STATE,CO
2013,MARKETING YEAR,ALL CLASSES,668000000.0,EGGS,STATE,CT
2013,MARKETING YEAR,TABLE,,EGGS,STATE,CT
2013,MARKETING YEAR,ALL CLASSES,2195100000.0,EGGS,STATE,FL
2013,MARKETING YEAR,TABLE,2140900000.0,EGGS,STATE,FL
2013,MARKETING YEAR,ALL CLASSES,4556500000.0,EGGS,STATE,GA
2013,MARKETING YEAR,TABLE,2520700000.0,EGGS,STATE,GA
2013,MARKETING YEAR,ALL CLASSES,16155100000.0,EGGS,STATE,IA
2013,MARKETING YEAR,TABLE,15960800000.0,EGGS,STATE,IA
2013,MARKETING YEAR,ALL CLASSES,1213900000.0,EGGS,STATE,IL
2013,MARKETING YEAR,TABLE,1157500000.0,EGGS,STATE,IL
2013,MARKETING YEAR,ALL CLASSES,7381900000.0,EGGS,STATE,IN
2013,MARKETING YEAR,TABLE,7170300000.0,EGGS,STATE,IN
2013,MARKETING YEAR,ALL CLASSES,1143400000.0,EGGS,STATE,KY
2013,MARKETING YEAR,TABLE,,EGGS,STATE,KY
2013,MARKETING YEAR,ALL CLASSES,530400000.0,EGGS,STATE,LA
2013,MARKETING YEAR,TABLE,,EGGS,STATE,LA
2013,MARKETING YEAR,ALL CLASSES,48900000.0,EGGS,STATE,MA
2013,MARKETING YEAR,TABLE,,EGGS,STATE,MA
2013,MARKETING YEAR,ALL CLASSES,686200000.0,EGGS,STATE,MD
2013,MARKETING YEAR,TABLE,669900000.0,EGGS,STATE,MD
2013,MARKETING YEAR,ALL CLASSES,989000000.0,EGGS,STATE,ME
2013,MARKETING YEAR,TABLE,,EGGS,STATE,ME
2013,MARKETING YEAR,ALL CLASSES,3815800000.0,EGGS,STATE,MI
2013,MARKETING YEAR,TABLE,,EGGS,STATE,MI
2013,MARKETING YEAR,ALL CLASSES,2903700000.0,EGGS,STATE,MN
2013,MARKETING YEAR,TABLE,2819800000.0,EGGS,STATE,MN
2013,MARKETING YEAR,ALL CLASSES,2654100000.0,EGGS,STATE,MO
2013,MARKETING YEAR,TABLE,,EGGS,STATE,MO
2013,MARKETING YEAR,ALL CLASSES,1391700000.0,EGGS,STATE,MS
2013,MARKETING YEAR,TABLE,447500000.0,EGGS,STATE,MS
2013,MARKETING YEAR,ALL CLASSES,142200000.0,EGGS,STATE,MT
2013,MARKETING YEAR,TABLE,,EGGS,STATE,MT
2013,MARKETING YEAR,ALL CLASSES,3182300000.0,EGGS,STATE,NC
2013,MARKETING YEAR,TABLE,1622400000.0,EGGS,STATE,NC
2013,MARKETING YEAR,ALL CLASSES,2775700000.0,EGGS,STATE,NE
2013,MARKETING YEAR,TABLE,2775700000.0,EGGS,STATE,NE
2013,MARKETING YEAR,ALL CLASSES,1415300000.0,EGGS,STATE,NY
2013,MARKETING YEAR,TABLE,,EGGS,STATE,NY
2013,MARKETING YEAR,ALL CLASSES,8743300000.0,EGGS,STATE,OH
2013,MARKETING YEAR,TABLE,,EGGS,STATE,OH
2013,MARKETING YEAR,ALL CLASSES,741000000.0,EGGS,STATE,OK
2013,MARKETING YEAR,TABLE,,EGGS,STATE,OK
2013,MARKETING YEAR,ALL CLASSES,716700000.0,EGGS,STATE,OR
2013,MARKETING YEAR,TABLE,703100000.0,EGGS,STATE,OR
2013,MARKETING YEAR,ALL CLASSES,4069500000.0,EGGS,STATE,OT
2013,MARKETING YEAR,ALL CLASSES,7515200000.0,EGGS,STATE,PA
2013,MARKETING YEAR,TABLE,7207100000.0,EGGS,STATE,PA
2013,MARKETING YEAR,ALL CLASSES,1137200000.0,EGGS,STATE,SC
2013,MARKETING YEAR,TABLE,875600000.0,EGGS,STATE,SC
2013,MARKETING YEAR,ALL CLASSES,813400000.0,EGGS,STATE,SD
2013,MARKETING YEAR,TABLE,813400000.0,EGGS,STATE,SD
2013,MARKETING YEAR,ALL CLASSES,329800000.0,EGGS,STATE,TN
2013,MARKETING YEAR,TABLE,,EGGS,STATE,TN
2013,MARKETING YEAR,ALL CLASSES,5094900000.0,EGGS,STATE,TX
2013,MARKETING YEAR,TABLE,,EGGS,STATE,TX
2013,MARKETING YEAR,ALL CLASSES,1082600000.0,EGGS,STATE,UT
2013,MARKETING YEAR,TABLE,1082600000.0,EGGS,STATE,UT
2013,MARKETING YEAR,ALL CLASSES,718900000.0,EGGS,STATE,VA
2013,MARKETING YEAR,TABLE,352500000.0,EGGS,STATE,VA
2013,MARKETING YEAR,ALL CLASSES,47300000.0,EGGS,STATE,VT
2013,MARKETING YEAR,TABLE,,EGGS,STATE,VT
2013,MARKETING YEAR,ALL CLASSES,1964600000.0,EGGS,STATE,WA
2013,MARKETING YEAR,TABLE,,EGGS,STATE,WA
2013,MARKETING YEAR,ALL CLASSES,1529400000.0,EGGS,STATE,WI
2013,MARKETING YEAR,TABLE,,EGGS,STATE,WI
2013,MARKETING YEAR,ALL CLASSES,243100000.0,EGGS,STATE,WV
2013,MARKETING YEAR,TABLE,,EGGS,STATE,WV
2013,MAY,ALL CLASSES,8309000000.0,EGGS,NATIONAL,
2013,MAY,TABLE,7198500000.0,EGGS,NATIONAL,
2013,MAY,"HATCHING, BROILER TYPE",1024200000.0,EGGS,NATIONAL,
2013,MAY,EDIBLE PRODUCT,227682000.0,LB,NATIONAL,
2013,MAY,"EDIBLE PRODUCT, WHOLE",131321000.0,LB,NATIONAL,
2013,MAY,"EDIBLE PRODUCT, WHITE",63777000.0,LB,NATIONAL,
2013,MAY,"EDIBLE PRODUCT, YOLK",32584000.0,LB,NATIONAL,
2013,MAY,ALL CLASSES,190900000.0,EGGS,STATE,AL
2013,MAY,TABLE,34200000.0,EGGS,STATE,AL
2013,MAY,ALL CLASSES,259900000.0,EGGS,STATE,AR
2013,MAY,TABLE,91900000.0,EGGS,STATE,AR
2013,MAY,ALL CLASSES,424800000.0,EGGS,STATE,CA
2013,MAY,TABLE,,EGGS,STATE,CA
2013,MAY,ALL CLASSES,105300000.0,EGGS,STATE,CO
2013,MAY,TABLE,,EGGS,STATE,CO
2013,MAY,ALL CLASSES,58000000.0,EGGS,STATE,CT
2013,MAY,TABLE,,EGGS,STATE,CT
2013,MAY,ALL CLASSES,180000000.0,EGGS,STATE,FL
2013,MAY,TABLE,175300000.0,EGGS,STATE,FL
2013,MAY,ALL CLASSES,385100000.0,EGGS,STATE,GA
2013,MAY,TABLE,207500000.0,EGGS,STATE,GA
2013,MAY,ALL CLASSES,1381200000.0,EGGS,STATE,IA
2013,MAY,TABLE,1363000000.0,EGGS,STATE,IA
2013,MAY,ALL CLASSES,93700000.0,EGGS,STATE,IL
2013,MAY,TABLE,89100000.0,EGGS,STATE,IL
2013,MAY,ALL CLASSES,629800000.0,EGGS,STATE,IN
2013,MAY,TABLE,610000000.0,EGGS,STATE,IN
2013,MAY,ALL CLASSES,55000000.0,EGGS,STATE,MD
2013,MAY,TABLE,53600000.0,EGGS,STATE,MD
2013,MAY,ALL CLASSES,85000000.0,EGGS,STATE,ME
2013,MAY,TABLE,,EGGS,STATE,ME
2013,MAY,ALL CLASSES,316000000.0,EGGS,STATE,MI
2013,MAY,TABLE,,EGGS,STATE,MI
2013,MAY,ALL CLASSES,246200000.0,EGGS,STATE,MN
2013,MAY,TABLE,239200000.0,EGGS,STATE,MN
2013,MAY,ALL CLASSES,219100000.0,EGGS,STATE,MO
2013,MAY,TABLE,,EGGS,STATE,MO
2013,MAY,ALL CLASSES,120900000.0,EGGS,STATE,MS
2013,MAY,TABLE,37800000.0,EGGS,STATE,MS
2013,MAY,ALL CLASSES,267000000.0,EGGS,STATE,NC
2013,MAY,TABLE,133700000.0,EGGS,STATE,NC
2013,MAY,ALL CLASSES,232300000.0,EGGS,STATE,NE
2013,MAY,TABLE,232300000.0,EGGS,STATE,NE
2013,MAY,ALL CLASSES,112600000.0,EGGS,STATE,NY
2013,MAY,TABLE,,EGGS,STATE,NY
2013,MAY,ALL CLASSES,734100000.0,EGGS,STATE,OH
2013,MAY,TABLE,,EGGS,STATE,OH
2013,MAY,ALL CLASSES,62900000.0,EGGS,STATE,OR
2013,MAY,TABLE,61600000.0,EGGS,STATE,OR
2013,MAY,ALL CLASSES,620900000.0,EGGS,STATE,OT
2013,MAY,TABLE,490700000.0,EGGS,STATE,OT
2013,MAY,ALL CLASSES,637300000.0,EGGS,STATE,PA
2013,MAY,TABLE,612500000.0,EGGS,STATE,PA
2013,MAY,ALL CLASSES,98900000.0,EGGS,STATE,SC
2013,MAY,TABLE,76200000.0,EGGS,STATE,SC
2013,MAY,ALL CLASSES,69000000.0,EGGS,STATE,SD
2013,MAY,TABLE,69000000.0,EGGS,STATE,SD
2013,MAY,ALL CLASSES,428600000.0,EGGS,STATE,TX
2013,MAY,TABLE,,EGGS,STATE,TX
2013,MAY,ALL CLASSES,88900000.0,EGGS,STATE,UT
2013,MAY,TABLE,88900000.0,EGGS,STATE,UT
2013,MAY,ALL CLASSES,61700000.0,EGGS,STATE,VA
2013,MAY,TABLE,29800000.0,EGGS,STATE,VA
2013,MAY,ALL CLASSES,167400000.0,EGGS,STATE,WA
2013,MAY,TABLE,,EGGS,STATE,WA
2013,MAY,ALL CLASSES,119500000.0,EGGS,STATE,WI
2013,MAY,TABLE,,EGGS,STATE,WI
2013,NOV,ALL CLASSES,8339300000.0,EGGS,NATIONAL,
2013,NOV,TABLE,7299000000.0,EGGS,NATIONAL,
2013,NOV,"HATCHING, BROILER TYPE",960600000.0,EGGS,NATIONAL,
2013,NOV,EDIBLE PRODUCT,223179000.0,LB,NATIONAL,
2013,NOV,"EDIBLE PRODUCT, WHOLE",130909000.0,LB,NATIONAL,
2013,NOV,"EDIBLE PRODUCT, WHITE",61589000.0,LB,NATIONAL,
2013,NOV,"EDIBLE PRODUCT, YOLK",30681000.0,LB,NATIONAL,
2013,NOV,ALL CLASSES,177900000.0,EGGS,STATE,AL
2013,NOV,TABLE,36800000.0,EGGS,STATE,AL
2013,NOV,ALL CLASSES,247100000.0,EGGS,STATE,AR
2013,NOV,TABLE,95300000.0,EGGS,STATE,AR
2013,NOV,ALL CLASSES,402200000.0,EGGS,STATE,CA
2013,NOV,TABLE,,EGGS,STATE,CA
2013,NOV,ALL CLASSES,122800000.0,EGGS,STATE,CO
2013,NOV,TABLE,,EGGS,STATE,CO
2013,NOV,ALL CLASSES,53000000.0,EGGS,STATE,CT
2013,NOV,TABLE,,EGGS,STATE,CT
2013,NOV,ALL CLASSES,190300000.0,EGGS,STATE,FL
2013,NOV,TABLE,186300000.0,EGGS,STATE,FL
2013,NOV,ALL CLASSES,397100000.0,EGGS,STATE,GA
2013,NOV,TABLE,227700000.0,EGGS,STATE,GA
2013,NOV,ALL CLASSES,1332600000.0,EGGS,STATE,IA
2013,NOV,TABLE,1318500000.0,EGGS,STATE,IA
2013,NOV,ALL CLASSES,111800000.0,EGGS,STATE,IL
2013,NOV,TABLE,107200000.0,EGGS,STATE,IL
2013,NOV,ALL CLASSES,637600000.0,EGGS,STATE,IN
2013,NOV,TABLE,620100000.0,EGGS,STATE,IN
2013,NOV,ALL CLASSES,63400000.0,EGGS,STATE,MD
2013,NOV,TABLE,62000000.0,EGGS,STATE,MD
2013,NOV,ALL CLASSES,82000000.0,EGGS,STATE,ME
2013,NOV,TABLE,,EGGS,STATE,ME
2013,NOV,ALL CLASSES,313900000.0,EGGS,STATE,MI
2013,NOV,TABLE,,EGGS,STATE,MI
2013,NOV,ALL CLASSES,242900000.0,EGGS,STATE,MN
2013,NOV,TABLE,236100000.0,EGGS,STATE,MN
2013,NOV,ALL CLASSES,239500000.0,EGGS,STATE,MO
2013,NOV,TABLE,,EGGS,STATE,MO
2013,NOV,ALL CLASSES,110900000.0,EGGS,STATE,MS
2013,NOV,TABLE,36400000.0,EGGS,STATE,MS
2013,NOV,ALL CLASSES,269000000.0,EGGS,STATE,NC
2013,NOV,TABLE,138700000.0,EGGS,STATE,NC
2013,NOV,ALL CLASSES,230700000.0,EGGS,STATE,NE
2013,NOV,TABLE,230700000.0,EGGS,STATE,NE
2013,NOV,ALL CLASSES,125000000.0,EGGS,STATE,NY
2013,NOV,TABLE,,EGGS,STATE,NY
2013,NOV,ALL CLASSES,782500000.0,EGGS,STATE,OH
2013,NOV,TABLE,,EGGS,STATE,OH
2013,NOV,ALL CLASSES,59800000.0,EGGS,STATE,OR
2013,NOV,TABLE,59800000.0,EGGS,STATE,OR
2013,NOV,ALL CLASSES,600300000.0,EGGS,STATE,OT
2013,NOV,TABLE,469600000.0,EGGS,STATE,OT
2013,NOV,ALL CLASSES,631900000.0,EGGS,STATE,PA
2013,NOV,TABLE,606000000.0,EGGS,STATE,PA
2013,NOV,ALL CLASSES,92400000.0,EGGS,STATE,SC
2013,NOV,TABLE,72600000.0,EGGS,STATE,SC
2013,NOV,ALL CLASSES,69000000.0,EGGS,STATE,SD
2013,NOV,TABLE,69000000.0,EGGS,STATE,SD
2013,NOV,ALL CLASSES,427700000.0,EGGS,STATE,TX
2013,NOV,TABLE,,EGGS,STATE,TX
2013,NOV,ALL CLASSES,94700000.0,EGGS,STATE,UT
2013,NOV,TABLE,94700000.0,EGGS,STATE,UT
2013,NOV,ALL CLASSES,62500000.0,EGGS,STATE,VA
2013,NOV,TABLE,33100000.0,EGGS,STATE,VA
2013,NOV,ALL CLASSES,166800000.0,EGGS,STATE,WA
2013,NOV,TABLE,,EGGS,STATE,WA
2013,NOV,ALL CLASSES,137000000.0,EGGS,STATE,WI
2013,NOV,TABLE,,EGGS,STATE,WI
2013,OCT,ALL CLASSES,8500000000.0,EGGS,NATIONAL,
2013,OCT,TABLE,7421700000.0,EGGS,NATIONAL,
2013,OCT,"HATCHING, BROILER TYPE",993300000.0,EGGS,NATIONAL,
2013,OCT,EDIBLE PRODUCT,246119000.0,LB,NATIONAL,
2013,OCT,"EDIBLE PRODUCT, WHOLE",143619000.0,LB,NATIONAL,
2013,OCT,"EDIBLE PRODUCT, WHITE",68359000.0,LB,NATIONAL,
2013,OCT,"EDIBLE PRODUCT, YOLK",34141000.0,LB,NATIONAL,
2013,OCT,ALL CLASSES,181800000.0,EGGS,STATE,AL
2013,OCT,TABLE,37100000.0,EGGS,STATE,AL
2013,OCT,ALL CLASSES,254100000.0,EGGS,STATE,AR
2013,OCT,TABLE,95400000.0,EGGS,STATE,AR
2013,OCT,ALL CLASSES,417700000.0,EGGS,STATE,CA
2013,OCT,TABLE,,EGGS,STATE,CA
2013,OCT,ALL CLASSES,123500000.0,EGGS,STATE,CO
2013,OCT,TABLE,,EGGS,STATE,CO
2013,OCT,ALL CLASSES,55000000.0,EGGS,STATE,CT
2013,OCT,TABLE,,EGGS,STATE,CT
2013,OCT,ALL CLASSES,183000000.0,EGGS,STATE,FL
2013,OCT,TABLE,178500000.0,EGGS,STATE,FL
2013,OCT,ALL CLASSES,399700000.0,EGGS,STATE,GA
2013,OCT,TABLE,225300000.0,EGGS,STATE,GA
2013,OCT,ALL CLASSES,1372300000.0,EGGS,STATE,IA
2013,OCT,TABLE,1356600000.0,EGGS,STATE,IA
2013,OCT,ALL CLASSES,110100000.0,EGGS,STATE,IL
2013,OCT,TABLE,105100000.0,EGGS,STATE,IL
2013,OCT,ALL CLASSES,639400000.0,EGGS,STATE,IN
2013,OCT,TABLE,620800000.0,EGGS,STATE,IN
2013,OCT,ALL CLASSES,65600000.0,EGGS,STATE,MD
2013,OCT,TABLE,64100000.0,EGGS,STATE,MD
2013,OCT,ALL CLASSES,83000000.0,EGGS,STATE,ME
2013,OCT,TABLE,,EGGS,STATE,ME
2013,OCT,ALL CLASSES,322900000.0,EGGS,STATE,MI
2013,OCT,TABLE,,EGGS,STATE,MI
2013,OCT,ALL CLASSES,248000000.0,EGGS,STATE,MN
2013,OCT,TABLE,240900000.0,EGGS,STATE,MN
2013,OCT,ALL CLASSES,241300000.0,EGGS,STATE,MO
2013,OCT,TABLE,,EGGS,STATE,MO
2013,OCT,ALL CLASSES,116600000.0,EGGS,STATE,MS
2013,OCT,TABLE,37700000.0,EGGS,STATE,MS
2013,OCT,ALL CLASSES,268900000.0,EGGS,STATE,NC
2013,OCT,TABLE,136400000.0,EGGS,STATE,NC
2013,OCT,ALL CLASSES,239300000.0,EGGS,STATE,NE
2013,OCT,TABLE,239300000.0,EGGS,STATE,NE
2013,OCT,ALL CLASSES,123700000.0,EGGS,STATE,NY
2013,OCT,TABLE,,EGGS,STATE,NY
2013,OCT,ALL CLASSES,799400000.0,EGGS,STATE,OH
2013,OCT,TABLE,,EGGS,STATE,OH
2013,OCT,ALL CLASSES,61700000.0,EGGS,STATE,OR
2013,OCT,TABLE,61500000.0,EGGS,STATE,OR
2013,OCT,ALL CLASSES,618200000.0,EGGS,STATE,OT
2013,OCT,TABLE,484900000.0,EGGS,STATE,OT
2013,OCT,ALL CLASSES,641600000.0,EGGS,STATE,PA
2013,OCT,TABLE,615000000.0,EGGS,STATE,PA
2013,OCT,ALL CLASSES,96100000.0,EGGS,STATE,SC
2013,OCT,TABLE,74600000.0,EGGS,STATE,SC
2013,OCT,ALL CLASSES,73200000.0,EGGS,STATE,SD
2013,OCT,TABLE,73200000.0,EGGS,STATE,SD
2013,OCT,ALL CLASSES,435000000.0,EGGS,STATE,TX
2013,OCT,TABLE,,EGGS,STATE,TX
2013,OCT,ALL CLASSES,92900000.0,EGGS,STATE,UT
2013,OCT,TABLE,92900000.0,EGGS,STATE,UT
2013,OCT,ALL CLASSES,66500000.0,EGGS,STATE,VA
2013,OCT,TABLE,34400000.0,EGGS,STATE,VA
2013,OCT,ALL CLASSES,169900000.0,EGGS,STATE,WA
2013,OCT,TABLE,,EGGS,STATE,WA
2013,OCT,ALL CLASSES,137600000.0,EGGS,STATE,WI
2013,OCT,TABLE,,EGGS,STATE,WI
2013,SEP,ALL CLASSES,8188700000.0,EGGS,NATIONAL,
2013,SEP,TABLE,7135400000.0,EGGS,NATIONAL,
2013,SEP,"HATCHING, BROILER TYPE",969400000.0,EGGS,NATIONAL,
2013,SEP,EDIBLE PRODUCT,233173000.0,LB,NATIONAL,
2013,SEP,"EDIBLE PRODUCT, WHOLE",141155000.0,LB,NATIONAL,
2013,SEP,"EDIBLE PRODUCT, WHITE",62032000.0,LB,NATIONAL,
2013,SEP,"EDIBLE PRODUCT, YOLK",29986000.0,LB,NATIONAL,
2013,SEP,ALL CLASSES,176600000.0,EGGS,STATE,AL
2013,SEP,TABLE,32600000.0,EGGS,STATE,AL
2013,SEP,ALL CLASSES,242100000.0,EGGS,STATE,AR
2013,SEP,TABLE,88500000.0,EGGS,STATE,AR
2013,SEP,ALL CLASSES,410700000.0,EGGS,STATE,CA
2013,SEP,TABLE,,EGGS,STATE,CA
2013,SEP,ALL CLASSES,118400000.0,EGGS,STATE,CO
2013,SEP,TABLE,,EGGS,STATE,CO
2013,SEP,ALL CLASSES,56000000.0,EGGS,STATE,CT
2013,SEP,TABLE,,EGGS,STATE,CT
2013,SEP,ALL CLASSES,173200000.0,EGGS,STATE,FL
2013,SEP,TABLE,169000000.0,EGGS,STATE,FL
2013,SEP,ALL CLASSES,380400000.0,EGGS,STATE,GA
2013,SEP,TABLE,211700000.0,EGGS,STATE,GA
2013,SEP,ALL CLASSES,1333100000.0,EGGS,STATE,IA
2013,SEP,TABLE,1316700000.0,EGGS,STATE,IA
2013,SEP,ALL CLASSES,102400000.0,EGGS,STATE,IL
2013,SEP,TABLE,97500000.0,EGGS,STATE,IL
2013,SEP,ALL CLASSES,611900000.0,EGGS,STATE,IN
2013,SEP,TABLE,593600000.0,EGGS,STATE,IN
2013,SEP,ALL CLASSES,61400000.0,EGGS,STATE,MD
