report_date,egg_type,price_low,price_high,avg_price,avg_price_prev,price_unit
2025-10-09,Breaking Stock,90.0,102.0,95.75,95.75,Cents Per Dozen
2025-10-09,Undergrades,85.0,89.0,87.0,87.0,Cents Per Dozen
2025-10-10,Breaking Stock,92.0,108.0,98.75,95.75,Cents Per Dozen
2025-10-10,Undergrades,87.0,91.0,89.0,87.0,Cents Per Dozen
2025-10-14,Breaking Stock,95.0,125.0,104.75,98.75,Cents Per Dozen
2025-10-14,Undergrades,89.0,93.0,91.0,89.0,Cents Per Dozen
2025-10-15,Breaking Stock,97.0,125.0,106.75,104.75,Cents Per Dozen
2025-10-15,Undergrades,92.0,96.0,94.0,91.0,Cents Per Dozen
2025-10-16,Breaking Stock,101.0,125.0,111.0,106.75,Cents Per Dozen
2025-10-16,Undergrades,95.0,99.0,97.0,94.0,Cents Per Dozen
2025-10-17,Breaking Stock,104.0,125.0,113.0,111.0,Cents Per Dozen
2025-10-17,Undergrades,98.0,102.0,100.0,97.0,Cents Per Dozen
2025-10-20,Breaking Stock,106.0,125.0,114.0,113.0,Cents Per Dozen
2025-10-20,Undergrades,100.0,104.0,102.0,100.0,Cents Per Dozen
2025-10-21,Breaking Stock,109.0,140.0,119.25,114.0,Cents Per Dozen
2025-10-21,Undergrades,103.0,107.0,105.0,102.0,Cents Per Dozen
2025-10-22,Breaking Stock,113.0,140.0,123.25,119.25,Cents Per Dozen
2025-10-22,Undergrades,107.0,111.0,109.0,105.0,Cents Per Dozen
2025-10-23,Breaking Stock,117.0,140.0,125.25,123.25,Cents Per Dozen
2025-10-23,Undergrades,111.0,115.0,113.0,109.0,Cents Per Dozen
2025-10-24,Breaking Stock,118.0,140.0,127.25,125.25,Cents Per Dozen
2025-10-24,Undergrades,115.0,119.0,117.0,113.0,Cents Per Dozen
2025-10-27,Breaking Stock,118.0,140.0,128.75,127.25,Cents Per Dozen
2025-10-27,Undergrades,118.0,122.0,120.0,117.0,Cents Per Dozen
2025-10-28,Breaking Stock,125.0,140.0,132.0,128.75,Cents Per Dozen
2025-10-28,Undergrades,121.0,125.0,123.0,120.0,Cents Per Dozen
2025-10-29,Breaking Stock,125.0,140.0,132.5,132.0,Cents Per Dozen
2025-10-29,Undergrades,122.0,126.0,124.0,123.0,Cents Per Dozen
2025-10-30,Breaking Stock,128.0,140.0,133.75,132.5,Cents Per Dozen
2025-10-30,Undergrades,122.0,126.0,124.0,124.0,Cents Per Dozen
2025-10-31,Breaking Stock,130.0,140.0,134.75,133.75,Cents Per Dozen
2025-10-31,Undergrades,124.0,128.0,126.0,124.0,Cents Per Dozen
2025-11-03,Breaking Stock,130.0,142.0,136.25,134.75,Cents Per Dozen
2025-11-03,Undergrades,127.0,131.0,129.0,126.0,Cents Per Dozen
2025-11-04,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-04,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-05,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-05,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-06,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-06,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-07,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-07,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-10,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-10,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-12,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-12,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-13,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-13,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-14,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-14,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-17,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-17,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-18,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-18,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-19,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-19,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-20,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-20,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-21,Breaking Stock,130.0,142.0,136.25,136.25,Cents Per Dozen
2025-11-21,Undergrades,127.0,131.0,129.0,129.0,Cents Per Dozen
2025-11-24,Breaking Stock,130.0,140.0,135.0,136.25,Cents Per Dozen
2025-11-24,Undergrades,125.0,129.0,127.0,129.0,Cents Per Dozen
2025-11-25,Breaking Stock,129.0,139.0,134.0,135.0,Cents Per Dozen
2025-11-25,Undergrades,123.0,127.0,125.0,127.0,Cents Per Dozen
2025-11-26,Breaking Stock,127.0,139.0,133.0,134.0,Cents Per Dozen
2025-11-26,Undergrades,121.0,125.0,123.0,125.0,Cents Per Dozen
2025-11-28,Breaking Stock,125.0,134.0,130.5,133.0,Cents Per Dozen
2025-11-28,Undergrades,119.0,123.0,121.0,123.0,Cents Per Dozen
2025-12-01,Breaking Stock,125.0,134.0,130.5,130.5,Cents Per Dozen
2025-12-01,Undergrades,119.0,123.0,121.0,121.0,Cents Per Dozen
2025-12-02,Breaking Stock,125.0,134.0,130.5,130.5,Cents Per Dozen
2025-12-02,Undergrades,119.0,123.0,121.0,121.0,Cents Per Dozen
2025-12-03,Breaking Stock,125.0,134.0,130.5,130.5,Cents Per Dozen
2025-12-03,Undergrades,119.0,123.0,121.0,121.0,Cents Per Dozen
2025-12-04,Breaking Stock,120.0,130.0,126.75,130.5,Cents Per Dozen
2025-12-04,Undergrades,114.0,118.0,116.0,121.0,Cents Per Dozen
2025-12-05,Breaking Stock,115.0,128.0,122.5,126.75,Cents Per Dozen
2025-12-05,Undergrades,109.0,113.0,111.0,116.0,Cents Per Dozen
2025-12-08,Breaking Stock,110.0,128.0,120.0,122.5,Cents Per Dozen
2025-12-08,Undergrades,104.0,108.0,106.0,111.0,Cents Per Dozen
2025-12-09,Breaking Stock,105.0,123.0,115.0,120.0,Cents Per Dozen
2025-12-09,Undergrades,99.0,103.0,101.0,106.0,Cents Per Dozen
2025-12-10,Breaking Stock,97.0,121.0,110.5,115.0,Cents Per Dozen
2025-12-10,Undergrades,91.0,95.0,93.0,101.0,Cents Per Dozen
2025-12-11,Breaking Stock,87.0,121.0,102.25,110.5,Cents Per Dozen
2025-12-11,Undergrades,81.0,85.0,83.0,93.0,Cents Per Dozen
2025-12-12,Breaking Stock,77.0,121.0,97.25,102.25,Cents Per Dozen
2025-12-12,Undergrades,71.0,75.0,73.0,83.0,Cents Per Dozen
2025-12-15,Breaking Stock,67.0,106.0,81.0,97.25,Cents Per Dozen
2025-12-15,Undergrades,61.0,65.0,63.0,73.0,Cents Per Dozen
2025-12-16,Breaking Stock,62.0,83.0,72.75,81.0,Cents Per Dozen
2025-12-16,Undergrades,56.0,60.0,58.0,63.0,Cents Per Dozen
2025-12-17,Breaking Stock,59.0,83.0,71.25,72.75,Cents Per Dozen
2025-12-17,Undergrades,53.0,57.0,55.0,58.0,Cents Per Dozen
2025-12-18,Breaking Stock,49.0,73.0,61.25,71.25,Cents Per Dozen
2025-12-18,Undergrades,43.0,47.0,45.0,55.0,Cents Per Dozen
2025-12-19,Breaking Stock,39.0,63.0,51.25,61.25,Cents Per Dozen
2025-12-19,Undergrades,33.0,37.0,35.0,45.0,Cents Per Dozen
2025-12-22,Breaking Stock,34.0,43.0,38.0,51.25,Cents Per Dozen
2025-12-22,Undergrades,28.0,32.0,30.0,35.0,Cents Per Dozen
2025-12-23,Breaking Stock,31.0,40.0,36.5,38.0,Cents Per Dozen
2025-12-23,Undergrades,25.0,29.0,27.0,30.0,Cents Per Dozen
2025-12-24,Breaking Stock,25.0,40.0,31.5,36.5,Cents Per Dozen
2025-12-24,Undergrades,20.0,24.0,22.0,27.0,Cents Per Dozen
2025-12-26,Breaking Stock,21.0,35.0,27.75,31.5,Cents Per Dozen
2025-12-26,Undergrades,15.0,19.0,17.0,22.0,Cents Per Dozen
2025-12-29,Breaking Stock,16.0,35.0,23.25,27.75,Cents Per Dozen
2025-12-29,Undergrades,10.0,14.0,12.0,17.0,Cents Per Dozen
2025-12-30,Breaking Stock,13.0,25.0,19.25,23.25,Cents Per Dozen
2025-12-30,Undergrades,7.0,11.0,9.0,12.0,Cents Per Dozen
2025-12-31,Breaking Stock,13.0,25.0,19.25,19.25,Cents Per Dozen
2025-12-31,Undergrades,7.0,11.0,9.0,9.0,Cents Per Dozen
2026-01-02,Breaking Stock,13.0,25.0,19.25,19.25,Cents Per Dozen
2026-01-02,Undergrades,7.0,11.0,9.0,9.0,Cents Per Dozen
2026-01-05,Breaking Stock,13.0,25.0,19.25,19.25,Cents Per Dozen
2026-01-05,Undergrades,7.0,11.0,9.0,9.0,Cents Per Dozen
2026-01-06,Breaking Stock,10.0,20.0,16.5,19.25,Cents Per Dozen
2026-01-06,Undergrades,4.0,8.0,6.0,9.0,Cents Per Dozen
2026-01-07,Breaking Stock,7.0,20.0,15.0,16.5,Cents Per Dozen
2026-01-07,Undergrades,1.0,5.0,3.0,6.0,Cents Per Dozen
2026-01-08,Breaking Stock,7.0,20.0,15.0,15.0,Cents Per Dozen
2026-01-08,Undergrades,1.0,5.0,3.0,3.0,Cents Per Dozen
2026-01-09,Breaking Stock,7.0,17.0,13.0,15.0,Cents Per Dozen
2026-01-09,Undergrades,1.0,5.0,3.0,3.0,Cents Per Dozen
2026-01-12,Breaking Stock,7.0,17.0,13.0,13.0,Cents Per Dozen
2026-01-12,Undergrades,1.0,5.0,3.0,3.0,Cents Per Dozen
2026-01-13,Breaking Stock,6.0,17.0,11.5,13.0,Cents Per Dozen
2026-01-13,Undergrades,1.0,4.0,2.5,3.0,Cents Per Dozen
2026-01-14,Breaking Stock,6.0,17.0,11.5,11.5,Cents Per Dozen
2026-01-14,Undergrades,1.0,4.0,2.5,2.5,Cents Per Dozen
2026-01-15,Breaking Stock,6.0,20.0,12.25,11.5,Cents Per Dozen
2026-01-15,Undergrades,1.0,4.0,2.5,2.5,Cents Per Dozen
2026-01-16,Breaking Stock,8.0,20.0,13.25,12.25,Cents Per Dozen
2026-01-16,Undergrades,2.0,6.0,4.0,2.5,Cents Per Dozen
2026-01-20,Breaking Stock,10.0,20.0,16.0,13.25,Cents Per Dozen
2026-01-20,Undergrades,4.0,8.0,6.0,4.0,Cents Per Dozen
2026-01-21,Breaking Stock,10.0,20.0,16.0,16.0,Cents Per Dozen
2026-01-21,Undergrades,4.0,8.0,6.0,6.0,Cents Per Dozen
2026-01-22,Breaking Stock,12.0,21.0,17.0,16.0,Cents Per Dozen
2026-01-22,Undergrades,6.0,10.0,8.0,6.0,Cents Per Dozen
2026-01-23,Breaking Stock,13.0,22.0,17.5,17.0,Cents Per Dozen
2026-01-23,Undergrades,7.0,11.0,9.0,8.0,Cents Per Dozen
2026-01-26,Breaking Stock,15.0,24.0,18.5,17.5,Cents Per Dozen
2026-01-26,Undergrades,9.0,13.0,11.0,9.0,Cents Per Dozen
2026-01-27,Breaking Stock,15.0,24.0,18.5,18.5,Cents Per Dozen
2026-01-27,Undergrades,9.0,13.0,11.0,11.0,Cents Per Dozen
2026-01-28,Breaking Stock,15.0,30.0,21.0,18.5,Cents Per Dozen
2026-01-28,Undergrades,9.0,13.0,11.0,11.0,Cents Per Dozen
2026-01-29,Breaking Stock,17.0,32.0,23.25,21.0,Cents Per Dozen
2026-01-29,Undergrades,11.0,15.0,13.0,11.0,Cents Per Dozen
2026-01-30,Breaking Stock,18.0,35.0,25.0,23.25,Cents Per Dozen
2026-01-30,Undergrades,13.0,17.0,15.0,13.0,Cents Per Dozen
2026-02-02,Breaking Stock,18.0,35.0,26.0,25.0,Cents Per Dozen
2026-02-02,Undergrades,15.0,19.0,17.0,15.0,Cents Per Dozen
2026-02-03,Breaking Stock,23.0,35.0,29.75,26.0,Cents Per Dozen
2026-02-03,Undergrades,17.0,21.0,19.0,17.0,Cents Per Dozen
2026-02-04,Breaking Stock,26.0,35.0,31.25,29.75,Cents Per Dozen
2026-02-04,Undergrades,20.0,24.0,22.0,19.0,Cents Per Dozen
2026-02-05,Breaking Stock,28.0,37.0,33.25,31.25,Cents Per Dozen
2026-02-05,Undergrades,22.0,26.0,24.0,22.0,Cents Per Dozen
2026-02-06,Breaking Stock,28.0,37.0,33.25,33.25,Cents Per Dozen
2026-02-06,Undergrades,22.0,26.0,24.0,24.0,Cents Per Dozen
2026-02-09,Breaking Stock,28.0,37.0,33.25,33.25,Cents Per Dozen
2026-02-09,Undergrades,22.0,26.0,24.0,24.0,Cents Per Dozen
2026-02-10,Breaking Stock,28.0,37.0,33.25,33.25,Cents Per Dozen
2026-02-10,Undergrades,22.0,26.0,24.0,24.0,Cents Per Dozen
2026-02-11,Breaking Stock,28.0,37.0,33.25,33.25,Cents Per Dozen
2026-02-11,Undergrades,22.0,26.0,24.0,24.0,Cents Per Dozen
2026-02-12,Breaking Stock,26.0,35.0,30.5,33.25,Cents Per Dozen
2026-02-12,Undergrades,20.0,24.0,22.0,24.0,Cents Per Dozen
2026-02-13,Breaking Stock,23.0,35.0,29.0,30.5,Cents Per Dozen
2026-02-13,Undergrades,17.0,21.0,19.0,22.0,Cents Per Dozen
2026-02-17,Breaking Stock,21.0,35.0,28.0,29.0,Cents Per Dozen
2026-02-17,Undergrades,15.0,19.0,17.0,19.0,Cents Per Dozen
2026-02-18,Breaking Stock,21.0,30.0,26.5,28.0,Cents Per Dozen
2026-02-18,Undergrades,15.0,19.0,17.0,17.0,Cents Per Dozen
2026-02-19,Breaking Stock,18.0,29.0,24.5,26.5,Cents Per Dozen
2026-02-19,Undergrades,12.0,16.0,14.0,17.0,Cents Per Dozen
2026-02-20,Breaking Stock,16.0,27.0,22.5,24.5,Cents Per Dozen
2026-02-20,Undergrades,10.0,14.0,12.0,14.0,Cents Per Dozen
2026-02-23,Breaking Stock,14.0,24.0,20.75,22.5,Cents Per Dozen
2026-02-23,Undergrades,8.0,12.0,10.0,12.0,Cents Per Dozen
2026-02-24,Breaking Stock,14.0,24.0,20.75,20.75,Cents Per Dozen
2026-02-24,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-02-25,Breaking Stock,14.0,24.0,20.75,20.75,Cents Per Dozen
2026-02-25,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-02-26,Breaking Stock,14.0,24.0,20.75,20.75,Cents Per Dozen
2026-02-26,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-02-27,Breaking Stock,14.0,24.0,20.25,20.75,Cents Per Dozen
2026-02-27,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-02,Breaking Stock,14.0,24.0,20.25,20.25,Cents Per Dozen
2026-03-02,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-03,Breaking Stock,14.0,24.0,20.25,20.25,Cents Per Dozen
2026-03-03,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-04,Breaking Stock,14.0,24.0,20.25,20.25,Cents Per Dozen
2026-03-04,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-05,Breaking Stock,14.0,25.0,20.5,20.25,Cents Per Dozen
2026-03-05,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-06,Breaking Stock,14.0,25.0,20.5,20.5,Cents Per Dozen
2026-03-06,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-09,Breaking Stock,14.0,25.0,20.5,20.5,Cents Per Dozen
2026-03-09,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-10,Breaking Stock,14.0,25.0,20.5,20.5,Cents Per Dozen
2026-03-10,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-11,Breaking Stock,14.0,25.0,20.5,20.5,Cents Per Dozen
2026-03-11,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-12,Breaking Stock,14.0,25.0,20.5,20.5,Cents Per Dozen
2026-03-12,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-13,Breaking Stock,14.0,25.0,20.5,20.5,Cents Per Dozen
2026-03-13,Undergrades,8.0,12.0,10.0,10.0,Cents Per Dozen
2026-03-16,Breaking Stock,16.0,25.0,21.5,20.5,Cents Per Dozen
2026-03-16,Undergrades,10.0,14.0,12.0,10.0,Cents Per Dozen
2026-03-17,Breaking Stock,19.0,28.0,23.0,21.5,Cents Per Dozen
2026-03-17,Undergrades,13.0,17.0,15.0,12.0,Cents Per Dozen
2026-03-18,Breaking Stock,22.0,31.0,27.0,23.0,Cents Per Dozen
2026-03-18,Undergrades,16.0,20.0,18.0,15.0,Cents Per Dozen
2026-03-19,Breaking Stock,22.0,31.0,27.0,27.0,Cents Per Dozen
2026-03-19,Undergrades,16.0,20.0,18.0,18.0,Cents Per Dozen
2026-03-20,Breaking Stock,22.0,31.0,27.0,27.0,Cents Per Dozen
2026-03-20,Undergrades,16.0,20.0,18.0,18.0,Cents Per Dozen
2026-03-23,Breaking Stock,22.0,31.0,27.0,27.0,Cents Per Dozen
2026-03-23,Undergrades,16.0,20.0,18.0,18.0,Cents Per Dozen
2026-03-24,Breaking Stock,20.0,30.0,26.0,27.0,Cents Per Dozen
2026-03-24,Undergrades,14.0,18.0,16.0,18.0,Cents Per Dozen
2026-03-25,Breaking Stock,17.0,30.0,24.5,26.0,Cents Per Dozen
2026-03-25,Undergrades,11.0,15.0,13.0,16.0,Cents Per Dozen
2026-03-26,Breaking Stock,14.0,27.0,21.0,24.5,Cents Per Dozen
2026-03-26,Undergrades,8.0,12.0,10.0,13.0,Cents Per Dozen
2026-03-27,Breaking Stock,12.0,25.0,19.5,21.0,Cents Per Dozen
2026-03-27,Undergrades,6.0,10.0,8.0,10.0,Cents Per Dozen
2026-03-30,Breaking Stock,9.0,25.0,16.25,19.5,Cents Per Dozen
2026-03-30,Undergrades,5.0,9.0,7.0,8.0,Cents Per Dozen
2026-03-31,Breaking Stock,9.0,20.0,14.5,16.25,Cents Per Dozen
2026-03-31,Undergrades,4.0,8.0,6.0,7.0,Cents Per Dozen
2026-04-01,Breaking Stock,8.0,20.0,13.5,14.5,Cents Per Dozen
2026-04-01,Undergrades,2.0,6.0,4.0,6.0,Cents Per Dozen
2026-04-02,Breaking Stock,6.0,18.0,11.75,13.5,Cents Per Dozen
2026-04-02,Undergrades,2.0,4.0,2.5,4.0,Cents Per Dozen
2026-04-03,Breaking Stock,6.0,13.0,9.5,11.75,Cents Per Dozen
2026-04-06,Breaking Stock,6.0,13.0,9.5,9.5,Cents Per Dozen
2026-04-07,Breaking Stock,6.0,12.0,9.25,9.5,Cents Per Dozen
2026-04-08,Breaking Stock,6.0,11.0,8.5,9.25,Cents Per Dozen
2026-04-09,Breaking Stock,6.0,11.0,8.5,8.5,Cents Per Dozen
2026-04-10,Breaking Stock,6.0,11.0,8.5,8.5,Cents Per Dozen
2026-04-13,Breaking Stock,6.0,11.0,8.5,8.5,Cents Per Dozen
2026-04-14,Breaking Stock,6.0,11.0,8.5,8.5,Cents Per Dozen
2026-04-15,Breaking Stock,6.0,11.0,8.5,8.5,Cents Per Dozen
2026-04-16,Breaking Stock,6.0,11.0,8.5,8.5,Cents Per Dozen
2026-04-17,Breaking Stock,6.0,11.0,8.5,8.5,Cents Per Dozen
2026-04-20,Breaking Stock,6.0,11.0,8.5,8.5,Cents Per Dozen
