confirmation_date,state,county,flock_type,species,flock_size
2023-05-05,Indiana,Posey,WOAH Non-Poultry,,20
2023-05-11,Minnesota,Nobles,WOAH Non-Poultry,,100
2023-05-18,Missouri,Phelps,WOAH Non-Poultry,,80
2023-05-18,North Carolina,Rowan,WOAH Non-Poultry,,30
2023-07-25,New York,Kings,Live Bird Market,,570
2023-07-28,New York,Kings,Live Bird Market,,490
2023-08-03,New York,Kings,Live Bird Market,,800
2023-09-15,New Jersey,Union,Live Bird Market,,520
2023-10-03,Idaho,Canyon,WOAH Non-Poultry,,70
2023-10-04,South Dakota,Jerauld,Commercial Turkey Meat Bird,,47300
2023-10-06,Utah,Sanpete,Commercial Turkey Meat Bird,,134200
2023-10-06,Utah,Sanpete,Commercial Turkey Meat Bird,,7600
2023-10-10,Montana,Glacier,WOAH Poultry,,77100
2023-10-11,Minnesota,Meeker,Commercial Turkey Meat Bird,,115000
2023-10-12,Colorado,Weld,WOAH Non-Poultry,,30
2023-10-12,North Dakota,Williams,WOAH Non-Poultry,,10
2023-10-13,Minnesota,Meeker,Commercial Turkey Meat Bird,,71000
2023-10-13,Montana,Flathead,WOAH Non-Poultry,,8
2023-10-13,North Dakota,Golden Valley,WOAH Non-Poultry,,90
2023-10-16,Oklahoma,Carter,WOAH Non-Poultry,,80
2023-10-17,Minnesota,Becker,Commercial Turkey Breeder Toms,,2700
2023-10-17,South Dakota,Faulk,Commercial Turkey Meat Bird,,49700
2023-10-17,South Dakota,Mcpherson,Commercial Turkey Meat Bird,,65000
2023-10-17,Washington,King,WOAH Non-Poultry,,10
2023-10-18,Minnesota,Redwood,Commercial Turkey Meat Bird,,8900
2023-10-18,Minnesota,Blue Earth,Commercial Turkey Meat Bird,,11500
2023-10-19,Minnesota,Becker,Commercial Breeder Operation,,20200
2023-10-19,Montana,Park,WOAH Non-Poultry,,3
2023-10-19,South Dakota,Spink,Commercial Turkey Meat Bird,,34000
2023-10-20,Oregon,Union,WOAH Poultry,,100
2023-10-23,Iowa,Buena Vista,Commercial Turkey Meat Bird,,49100
2023-10-24,Iowa,Pocahontas,Commercial Turkey Meat Bird,,50000
2023-10-24,Iowa,Guthrie,WOAH Non-Poultry,,50
2023-10-24,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,,53700
2023-10-24,Minnesota,Blue Earth,Commercial Turkey Meat Bird,,11900
2023-10-25,Minnesota,Meeker,Commercial Turkey Meat Bird,,33000
2023-10-25,Minnesota,Brown,WOAH Non-Poultry,,20
2023-10-25,Minnesota,Pine,WOAH Non-Poultry,,30
2023-10-25,Oregon,Union,WOAH Non-Poultry,,30
2023-10-25,South Dakota,Clark,Commercial Turkey Meat Bird,,31100
2023-10-25,South Dakota,Hanson,Commercial Turkey Meat Bird,,13400
2023-10-25,South Dakota,Beadle,Commercial Turkey Meat Bird,,51100
2023-10-26,California,Merced,Commercial Turkey Meat Bird,,31600
2023-10-27,Alabama,Chilton,Commercial Upland Gamebird Producer,,306500
2023-10-27,Washington,Kittitas,WOAH Poultry,,70
2023-10-28,Alaska,Matanuska Susitna,WOAH Non-Poultry,,30
2023-10-28,Alaska,Matanuska Susitna,WOAH Non-Poultry,,50
2023-10-31,Arkansas,Madison,Commercial Broiler Breeder Pullets,,31600
2023-10-31,Minnesota,Meeker,Commercial Turkey Meat Bird,,32100
2023-10-31,Oklahoma,Wagoner,WOAH Non-Poultry,,50
2023-10-31,South Dakota,Beadle,Commercial Turkey Meat Bird,,29700
2023-10-31,Tennessee,Lincoln,WOAH Non-Poultry,,100
2023-11-01,Iowa,Buena Vista,Commercial Turkey Meat Bird,,30000
2023-11-02,Alabama,Marshall,Commercial Broiler Breeder Pullets,,47900
2023-11-02,Oklahoma,Grady,WOAH Non-Poultry,,120
2023-11-03,Iowa,Clay,WOAH Poultry,,7700
2023-11-03,Iowa,Clay,WOAH Poultry,,8300
2023-11-03,Minnesota,Wright,Commercial Table Egg Layer,,940000
2023-11-03,South Dakota,Mcpherson,Commercial Turkey Breeder Hens,,26800
2023-11-06,Iowa,Hamilton,Commercial Breeder (Multiple Bird Species),,15000
2023-11-06,Iowa,Clay,WOAH Poultry,,1700
2023-11-06,Missouri,Benton,Commercial Broiler Breeder,,16600
2023-11-07,Minnesota,Stearns,Commercial Turkey Meat Bird,,70900
2023-11-08,Alaska,Matanuska Susitna,WOAH Non-Poultry,,40
2023-11-08,Iowa,Kossuth,WOAH Poultry,,8200
2023-11-08,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,74100
2023-11-08,South Dakota,Clark,Commercial Upland Gamebird Producer,,8500
2023-11-08,Utah,Utah,WOAH Non-Poultry,,60
2023-11-09,Minnesota,Steele,Commercial Turkey Meat Bird,,46900
2023-11-09,Minnesota,Redwood,Commercial Turkey Meat Bird,,18500
2023-11-09,Montana,Sweet Grass,WOAH Non-Poultry,,3
2023-11-09,Montana,Wheatland,WOAH Poultry,,4500
2023-11-09,South Dakota,Roberts,Commercial Turkey Meat Bird,,51200
2023-11-09,South Dakota,Mcpherson,Commercial Turkey Meat Bird,,58400
2023-11-13,Colorado,Montrose,WOAH Non-Poultry,,50
2023-11-13,Idaho,Bonneville,WOAH Non-Poultry,,50
2023-11-13,North Dakota,Mcintosh,WOAH Non-Poultry,,50
2023-11-14,Iowa,Taylor,Commercial Table Egg Layer,,1121100
2023-11-14,Iowa,Cerro Gordo,WOAH Non-Poultry,,80
2023-11-14,Iowa,Jones,WOAH Non-Poultry,,20
2023-11-14,Iowa,Kossuth,WOAH Poultry,,13000
2023-11-14,Minnesota,Redwood,Commercial Turkey Meat Bird,,18700
2023-11-14,Minnesota,Kandiyohi,Commercial Turkey Meat Bird,,35600
2023-11-14,Missouri,Jasper,Commercial Turkey Meat Bird,,29300
2023-11-14,Montana,Missoula,WOAH Non-Poultry,,4
2023-11-14,Oregon,Deschutes,WOAH Non-Poultry,,30
2023-11-14,Oregon,Marion,WOAH Non-Poultry,,5
2023-11-14,Texas,Ellis,WOAH Non-Poultry,,50
2023-11-15,Michigan,Cass,WOAH Non-Poultry,,20
2023-11-15,North Dakota,Lamoure,Commercial Turkey Meat Bird,,25100
2023-11-15,North Dakota,Mcintosh,WOAH Poultry,,100
2023-11-15,South Dakota,Edmunds,Commercial Turkey Breeder Replacement Hens,,24500
2023-11-16,Florida,Duval,WOAH Non-Poultry,,50
2023-11-16,Iowa,Benton,WOAH Non-Poultry,,90
2023-11-16,Minnesota,Stearns,Commercial Turkey Meat Bird,,43100
2023-11-16,Oregon,Marion,Commercial Broiler Production,,123500
2023-11-16,Oregon,Linn,Commercial Broiler Production,,630700
2023-11-17,South Dakota,Fall River,WOAH Non-Poultry,,80
2023-11-20,California,Fresno,Commercial Duck Breeder,,23400
2023-11-20,Minnesota,Swift,Commercial Turkey Meat Bird,,134300
2023-11-20,New Mexico,San Juan,WOAH Non-Poultry,,20
2023-11-20,South Dakota,Edmunds,Commercial Turkey Breeder Hens,,19200
2023-11-20,South Dakota,Edmunds,Commercial Turkey Breeder Replacement Hens,,30100
2023-11-20,South Dakota,Edmunds,Commercial Turkey Meat Bird,,33400
2023-11-20,South Dakota,Walworth,WOAH Non-Poultry,,0
2023-11-20,South Dakota,Day,WOAH Poultry,,60
2023-11-20,Wisconsin,Taylor,WOAH Non-Poultry,,8
2023-11-21,Florida,Broward,WOAH Non-Poultry,,5
2023-11-21,Georgia,Sumter,Commercial Raised for Release Waterfowl,,30000
2023-11-21,Maryland,Caroline,Commercial Broiler Production,,192900
2023-11-21,Minnesota,Kandiyohi,Commercial Breeder Operation,,8400
2023-11-21,Minnesota,Brown,Commercial Turkey Breeder Hens,,6400
2023-11-21,Minnesota,Big Stone,Commercial Turkey Meat Bird,,78500
2023-11-21,Ohio,Union,Commercial Table Egg Layer,,1348900
2023-11-21,South Dakota,Clark,Commercial Turkey Meat Bird,,23600
2023-11-21,South Dakota,Clark,Commercial Turkey Meat Bird,,57400
2023-11-21,South Dakota,Kingsbury,Commercial Turkey Meat Bird,,28800
2023-11-21,South Dakota,Beadle,Commercial Turkey Meat Bird,,78200
2023-11-21,Texas,Grimes,WOAH Non-Poultry,,60
2023-11-22,Minnesota,Stearns,Commercial Turkey Meat Bird,,34200
2023-11-22,Minnesota,Otter Tail,Commercial Turkey Meat Bird,,28000
2023-11-22,South Dakota,Brule,Commercial Turkey Meat Bird,,45100
2023-11-22,Wisconsin,Trempealeau,Commercial Turkey Meat Bird,,51300
2023-11-24,Minnesota,Otter Tail,Commercial Breeder Operation,,19400
2023-11-24,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,,7300
2023-11-24,Minnesota,Freeborn,WOAH Non-Poultry,,8
2023-11-24,Oregon,Clackamas,WOAH Non-Poultry,,10
2023-11-27,California,Sonoma,Commercial Duck Breeder,,205500
2023-11-27,Minnesota,Brown,Commercial Turkey Breeder Hens,,7800
2023-11-28,Iowa,Sioux,Commercial Table Egg Layer,,1616300
2023-11-28,Nebraska,Colfax,WOAH Non-Poultry,,20
2023-11-28,North Dakota,Dickey,Commercial Turkey Meat Bird,,60300
2023-11-28,North Dakota,Emmons,WOAH Non-Poultry,,60
2023-11-28,South Dakota,Mcpherson,Commercial Turkey Meat Bird,,61800
2023-11-28,South Dakota,Yankton,Commercial Turkey Meat Bird,,49000
2023-11-28,Washington,Pierce,WOAH Non-Poultry,,540
2023-11-28,Wisconsin,Trempealeau,Commercial Turkey Meat Bird,,23500
2023-11-28,Wisconsin,Trempealeau,Commercial Turkey Meat Bird,,48700
2023-11-29,Arkansas,Carroll,Commercial Broiler Production,,81200
2023-11-29,Colorado,Morgan,WOAH Non-Poultry,,60
2023-11-29,Iowa,Woodbury,WOAH Non-Poultry,,10
2023-11-29,Minnesota,Becker,Commercial Turkey Breeder Hens,,23200
2023-11-29,Minnesota,Otter Tail,Commercial Turkey Meat Bird,,18800
2023-11-29,Minnesota,Douglas,Commercial Turkey Meat Bird,,13500
2023-11-29,North Dakota,Dickey,WOAH Poultry,,130
2023-11-30,California,San Benito,Commercial Duck Breeder,,5000
2023-11-30,California,Sonoma,Commercial Table Egg Layer,,82500
2023-11-30,Colorado,Bent,WOAH Poultry,,4100
2023-11-30,Montana,Lewis And Clark,WOAH Non-Poultry,,6
2023-11-30,South Dakota,Minnehaha,WOAH Non-Poultry,,80
2023-12-01,Idaho,Canyon,WOAH Non-Poultry,,20
2023-12-01,Iowa,Woodbury,WOAH Non-Poultry,,40
2023-12-01,Michigan,Bay,WOAH Non-Poultry,,60
2023-12-01,Ohio,Darke,Commercial Turkey Meat Bird,,33000
2023-12-04,Arkansas,Johnson,Commercial Broiler Production,,109000
2023-12-04,Kansas,Pottawatomie,WOAH Non-Poultry,,30
2023-12-04,South Dakota,Mcpherson,Commercial Turkey Meat Bird,,40800
2023-12-04,Wisconsin,Barron,Commercial Turkey Meat Bird,,113800
2023-12-05,California,Stanislaus,Commercial Broiler Production,,254400
2023-12-05,California,Stanislaus,Commercial Broiler Production,,239900
2023-12-05,Kansas,Shawnee,WOAH Non-Poultry,,70
2023-12-05,Minnesota,Otter Tail,Commercial Turkey Meat Bird,,26300
2023-12-05,South Dakota,Spink,Commercial Turkey Meat Bird,,26600
2023-12-05,South Dakota,Kingsbury,WOAH Non-Poultry,,370
2023-12-06,California,Sonoma,Commercial Table Egg Layer,,232000
2023-12-06,Minnesota,Becker,Commercial Breeder Operation,,20600
2023-12-06,Minnesota,Todd,Commercial Turkey Meat Bird,,64000
2023-12-06,South Dakota,Hamlin,Commercial Turkey Meat Bird,,56200
2023-12-06,South Dakota,Bon Homme,Commercial Turkey Meat Bird,,47600
2023-12-07,Arkansas,Carroll,Commercial Turkey Meat Bird,,33300
2023-12-07,California,Stanislaus,Commercial Broiler Production,,258600
2023-12-07,California,Sonoma,Commercial Duck Meat Bird,,4900
2023-12-07,Michigan,Montmorency,WOAH Poultry,,100
2023-12-07,Ohio,Hardin,Commercial Table Egg Layer,,2613600
2023-12-07,Ohio,Darke,Commercial Turkey Meat Bird,,15200
2023-12-07,Vermont,Orleans,WOAH Non-Poultry,,40
2023-12-08,Iowa,Mills,WOAH Non-Poultry,,10
2023-12-08,Kansas,Barton,WOAH Non-Poultry,,30
2023-12-08,South Dakota,Charles Mix,Commercial Turkey Meat Bird,,32400
2023-12-08,Wisconsin,Barron,Commercial Turkey Meat Bird,,70000
2023-12-11,Minnesota,Olmsted,Commercial Turkey Breeder Hens,,14400
2023-12-12,Alabama,Etowah,WOAH Non-Poultry,,80
2023-12-12,Missouri,St. Louis,WOAH Non-Poultry,,20
2023-12-12,New York,Dutchess,WOAH Poultry,,4200
2023-12-12,South Dakota,Lake,Commercial Turkey Meat Bird,,76000
2023-12-13,California,Merced,Commercial Broiler Production,,183100
2023-12-13,California,San Joaquin,Commercial Duck Breeder,,6000
2023-12-13,California,Merced,Commercial Table Egg Layer,,1358600
2023-12-13,Colorado,Weld,WOAH Non-Poultry,,30
2023-12-13,Kansas,Rice,Commercial Table Egg Layer,,700000
2023-12-13,Kansas,Mcpherson,WOAH Poultry,,20000
2023-12-14,Arkansas,Scott,WOAH Non-Poultry,,180
2023-12-14,Ohio,Darke,Commercial Table Egg Layer,,522300
2023-12-14,Oregon,Clatsop,WOAH Non-Poultry,,30
2023-12-15,Idaho,Latah,WOAH Poultry,,200
2023-12-15,Minnesota,Waseca,WOAH Non-Poultry,,90
2023-12-18,California,Sonoma,Commercial Table Egg Layer,,497700
2023-12-18,California,Sonoma,WOAH Poultry,,38100
2023-12-18,Kansas,Rice,WOAH Non-Poultry,,100
2023-12-18,South Dakota,Edmunds,Commercial Upland Gamebird Producer,,1000
2023-12-19,California,Sonoma,Commercial Duck Meat Bird,,3600
2023-12-19,California,Lassen,WOAH Non-Poultry,,90
2023-12-19,Kansas,Rice,Commercial Table Egg Layer,,800000
2023-12-19,Kansas,Barton,WOAH Non-Poultry,,70
2023-12-19,Kansas,Mcpherson,WOAH Poultry,,20000
2023-12-19,Michigan,Muskegon,Commercial Turkey Meat Bird,,47900
2023-12-19,Washington,King,WOAH Poultry,,90
2023-12-20,California,Merced,Commercial Table Egg Layer,,243300
2023-12-20,California,Merced,Commercial Turkey Meat Bird,,73700
2023-12-20,Iowa,Mahaska,WOAH Non-Poultry,,30
2023-12-20,Oregon,Benton,WOAH Non-Poultry,,50
2023-12-20,South Dakota,Charles Mix,Commercial Upland Gamebird Producer,,50
2023-12-21,Nebraska,Dodge,WOAH Non-Poultry,,40
2023-12-21,South Dakota,Edmunds,Commercial Upland Gamebird Producer,,3800
2023-12-26,California,Merced,Commercial Table Egg Layer,,709000
2023-12-27,Michigan,Muskegon,Commercial Turkey Meat Bird,,31500
2023-12-27,Minnesota,Todd,Commercial Turkey Meat Bird,,78800
2023-12-27,Ohio,Hardin,Commercial Table Egg Pullets,,1363900
2023-12-27,Oklahoma,Garfield,WOAH Non-Poultry,,30
2023-12-27,Pennsylvania,Northumberland,Commercial Raised for Release Upland Game Bird,,98300
2023-12-28,California,Sonoma,Commercial Table Egg Layer,,52400
2023-12-28,California,Sonoma,Commercial Table Egg Layer,,37300
2023-12-28,California,Marin,Commercial Table Egg Pullets,,151000
2023-12-28,Missouri,Audrain,WOAH Poultry,,330
2023-12-28,Montana,Missoula,WOAH Non-Poultry,,6
2023-12-29,North Dakota,Mcintosh,WOAH Non-Poultry,,110
2023-12-29,Texas,Carson,WOAH Non-Poultry,,30
2023-12-30,South Dakota,Edmunds,Commercial Upland Gamebird Producer,,1400
2024-01-03,California,Sonoma,Commercial Broiler Production,,77900
2024-01-03,California,Merced,Commercial Broiler Production,,534800
2024-01-03,California,Merced,Commercial Table Egg Layer,,764300
2024-01-04,Kansas,Rice,Commercial Table Egg Pullets,,240000
2024-01-05,Wisconsin,Washburn,Commercial Turkey Meat Bird,,41000
2024-01-08,California,Merced,WOAH Non-Poultry,,30
2024-01-08,California,Sacramento,WOAH Non-Poultry,,30
2024-01-08,Colorado,Arapahoe,WOAH Non-Poultry,,20
2024-01-10,Kansas,Mitchell,Commercial Upland Gamebird Producer,,32000
2024-01-10,Kansas,Mitchell,Commercial Upland Gamebird Producer,,3700
2024-01-10,Maine,York,WOAH Non-Poultry,,60
2024-01-10,Minnesota,Sherburne,WOAH Non-Poultry,,10
2024-01-11,Kansas,Mitchell,Commercial Raised for Release Upland Game Bird,,1400
2024-01-16,Kansas,Mitchell,WOAH Poultry,,220
2024-01-16,Massachusetts,Barnstable,WOAH Non-Poultry,,150
2024-01-16,Montana,Cascade,WOAH Non-Poultry,,50
2024-01-16,South Dakota,Spink,Commercial Raised for Release Upland Game Bird,,1900
2024-01-17,South Carolina,Horry,WOAH Non-Poultry,,190
2024-01-18,California,Merced,Commercial Table Egg Pullets,,285600
2024-01-22,Kansas,Mitchell,Commercial Upland Gamebird Producer,,5800
2024-01-22,South Carolina,Orangeburg,WOAH Non-Poultry,,40
2024-01-23,South Dakota,Edmunds,Commercial Upland Gamebird Producer,,22200
2024-01-25,Indiana,Daviess,Commercial Turkey Meat Bird,,13100
2024-01-25,Maine,Kennebec,WOAH Non-Poultry,,40
2024-01-26,Florida,De Soto,WOAH Non-Poultry,,660
2024-01-31,California,Placer,WOAH Non-Poultry,,20
2024-02-06,Massachusetts,Essex,WOAH Non-Poultry,,20
2024-02-06,Nebraska,Gage,Commercial Broiler Production,,102000
2024-02-06,Pennsylvania,Wayne,WOAH Non-Poultry,,360
2024-02-08,Colorado,Delta,Commercial Broiler Breeder,,66500
2024-02-08,Florida,Miami-dade,Live Bird Market,,1500
2024-02-08,Idaho,Owyhee,WOAH Non-Poultry,,9
2024-02-09,North Carolina,Lenoir,Commercial Turkey Meat Bird,,32400
2024-02-12,Idaho,Twin Falls,WOAH Non-Poultry,,20
2024-02-12,Pennsylvania,Schuylkill,WOAH Non-Poultry,,30
2024-02-16,West Virginia,Kanawha,WOAH Non-Poultry,,250
2024-02-20,North Carolina,Duplin,Commercial Turkey Meat Bird,,20900
2024-02-21,Missouri,Dallas,Commercial Turkey Meat Bird,,28500
2024-02-21,Missouri,Dallas,Commercial Turkey Meat Bird,,31000
2024-02-21,Missouri,Dallas,Commercial Turkey Meat Bird,,12300
2024-02-21,Ohio,Franklin,WOAH Non-Poultry,,10
2024-02-22,Maryland,Charles,WOAH Non-Poultry,,30
2024-02-23,Indiana,Allen,WOAH Non-Poultry,,50
2024-02-23,Missouri,Dallas,WOAH Poultry,,20300
2024-02-23,New York,Onondaga,WOAH Non-Poultry,,10
2024-02-26,New York,Monroe,WOAH Non-Poultry,,20
2024-02-27,Minnesota,Stevens,WOAH Non-Poultry,,20
2024-02-27,Ohio,Mahoning,WOAH Non-Poultry,,140
2024-03-07,Massachusetts,Essex,WOAH Poultry,,70
2024-03-11,Minnesota,Clay,WOAH Non-Poultry,,80
2024-03-11,Texas,Moore,WOAH Non-Poultry,,280
2024-03-12,South Dakota,Hutchinson,Commercial Turkey Meat Bird,,31200
2024-03-14,Oregon,Klamath,WOAH Non-Poultry,,10
2024-03-18,Maine,Knox,WOAH Non-Poultry,,40
2024-03-20,Texas,Deaf Smith,WOAH Non-Poultry,,50
2024-03-28,North Carolina,Guilford,WOAH Non-Poultry,,80
2024-04-02,Michigan,Ionia,Commercial Table Egg Layer,,1928500
2024-04-02,Texas,Parmer,Commercial Table Egg Layer,,1894100
2024-04-09,Michigan,Ionia,Commercial Table Egg Layer,,2147500
2024-04-10,Kansas,Grant,WOAH Poultry,,17700
2024-04-11,Minnesota,Meeker,Commercial Turkey Meat Bird,,68500
2024-04-12,New Mexico,Roosevelt,Commercial Breeder (Multiple Bird Species),,61500
2024-04-15,Florida,Miami-dade,Live Bird Market,,90
2024-04-15,New Mexico,Roosevelt,Commercial Breeder (Multiple Bird Species),,15900
2024-04-16,Michigan,Ionia,Commercial Table Egg Layer,,2422700
2024-04-17,Michigan,Newaygo,Commercial Turkey Meat Bird,,67200
2024-04-17,New Mexico,Roosevelt,Commercial Breeder (Multiple Bird Species),,51800
2024-04-24,Michigan,Ottawa,Commercial Turkey Meat Bird,,104000
2024-04-25,Idaho,Cassia,WOAH Non-Poultry,,40
2024-04-26,Michigan,Gratiot,Commercial Turkey Meat Bird,,27700
2024-04-30,Florida,Clay,WOAH Non-Poultry,,20
2024-05-02,Michigan,Gratiot,Commercial Turkey Meat Bird,,26400
2024-05-02,Minnesota,Dodge,Commercial Breeder Operation,,14100
2024-05-06,Idaho,Cassia,WOAH Non-Poultry,,600
2024-05-09,California,San Francisco,Live Bird Market,,700
2024-05-10,Idaho,Jerome,WOAH Non-Poultry,,20
2024-05-10,Idaho,Jerome,WOAH Poultry,,1100
2024-05-10,Michigan,Ionia,WOAH Non-Poultry,,90
2024-05-20,Idaho,Jerome,WOAH Poultry,,80
2024-05-21,Minnesota,Meeker,Commercial Table Egg Layer,,1368800
2024-05-21,Minnesota,Stearns,Commercial Turkey Breeder Hens,,6800
2024-05-21,Minnesota,Stearns,Commercial Turkey Meat Bird,,17100
2024-05-21,Minnesota,Morrison,Commercial Turkey Meat Bird,,51900
2024-05-21,Minnesota,Stearns,Commercial Turkey Meat Bird,,7000
2024-05-28,Iowa,Sioux,Commercial Table Egg Layer,,4287400
2024-05-29,Minnesota,Stearns,Commercial Turkey Meat Bird,,32400
2024-05-31,Minnesota,Stearns,Commercial Turkey Meat Bird,,43000
2024-05-31,South Carolina,Richland,WOAH Non-Poultry,,30
2024-06-03,Iowa,Cherokee,Commercial Turkey Meat Bird,,100000
2024-06-10,Idaho,Jerome,WOAH Non-Poultry,,30
2024-06-12,Minnesota,Lyon,Commercial Turkey Meat Bird,,89500
2024-06-13,Minnesota,Stearns,Commercial Turkey Meat Bird,,32900
2024-06-18,Minnesota,Pipestone,Commercial Turkey Meat Bird,,70800
2024-06-18,Minnesota,Swift,Commercial Turkey Meat Bird,,113600
2024-06-21,Iowa,Sac,Commercial Turkey Meat Bird,,46100
2024-06-24,Minnesota,Stearns,WOAH Non-Poultry,,310
2024-06-26,Colorado,Larimer,WOAH Non-Poultry,,10
2024-06-27,Colorado,Morgan,WOAH Non-Poultry,,40
2024-06-27,Minnesota,Swift,Commercial Turkey Meat Bird,,25300
2024-06-27,Minnesota,Otter Tail,Commercial Turkey Meat Bird,,67400
2024-07-08,Colorado,Weld,Commercial Table Egg Layer,,1790800
2024-07-09,Minnesota,Kandiyohi,Commercial Turkey Breeder Hens,,21900
2024-07-09,Minnesota,Renville,Commercial Turkey Breeder Hens,,15400
2024-07-09,Minnesota,Kandiyohi,Commercial Turkey Breeder Toms,,4200
2024-07-11,Idaho,Twin Falls,WOAH Non-Poultry,,30
2024-07-16,Colorado,Weld,Commercial Table Egg Layer,,1313800
2024-07-19,Colorado,Weld,Commercial Table Egg Pullets,,300800
2024-07-19,Florida,Miami-dade,Live Bird Market,,390
2024-07-19,Florida,Miami-dade,Live Bird Market,,80
2024-07-19,Florida,Miami-dade,Live Bird Market,,320
2024-07-24,Florida,Hendry,WOAH Non-Poultry,,5
2024-08-05,Florida,Miami-dade,WOAH Poultry,,5400
2024-08-20,Florida,Hillsborough,Live Bird Market,,880
2024-09-18,California,Merced,Commercial Turkey Meat Bird,,64800
2024-09-18,Florida,Orange,Live Bird Market,,2500
2024-09-27,Idaho,Lincoln,WOAH Poultry,,700
2024-10-03,Idaho,Canyon,WOAH Poultry,,100
2024-10-07,Florida,Miami-dade,Live Bird Sales  (non-slaughter),,70
2024-10-15,Utah,Cache,Commercial Table Egg Layer,,1852900
2024-10-15,Washington,Franklin,Commercial Table Egg Layer,,839700
2024-10-16,California,Tulare,Commercial Broiler Production,,786600
2024-10-17,Washington,Kitsap,WOAH Non-Poultry,,60
2024-10-23,Oregon,Clackamas,Commercial Table Egg Layer,,150000
2024-10-24,California,Tulare,Commercial Broiler Production,,6000
2024-10-25,Oregon,Crook,WOAH Non-Poultry,,180
2024-10-25,Washington,Lewis,WOAH Non-Poultry,,60
2024-10-29,California,Kings,Commercial Broiler Production,,104500
2024-10-29,California,Kings,Commercial Broiler Production,,305500
2024-10-29,California,Tulare,WOAH Non-Poultry,,10
2024-10-30,California,Fresno,Commercial Broiler Production,,204600
2024-10-30,California,Kings,Commercial Broiler Production,,117200
2024-10-30,Pennsylvania,Venango,WOAH Non-Poultry,,20
2024-11-01,Montana,Flathead,WOAH Non-Poultry,,40
2024-11-01,Oregon,Jackson,WOAH Non-Poultry,,60
2024-11-01,Washington,Okanogan,WOAH Non-Poultry,,20
2024-11-01,Washington,Stevens,WOAH Non-Poultry,,130
2024-11-02,California,Sacramento,Commercial Turkey Meat Bird,,48300
2024-11-02,California,Sonoma,WOAH Non-Poultry,,30
2024-11-07,Washington,Snohomish,WOAH Non-Poultry,,170
2024-11-12,California,Fresno,Commercial Broiler Production,,237700
2024-11-12,California,Kern,Commercial Table Egg Layer,,2155100
2024-11-12,California,Fresno,Commercial Turkey Meat Bird,,34800
2024-11-12,California,Tulare,WOAH Non-Poultry,,120
2024-11-12,Montana,Missoula,WOAH Poultry,,280
2024-11-12,Utah,Piute,Commercial Turkey Meat Bird,,37500
2024-11-13,Arizona,Pinal,Commercial Table Egg Layer,,829200
2024-11-13,Oregon,Malheur,WOAH Non-Poultry,,8
2024-11-14,California,Kings,Commercial Broiler Production,,279300
2024-11-14,California,Kings,Commercial Broiler Production,,53300
2024-11-14,California,Fresno,Commercial Broiler Production,,259000
2024-11-14,California,San Joaquin,Commercial Broiler Production,,29100
2024-11-14,California,Fresno,Commercial Turkey Meat Bird,,17700
2024-11-14,California,Fresno,Commercial Turkey Meat Bird,,17500
2024-11-14,California,Fresno,Commercial Turkey Meat Bird,,39600
2024-11-14,California,Merced,Commercial Turkey Meat Bird,,53200
2024-11-14,California,Kings,WOAH Non-Poultry,,8
2024-11-14,Colorado,Weld,WOAH Non-Poultry,,80
2024-11-15,California,Stanislaus,Commercial Turkey Meat Bird,,21500
2024-11-15,Hawaii,Honolulu,WOAH Non-Poultry,,70
2024-11-15,Utah,Piute,Commercial Turkey Meat Bird,,35000
2024-11-18,Hawaii,Honolulu,WOAH Non-Poultry,,9
2024-11-18,Minnesota,Martin,WOAH Non-Poultry,,40
2024-11-18,Minnesota,Martin,WOAH Non-Poultry,,30
2024-11-19,California,Fresno,Commercial Broiler Production,,172800
2024-11-19,California,Merced,Commercial Turkey Meat Bird,,38200
2024-11-19,Illinois,Henry,WOAH Poultry,,5600
2024-11-19,South Dakota,Lake,WOAH Non-Poultry,,20
2024-11-19,Washington,Whatcom,WOAH Non-Poultry,,40
2024-11-20,Alaska,Matanuska Susitna,WOAH Non-Poultry,,40
2024-11-20,California,Marin,Commercial Duck Meat Bird,,6500
2024-11-20,California,Kern,Commercial Table Egg Layer,,1022400
2024-11-21,Arizona,Maricopa,WOAH Non-Poultry,,490
2024-11-21,California,Tulare,Commercial Duck Meat Bird,,96900
2024-11-21,California,Madera,WOAH Non-Poultry,,10
2024-11-21,Idaho,Lemhi,WOAH Non-Poultry,,20
2024-11-21,Oklahoma,Roger Mills,WOAH Non-Poultry,,40
2024-11-21,Utah,Piute,Commercial Turkey Meat Bird,,35500
2024-11-21,Utah,Salt Lake,WOAH Non-Poultry,,30
2024-11-22,California,Merced,Commercial Table Egg Pullets,,538600
2024-11-22,North Dakota,Mchenry,WOAH Poultry,,80
2024-11-25,Minnesota,Meeker,Commercial Turkey Meat Bird,,30500
2024-11-26,Alaska,Matanuska Susitna,WOAH Non-Poultry,,70
2024-11-27,Minnesota,Meeker,Commercial Turkey Meat Bird,,24700
2024-11-27,North Dakota,Ransom,Commercial Turkey Meat Bird,,59500
2024-11-27,Oregon,Union,WOAH Non-Poultry,,30
2024-11-27,South Dakota,Beadle,Commercial Turkey Meat Bird,,41100
2024-11-27,South Dakota,Faulk,Commercial Turkey Meat Bird,,56000
