report_date,environment,class,color,egg_type,origin,destination,freight,wtd_avg_price,volume,wtd_avg_price_prev,wtd_avg_price_ly,price_unit,volume_unit
2025-05-16,USDA Organic,1,Brown,Gradeable Nest Run,National,National,FOB,425.0,780,425.0,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,325.0,690,,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Cage-Free,Extra Large,White,Graded Loose,National,National,FOB,360.0,180,360.0,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Cage-Free,Large,White,Graded Loose,California,California,Delivered,441.81,4794,444.14,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Cage-Free,Large,White,Graded Loose,National,National,FOB,401.15,1092,393.22,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,290.0,1560,320.0,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Cage-Free,Large,Brown,Graded Loose,National,National,FOB,292.0,3120,296.67,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Cage-Free,Medium,White,Graded Loose,California,California,Delivered,300.0,300,300.0,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Cage-Free,Medium,White,Graded Loose,National,National,FOB,300.0,540,300.0,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Cage-Free,Medium,Brown,Graded Loose,National,National,FOB,270.0,1716,270.0,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Caged,1,White,Gradeable Nest Run,National,National,FOB,336.33,2340,334.25,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Caged,Extra Large,White,Graded Loose,National,National,FOB,325.45,15450,354.14,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Caged,Large,White,Graded Loose,National,National,FOB,342.84,26538,345.32,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Caged,Medium,White,Graded Loose,National,National,FOB,304.49,4908,330.67,,Cents Per Dozen,30-Dozen Cases
2025-05-19,Free-Range,Medium,Brown,Graded Loose,National,National,FOB,270.0,720,270.0,,Cents Per Dozen,30-Dozen Cases
2025-05-19,USDA Organic,1,Brown,Gradeable Nest Run,National,National,FOB,425.0,780,425.0,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Cage-Free,3,White,Gradeable Nest Run,National,National,FOB,225.0,2340,,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,325.0,690,325.0,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Cage-Free,Extra Large,White,Graded Loose,National,National,FOB,360.0,180,360.0,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Cage-Free,Large,White,Graded Loose,California,California,Delivered,420.28,1434,441.81,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Cage-Free,Large,White,Graded Loose,National,National,FOB,401.15,1092,401.15,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,290.0,1560,290.0,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Cage-Free,Large,Brown,Graded Loose,National,National,FOB,281.75,6240,292.0,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Cage-Free,Medium,White,Graded Loose,California,California,Delivered,300.0,300,300.0,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Cage-Free,Medium,White,Graded Loose,National,National,FOB,300.0,540,300.0,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Cage-Free,Medium,Brown,Graded Loose,National,National,FOB,270.0,1716,270.0,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Caged,1,White,Gradeable Nest Run,National,National,FOB,333.0,1560,336.33,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Caged,Extra Large,White,Graded Loose,National,National,FOB,319.21,18720,325.45,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Caged,Jumbo,White,Graded Loose,National,National,FOB,287.0,720,,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Caged,Large,White,Graded Loose,National,National,FOB,330.83,31218,342.84,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Caged,Medium,White,Graded Loose,National,National,FOB,306.81,6780,304.49,,Cents Per Dozen,30-Dozen Cases
2025-05-20,Free-Range,Medium,Brown,Graded Loose,National,National,FOB,270.0,720,270.0,,Cents Per Dozen,30-Dozen Cases
2025-05-20,USDA Organic,1,Brown,Gradeable Nest Run,National,National,FOB,,,425.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Cage-Free,3,White,Gradeable Nest Run,National,National,FOB,225.0,2340,225.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,325.0,690,325.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Cage-Free,Extra Large,White,Graded Loose,National,National,FOB,,,360.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Cage-Free,Large,White,Graded Loose,California,California,Delivered,420.28,1434,420.28,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Cage-Free,Large,White,Graded Loose,National,National,FOB,430.0,672,401.15,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,290.0,1560,290.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Cage-Free,Large,Brown,Graded Loose,National,National,FOB,272.8,3900,281.75,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Cage-Free,Medium,White,Graded Loose,California,California,Delivered,300.0,300,300.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Cage-Free,Medium,White,Graded Loose,National,National,FOB,290.0,420,300.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Cage-Free,Medium,Brown,Graded Loose,National,National,FOB,270.0,1716,270.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Caged,1,White,Gradeable Nest Run,National,National,FOB,326.0,2340,333.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Caged,Extra Large,White,Graded Loose,National,National,FOB,301.96,20130,319.21,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Caged,Jumbo,White,Graded Loose,National,National,FOB,287.0,720,287.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Caged,Large,White,Graded Loose,National,National,FOB,320.54,32064,330.83,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Caged,Medium,White,Graded Loose,National,National,FOB,303.88,6456,306.81,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Free-Range,Large,Brown,Graded Loose,National,National,FOB,255.0,720,,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Free-Range,Medium,Brown,Graded Loose,California,California,Delivered,234.0,720,,,Cents Per Dozen,30-Dozen Cases
2025-05-21,Free-Range,Medium,Brown,Graded Loose,National,National,FOB,270.0,720,270.0,,Cents Per Dozen,30-Dozen Cases
2025-05-21,USDA Organic,1,Brown,Gradeable Nest Run,National,National,FOB,339.5,1560,,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Cage-Free,3,White,Gradeable Nest Run,National,National,FOB,225.0,2340,225.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,325.0,690,325.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Cage-Free,Large,White,Graded Loose,California,California,Delivered,282.34,870,420.28,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Cage-Free,Large,White,Graded Loose,National,National,FOB,256.04,3180,430.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,290.0,1560,290.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Cage-Free,Large,Brown,Graded Loose,National,National,FOB,272.8,3900,272.8,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Cage-Free,Medium,White,Graded Loose,California,California,Delivered,,,300.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Cage-Free,Medium,White,Graded Loose,National,National,FOB,,,290.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Cage-Free,Medium,Brown,Graded Loose,National,National,FOB,,,270.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Caged,1,White,Gradeable Nest Run,National,National,FOB,308.33,2340,326.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Caged,Extra Large,White,Graded Loose,National,National,FOB,287.37,18720,301.96,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Caged,Jumbo,White,Graded Loose,National,National,FOB,287.0,720,287.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Caged,Large,White,Graded Loose,National,National,FOB,309.58,37068,320.54,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Caged,Medium,White,Graded Loose,National,National,FOB,295.7,11430,303.88,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Free-Range,Large,Brown,Graded Loose,National,National,FOB,255.0,720,255.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Free-Range,Medium,Brown,Graded Loose,California,California,Delivered,234.0,720,234.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,Free-Range,Medium,Brown,Graded Loose,National,National,FOB,,,270.0,,Cents Per Dozen,30-Dozen Cases
2025-05-22,USDA Organic,1,Brown,Gradeable Nest Run,National,National,FOB,339.5,1560,339.5,,Cents Per Dozen,30-Dozen Cases
2025-05-22,USDA Organic,Large,Brown,Graded Loose,National,National,FOB,320.0,2340,,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Cage-Free,3,White,Gradeable Nest Run,National,National,FOB,225.0,2340,225.0,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,325.0,690,325.0,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Cage-Free,Jumbo,White,Graded Loose,California,California,Delivered,350.0,538,,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Cage-Free,Large,White,Graded Loose,California,California,Delivered,257.6,1650,282.34,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Cage-Free,Large,White,Graded Loose,National,National,FOB,256.04,3180,256.04,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,,,290.0,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Cage-Free,Large,Brown,Graded Loose,National,National,FOB,272.8,3900,272.8,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Cage-Free,Medium,White,Graded Loose,National,National,FOB,211.5,840,,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Caged,1,White,Gradeable Nest Run,National,National,FOB,303.25,3120,308.33,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Caged,Extra Large,White,Graded Loose,National,National,FOB,260.84,20280,287.37,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Caged,Jumbo,White,Graded Loose,National,National,FOB,287.0,720,287.0,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Caged,Large,White,Graded Loose,National,National,FOB,291.6,39006,309.58,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Caged,Medium,White,Graded Loose,National,National,FOB,290.87,12366,295.7,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Free-Range,Large,Brown,Graded Loose,National,National,FOB,255.0,720,255.0,,Cents Per Dozen,30-Dozen Cases
2025-05-23,Free-Range,Medium,Brown,Graded Loose,California,California,Delivered,234.0,720,234.0,,Cents Per Dozen,30-Dozen Cases
2025-05-23,USDA Organic,1,Brown,Gradeable Nest Run,National,National,FOB,339.5,1560,339.5,,Cents Per Dozen,30-Dozen Cases
2025-05-23,USDA Organic,Large,Brown,Graded Loose,National,National,FOB,320.0,2340,320.0,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Cage-Free,3,White,Gradeable Nest Run,National,National,FOB,,,225.0,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,,,325.0,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Cage-Free,Jumbo,White,Graded Loose,California,California,Delivered,350.0,538,350.0,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Cage-Free,Large,White,Graded Loose,California,California,Delivered,254.0,1560,257.6,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Cage-Free,Large,White,Graded Loose,National,National,FOB,250.18,4020,256.04,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,210.0,780,,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Cage-Free,Large,Brown,Graded Loose,National,National,FOB,,,272.8,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Cage-Free,Medium,White,Graded Loose,National,National,FOB,217.56,1776,211.5,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Caged,1,White,Gradeable Nest Run,National,National,FOB,294.0,3900,303.25,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Caged,Extra Large,White,Graded Loose,National,National,FOB,244.69,15840,260.84,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Caged,Jumbo,White,Graded Loose,National,National,FOB,205.0,600,287.0,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Caged,Large,White,Graded Loose,National,National,FOB,263.57,30888,291.6,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Caged,Medium,White,Graded Loose,National,National,FOB,283.54,8718,290.87,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Free-Range,Large,Brown,Graded Loose,National,National,FOB,255.0,720,255.0,,Cents Per Dozen,30-Dozen Cases
2025-05-27,Free-Range,Medium,Brown,Graded Loose,California,California,Delivered,234.0,720,234.0,,Cents Per Dozen,30-Dozen Cases
2025-05-27,USDA Organic,1,Brown,Gradeable Nest Run,National,National,FOB,339.5,1560,339.5,,Cents Per Dozen,30-Dozen Cases
2025-05-27,USDA Organic,Large,Brown,Graded Loose,National,National,FOB,320.0,2340,320.0,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,242.21,1740,,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Cage-Free,Jumbo,White,Graded Loose,California,California,Delivered,350.0,538,350.0,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Cage-Free,Large,White,Graded Loose,California,California,Delivered,258.53,2790,254.0,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Cage-Free,Large,White,Graded Loose,National,National,FOB,250.18,4020,250.18,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,210.0,780,210.0,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Cage-Free,Medium,White,Graded Loose,California,California,Delivered,285.0,150,,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Cage-Free,Medium,White,Graded Loose,National,National,FOB,217.56,1776,217.56,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Caged,1,White,Gradeable Nest Run,National,National,FOB,280.75,3120,294.0,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Caged,1,Brown,Gradeable Nest Run,National,National,FOB,170.0,576,,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Caged,Extra Large,White,Graded Loose,National,National,FOB,217.79,16830,244.69,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Caged,Jumbo,White,Graded Loose,National,National,FOB,205.0,600,205.0,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Caged,Large,White,Graded Loose,National,National,FOB,257.3,40806,263.57,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Caged,Large,Brown,Graded Loose,National,National,FOB,190.0,840,,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Caged,Medium,White,Graded Loose,National,National,FOB,267.64,5910,283.54,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Free-Range,Large,Brown,Graded Loose,National,National,FOB,,,255.0,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Free-Range,Medium,Brown,Graded Loose,California,California,Delivered,,,234.0,,Cents Per Dozen,30-Dozen Cases
2025-05-28,Free-Range,Medium,Brown,Graded Loose,National,National,FOB,195.0,720,,,Cents Per Dozen,30-Dozen Cases
2025-05-28,USDA Organic,1,Brown,Gradeable Nest Run,National,National,FOB,,,339.5,,Cents Per Dozen,30-Dozen Cases
2025-05-28,USDA Organic,Large,Brown,Graded Loose,National,National,FOB,320.0,2340,320.0,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Cage-Free,2,White,Gradeable Nest Run,National,National,FOB,190.0,2340,,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,242.21,1740,242.21,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Cage-Free,Jumbo,White,Graded Loose,California,California,Delivered,350.0,538,350.0,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Cage-Free,Jumbo,Brown,Graded Loose,California,California,Delivered,335.0,538,,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Cage-Free,Large,White,Graded Loose,California,California,Delivered,242.87,2790,258.53,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Cage-Free,Large,White,Graded Loose,National,National,FOB,228.0,840,250.18,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,210.0,780,210.0,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Cage-Free,Medium,White,Graded Loose,California,California,Delivered,285.0,150,285.0,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Cage-Free,Medium,White,Graded Loose,National,National,FOB,217.56,1776,217.56,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Caged,1,White,Gradeable Nest Run,National,National,FOB,272.75,3120,280.75,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Caged,1,Brown,Gradeable Nest Run,National,National,FOB,170.0,576,170.0,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Caged,Extra Large,White,Graded Loose,National,National,FOB,217.07,17610,217.79,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Caged,Jumbo,White,Graded Loose,National,National,FOB,205.0,600,205.0,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Caged,Large,White,Graded Loose,National,National,FOB,251.72,42924,257.3,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Caged,Large,Brown,Graded Loose,National,National,FOB,190.0,840,190.0,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Caged,Medium,White,Graded Loose,National,National,FOB,273.33,2808,267.64,,Cents Per Dozen,30-Dozen Cases
2025-05-29,Free-Range,Medium,Brown,Graded Loose,National,National,FOB,195.0,720,195.0,,Cents Per Dozen,30-Dozen Cases
2025-05-29,USDA Organic,Large,Brown,Graded Loose,National,National,FOB,,,320.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Cage-Free,2,White,Gradeable Nest Run,National,National,FOB,190.0,2340,190.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,242.21,1740,242.21,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Cage-Free,Jumbo,White,Graded Loose,California,California,Delivered,,,350.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Cage-Free,Jumbo,Brown,Graded Loose,California,California,Delivered,335.0,538,335.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Cage-Free,Large,White,Graded Loose,California,California,Delivered,247.87,2010,242.87,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Cage-Free,Large,White,Graded Loose,National,National,FOB,228.0,840,228.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,210.0,780,210.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Cage-Free,Medium,White,Graded Loose,California,California,Delivered,285.0,150,285.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Cage-Free,Medium,White,Graded Loose,National,National,FOB,223.0,936,217.56,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Caged,1,White,Gradeable Nest Run,National,National,FOB,261.0,1560,272.75,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Caged,1,Brown,Gradeable Nest Run,National,National,FOB,170.0,576,170.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Caged,Extra Large,White,Graded Loose,National,National,FOB,221.99,15270,217.07,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Caged,Extra Large,Brown,Graded Loose,National,National,FOB,238.0,210,,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Caged,Jumbo,White,Graded Loose,National,National,FOB,205.0,600,205.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Caged,Large,White,Graded Loose,National,National,FOB,251.96,46170,251.72,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Caged,Large,Brown,Graded Loose,National,National,FOB,207.38,1410,190.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Caged,Medium,White,Graded Loose,National,National,FOB,264.0,936,273.33,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Free-Range,1,Brown,Gradeable Nest Run,National,National,FOB,200.0,1560,,,Cents Per Dozen,30-Dozen Cases
2025-05-30,Free-Range,Medium,Brown,Graded Loose,National,National,FOB,195.0,720,195.0,,Cents Per Dozen,30-Dozen Cases
2025-05-30,USDA Organic,Large,Brown,Graded Loose,National,National,FOB,279.0,1560,,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Cage-Free,2,White,Gradeable Nest Run,National,National,FOB,190.0,2340,190.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,242.21,1740,242.21,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Cage-Free,Jumbo,Brown,Graded Loose,California,California,Delivered,335.0,538,335.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Cage-Free,Large,White,Graded Loose,California,California,Delivered,247.87,2010,247.87,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Cage-Free,Large,White,Graded Loose,National,National,FOB,228.0,840,228.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,222.5,1560,210.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Cage-Free,Large,Brown,Graded Loose,National,National,FOB,230.0,780,,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Cage-Free,Medium,White,Graded Loose,California,California,Delivered,285.0,150,285.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Cage-Free,Medium,White,Graded Loose,National,National,FOB,223.0,936,223.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Cage-Free,Medium,Brown,Graded Loose,National,National,FOB,200.0,840,,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Caged,1,White,Gradeable Nest Run,National,National,FOB,256.67,2340,261.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Caged,1,Brown,Gradeable Nest Run,National,National,FOB,170.0,576,170.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Caged,Extra Large,White,Graded Loose,National,National,FOB,227.74,18390,221.99,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Caged,Extra Large,Brown,Graded Loose,National,National,FOB,238.0,210,238.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Caged,Jumbo,White,Graded Loose,National,National,FOB,205.0,600,205.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Caged,Large,White,Graded Loose,National,National,FOB,253.75,63084,251.96,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Caged,Large,Brown,Graded Loose,National,National,FOB,207.38,1410,207.38,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Caged,Medium,White,Graded Loose,National,National,FOB,264.0,936,264.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Free-Range,1,Brown,Gradeable Nest Run,National,National,FOB,200.0,1560,200.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,Free-Range,Medium,Brown,Graded Loose,National,National,FOB,195.0,720,195.0,,Cents Per Dozen,30-Dozen Cases
2025-06-02,USDA Organic,Large,Brown,Graded Loose,National,National,FOB,279.0,1560,279.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Cage-Free,2,White,Gradeable Nest Run,National,National,FOB,190.0,2340,190.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,246.0,4680,242.21,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Cage-Free,Jumbo,Brown,Graded Loose,California,California,Delivered,335.0,538,335.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Cage-Free,Large,White,Graded Loose,California,California,Delivered,250.78,4800,247.87,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Cage-Free,Large,White,Graded Loose,National,National,FOB,240.0,810,228.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Cage-Free,Large,Brown,Graded Loose,California,California,Delivered,235.0,780,222.5,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Cage-Free,Large,Brown,Graded Loose,National,National,FOB,230.0,780,230.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Cage-Free,Medium,White,Graded Loose,California,California,Delivered,251.5,1872,285.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Cage-Free,Medium,White,Graded Loose,National,National,FOB,,,223.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Cage-Free,Medium,Brown,Graded Loose,National,National,FOB,200.0,840,200.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Caged,1,White,Gradeable Nest Run,National,National,FOB,252.0,1560,256.67,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Caged,1,Brown,Gradeable Nest Run,National,National,FOB,170.0,576,170.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Caged,Extra Large,White,Graded Loose,National,National,FOB,231.52,15660,227.74,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Caged,Extra Large,Brown,Graded Loose,National,National,FOB,238.0,210,238.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Caged,Jumbo,White,Graded Loose,National,National,FOB,,,205.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Caged,Large,White,Graded Loose,National,National,FOB,253.13,50592,253.75,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Caged,Large,Brown,Graded Loose,National,National,FOB,207.38,1410,207.38,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Caged,Medium,White,Graded Loose,National,National,FOB,230.09,2784,264.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Free-Range,1,Brown,Gradeable Nest Run,National,National,FOB,200.0,1560,200.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,Free-Range,Medium,Brown,Graded Loose,National,National,FOB,195.0,720,195.0,,Cents Per Dozen,30-Dozen Cases
2025-06-03,USDA Organic,Large,Brown,Graded Loose,National,National,FOB,279.0,1560,279.0,,Cents Per Dozen,30-Dozen Cases
2025-06-04,Cage-Free,2,White,Gradeable Nest Run,National,National,FOB,190.0,2340,190.0,,Cents Per Dozen,30-Dozen Cases
2025-06-04,Cage-Free,Extra Large,White,Graded Loose,California,California,Delivered,269.0,4680,246.0,,Cents Per Dozen,30-Dozen Cases
2025-06-04,Cage-Free,Extra Large,Brown,Graded Loose,California,California,Delivered,260.0,780,,,Cents Per Dozen,30-Dozen Cases
2025-06-04,Cage-Free,Extra Large,Brown,Graded Loose,National,National,FOB,235.0,150,,,Cents Per Dozen,30-Dozen Cases
2025-06-04,Cage-Free,Jumbo,Brown,Graded Loose,California,California,Delivered,335.0,538,335.0,,Cents Per Dozen,30-Dozen Cases
