report_date,region,stores,feature_rate,activity_index,last_week_feature,last_year_feature,last_week_activity,last_year_activity
2010-01-08,Midwest,3200,22.6,1480.0,36.4,25.1,2250.0,1460.0
2010-01-08,National,19200,35.6,7780.0,23.6,38.0,6420.0,6500.0
2010-01-08,Northeast,4000,35.1,1640.0,28.6,38.2,1250.0,1130.0
2010-01-08,Northwest,1000,49.7,1000.0,45.3,30.5,720.0,320.0
2010-01-08,Southcentral,3500,45.1,1800.0,10.1,35.4,410.0,1490.0
2010-01-08,Southeast,5100,35.2,900.0,18.5,36.0,950.0,890.0
2010-01-08,Southwest,2400,34.6,960.0,18.6,65.8,840.0,1210.0
2010-01-15,Midwest,3200,23.7,1110.0,22.6,25.4,1480.0,1020.0
2010-01-15,National,19200,26.8,6190.0,35.6,25.8,7780.0,5320.0
2010-01-15,Northeast,4000,52.0,2890.0,35.1,34.4,1640.0,1440.0
2010-01-15,Northwest,1000,44.4,600.0,49.7,24.9,1000.0,400.0
2010-01-15,Southcentral,3500,21.0,750.0,45.1,24.1,1800.0,630.0
2010-01-15,Southeast,5100,6.7,440.0,35.2,18.0,900.0,920.0
2010-01-15,Southwest,2400,31.8,400.0,34.6,31.2,960.0,910.0
2010-01-22,Midwest,3200,21.3,1280.0,23.7,25.1,1110.0,940.0
2010-01-22,National,19200,30.6,7220.0,26.8,27.9,6190.0,5460.0
2010-01-22,Northeast,4000,34.9,2170.0,52.0,49.0,2890.0,2140.0
2010-01-22,Northwest,1000,50.6,830.0,44.4,28.8,600.0,460.0
2010-01-22,Southcentral,3500,22.6,800.0,21.0,18.4,750.0,780.0
2010-01-22,Southeast,5100,33.2,1630.0,6.7,20.4,440.0,570.0
2010-01-22,Southwest,2400,33.0,510.0,31.8,24.3,400.0,570.0
2010-01-29,Midwest,3200,29.9,930.0,21.3,28.7,1280.0,900.0
2010-01-29,National,19200,33.7,8110.0,30.6,23.1,7220.0,4020.0
2010-01-29,Northeast,4000,43.1,3510.0,34.9,34.4,2170.0,1050.0
2010-01-29,Northwest,1000,56.5,820.0,50.6,23.7,830.0,290.0
2010-01-29,Southcentral,3500,29.0,820.0,22.6,23.7,800.0,780.0
2010-01-29,Southeast,5100,20.9,1260.0,33.2,13.9,1630.0,650.0
2010-01-29,Southwest,2400,47.4,770.0,33.0,15.1,510.0,350.0
2010-02-05,Midwest,3200,15.6,400.0,29.9,24.5,930.0,880.0
2010-02-05,National,19200,21.8,4780.0,33.7,48.1,8110.0,6950.0
2010-02-05,Northeast,4000,42.2,2250.0,43.1,50.6,3510.0,2040.0
2010-02-05,Northwest,1000,46.9,520.0,56.5,75.6,820.0,270.0
2010-02-05,Southcentral,3500,11.4,460.0,29.0,37.6,820.0,1140.0
2010-02-05,Southeast,5100,6.6,320.0,20.9,62.7,1260.0,1940.0
2010-02-05,Southwest,2400,32.2,830.0,47.4,47.6,770.0,680.0
2010-02-12,Midwest,3200,11.7,1140.0,15.6,55.4,400.0,2320.0
2010-02-12,National,19200,21.4,6070.0,21.8,41.7,4780.0,10430.0
2010-02-12,Northeast,4000,26.1,1430.0,42.2,34.1,2250.0,2390.0
2010-02-12,Northwest,1000,30.3,430.0,46.9,30.7,520.0,430.0
2010-02-12,Southcentral,3500,25.7,1340.0,11.4,40.0,460.0,1580.0
2010-02-12,Southeast,5100,12.8,980.0,6.6,39.7,320.0,2650.0
2010-02-12,Southwest,2400,35.1,750.0,32.2,47.7,830.0,1060.0
2010-02-19,Midwest,3200,47.9,1670.0,11.7,20.3,1140.0,840.0
2010-02-19,National,19200,36.1,7530.0,21.4,33.6,6070.0,8400.0
2010-02-19,Northeast,4000,50.1,2630.0,26.1,41.7,1430.0,2110.0
2010-02-19,Northwest,1000,9.9,120.0,30.3,36.8,430.0,480.0
2010-02-19,Southcentral,3500,16.4,650.0,25.7,37.4,1340.0,1440.0
2010-02-19,Southeast,5100,37.9,1500.0,12.8,31.1,980.0,2500.0
2010-02-19,Southwest,2400,33.2,960.0,35.1,35.9,750.0,1030.0
2010-02-26,Midwest,3200,37.5,1270.0,47.9,33.9,1670.0,1820.0
2010-02-26,National,19200,33.9,6540.0,36.1,41.6,7530.0,10250.0
2010-02-26,Northeast,4000,46.2,1810.0,50.1,47.6,2630.0,3180.0
2010-02-26,Northwest,1000,32.0,340.0,9.9,77.4,120.0,690.0
2010-02-26,Southcentral,3500,23.1,630.0,16.4,36.5,650.0,1810.0
2010-02-26,Southeast,5100,19.5,1130.0,37.9,31.8,1500.0,1500.0
2010-02-26,Southwest,2400,55.8,1360.0,33.2,55.9,960.0,1250.0
2010-03-05,Midwest,3200,35.2,1410.0,37.5,41.8,1270.0,1100.0
2010-03-05,National,19200,30.6,6670.0,33.9,35.5,6540.0,7740.0
2010-03-05,Northeast,4000,42.8,2230.0,46.2,35.3,1810.0,2140.0
2010-03-05,Northwest,1000,21.9,230.0,32.0,43.6,340.0,460.0
2010-03-05,Southcentral,3500,22.5,790.0,23.1,28.0,630.0,790.0
2010-03-05,Southeast,5100,30.8,1520.0,19.5,43.2,1130.0,2860.0
2010-03-05,Southwest,2400,18.9,490.0,55.8,18.2,1360.0,390.0
2010-03-12,Midwest,3200,13.1,820.0,35.2,22.3,1410.0,1830.0
2010-03-12,National,19200,20.4,5210.0,30.6,29.0,6670.0,7140.0
2010-03-12,Northeast,4000,43.0,2650.0,42.8,34.8,2230.0,1850.0
2010-03-12,Northwest,1000,27.0,460.0,21.9,19.6,230.0,120.0
2010-03-12,Southcentral,3500,16.8,320.0,22.5,19.3,790.0,680.0
2010-03-12,Southeast,5100,8.1,670.0,30.8,40.1,1520.0,2260.0
2010-03-12,Southwest,2400,21.0,290.0,18.9,20.8,490.0,400.0
2010-03-19,Midwest,3200,40.5,970.0,13.1,37.7,820.0,1640.0
2010-03-19,National,19200,32.7,7800.0,20.4,34.1,5210.0,8350.0
2010-03-19,Northeast,4000,44.9,1870.0,43.0,40.0,2650.0,2300.0
2010-03-19,Northwest,1000,38.8,530.0,27.0,32.8,460.0,240.0
2010-03-19,Southcentral,3500,14.0,580.0,16.8,25.5,320.0,1470.0
2010-03-19,Southeast,5100,34.6,3040.0,8.1,25.5,670.0,1480.0
2010-03-19,Southwest,2400,22.8,810.0,21.0,50.2,290.0,1220.0
2010-03-26,Midwest,3200,51.1,1560.0,40.5,22.3,970.0,1220.0
2010-03-26,National,19200,50.4,10290.0,32.7,29.7,7800.0,8780.0
2010-03-26,Northeast,4000,65.4,4190.0,44.9,54.0,1870.0,3770.0
2010-03-26,Northwest,1000,77.9,870.0,38.8,28.7,530.0,360.0
2010-03-26,Southcentral,3500,36.2,1540.0,14.0,15.7,580.0,650.0
2010-03-26,Southeast,5100,45.9,840.0,34.6,22.9,3040.0,2010.0
2010-03-26,Southwest,2400,42.8,1290.0,22.8,32.4,810.0,770.0
2010-04-02,Midwest,3200,66.8,2900.0,51.1,50.5,1560.0,2050.0
2010-04-02,National,19200,47.1,9220.0,50.4,45.5,10290.0,9180.0
2010-04-02,Northeast,4000,38.5,2130.0,65.4,58.5,4190.0,3560.0
2010-04-02,Northwest,1000,41.8,690.0,77.9,40.4,870.0,180.0
2010-04-02,Southcentral,3500,49.1,1310.0,36.2,31.0,1540.0,900.0
2010-04-02,Southeast,5100,43.0,1190.0,45.9,44.0,840.0,1260.0
2010-04-02,Southwest,2400,43.1,1000.0,42.8,41.8,1290.0,1230.0
2010-04-09,Midwest,3200,20.0,820.0,66.8,71.2,2900.0,2950.0
2010-04-09,National,19200,19.2,4480.0,47.1,59.4,9220.0,11790.0
2010-04-09,Northeast,4000,46.7,2650.0,38.5,43.0,2130.0,2110.0
2010-04-09,Northwest,1000,8.6,160.0,41.8,65.0,690.0,1490.0
2010-04-09,Southcentral,3500,7.5,270.0,49.1,59.5,1310.0,1330.0
2010-04-09,Southeast,5100,3.6,190.0,43.0,61.7,1190.0,3350.0
2010-04-09,Southwest,2400,27.0,390.0,43.1,64.8,1000.0,560.0
2010-04-16,Midwest,3200,40.6,2350.0,20.0,5.0,820.0,80.0
2010-04-16,National,19200,35.9,11230.0,19.2,25.3,4480.0,4880.0
2010-04-16,Northeast,4000,53.3,3880.0,46.7,38.5,2650.0,1720.0
2010-04-16,Northwest,1000,40.9,740.0,8.6,16.4,160.0,250.0
2010-04-16,Southcentral,3500,25.2,1520.0,7.5,8.6,270.0,260.0
2010-04-16,Southeast,5100,23.1,1250.0,3.6,32.8,190.0,1660.0
2010-04-16,Southwest,2400,41.3,1490.0,27.0,39.8,390.0,910.0
2010-04-23,Midwest,3200,13.5,410.0,40.6,28.3,2350.0,970.0
2010-04-23,National,19200,24.5,6360.0,35.9,30.0,11230.0,8960.0
2010-04-23,Northeast,4000,55.2,3440.0,53.3,49.0,3880.0,4320.0
2010-04-23,Northwest,1000,10.1,170.0,40.9,36.3,740.0,410.0
2010-04-23,Southcentral,3500,24.4,1000.0,25.2,26.3,1520.0,1230.0
2010-04-23,Southeast,5100,15.2,990.0,23.1,11.8,1250.0,790.0
2010-04-23,Southwest,2400,13.6,350.0,41.3,42.0,1490.0,1240.0
2010-04-30,Midwest,3200,35.8,1410.0,13.5,49.8,410.0,2880.0
2010-04-30,National,19200,34.6,7410.0,24.5,36.6,6360.0,11160.0
2010-04-30,Northeast,4000,60.8,3780.0,55.2,39.3,3440.0,2340.0
2010-04-30,Northwest,1000,22.2,510.0,10.1,40.1,170.0,430.0
2010-04-30,Southcentral,3500,6.2,280.0,24.4,19.8,1000.0,460.0
2010-04-30,Southeast,5100,37.3,950.0,15.2,41.5,990.0,4440.0
2010-04-30,Southwest,2400,29.9,480.0,13.6,26.0,350.0,610.0
2010-05-07,Midwest,3200,55.4,2020.0,35.8,64.4,1410.0,2680.0
2010-05-07,National,19200,50.9,11990.0,34.6,37.0,7410.0,8980.0
2010-05-07,Northeast,4000,71.1,4410.0,60.8,28.8,3780.0,1500.0
2010-05-07,Northwest,1000,81.8,840.0,22.2,36.8,510.0,410.0
2010-05-07,Southcentral,3500,34.6,970.0,6.2,37.6,280.0,1520.0
2010-05-07,Southeast,5100,35.8,1990.0,37.3,21.5,950.0,1400.0
2010-05-07,Southwest,2400,53.5,1760.0,29.9,47.4,480.0,1470.0
2010-05-14,Midwest,3200,33.4,1300.0,55.4,53.0,2020.0,1900.0
2010-05-14,National,19200,27.0,6020.0,50.9,36.4,11990.0,7060.0
2010-05-14,Northeast,4000,43.5,2610.0,71.1,40.7,4410.0,2150.0
2010-05-14,Northwest,1000,11.0,120.0,81.8,8.3,840.0,80.0
2010-05-14,Southcentral,3500,9.4,350.0,34.6,15.0,970.0,420.0
2010-05-14,Southeast,5100,17.3,850.0,35.8,43.2,1990.0,1740.0
2010-05-14,Southwest,2400,44.3,790.0,53.5,32.9,1760.0,770.0
2010-05-21,Midwest,3200,31.4,970.0,33.4,45.6,1300.0,2090.0
2010-05-21,National,19200,33.0,7270.0,27.0,34.6,6020.0,7640.0
2010-05-21,Northeast,4000,45.4,2640.0,43.5,37.2,2610.0,1590.0
2010-05-21,Northwest,1000,26.7,300.0,11.0,21.6,120.0,200.0
2010-05-21,Southcentral,3500,35.4,1210.0,9.4,31.6,350.0,1160.0
2010-05-21,Southeast,5100,23.6,1310.0,17.3,37.3,850.0,2030.0
2010-05-21,Southwest,2400,33.6,840.0,44.3,18.3,790.0,570.0
2010-05-28,Midwest,3200,15.9,600.0,31.4,49.7,970.0,2100.0
2010-05-28,National,19200,21.9,4760.0,33.0,54.3,7270.0,11380.0
2010-05-28,Northeast,4000,26.8,1570.0,45.4,58.7,2640.0,2880.0
2010-05-28,Northwest,1000,43.9,460.0,26.7,49.6,300.0,340.0
2010-05-28,Southcentral,3500,22.0,820.0,35.4,49.3,1210.0,1740.0
2010-05-28,Southeast,5100,10.2,440.0,23.6,50.5,1310.0,2680.0
2010-05-28,Southwest,2400,36.5,870.0,33.6,69.9,840.0,1640.0
2010-06-04,Midwest,3200,39.5,1320.0,15.9,46.6,600.0,2680.0
2010-06-04,National,19200,53.5,10240.0,21.9,52.7,4760.0,12870.0
2010-06-04,Northeast,4000,52.9,2710.0,26.8,52.6,1570.0,2850.0
2010-06-04,Northwest,1000,50.1,740.0,43.9,33.2,460.0,480.0
2010-06-04,Southcentral,3500,38.5,1810.0,22.0,39.6,820.0,1390.0
2010-06-04,Southeast,5100,71.8,2220.0,10.2,73.3,440.0,4250.0
2010-06-04,Southwest,2400,57.6,1440.0,36.5,42.3,870.0,1220.0
2010-06-11,Midwest,3200,20.7,970.0,39.5,45.1,1320.0,1710.0
2010-06-11,National,19200,36.5,8580.0,53.5,31.0,10240.0,8460.0
2010-06-11,Northeast,4000,49.0,2720.0,52.9,52.4,2710.0,3200.0
2010-06-11,Northwest,1000,44.2,470.0,50.1,35.8,740.0,400.0
2010-06-11,Southcentral,3500,36.1,1090.0,38.5,23.8,1810.0,1000.0
2010-06-11,Southeast,5100,38.2,1900.0,71.8,9.2,2220.0,1300.0
2010-06-11,Southwest,2400,29.9,1430.0,57.6,30.6,1440.0,850.0
2010-06-18,Midwest,3200,40.8,2400.0,20.7,39.6,970.0,1870.0
2010-06-18,National,19200,42.8,8810.0,36.5,37.7,8580.0,8380.0
2010-06-18,Northeast,4000,71.6,3660.0,49.0,46.9,2720.0,3350.0
2010-06-18,Northwest,1000,28.8,600.0,44.2,52.5,470.0,530.0
2010-06-18,Southcentral,3500,29.2,890.0,36.1,26.6,1090.0,1090.0
2010-06-18,Southeast,5100,38.6,590.0,38.2,37.2,1900.0,820.0
2010-06-18,Southwest,2400,32.5,670.0,29.9,30.6,1430.0,720.0
2010-06-25,Midwest,3200,21.7,730.0,40.8,35.7,2400.0,2180.0
2010-06-25,National,19200,27.2,7330.0,42.8,26.6,8810.0,6410.0
2010-06-25,Northeast,4000,49.9,3510.0,71.6,41.4,3660.0,2080.0
2010-06-25,Northwest,1000,24.4,390.0,28.8,28.5,600.0,280.0
2010-06-25,Southcentral,3500,15.4,550.0,29.2,8.4,890.0,270.0
2010-06-25,Southeast,5100,23.1,1250.0,38.6,24.1,590.0,1160.0
2010-06-25,Southwest,2400,23.6,900.0,32.5,18.8,670.0,440.0
2010-07-02,Midwest,3200,36.3,1130.0,21.7,22.1,730.0,1170.0
2010-07-02,National,19200,25.0,5600.0,27.2,22.7,7330.0,5920.0
2010-07-02,Northeast,4000,50.9,2990.0,49.9,37.4,3510.0,2220.0
2010-07-02,Northwest,1000,31.8,300.0,24.4,28.7,390.0,320.0
2010-07-02,Southcentral,3500,11.3,320.0,15.4,12.5,550.0,470.0
2010-07-02,Southeast,5100,7.2,350.0,23.1,12.4,1250.0,630.0
2010-07-02,Southwest,2400,21.5,510.0,23.6,32.2,900.0,1110.0
2010-07-09,Midwest,3200,40.8,2110.0,36.3,43.0,1130.0,2140.0
2010-07-09,National,19200,41.2,11360.0,25.0,38.6,5600.0,9410.0
2010-07-09,Northeast,4000,45.8,2880.0,50.9,56.8,2990.0,2880.0
2010-07-09,Northwest,1000,47.4,1030.0,31.8,31.1,300.0,460.0
2010-07-09,Southcentral,3500,21.6,1120.0,11.3,22.9,320.0,750.0
2010-07-09,Southeast,5100,54.8,3190.0,7.2,33.7,350.0,2210.0
2010-07-09,Southwest,2400,31.3,1030.0,21.5,36.4,510.0,970.0
2010-07-16,Midwest,3200,24.2,910.0,40.8,50.1,2110.0,2200.0
2010-07-16,National,19200,40.9,9480.0,41.2,49.1,11360.0,10570.0
2010-07-16,Northeast,4000,57.9,3120.0,45.8,64.2,2880.0,3210.0
2010-07-16,Northwest,1000,64.5,750.0,47.4,47.6,1030.0,410.0
2010-07-16,Southcentral,3500,31.3,830.0,21.6,20.0,1120.0,700.0
2010-07-16,Southeast,5100,36.1,2610.0,54.8,62.7,3190.0,3180.0
2010-07-16,Southwest,2400,48.5,1260.0,31.3,33.2,1030.0,870.0
2010-07-23,Midwest,3200,23.2,640.0,24.2,28.9,910.0,910.0
2010-07-23,National,19200,27.9,5630.0,40.9,27.6,9480.0,6530.0
2010-07-23,Northeast,4000,48.1,2270.0,57.9,45.7,3120.0,2960.0
2010-07-23,Northwest,1000,17.1,340.0,64.5,40.9,750.0,470.0
2010-07-23,Southcentral,3500,21.9,920.0,31.3,16.4,830.0,530.0
2010-07-23,Southeast,5100,8.0,140.0,36.1,15.5,2610.0,910.0
2010-07-23,Southwest,2400,56.1,1320.0,48.5,31.2,1260.0,750.0
2010-07-30,Midwest,3200,34.8,1330.0,23.2,28.1,640.0,1650.0
2010-07-30,National,19200,52.1,10310.0,27.9,27.0,5630.0,7320.0
2010-07-30,Northeast,4000,55.6,3250.0,48.1,36.3,2270.0,2690.0
2010-07-30,Northwest,1000,77.3,1050.0,17.1,45.1,340.0,410.0
2010-07-30,Southcentral,3500,30.5,1160.0,21.9,22.3,920.0,770.0
2010-07-30,Southeast,5100,73.0,2460.0,8.0,22.7,140.0,1150.0
2010-07-30,Southwest,2400,45.6,1060.0,56.1,18.3,1320.0,650.0
2010-08-13,Midwest,3200,46.9,2030.0,,43.7,,2440.0
2010-08-13,National,19200,52.7,12230.0,,33.6,,9950.0
2010-08-13,Northeast,4000,63.4,3650.0,,51.3,,3560.0
2010-08-13,Northwest,1000,77.6,780.0,,39.5,,480.0
2010-08-13,Southcentral,3500,44.9,1620.0,,20.8,,1090.0
2010-08-13,Southeast,5100,43.2,2640.0,,21.5,,1560.0
2010-08-13,Southwest,2400,63.5,1510.0,,31.3,,820.0
2010-08-20,Midwest,3200,17.0,980.0,46.9,24.5,2030.0,800.0
2010-08-20,National,19200,27.8,7590.0,52.7,25.1,12230.0,5080.0
2010-08-20,Northeast,4000,37.8,3740.0,63.4,43.7,3650.0,1850.0
2010-08-20,Northwest,1000,13.3,130.0,77.6,20.1,780.0,330.0
2010-08-20,Southcentral,3500,13.1,450.0,44.9,9.3,1620.0,290.0
2010-08-20,Southeast,5100,35.3,1650.0,43.2,24.8,2640.0,1360.0
2010-08-20,Southwest,2400,37.3,640.0,63.5,18.2,1510.0,450.0
2010-08-27,Midwest,3200,47.7,2790.0,17.0,35.0,980.0,1290.0
2010-08-27,National,19200,45.2,13210.0,27.8,43.0,7590.0,10410.0
2010-08-27,Northeast,4000,60.2,4410.0,37.8,49.6,3740.0,3600.0
2010-08-27,Northwest,1000,58.4,640.0,13.3,27.3,130.0,370.0
2010-08-27,Southcentral,3500,49.6,2090.0,13.1,25.5,450.0,1260.0
2010-08-27,Southeast,5100,25.1,2090.0,35.3,56.7,1650.0,2810.0
2010-08-27,Southwest,2400,46.9,1190.0,37.3,43.1,640.0,1080.0
2010-09-03,Midwest,3200,20.0,1040.0,47.7,18.6,2790.0,940.0
2010-09-03,National,19200,20.8,5640.0,45.2,21.7,13210.0,5310.0
2010-09-03,Northeast,4000,41.7,3150.0,60.2,19.7,4410.0,1420.0
2010-09-03,Northwest,1000,4.5,40.0,58.4,17.0,640.0,270.0
2010-09-03,Southcentral,3500,9.9,330.0,49.6,7.5,2090.0,300.0
2010-09-03,Southeast,5100,17.0,900.0,25.1,31.7,2090.0,1680.0
2010-09-03,Southwest,2400,18.4,180.0,46.9,29.5,1190.0,700.0
2010-09-10,Midwest,3200,14.9,470.0,20.0,27.4,1040.0,1580.0
2010-09-10,National,19200,32.9,5790.0,20.8,28.2,5640.0,7530.0
2010-09-10,Northeast,4000,56.5,2850.0,41.7,34.4,3150.0,2100.0
2010-09-10,Northwest,1000,49.7,580.0,4.5,46.1,40.0,520.0
2010-09-10,Southcentral,3500,17.6,620.0,9.9,22.5,330.0,1010.0
2010-09-10,Southeast,5100,30.8,380.0,17.0,20.0,900.0,1190.0
2010-09-10,Southwest,2400,36.4,890.0,18.4,37.1,180.0,1130.0
2010-09-17,Midwest,3200,11.7,920.0,14.9,20.1,470.0,820.0
2010-09-17,National,19200,21.4,5470.0,32.9,29.0,5790.0,6900.0
2010-09-17,Northeast,4000,58.1,3260.0,56.5,35.1,2850.0,2710.0
2010-09-17,Northwest,1000,24.3,290.0,49.7,52.4,580.0,620.0
2010-09-17,Southcentral,3500,10.5,370.0,17.6,16.9,620.0,540.0
2010-09-17,Southeast,5100,9.5,320.0,30.8,30.5,380.0,1230.0
2010-09-17,Southwest,2400,12.7,310.0,36.4,34.9,890.0,980.0
2010-09-24,Midwest,3200,34.7,570.0,11.7,22.6,920.0,710.0
2010-09-24,National,19200,40.6,8680.0,21.4,33.6,5470.0,10800.0
2010-09-24,Northeast,4000,47.8,2980.0,58.1,44.0,3260.0,3180.0
2010-09-24,Northwest,1000,52.2,660.0,24.3,39.8,290.0,540.0
2010-09-24,Southcentral,3500,31.5,1360.0,10.5,35.0,370.0,930.0
2010-09-24,Southeast,5100,39.6,2010.0,9.5,33.6,320.0,4280.0
2010-09-24,Southwest,2400,47.0,1100.0,12.7,26.5,310.0,1160.0
2010-10-01,Midwest,3200,41.3,2140.0,34.7,31.6,570.0,1450.0
2010-10-01,National,19200,46.1,10820.0,40.6,27.9,8680.0,8330.0
2010-10-01,Northeast,4000,50.7,2810.0,47.8,36.0,2980.0,2590.0
2010-10-01,Northwest,1000,14.1,250.0,52.2,36.0,660.0,500.0
2010-10-01,Southcentral,3500,39.3,1460.0,31.5,23.2,1360.0,830.0
2010-10-01,Southeast,5100,54.8,2960.0,39.6,15.6,2010.0,1380.0
2010-10-01,Southwest,2400,50.4,1200.0,47.0,39.1,1100.0,1580.0
2010-10-08,Midwest,3200,35.8,1160.0,41.3,27.5,2140.0,1620.0
2010-10-08,National,19200,44.1,9120.0,46.1,32.4,10820.0,8630.0
2010-10-08,Northeast,4000,47.4,3180.0,50.7,52.6,2810.0,2930.0
2010-10-08,Northwest,1000,31.5,330.0,14.1,35.9,250.0,330.0
2010-10-08,Southcentral,3500,29.3,1120.0,39.3,24.1,1460.0,970.0
2010-10-08,Southeast,5100,54.1,2010.0,54.8,27.6,2960.0,2040.0
2010-10-08,Southwest,2400,55.7,1320.0,50.4,25.2,1200.0,740.0
2010-10-15,Midwest,3200,42.8,1740.0,35.8,30.2,1160.0,1330.0
2010-10-15,National,19200,35.9,8350.0,44.1,43.5,9120.0,10130.0
2010-10-15,Northeast,4000,52.6,2620.0,47.4,48.3,3180.0,2930.0
2010-10-15,Northwest,1000,21.3,440.0,31.5,40.0,330.0,460.0
2010-10-15,Southcentral,3500,34.2,1110.0,29.3,33.0,1120.0,1320.0
2010-10-15,Southeast,5100,28.5,1730.0,54.1,60.6,2010.0,3160.0
2010-10-15,Southwest,2400,23.6,710.0,55.7,32.4,1320.0,930.0
2010-10-22,Midwest,3200,24.7,810.0,42.8,41.3,1740.0,1110.0
2010-10-22,National,19200,42.0,8000.0,35.9,31.9,8350.0,6210.0
2010-10-22,Northeast,4000,54.3,3000.0,52.6,40.0,2620.0,2110.0
2010-10-22,Northwest,1000,83.6,890.0,21.3,24.6,440.0,380.0
2010-10-22,Southcentral,3500,28.0,990.0,34.2,16.8,1110.0,1140.0
2010-10-22,Southeast,5100,35.9,740.0,28.5,40.0,1730.0,1100.0
2010-10-22,Southwest,2400,60.1,1570.0,23.6,11.4,710.0,370.0
2010-10-29,Midwest,3200,45.1,1950.0,24.7,40.4,810.0,1850.0
2010-10-29,National,19200,29.0,6960.0,42.0,25.3,8000.0,6280.0
2010-10-29,Northeast,4000,45.0,2500.0,54.3,40.9,3000.0,2290.0
2010-10-29,Northwest,1000,25.1,330.0,83.6,24.3,890.0,210.0
2010-10-29,Southcentral,3500,31.0,1090.0,28.0,7.5,990.0,310.0
2010-10-29,Southeast,5100,15.3,750.0,35.9,18.5,740.0,1190.0
2010-10-29,Southwest,2400,8.8,340.0,60.1,17.8,1570.0,430.0
2010-11-05,Midwest,3200,48.7,1960.0,45.1,42.5,1950.0,1130.0
2010-11-05,National,19200,52.6,11400.0,29.0,45.5,6960.0,9350.0
2010-11-05,Northeast,4000,51.0,2370.0,45.0,51.4,2500.0,3040.0
2010-11-05,Northwest,1000,44.8,570.0,25.1,74.6,330.0,770.0
2010-11-05,Southcentral,3500,51.7,2240.0,31.0,41.8,1090.0,1310.0
2010-11-05,Southeast,5100,49.1,2530.0,15.3,28.2,750.0,1530.0
2010-11-05,Southwest,2400,72.5,1730.0,8.8,70.4,340.0,1570.0
2010-11-12,Midwest,3200,37.7,1660.0,48.7,40.3,1960.0,2070.0
2010-11-12,National,19200,30.5,5760.0,52.6,39.6,11400.0,11560.0
2010-11-12,Northeast,4000,34.7,1680.0,51.0,47.1,2370.0,2540.0
2010-11-12,Northwest,1000,25.7,320.0,44.8,43.8,570.0,500.0
2010-11-12,Southcentral,3500,30.7,1100.0,51.7,34.0,2240.0,1520.0
2010-11-12,Southeast,5100,31.6,540.0,49.1,39.2,2530.0,3890.0
2010-11-12,Southwest,2400,13.4,460.0,72.5,32.7,1730.0,1040.0
2010-11-19,Midwest,3200,28.3,780.0,37.7,52.6,1660.0,1380.0
2010-11-19,National,19200,33.0,7060.0,30.5,29.7,5760.0,4760.0
2010-11-19,Northeast,4000,42.4,2470.0,34.7,22.8,1680.0,1380.0
2010-11-19,Northwest,1000,48.3,810.0,25.7,31.7,320.0,550.0
2010-11-19,Southcentral,3500,43.5,1760.0,30.7,30.3,1100.0,640.0
2010-11-19,Southeast,5100,12.2,430.0,31.6,17.4,540.0,510.0
2010-11-19,Southwest,2400,45.6,810.0,13.4,35.4,460.0,300.0
2010-11-26,Midwest,3200,26.3,1100.0,28.3,34.1,780.0,1130.0
2010-11-26,National,19200,17.6,4640.0,33.0,26.9,7060.0,5510.0
2010-11-26,Northeast,4000,32.2,1770.0,42.4,41.7,2470.0,2060.0
2010-11-26,Northwest,1000,15.4,290.0,48.3,13.6,810.0,130.0
2010-11-26,Southcentral,3500,5.7,220.0,43.5,6.0,1760.0,190.0
2010-11-26,Southeast,5100,13.8,1100.0,12.2,33.9,430.0,1770.0
2010-11-26,Southwest,2400,7.7,160.0,45.6,10.6,810.0,230.0
2010-12-03,Midwest,3200,22.2,710.0,26.3,42.6,1100.0,1350.0
2010-12-03,National,19200,25.8,6330.0,17.6,30.5,4640.0,6830.0
2010-12-03,Northeast,4000,42.4,2580.0,32.2,46.8,1770.0,2630.0
2010-12-03,Northwest,1000,49.8,590.0,15.4,38.4,290.0,590.0
2010-12-03,Southcentral,3500,19.6,630.0,5.7,25.4,220.0,1160.0
2010-12-03,Southeast,5100,7.1,600.0,13.8,16.2,1100.0,590.0
2010-12-03,Southwest,2400,41.1,1220.0,7.7,21.5,160.0,510.0
2010-12-10,Midwest,3200,31.2,1300.0,22.2,38.2,710.0,1320.0
2010-12-10,National,19200,33.2,6420.0,25.8,37.4,6330.0,7480.0
2010-12-10,Northeast,4000,41.3,1930.0,42.4,52.3,2580.0,2710.0
2010-12-10,Northwest,1000,30.8,460.0,49.8,30.6,590.0,530.0
2010-12-10,Southcentral,3500,18.8,750.0,19.6,23.5,630.0,540.0
2010-12-10,Southeast,5100,37.5,1030.0,7.1,32.9,600.0,1560.0
2010-12-10,Southwest,2400,35.5,950.0,41.1,42.5,1220.0,820.0
2010-12-17,Midwest,3200,36.9,890.0,31.2,25.2,1300.0,1620.0
2010-12-17,National,19200,41.5,6970.0,33.2,22.5,6420.0,7340.0
2010-12-17,Northeast,4000,39.5,2080.0,41.3,28.9,1930.0,2700.0
2010-12-17,Northwest,1000,53.8,540.0,30.8,35.8,460.0,610.0
2010-12-17,Southcentral,3500,45.3,1270.0,18.8,23.8,750.0,1080.0
2010-12-17,Southeast,5100,43.7,1320.0,37.5,14.7,1030.0,1130.0
2010-12-17,Southwest,2400,35.4,870.0,35.5,17.7,950.0,200.0
2010-12-24,Midwest,3200,22.4,830.0,36.9,25.2,890.0,1140.0
2010-12-24,National,19200,23.7,5600.0,41.5,22.5,6970.0,4880.0
